Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,SvlzcWFD,08/08/2024,15:00,ARGENTINA - LIGA PROFESIONAL,Argentinos Jrs,Sarmiento Junin,ROUND 10,1.73,3.3,5.75,1.62,2.2,1.13,6.0,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.5,1.5,1.7,2.1,1.15,5.5,6.0,10.0,26.0,67.0,4.75,7.0,21.0,51.0,6.5,9.5,26.0,67.0,13.0,19.0,41.0,101.0,201.0
2,lW9sdyjH,08/08/2024,15:00,EGYPT - PREMIER LEAGUE,Smouha,Al Ahly,ROUND 24,9.0,4.25,1.34,1.39,2.55,1.01,9.3,1.27,3.1,1.87,1.83,2.9,1.31,5.85,1.08,2.15,1.55,,,,,9.75,5.7,5.6,8.0,20.0,8.75,8.5,12.5,65.0,29.0,24.0,35.0,300.0,120.0,110.0,150.0,900.0
3,lIU8sxyO,08/08/2024,15:00,EGYPT - PREMIER LEAGUE,ZED,Zamalek,ROUND 23,2.62,2.92,2.72,1.45,2.4,1.13,4.45,1.32,2.85,1.93,1.7,3.1,1.27,6.65,1.06,1.65,1.98,,,,,8.5,8.25,14.0,32.0,8.5,5.7,9.75,24.0,14.0,9.5,12.5,32.0,32.0,22.0,28.0,55.0,450.0
4,Men4F0qd,08/08/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,The Strongest,CLAUSURA ,5.25,3.8,1.62,1.33,3.25,1.04,12.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.73,2.0,4.8,1.18,2.25,1.63,12.0,7.5,8.0,13.0,15.0,7.5,8.5,13.0,26.0,17.0,15.0,23.0,51.0,41.0,41.0,51.0,201.0
5,rTc53uHH,08/08/2024,16:15,ICELAND - BESTA DEILD KARLA,Kopavogur,KR Reykjavik,ROUND 17,4.55,4.7,1.55,1.19,4.2,1.01,24.0,1.09,6.3,1.29,3.3,1.72,2.05,2.5,1.47,1.38,2.82,,,,,35.0,15.5,12.5,15.0,28.0,11.25,9.25,10.75,40.0,16.0,12.5,15.0,80.0,35.0,27.0,30.0,120.0
6,QgU0ECmo,08/08/2024,18:00,VENEZUELA - LIGA FUTVE,La Guaira,Angostura,CLAUSURA ,1.9,3.15,4.05,1.47,2.32,1.04,7.7,1.38,2.6,2.1,1.57,3.5,1.21,7.4,1.04,1.9,1.72,1.87,1.83,,,7.5,9.75,22.0,70.0,6.0,6.1,14.0,45.0,8.25,8.5,16.5,55.0,16.5,17.0,32.0,90.0,900.0
7,hUkQ25uS,08/08/2024,18:30,PARAGUAY - PRIMERA DIVISION,Sp. Luqueno,Tacuary,CLAUSURA ,1.8,3.1,4.5,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.38,1.53,1.83,1.98,1.2,4.4,6.5,9.5,21.0,51.0,5.0,6.5,17.0,41.0,7.0,9.5,21.0,51.0,15.0,19.0,41.0,81.0,351.0
8,EkZkw4y3,08/08/2024,19:00,BOLIVIA - DIVISION PROFESIONAL,Aurora,Blooming,CLAUSURA ,1.67,3.5,5.5,1.44,2.63,1.07,8.5,1.33,3.25,2.05,1.75,3.5,1.29,8.0,1.08,2.0,1.73,1.83,1.98,1.16,5.25,8.5,13.0,26.0,51.0,6.5,7.0,17.0,41.0,7.5,8.5,17.0,51.0,12.0,15.0,29.0,51.0,351.0
9,QVHHYeOH,08/08/2024,19:00,DOMINICAN REPUBLIC - LDF,Atletico Pantoja,Universidad O&M,WINNERS STAGE ,2.25,3.1,2.92,1.29,3.28,10.9,1.01,1.17,4.2,1.65,1.98,2.51,1.44,5.5,1.11,1.51,2.48,,,,,11.25,9.0,14.0,30.0,8.5,5.6,8.75,19.5,11.25,7.5,9.25,21.0,20.0,13.5,16.5,30.0,150.0
10,WELLLNk1,08/08/2024,20:00,BRAZIL - COPA DO BRASIL,Goias,Sao Paulo,1/8-FINALS,3.9,3.3,2.0,1.53,2.38,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,3.7,1.26,1.83,2.03,7.0,5.5,8.0,17.0,9.0,6.5,9.5,19.0,17.0,15.0,19.0,41.0,41.0,34.0,51.0,81.0,501.0
11,6k7mxGuh,08/08/2024,20:45,VENEZUELA - LIGA FUTVE,Carabobo,Monagas,CLAUSURA ,2.18,2.92,3.45,1.47,2.35,1.05,6.95,1.42,2.47,2.2,1.52,3.7,1.19,8.5,1.03,1.88,1.72,,,,,6.9,8.0,17.0,50.0,6.4,5.8,12.5,37.0,10.0,9.0,16.0,50.0,22.0,19.5,35.0,90.0,900.0
12,Yikiyr6F,08/08/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Bolivar,Wilstermann,CLAUSURA ,1.22,6.5,12.0,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,2.1,1.67,1.21,4.25,,,17.0,29.0,51.0,151.0,8.5,12.0,34.0,81.0,6.5,10.0,26.0,67.0,7.5,11.0,29.0,67.0,351.0
13,OCtdcq3k,08/08/2024,21:00,PARAGUAY - PRIMERA DIVISION,General Caballero JLM,Cerro Porteno,CLAUSURA ,6.25,3.7,1.5,1.5,2.5,1.07,9.0,1.4,2.75,2.2,1.65,4.0,1.22,9.0,1.07,2.38,1.53,6.0,1.13,2.43,1.53,7.5,5.0,6.0,10.0,13.0,7.5,9.0,15.0,34.0,21.0,23.0,41.0,81.0,51.0,67.0,101.0,1000.0
14,h0SR9UNO,08/08/2024,22:00,MEXICO - LIGA DE EXPANSION MX,Correcaminos,Atletico La Paz,APERTURA ,2.2,3.5,2.87,1.35,3.04,1.01,10.0,1.24,3.3,1.7,1.91,2.65,1.36,5.25,1.11,1.6,2.05,1.95,1.75,,,11.75,10.25,15.5,35.0,9.0,6.9,10.5,23.0,11.5,9.0,13.0,29.0,22.0,16.5,24.0,55.0,350.0
