Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,lztpApfC,04/04/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Venados,Cancun,CLAUSURA ,2.55,3.15,2.72,1.45,2.55,1.07,6.8,1.33,3.05,2.0,1.75,3.25,1.29,5.7,1.11,1.72,2.0,,,,,6.8,8.25,13.5,32.0,8.5,6.0,10.0,24.0,13.0,9.5,13.5,32.0,28.0,20.0,29.0,60.0,500.0
2,8tEZcDtm,04/04/2024,07:00,VIETNAM - V.LEAGUE 1,Quang Nam,Gia Lai,ROUND 15,2.0,3.25,3.5,1.47,2.32,1.05,7.3,1.4,2.52,2.15,1.55,3.7,1.19,8.0,1.03,1.98,1.65,1.95,1.75,,,7.7,8.5,17.0,50.0,6.0,6.4,13.0,37.0,8.5,9.0,18.0,55.0,17.5,18.5,37.0,110.0,201.0
3,2DM12sDG,04/04/2024,08:00,INDIA - I-LEAGUE,Neroca FC,Sreenidi Deccan,ROUND 13,15.5,6.8,1.11,1.2,4.33,1.02,15.0,1.19,3.7,1.55,2.15,1.98,1.65,3.7,1.19,1.91,1.7,,,,,16.5,7.1,5.1,5.1,35.0,14.0,9.75,9.75,120.0,50.0,35.0,35.0,500.0,250.0,175.0,175.0,700.0
4,487rdiBa,04/04/2024,08:00,VIETNAM - V.LEAGUE 1,Khanh Hoa,Hong Linh Ha Tinh,ROUND 15,2.52,3.1,2.67,1.5,2.27,1.06,6.85,1.42,2.47,2.2,1.53,3.75,1.19,8.6,1.02,1.93,1.7,,,,,7.5,7.1,12.0,30.0,6.8,6.1,10.5,26.0,11.25,10.0,17.0,40.0,27.0,24.0,40.0,100.0,900.0
5,j53vcXeg,04/04/2024,08:00,VIETNAM - V.LEAGUE 1,Binh Duong,Viettel,ROUND 15,2.52,3.05,2.75,1.5,2.27,1.05,7.2,1.4,2.5,2.18,1.53,3.7,1.19,8.2,1.03,1.88,1.72,,,,,7.4,7.2,12.5,32.0,7.0,6.0,10.5,27.0,11.5,10.0,16.0,40.0,27.0,23.0,37.0,90.0,900.0
6,WQcq5Nnk,04/04/2024,08:00,THAILAND - THAI LEAGUE 1,Ratchaburi,Bangkok Utd,ROUND 23,3.45,3.35,2.02,1.44,2.62,1.06,7.1,1.31,3.15,1.95,1.8,3.2,1.3,5.6,1.11,1.78,1.93,,,1.75,2.0,7.1,7.3,9.75,18.5,10.0,6.4,8.5,16.5,18.0,11.75,14.5,27.0,45.0,32.0,37.0,65.0,500.0
7,88Upfa2a,04/04/2024,08:30,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Botev Vratsa,ROUND 27,1.5,4.0,7.0,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,2.0,1.73,1.53,2.43,1.13,5.9,10.0,15.0,34.0,67.0,6.5,7.5,21.0,51.0,7.0,8.5,19.0,51.0,11.0,13.0,29.0,51.0,351.0
8,4M0CIzLl,04/04/2024,08:35,CHINA - SUPER LEAGUE,Wuhan Three Towns,Cangzhou,ROUND 4,1.65,4.2,5.0,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,4.5,1.18,1.67,2.1,1.63,2.25,1.19,4.5,15.0,17.0,26.0,51.0,8.5,8.0,15.0,34.0,9.0,8.5,15.0,34.0,13.0,12.0,21.0,41.0,151.0
9,ngMCAqPR,04/04/2024,09:00,THAILAND - THAI LEAGUE 1,Nakhon Pathom,Lamphun Warrior,ROUND 23,2.85,3.35,2.32,1.37,2.85,1.05,7.9,1.24,3.65,1.72,2.05,2.67,1.42,4.55,1.16,1.57,2.25,,,1.6,2.27,7.9,9.75,13.0,25.0,10.5,6.6,9.0,17.0,16.0,10.25,11.75,23.0,35.0,23.0,27.0,45.0,300.0
10,6y0kNYE6,04/04/2024,09:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,Alashkert,ROUND 27,1.65,3.55,4.5,1.38,2.47,1.02,9.0,1.28,3.2,1.85,1.78,3.2,1.28,6.1,1.08,1.83,1.93,1.72,1.88,,,9.75,10.0,20.0,60.0,5.7,6.1,12.5,35.0,6.5,6.9,13.5,40.0,10.25,11.0,21.0,60.0,400.0
