Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,6XiIqlVj,01/01/2025,01:00,AUSTRALIA - A-LEAGUE,Auckland FC,Melbourne Victory,ROUND 11,2.35,3.4,3.0,1.4,2.75,1.05,11.0,1.29,3.75,1.9,1.95,3.2,1.36,6.0,1.13,1.7,2.05,2.0,1.9,1.4,2.85,11.0,10.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,201.0
2,2oWIqKfA,01/01/2025,04:00,AUSTRALIA - A-LEAGUE,WS Wanderers,Macarthur FC,ROUND 11,2.15,4.0,2.9,1.25,3.75,1.02,19.0,1.13,6.0,1.44,2.75,2.1,1.73,3.5,1.3,1.4,2.75,2.1,1.7,1.43,2.75,23.0,17.0,19.0,34.0,13.0,8.5,11.0,19.0,15.0,9.5,11.0,21.0,21.0,15.0,19.0,29.0,81.0
3,GAsj2ICk,01/01/2025,09:30,ENGLAND - CHAMPIONSHIP,Plymouth,Bristol City,ROUND 25,4.2,3.75,1.8,1.36,3.0,1.04,12.0,1.25,4.0,1.83,2.03,3.0,1.4,5.5,1.14,1.73,2.0,4.0,1.23,2.03,1.78,12.0,8.0,9.0,15.0,13.0,7.0,8.5,15.0,23.0,15.0,15.0,23.0,41.0,34.0,34.0,41.0,201.0
4,M7pb0ds2,01/01/2025,09:30,ENGLAND - CHAMPIONSHIP,QPR,Watford,ROUND 25,2.6,3.25,2.7,1.4,2.75,1.06,10.0,1.33,3.4,2.03,1.83,3.5,1.3,6.5,1.11,1.73,2.0,2.5,1.5,1.48,2.6,10.0,8.5,13.0,26.0,8.5,6.5,10.0,21.0,13.0,10.0,15.0,29.0,26.0,21.0,29.0,51.0,251.0
5,M9PHKQSG,01/01/2025,10:00,ENGLAND - CHAMPIONSHIP,Millwall,Oxford Utd,ROUND 25,1.67,3.6,5.5,1.5,2.5,1.08,8.0,1.4,3.0,2.3,1.62,4.33,1.22,9.0,1.07,2.2,1.62,1.65,2.2,1.16,5.25,8.0,10.0,23.0,51.0,5.5,7.5,17.0,41.0,7.0,9.0,21.0,51.0,12.0,17.0,34.0,81.0,
6,lrdxXPVp,01/01/2025,12:00,ENGLAND - LEAGUE ONE,Bristol Rovers,Leyton Orient,ROUND 24,3.9,3.4,1.91,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.95,1.8,3.8,1.25,1.93,1.93,9.0,6.5,8.5,17.0,10.0,6.5,9.0,17.0,19.0,13.0,17.0,29.0,41.0,34.0,41.0,51.0,351.0
7,GIFJq3Fj,01/01/2025,12:00,ENGLAND - LEAGUE ONE,Mansfield,Bolton,ROUND 24,2.25,3.3,3.0,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.67,2.1,2.2,1.65,1.38,3.0,11.0,11.0,17.0,34.0,9.0,6.5,11.0,23.0,12.0,9.5,13.0,29.0,21.0,17.0,26.0,41.0,151.0
8,WQc6767c,01/01/2025,12:00,ENGLAND - LEAGUE ONE,Northampton,Stevenage,ROUND 24,3.6,3.4,2.0,1.5,2.5,1.08,8.0,1.44,2.63,2.35,1.57,4.33,1.2,10.0,1.06,2.05,1.7,3.55,1.28,1.83,2.03,8.0,6.0,8.5,17.0,9.0,6.5,9.0,19.0,17.0,13.0,19.0,34.0,41.0,34.0,41.0,67.0,501.0
9,4vdE5pxA,01/01/2025,12:00,ENGLAND - LEAGUE ONE,Stockport County,Birmingham,ROUND 24,3.2,3.3,2.2,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.8,1.95,3.1,1.35,1.63,2.25,9.0,7.5,10.0,21.0,9.5,6.5,9.5,19.0,15.0,12.0,15.0,29.0,34.0,26.0,34.0,51.0,251.0
10,06kN3O6M,01/01/2025,12:00,ENGLAND - LEAGUE ONE,Wigan,Huddersfield,ROUND 24,3.25,3.5,2.1,1.5,2.5,1.07,8.5,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.95,1.8,3.3,1.33,1.73,2.08,8.5,6.5,9.5,19.0,8.5,6.5,9.0,19.0,15.0,12.0,17.0,34.0,41.0,29.0,41.0,51.0,401.0
11,ULugb2Uq,01/01/2025,12:00,ENGLAND - LEAGUE ONE,Wycombe,Exeter,ROUND 24,1.48,4.5,5.75,1.36,3.0,1.04,13.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.95,1.8,1.48,2.6,1.15,5.5,13.0,15.0,29.0,67.0,7.0,9.0,17.0,41.0,7.0,8.5,21.0,41.0,10.0,12.0,26.0,67.0,351.0
12,tjxotQ3U,01/01/2025,12:00,ENGLAND - LEAGUE TWO,Accrington,Grimsby,ROUND 24,2.5,3.3,2.7,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.67,2.1,2.5,1.5,1.48,2.6,11.0,9.5,13.0,26.0,9.0,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
