Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
21/06/2023,19:00,ARGENTINA - LIGA PROFESIONAL,Estudiantes L.P.,San Lorenzo,ROUND 21,2.25,2.9,3.75,3.1,1.36,2.5,1.5
21/06/2023,21:30,ARGENTINA - LIGA PROFESIONAL,Central Cordoba,Gimnasia L.P.,ROUND 21,2.2,2.9,3.8,2.88,1.4,2.25,1.57
21/06/2023,19:00,BRAZIL - SERIE A,Cruzeiro,Fortaleza,ROUND 11,2.1,3.4,3.6,2.1,1.7,1.95,1.8
21/06/2023,19:00,BRAZIL - SERIE A,Sao Paulo,Athletico-PR,ROUND 11,1.83,3.5,4.5,2.1,1.7,1.95,1.8
21/06/2023,20:00,BRAZIL - SERIE A,Santos,Corinthians,ROUND 11,2.38,3.0,3.2,2.6,1.48,2.1,1.67
21/06/2023,21:30,BRAZIL - SERIE A,Bahia,Palmeiras,ROUND 11,4.2,3.5,1.91,1.95,1.9,1.8,1.95
21/06/2023,21:30,BRAZIL - SERIE A,Fluminense,Atletico-MG,ROUND 11,2.4,3.2,3.0,2.1,1.7,1.8,1.95
21/06/2023,19:00,BRAZIL - SERIE B,CRB,Ituano,ROUND 13,1.95,3.32,4.16,2.46,1.56,2.14,1.67
21/06/2023,20:00,CANADA - CANADIAN PREMIER LEAGUE,York Utd,HFX Wanderers,-,2.34,3.22,2.93,2.11,1.71,1.81,1.95
21/06/2023,23:00,CANADA - CANADIAN PREMIER LEAGUE,Pacific FC,Valour,-,1.69,3.44,5.13,2.04,1.76,1.93,1.83
21/06/2023,22:00,COLOMBIA - PRIMERA A,Atl. Nacional,Millonarios,APERTURA ,2.15,3.4,3.5,2.1,1.7,1.83,1.83
21/06/2023,20:30,USA - MLS,Atlanta Utd,New York City,-,1.83,3.8,4.0,1.7,2.1,1.67,2.1
21/06/2023,20:30,USA - MLS,CF Montreal,Nashville SC,-,2.6,3.5,2.6,1.88,1.98,1.7,2.05
21/06/2023,20:30,USA - MLS,FC Cincinnati,Toronto FC,-,1.73,4.0,4.75,1.75,2.05,1.75,2.0
21/06/2023,20:30,USA - MLS,New York Red Bulls,Charlotte,-,1.7,3.8,5.0,2.1,1.7,2.05,1.7
21/06/2023,20:30,USA - MLS,Orlando City,Philadelphia Union,-,2.55,3.5,2.63,1.88,1.98,1.67,2.1
21/06/2023,21:30,USA - MLS,Houston Dynamo,San Jose Earthquakes,-,1.73,4.0,4.5,1.67,2.15,1.67,2.1
21/06/2023,21:30,USA - MLS,St. Louis City,Real Salt Lake,-,1.95,4.0,3.6,1.62,2.25,1.57,2.25
21/06/2023,22:30,USA - MLS,Austin FC,FC Dallas,-,2.05,3.5,3.5,2.0,1.85,1.75,2.0
21/06/2023,22:30,USA - MLS,Colorado Rapids,Vancouver Whitecaps,-,2.3,3.5,3.0,1.85,2.0,1.7,2.05
21/06/2023,23:30,USA - MLS,Los Angeles FC,Seattle Sounders,-,1.91,3.6,3.8,1.83,2.03,1.7,2.05
21/06/2023,23:30,USA - MLS,Los Angeles Galaxy,Sporting Kansas City,-,2.0,3.75,3.4,1.62,2.25,1.57,2.25
21/06/2023,23:30,USA - MLS,Portland Timbers,Chicago Fire,-,1.75,3.6,4.5,1.85,2.0,1.75,2.0
21/06/2023,21:00,USA - USL CHAMPIONSHIP,Birmingham,Loudoun,-,1.66,3.92,4.54,1.68,2.16,1.65,2.18
21/06/2023,21:00,USA - USL CHAMPIONSHIP,Memphis,FC Tulsa,-,1.61,3.95,4.88,1.73,2.09,1.71,2.08
21/06/2023,21:00,USA - USL CHAMPIONSHIP,Rio Grande,Colorado Springs,-,2.32,3.44,2.79,1.79,2.0,1.6,2.27
21/06/2023,22:00,USA - USL CHAMPIONSHIP,New Mexico,Phoenix Rising,-,2.16,3.48,3.04,1.78,2.01,1.61,2.25
