Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,zP7VMVQF,01/11/2023,00:00,MEXICO - LIGA MX,Club Leon,U.N.A.M.- Pumas,APERTURA ,2.0,3.5,3.8,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,2.03,1.83,1.28,3.55,12.0,13.0,21.0,41.0,9.0,6.5,13.0,29.0,10.0,8.5,12.0,34.0,17.0,15.0,23.0,41.0,151.0
2,ImczMktM,01/11/2023,00:05,MEXICO - LIGA MX,Monterrey,Necaxa,APERTURA ,1.33,5.0,9.5,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.91,1.91,1.33,3.3,1.11,6.6,15.0,23.0,41.0,101.0,8.5,9.5,26.0,51.0,7.0,8.5,19.0,51.0,9.0,11.0,23.0,51.0,251.0
3,OEkJESLb,01/11/2023,08:00,SPAIN - COPA DEL REY,Barbastro,Ponferradina,1/64-FINALS,3.6,3.25,1.95,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.95,1.8,3.55,1.28,1.85,2.0,8.5,6.5,8.5,17.0,9.5,6.5,9.0,17.0,19.0,13.0,17.0,34.0,41.0,34.0,41.0,51.0,401.0
4,S6nzBpLN,01/11/2023,08:00,SPAIN - COPA DEL REY,UCAM Murcia,Linares,1/64-FINALS,2.6,3.1,2.5,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,1.95,1.8,2.68,1.45,1.5,2.5,8.0,7.5,12.0,26.0,7.5,6.0,10.0,23.0,12.0,11.0,17.0,34.0,29.0,23.0,34.0,51.0,401.0
5,dCmq8N3j,01/11/2023,08:00,SPAIN - COPA DEL REY,San Roque,Girona,1/64-FINALS,12.0,6.0,1.2,1.29,3.5,1.04,13.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,2.25,1.57,,,4.25,1.21,13.0,7.5,6.0,7.0,26.0,12.0,10.0,12.0,51.0,34.0,29.0,34.0,201.0,101.0,81.0,81.0,501.0
6,84AQ80g8,01/11/2023,08:00,SPAIN - COPA DEL REY,Pena Deportiva,Valladolid,1/64-FINALS,6.0,3.5,1.55,1.5,2.5,1.08,6.5,1.37,2.85,2.15,1.67,3.55,1.25,6.2,1.09,2.1,1.65,,,2.3,1.57,8.0,5.5,6.5,11.0,13.0,7.0,9.0,15.0,29.0,21.0,21.0,34.0,67.0,51.0,51.0,81.0,501.0
7,AVyuA4zU,01/11/2023,08:00,SPAIN - COPA DEL REY,Naxara,Melilla,1/64-FINALS,4.0,3.2,1.95,1.44,2.63,1.08,8.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.95,1.8,3.8,1.25,1.85,2.0,8.0,6.5,8.5,17.0,10.0,6.0,9.0,17.0,19.0,15.0,17.0,29.0,41.0,34.0,41.0,51.0,351.0
8,0bmahu9R,01/11/2023,08:00,SPAIN - COPA DEL REY,Navalcarnero,Alcorcon,1/64-FINALS,5.0,3.3,1.67,1.47,2.55,1.08,6.6,1.37,2.85,2.15,1.67,3.55,1.25,6.2,1.09,2.02,1.7,,,2.15,1.65,8.0,6.0,7.0,13.0,12.0,6.5,9.0,15.0,26.0,17.0,19.0,34.0,51.0,41.0,51.0,67.0,451.0
9,hdSwoc11,01/11/2023,08:00,SPAIN - COPA DEL REY,Llerenense,Leganes,1/64-FINALS,5.5,4.75,1.5,1.4,2.75,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,2.38,1.53,,,,,10.0,5.5,6.0,9.5,12.0,9.0,9.0,15.0,29.0,19.0,26.0,34.0,67.0,51.0,51.0,81.0,501.0
10,viXcjhws,01/11/2023,08:00,SPAIN - COPA DEL REY,Compostela,Tenerife,1/64-FINALS,5.25,3.4,1.65,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,2.05,1.7,5.0,1.17,2.15,1.68,8.5,6.0,7.0,12.0,12.0,7.0,8.5,15.0,26.0,17.0,19.0,34.0,51.0,41.0,51.0,67.0,451.0
