Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,ARyoZiKp,20/12/2023,08:30,IRAQ - SUPER LEAGUE,Al Talaba,Karbala,ROUND 10,1.65,3.35,4.8,1.5,2.18,1.06,7.1,1.42,2.57,2.25,1.5,4.35,1.16,8.4,1.04,2.19,1.64,,,,,7.0,8.5,20.0,65.0,4.45,5.8,14.0,45.0,5.6,7.4,17.0,55.0,10.0,13.0,30.0,100.0,
2,0hjFvEdN,20/12/2023,08:30,IRAQ - SUPER LEAGUE,Al Quwa Al Jawiya,Duhok,ROUND 10,1.51,3.7,6.98,1.45,2.55,1.05,7.5,1.4,2.75,2.2,1.6,3.8,1.22,7.6,1.05,2.3,1.59,,,,,,,,,,,,,,,,,,,,,
3,4CHCgMUN,20/12/2023,09:00,SERBIA - SUPER LIGA,Radnicki 1923,Radnik,ROUND 9,1.75,3.5,4.55,1.5,2.5,1.08,6.5,1.39,2.77,2.15,1.65,3.75,1.23,6.5,1.08,2.05,1.7,1.72,2.05,,,6.5,10.5,24.0,75.0,5.7,6.8,15.5,50.0,7.2,8.5,19.0,65.0,13.0,15.5,35.0,110.0,201.0
4,CSXKpbme,20/12/2023,11:00,NIGERIA - NPFL,Doma United,Heartland,ROUND 15,1.31,3.95,13.5,1.62,2.05,1.12,4.55,1.57,2.1,2.65,1.36,4.55,1.12,,,3.8,1.18,,,,,4.55,18.0,110.0,800.0,3.55,11.5,70.0,600.0,4.1,13.5,80.0,700.0,6.8,22.0,150.0,700.0,
5,KfST99FS,20/12/2023,11:30,QATAR - QSL,Al-Gharafa,Qatar SC,ROUND 12,1.9,3.85,3.4,1.27,3.45,1.03,9.5,1.15,4.8,1.45,2.55,2.15,1.65,3.35,1.28,1.44,2.6,1.87,1.88,,,9.5,16.5,24.0,50.0,12.0,8.25,12.0,25.0,12.5,8.5,11.5,24.0,18.5,13.0,17.0,35.0,175.0
6,YZ99Or9O,20/12/2023,11:30,INDIA - ISL,Mumbai City,Mohun Bagan,-,2.4,3.2,3.0,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.35,1.58,1.38,3.0,8.5,8.5,15.0,29.0,7.5,6.0,11.0,26.0,11.0,10.0,15.0,34.0,23.0,21.0,34.0,51.0,301.0
7,nsULBVpG,20/12/2023,11:30,QATAR - QSL,Muaither SC,Al Wakra,ROUND 12,4.3,4.1,1.65,1.27,3.45,1.03,9.5,1.14,4.85,1.45,2.57,2.07,1.7,3.3,1.29,1.5,2.42,,,2.15,1.65,9.5,11.25,10.75,14.5,18.0,8.75,8.25,11.5,30.0,14.0,12.5,17.0,70.0,35.0,30.0,37.0,200.0
8,jqM6tZ26,20/12/2023,12:00,NIGERIA - NPFL,Enyimba,Enugu Rangers,ROUND 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,EcJgjqRr,20/12/2023,12:00,CAMEROON - ELITE ONE,UMS de Loum,Yong Sports Academy,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4OTJdolF,20/12/2023,12:00,CAMEROON - ELITE ONE,Victoria United,Fovu Baham,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,rFSNe53L,20/12/2023,12:00,CAMEROON - ELITE ONE,Fauve Azur Elite,APEJES Academy,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,xttp05xH,20/12/2023,12:00,CAMEROON - ELITE ONE,Dynamo Douala,Bamenda,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ClXRfPIR,20/12/2023,12:00,CAMEROON - ELITE ONE,Cotonsport,Avion Academy,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,jmMKg3Fp,20/12/2023,12:00,CAMEROON - ELITE ONE,Colombe,Gazelle,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Y7Zhbq7T,20/12/2023,12:00,CAMEROON - ELITE ONE,Canon Yaounde,Les Astres,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2NPOhNUj,20/12/2023,12:00,CAMEROON - ELITE ONE,Aigle Royal,Union Douala,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,fHzkaPiN,20/12/2023,12:00,CAMEROON - ELITE ONE,Fortuna Mfou,Bamboutos FC,ROUND 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,IHt8EA9a,20/12/2023,12:30,ROMANIA - LIGA 1,UTA Arad,Univ. Craiova,ROUND 21,5.25,3.4,1.7,1.5,2.5,1.08,8.0,1.4,2.75,2.35,1.57,4.33,1.2,10.0,1.06,2.2,1.62,5.0,1.17,2.1,1.7,7.0,5.5,7.0,13.0,11.0,7.0,9.0,17.0,26.0,19.0,21.0,34.0,51.0,51.0,51.0,81.0,201.0
