Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,l85JPXtc,30/10/2023,00:06,MEXICO - LIGA MX,Club Tijuana,Atlas,APERTURA ,2.25,3.25,3.4,1.44,2.63,1.07,8.5,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.91,1.91,2.2,1.65,1.33,3.3,8.5,9.5,17.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,29.0,51.0,301.0
2,GhA5E9Sg,30/10/2023,05:00,INDONESIA - LIGA 1,RANS Nusantara,PSM Makassar,ROUND 17,1.98,3.3,3.6,1.47,2.32,1.04,7.4,1.39,2.57,2.12,1.57,3.6,1.2,7.9,1.04,1.98,1.65,1.93,1.78,,,7.9,8.75,17.5,50.0,6.1,6.5,13.0,37.0,8.25,9.0,18.0,50.0,16.5,18.0,37.0,110.0,900.0
3,r7nAG5L1,30/10/2023,05:30,INDIA - I-LEAGUE,Delhi FC,TRAU FC,ROUND 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,rFQHfIK2,30/10/2023,08:30,IRAQ - SUPER LEAGUE,Al-Qassim,Erbil,ROUND 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,UVSTiG4L,30/10/2023,09:00,IRAQ - SUPER LEAGUE,Newroz,Duhok,ROUND 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AF99DTs0,30/10/2023,09:00,INDONESIA - LIGA 1,Bali United,Persita,ROUND 17,1.5,4.35,5.2,1.26,3.48,1.02,13.8,1.14,4.6,1.52,2.2,2.25,1.5,3.55,1.21,1.65,1.98,,,,,15.5,18.0,35.0,90.0,8.75,8.75,17.0,45.0,8.25,8.25,15.5,45.0,11.0,11.25,21.0,60.0,400.0
7,8GtchHcs,30/10/2023,10:00,ARMENIA - PREMIER LEAGUE,Noah,Alashkert,ROUND 14,1.98,3.5,3.1,1.28,3.34,1.02,13.0,1.16,4.4,1.57,2.12,2.12,1.57,4.2,1.17,1.51,2.48,,,,,13.5,10.75,16.0,32.0,8.5,6.3,9.5,19.5,9.75,7.3,10.0,21.0,16.0,11.75,16.0,32.0,150.0
8,4v2I7zPh,30/10/2023,10:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Tuzla City,GOSK Gabela,ROUND 12,1.8,3.45,4.05,1.39,2.57,1.02,9.6,1.27,3.1,1.83,1.83,2.85,1.32,6.1,1.09,1.72,1.9,1.78,1.93,,,10.5,11.5,23.0,65.0,7.3,6.7,13.5,40.0,8.75,8.0,14.5,45.0,15.0,14.0,25.0,65.0,500.0
9,jT5LRtzI,30/10/2023,10:15,UZBEKISTAN - SUPER LEAGUE,Navbahor Namangan,Nasaf Qarshi,ROUND 22,2.1,2.9,3.7,1.57,2.1,1.08,6.15,1.5,2.25,2.45,1.42,4.2,1.15,10.0,1.01,2.07,1.6,,,,,6.2,7.7,17.5,60.0,5.5,5.9,14.0,50.0,8.75,9.25,19.0,65.0,19.5,21.0,40.0,120.0,
10,nRclGLmt,30/10/2023,10:30,ROMANIA - LIGA 2,CSM Slatina,Unirea Slobozia,ROUND 11,3.5,3.05,2.15,1.57,2.3,1.11,5.6,1.5,2.42,2.42,1.5,4.35,1.18,7.5,1.06,2.1,1.65,,,1.7,2.07,5.6,5.7,9.0,20.0,8.0,6.0,9.25,21.0,17.0,12.5,18.0,40.0,50.0,37.0,55.0,110.0,900.0
11,tS5QECh1,30/10/2023,11:00,EGYPT - PREMIER LEAGUE,El Daklyeh,El Ismaily,ROUND 5,3.9,3.25,1.9,1.47,2.32,1.04,7.5,1.37,2.62,2.07,1.6,3.5,1.21,7.8,1.04,1.91,1.7,,,1.83,1.87,7.9,6.0,8.25,16.0,9.75,6.3,8.75,17.0,20.0,13.5,17.0,35.0,60.0,40.0,50.0,90.0,900.0
12,h6NS9qTE,30/10/2023,12:00,ARMENIA - PREMIER LEAGUE,Urartu,Shirak Gyumri,ROUND 14,1.31,4.65,7.7,1.29,3.28,13.1,1.01,1.18,4.1,1.6,2.07,2.54,1.43,4.5,1.15,2.01,1.76,,,,,12.5,17.0,40.0,150.0,6.1,8.25,20.0,70.0,5.5,7.3,17.5,60.0,6.9,9.25,22.0,75.0,500.0
13,QByWGA6b,30/10/2023,12:00,AZERBAIJAN - PREMIER LEAGUE,Araz,Qarabag,ROUND 11,5.2,3.9,1.55,1.38,2.6,1.02,9.2,1.28,3.05,1.85,1.82,2.92,1.3,5.9,1.08,1.9,1.7,,,,,10.25,6.4,6.9,10.75,13.5,7.6,8.25,13.0,30.0,17.0,18.5,29.0,100.0,55.0,60.0,100.0,900.0
14,0EPJsFCb,30/10/2023,12:30,IVORY COAST - LIGUE 1,Korhogo,ASI d'Abengourou,ROUND 6,2.6,2.95,2.57,1.5,2.32,1.05,8.0,1.36,2.78,2.1,1.57,3.92,1.19,8.0,1.05,1.86,1.9,,,,,7.6,6.3,10.0,23.0,6.4,5.1,8.25,19.0,10.25,8.25,12.0,28.0,23.0,18.5,27.0,55.0,400.0
15,vV1ft5tJ,30/10/2023,12:30,ROMANIA - LIGA 1,FC Botosani,U. Cluj,ROUND 14,3.2,3.2,2.2,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,3.1,1.35,1.65,2.2,8.5,7.0,10.0,21.0,9.0,6.0,9.5,19.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,301.0
16,nBLFrech,30/10/2023,12:30,IVORY COAST - LIGUE 1,SOL,Sporting Gagnoa,ROUND 6,2.85,2.95,2.37,1.5,2.3,1.06,7.5,1.4,2.64,2.15,1.55,4.15,1.17,9.0,1.03,1.92,1.84,,,,,7.3,5.7,9.0,19.5,6.6,5.1,8.0,18.0,11.5,8.75,12.5,28.0,27.0,21.0,30.0,60.0,450.0
17,M5PLgxz9,30/10/2023,13:00,IRAQ - SUPER LEAGUE,Al Wasat,Al Quwa Al Jawiya,ROUND 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
