Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,KQEazSOa,11/03/2024,07:00,INDIA - I-LEAGUE,Rajasthan United,Neroca FC,ROUND 20,1.65,4.05,4.15,1.22,4.0,1.01,15.0,1.11,5.6,1.42,2.47,2.0,1.65,3.1,1.27,1.45,2.37,,,,,18.5,18.0,29.0,65.0,11.5,8.75,14.0,32.0,11.0,8.25,12.5,29.0,15.0,11.5,17.0,37.0,200.0
2,p6ySNgvO,11/03/2024,08:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Kolkheti 1913,Gagra,ROUND 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,dSgbG1kH,11/03/2024,10:00,ALBANIA - SUPERLIGA,Kukesi,Laci,ROUND 27,3.7,3.1,1.95,1.39,2.45,1.02,9.8,1.26,3.34,1.83,1.82,3.08,1.3,5.6,1.11,1.72,2.07,,,1.75,1.87,9.5,6.3,8.0,14.5,10.0,5.4,7.0,13.0,18.0,10.0,10.25,19.5,45.0,25.0,26.0,40.0,250.0
4,2PloxVec,11/03/2024,10:00,SERBIA - PRVA LIGA,Vrsac,Jedinstvo U.,ROUND 24,2.32,3.0,2.87,1.52,2.12,1.06,7.1,1.47,2.32,2.32,1.47,4.65,1.14,9.0,1.05,2.04,1.74,,,,,6.6,5.9,10.5,26.0,5.2,5.3,9.5,24.0,8.25,8.25,15.0,37.0,18.5,18.5,32.0,80.0,101.0
5,hEsbZSuG,11/03/2024,10:00,SERBIA - PRVA LIGA,Radnicki S. Mitrovica,RFK Novi Sad,ROUND 24,1.85,3.05,4.1,1.55,2.07,1.09,6.3,1.5,2.25,2.57,1.46,4.9,1.13,9.0,1.05,2.23,1.62,1.78,1.82,,,6.3,7.1,16.0,50.0,4.4,5.5,12.5,40.0,6.2,7.7,17.0,55.0,12.0,15.0,35.0,110.0,101.0
6,K0qjykB3,11/03/2024,10:00,SERBIA - PRVA LIGA,Mladost GAT,Radnicki Beograd,ROUND 24,1.65,3.35,4.8,1.44,2.32,1.06,7.43,1.33,2.93,2.0,1.65,3.56,1.23,7.0,1.08,1.98,1.79,,,,,8.25,9.5,21.0,65.0,5.1,5.8,13.0,40.0,6.2,6.9,14.0,45.0,10.25,11.75,24.0,70.0,500.0
7,nXOYnax0,11/03/2024,10:30,UZBEKISTAN - SUPER LEAGUE,Qizilqum,Termez Surkhon,ROUND 2,1.65,3.35,5.4,1.5,2.25,1.05,7.1,1.42,2.47,2.2,1.53,3.7,1.19,8.4,1.03,2.12,1.57,1.83,1.87,,,7.2,11.0,30.0,110.0,5.2,6.8,18.5,70.0,6.6,8.5,21.0,80.0,12.0,15.5,40.0,150.0,
8,IqeYyygA,11/03/2024,11:00,INDIA - ISL,Punjab,Goa,-,3.6,3.75,1.85,1.36,2.9,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.67,2.1,3.45,1.3,1.88,1.93,13.0,8.5,9.5,17.0,12.0,7.5,8.5,15.0,19.0,12.0,15.0,23.0,41.0,29.0,34.0,41.0,201.0
9,j1LFnWn6,11/03/2024,12:00,GHANA - PREMIER LEAGUE,Hearts of Oak,Bofoakwa Tano,ROUND 20,1.78,2.6,6.2,1.72,1.83,1.15,4.8,1.65,1.98,3.2,1.3,6.15,1.09,10.0,1.02,2.75,1.43,1.72,1.88,,,4.5,8.25,28.0,120.0,3.65,5.0,17.5,80.0,5.6,7.7,19.0,90.0,11.75,16.5,40.0,150.0,
10,0SItj5hO,11/03/2024,12:00,ROMANIA - LIGA 2,Mioveni,Steaua Bucuresti,ROUND 18,2.87,3.15,2.42,1.5,2.47,1.08,6.4,1.38,2.8,2.15,1.65,3.65,1.24,6.4,1.08,1.85,1.85,2.32,1.57,1.55,2.35,6.4,7.3,11.25,25.0,7.9,6.0,9.5,21.0,13.5,10.5,15.0,35.0,35.0,27.0,37.0,80.0,700.0
11,OdzWMDgU,11/03/2024,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dila Gori,Telavi,ROUND 3,1.88,3.2,3.75,1.4,2.4,1.03,9.0,1.29,3.18,1.91,1.72,3.28,1.27,6.8,1.07,1.79,1.98,1.82,1.78,,,8.75,8.75,16.5,45.0,6.0,5.5,10.75,29.0,7.7,7.0,11.75,32.0,13.5,12.5,21.0,50.0,350.0
12,2oldz5BQ,11/03/2024,12:30,BULGARIA - PARVA LIGA,Pirin Blagoevgrad,Hebar,ROUND 24,2.5,3.25,2.88,1.55,2.4,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,2.38,1.55,1.43,2.75,7.5,7.0,13.0,29.0,6.5,6.5,11.0,26.0,11.0,10.0,19.0,41.0,23.0,23.0,41.0,67.0,301.0
13,OMXdDbZ2,11/03/2024,13:00,SERBIA - PRVA LIGA,Kolubara,Graficar Beograd,ROUND 24,2.27,3.0,3.0,1.39,2.45,1.03,9.0,1.26,3.34,1.82,1.82,3.04,1.31,6.1,1.09,1.67,2.15,,,,,9.5,8.25,13.5,30.0,7.4,5.2,8.75,21.0,10.5,7.4,9.75,24.0,20.0,14.5,19.0,37.0,200.0
14,viagHszB,11/03/2024,13:00,ALBANIA - SUPERLIGA,Skenderbeu,Vllaznia,ROUND 27,4.15,3.2,1.8,1.5,2.15,1.07,6.7,1.47,2.35,2.35,1.47,4.65,1.14,9.3,1.03,2.14,1.67,,,1.87,1.75,6.7,4.5,6.0,11.25,7.4,5.6,7.6,14.5,16.5,12.5,17.0,32.0,50.0,40.0,55.0,100.0,67.0
15,6w1oJ35b,11/03/2024,13:00,ALBANIA - SUPERLIGA,Dinamo Tirana,Teuta,ROUND 27,2.3,3.1,2.8,1.47,2.22,1.06,7.3,1.41,2.6,2.18,1.53,4.25,1.17,8.1,1.04,1.94,1.82,,,,,7.5,6.3,10.75,25.0,5.6,5.4,9.0,22.0,8.5,8.0,13.5,32.0,18.0,17.0,29.0,70.0,67.0
16,fqoMiE44,11/03/2024,14:00,POLAND - DIVISION 1,Wisla Plock,Leczna,ROUND 23,1.8,3.75,4.0,1.4,2.72,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.83,1.83,1.83,2.03,1.25,3.8,11.0,11.0,21.0,41.0,7.0,7.0,13.0,34.0,8.5,8.5,17.0,41.0,15.0,15.0,26.0,51.0,301.0
17,v9YJPF9B,11/03/2024,14:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Batumi,Samgurali,ROUND 3,1.55,4.0,4.65,1.28,3.34,1.02,13.3,1.16,4.35,1.55,2.15,2.42,1.47,4.25,1.17,1.64,2.2,,,,,14.0,13.0,24.0,60.0,7.4,7.1,12.5,32.0,7.3,7.0,12.0,32.0,10.0,9.75,17.0,40.0,250.0
18,Kfh0Rjls,11/03/2024,15:00,ROMANIA - LIGA 1,Otelul,Poli Iasi,ROUND 30,2.2,3.0,3.4,1.57,2.42,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,2.2,1.65,1.3,3.45,7.0,8.5,17.0,41.0,6.5,6.0,13.0,34.0,9.5,9.5,17.0,41.0,21.0,21.0,34.0,51.0,1250.0
19,zomBpyBK,11/03/2024,15:00,POLAND - EKSTRAKLASA,Warta Poznan,LKS Lodz,ROUND 24,1.95,3.25,4.0,1.53,2.47,1.08,8.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.0,1.75,2.0,1.85,1.26,3.7,8.0,9.5,19.0,41.0,6.0,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,19.0,34.0,67.0,451.0
20,M7GJImZS,11/03/2024,15:00,PORTUGAL - LIGA PORTUGAL 2,Os Belenenses,Leixoes,ROUND 25,3.1,2.9,2.3,1.55,2.4,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,10.0,1.06,1.91,1.8,3.1,1.35,1.58,2.35,7.5,7.0,11.0,23.0,8.5,6.0,10.0,21.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,351.0
21,AcWuYIcm,11/03/2024,15:30,QATAR - QSL,Muaither SC,Al-Gharafa,ROUND 17,4.45,4.3,1.6,1.22,3.8,1.02,10.0,1.11,5.6,1.35,2.95,1.87,1.87,2.82,1.38,1.42,2.67,,,2.2,1.62,10.25,13.0,11.5,15.0,24.0,9.75,8.75,11.0,37.0,15.0,12.0,15.5,80.0,32.0,27.0,32.0,150.0
22,W6XyZbrs,11/03/2024,15:30,QATAR - QSL,Shamal,Al Markhiya,ROUND 17,2.42,3.3,2.77,1.37,2.87,1.05,8.0,1.23,3.75,1.7,2.07,2.62,1.44,4.4,1.17,1.55,2.32,2.32,1.57,,,8.0,11.0,16.5,35.0,9.75,6.5,9.75,21.0,13.5,9.0,11.25,24.0,27.0,18.0,23.0,40.0,300.0
23,4xXUmmHH,11/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Eindhoven FC,Jong Utrecht,ROUND 31,1.7,4.0,4.75,1.38,3.0,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.73,2.0,1.68,2.15,1.2,4.4,13.0,15.0,23.0,51.0,8.0,7.5,15.0,34.0,8.5,8.5,15.0,41.0,13.0,13.0,23.0,51.0,201.0
24,xjVxnRoU,11/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Jong PSV,Groningen,ROUND 31,5.5,4.33,1.57,1.28,3.5,1.02,19.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.53,2.38,5.0,1.17,2.38,1.55,21.0,11.0,10.0,13.0,21.0,9.0,8.5,11.0,34.0,17.0,13.0,19.0,51.0,34.0,34.0,34.0,101.0
25,2R1pjwbo,11/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Helmond,Jong AZ,ROUND 31,2.05,3.6,3.5,1.38,3.0,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,2.05,1.8,1.3,3.45,13.0,13.0,19.0,41.0,9.0,7.0,12.0,26.0,11.0,9.0,12.0,29.0,19.0,15.0,23.0,41.0,151.0
26,bgy4sofo,11/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,De Graafschap,Jong Ajax,ROUND 31,1.57,4.75,5.0,1.22,4.0,1.01,26.0,1.1,7.0,1.36,3.1,1.83,1.83,3.0,1.36,1.44,2.63,1.55,2.38,1.18,4.65,26.0,23.0,34.0,51.0,13.0,10.0,17.0,34.0,11.0,9.0,13.0,29.0,13.0,11.0,17.0,34.0,81.0
27,n1xQlT1B,11/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Den Haag,Dordrecht,ROUND 31,1.53,5.0,5.25,1.23,3.9,1.01,23.0,1.1,7.0,1.36,3.1,1.83,1.83,3.0,1.36,1.44,2.63,1.5,2.5,1.18,4.65,26.0,23.0,34.0,51.0,13.0,11.0,17.0,34.0,11.0,9.0,15.0,29.0,13.0,11.0,17.0,34.0,101.0
28,rTVYn7WN,11/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Oss,ROUND 31,1.44,5.25,6.5,1.31,3.25,1.03,17.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.8,1.91,1.43,2.75,1.14,5.75,17.0,19.0,34.0,67.0,8.5,9.5,19.0,41.0,7.5,8.5,19.0,41.0,10.0,11.0,23.0,51.0,201.0
29,Gp8yGA26,11/03/2024,16:30,URUGUAY - PRIMERA DIVISION,Cerro Largo,Rampla Juniors,APERTURA ,1.8,3.3,4.5,1.53,2.45,1.07,9.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,2.0,1.73,1.83,2.03,1.2,4.4,8.0,11.0,21.0,51.0,6.0,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,29.0,51.0,1250.0
30,l0H7fwGq,11/03/2024,16:30,ITALY - SERIE C,Cesena,Gubbio,GROUP B ,1.5,3.8,6.5,1.5,2.47,1.08,6.4,1.4,2.75,2.2,1.62,3.8,1.23,6.6,1.08,2.32,1.55,1.57,2.32,,,6.4,13.0,37.0,150.0,5.1,7.7,22.0,90.0,5.9,8.75,25.0,100.0,9.75,14.5,40.0,175.0,201.0
31,AgEvSl5d,11/03/2024,16:30,SPAIN - LALIGA2,Amorebieta,Leganes,ROUND 30,3.2,3.0,2.5,1.7,2.18,1.13,6.0,1.57,2.25,2.88,1.4,6.0,1.13,15.0,1.03,2.25,1.57,3.0,1.38,1.53,2.43,6.0,6.0,10.0,23.0,7.0,6.0,11.0,26.0,13.0,13.0,21.0,41.0,34.0,34.0,51.0,81.0,1000.0
