Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,Yc8oKU63,20/01/2025,05:00,AUSTRALIA - A-LEAGUE,Macarthur FC,Wellington Phoenix,ROUND 15,1.8,4.0,4.0,1.33,3.25,1.03,15.0,1.2,4.5,1.62,2.3,2.63,1.5,4.5,1.2,1.67,2.1,1.83,2.07,1.26,3.7,15.0,13.0,21.0,41.0,9.0,7.5,13.0,29.0,9.5,8.5,15.0,34.0,15.0,13.0,21.0,41.0,151.0
2,zutTnJln,20/01/2025,05:30,INDONESIA - LIGA 1,Semen Padang,Bali United,ROUND 19,3.45,3.35,2.0,1.39,2.55,,,1.3,2.92,1.88,1.72,3.05,1.28,,,1.75,1.87,,,1.75,1.95,9.5,7.2,9.5,18.0,10.0,6.5,8.5,16.0,18.5,12.0,14.5,28.0,50.0,32.0,40.0,70.0,600.0
3,YDroShqh,20/01/2025,08:00,THAILAND - THAI LEAGUE 1,Sukhothai,Port MTI FC,ROUND 18,3.9,3.9,1.75,1.3,3.2,1.03,9.0,1.18,4.3,1.55,2.3,2.32,1.55,3.8,1.22,1.55,2.3,,,2.02,1.75,9.0,9.75,10.0,15.0,15.5,7.9,8.25,12.5,25.0,13.0,12.5,19.5,60.0,30.0,30.0,45.0,250.0
4,vRDoQWD4,20/01/2025,09:00,THAILAND - THAI LEAGUE 1,Bangkok Utd,Nakhon Pathom,ROUND 18,1.32,5.2,7.9,1.27,3.4,1.03,9.5,1.16,4.6,1.5,2.42,2.2,1.6,3.55,1.25,1.83,1.88,,,,,9.5,24.0,55.0,175.0,8.75,10.5,24.0,80.0,7.1,8.75,19.5,65.0,8.5,10.5,24.0,80.0,500.0
5,dfUyocJb,20/01/2025,09:00,INDONESIA - LIGA 1,PSIS Semarang,Persis Solo,ROUND 19,2.27,3.0,3.15,1.4,2.52,,,1.36,2.67,2.05,1.62,3.35,1.23,,,1.78,1.82,1.95,1.75,,,7.9,8.5,16.0,45.0,7.0,5.9,11.25,30.0,10.75,9.0,14.5,40.0,23.0,19.5,32.0,75.0,600.0
6,zanoi1qT,20/01/2025,12:10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Feiha,Al Kholood,ROUND 16,2.3,3.4,3.0,1.44,2.63,1.07,7.5,1.36,3.0,2.1,1.7,3.75,1.25,7.0,1.08,1.83,1.83,2.25,1.63,1.38,3.0,9.0,8.5,15.0,29.0,7.5,6.5,12.0,26.0,11.0,10.0,17.0,34.0,21.0,21.0,34.0,51.0,800.0
7,CK1Ld5Fi,20/01/2025,12:15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Al Okhdood,ROUND 16,2.9,3.4,2.35,1.44,2.63,1.06,8.0,1.3,3.4,2.0,1.8,3.4,1.3,6.5,1.1,1.8,1.91,2.85,1.4,1.6,2.3,9.5,8.0,11.0,21.0,9.5,6.5,10.0,19.0,15.0,11.0,15.0,29.0,29.0,23.0,34.0,51.0,600.0
8,YgEB7MT9,20/01/2025,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Ahli SC,ROUND 16,4.5,4.0,1.67,1.33,3.25,1.03,10.0,1.2,4.33,1.65,2.2,2.63,1.44,4.5,1.17,1.73,2.0,4.15,1.22,2.1,1.7,13.0,8.5,8.5,13.0,15.0,8.0,8.5,13.0,23.0,15.0,15.0,23.0,51.0,34.0,34.0,41.0,400.0
9,hE1HxivQ,20/01/2025,15:00,PORTUGAL - LIGA PORTUGAL 2,Oliveirense,Penafiel,ROUND 18,4.33,3.25,1.9,1.44,2.63,1.06,10.0,1.3,3.4,2.05,1.8,3.5,1.29,7.0,1.1,1.83,1.83,4.0,1.23,1.93,1.93,9.0,7.0,9.0,15.0,12.0,6.5,9.0,15.0,21.0,15.0,15.0,29.0,41.0,34.0,41.0,51.0,251.0
10,pp2W0VnC,20/01/2025,16:00,NETHERLANDS - TWEEDE DIVISIE,Quick Boys,Noordwijk,ROUND 19,1.21,6.0,10.5,,,,,,,1.4,2.52,1.98,1.65,3.0,1.29,1.91,1.7,,,,,18.5,32.0,90.0,350.0,9.25,13.0,35.0,120.0,6.8,9.5,25.0,100.0,7.4,10.25,28.0,110.0,800.0
