Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
21/07/2023,19:00,BRAZIL - SERIE B,CRB,Ponte Preta,ROUND 19,1.94,3.3,4.27,2.38,1.5,2.16,1.66
21/07/2023,13:00,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Pirin Blagoevgrad,ROUND 2,1.22,6.5,13.0,1.7,2.1,2.63,1.44
21/07/2023,15:15,BULGARIA - PARVA LIGA,CSKA Sofia,Krumovgrad,ROUND 2,1.25,5.5,15.0,1.67,2.15,2.25,1.57
21/07/2023,23:00,CANADA - CANADIAN PREMIER LEAGUE,Pacific FC,Forge,-,2.52,3.16,2.68,2.19,1.66,1.84,1.92
21/07/2023,19:00,CHILE - PRIMERA DIVISION,Union La Calera,Magallanes,ROUND 18,1.95,3.5,4.0,1.85,1.95,1.73,2.0
21/07/2023,08:35,CHINA - SUPER LEAGUE,Henan Songshan Longmen,Nantong Zhiyun,ROUND 18,2.2,3.25,3.5,2.2,1.65,1.95,1.8
21/07/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Port,Cangzhou,ROUND 18,1.3,5.0,11.0,1.65,2.2,1.95,1.8
21/07/2023,08:35,CHINA - SUPER LEAGUE,Tianjin Jinmen Tiger,Shenzhen,ROUND 18,1.18,7.5,13.0,1.5,2.5,2.25,1.57
21/07/2023,18:00,COLOMBIA - PRIMERA A,Deportes Tolima,Once Caldas,CLAUSURA ,1.91,3.4,4.33,2.1,1.7,1.91,1.8
21/07/2023,20:15,COLOMBIA - PRIMERA A,La Equidad,Envigado,CLAUSURA ,1.73,3.6,5.25,2.15,1.67,2.1,1.67
21/07/2023,22:30,COLOMBIA - PRIMERA A,Dep. Pasto,Petrolera,CLAUSURA ,1.95,3.5,4.0,2.15,1.67,1.91,1.8
21/07/2023,15:00,CROATIA - HNL,D. Zagreb,Hajduk Split,ROUND 1,1.67,3.6,4.5,1.95,1.85,1.91,1.8
21/07/2023,14:00,DENMARK - SUPERLIGA,Midtjylland,Hvidovre IF,ROUND 1,1.29,5.0,12.0,1.67,2.15,2.05,1.7
21/07/2023,14:00,DENMARK - 1ST DIVISION,Hillerod,Koge,ROUND 1,2.15,3.75,3.1,1.67,2.15,1.62,2.2
21/07/2023,14:00,DENMARK - 1ST DIVISION,Vendsyssel,Sonderjyske,ROUND 1,2.9,3.6,2.3,1.6,2.3,1.5,2.5
21/07/2023,13:00,LITHUANIA - A LYGA,Zalgiris,Suduva,ROUND 23,1.27,5.1,10.5,1.61,2.28,1.87,1.89
21/07/2023,20:00,PARAGUAY - PRIMERA DIVISION,Tacuary,Guarani,CLAUSURA ,3.0,3.3,2.25,2.05,1.75,1.8,1.91
21/07/2023,15:00,PERU - LIGA 1,Union Comercio,Cesar Vallejo,CLAUSURA ,2.55,3.3,2.8,1.7,2.1,1.53,2.38
21/07/2023,21:45,PERU - LIGA 1,Cienciano,Sport Huancayo,CLAUSURA ,2.25,3.25,2.88,1.9,1.9,1.74,2.04
21/07/2023,13:00,POLAND - EKSTRAKLASA,Warta Poznan,Pogon Szczecin,ROUND 1,3.75,3.6,1.85,2.05,1.75,1.95,1.8
21/07/2023,15:30,POLAND - EKSTRAKLASA,Legia,LKS Lodz,ROUND 1,1.3,5.0,8.0,1.73,2.08,2.05,1.7
21/07/2023,12:30,ROMANIA - LIGA 1,Sepsi Sf. Gheorghe,U Craiova 1948,ROUND 2,1.8,3.5,3.8,2.08,1.73,1.91,1.8
21/07/2023,15:30,ROMANIA - LIGA 1,UTA Arad,CFR Cluj,ROUND 2,3.5,3.25,2.0,2.2,1.65,1.91,1.8
21/07/2023,07:30,SOUTH KOREA - K LEAGUE 1,Pohang,Jeonbuk,ROUND 24,2.15,3.3,3.2,1.95,1.85,1.73,2.0
21/07/2023,07:30,SOUTH KOREA - K LEAGUE 1,Ulsan Hyundai,Jeju Utd,ROUND 24,1.65,4.0,4.75,1.6,2.3,1.62,2.2
21/07/2023,14:00,SWEDEN - ALLSVENSKAN,Brommapojkarna,Hammarby,ROUND 16,2.88,3.5,2.4,1.73,2.08,1.57,2.25
21/07/2023,14:30,SWITZERLAND - CHALLENGE LEAGUE,Thun,Stade Nyonnais,ROUND 1,1.59,4.33,5.1,1.53,2.28,1.62,2.23
21/07/2023,14:30,SWITZERLAND - CHALLENGE LEAGUE,Xamax,Schaffhausen,ROUND 1,2.13,3.68,3.17,1.68,2.19,1.56,2.36
21/07/2023,15:15,SWITZERLAND - CHALLENGE LEAGUE,Aarau,Baden,ROUND 1,1.47,4.7,6.1,1.48,2.4,1.65,2.18
21/07/2023,15:00,URUGUAY - PRIMERA DIVISION,Fenix,Liverpool M.,TORNEO INTERMEDIO ,3.1,3.25,2.15,1.95,1.85,1.73,2.0
21/07/2023,20:00,URUGUAY - PRIMERA DIVISION,La Luz,Montevideo City,TORNEO INTERMEDIO ,2.55,3.3,2.55,1.95,1.85,1.73,2.0
21/07/2023,22:00,USA - USL CHAMPIONSHIP,FC Tulsa,Rio Grande,-,2.35,3.36,2.81,1.89,1.89,1.67,2.15
