Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,xtdct65F,06/01/2025,05:00,AUSTRALIA - A-LEAGUE,Macarthur FC,Adelaide United,ROUND 12,3.0,3.8,2.2,1.2,4.33,1.02,21.0,1.1,7.0,1.36,3.2,1.91,1.91,3.0,1.4,1.33,3.25,2.85,1.4,1.68,2.15,26.0,15.0,17.0,23.0,19.0,8.5,10.0,15.0,21.0,12.0,10.0,17.0,34.0,19.0,21.0,23.0,67.0
2,vsYhOO34,06/01/2025,11:00,ITALY - SERIE C,Arezzo,Vis Pesaro,GROUP B ,1.78,3.2,4.4,1.47,2.5,1.09,6.2,1.4,2.7,2.2,1.6,3.8,1.22,6.7,1.07,2.02,1.7,1.78,1.98,1.18,4.1,6.2,10.25,24.0,80.0,5.7,6.4,15.0,50.0,7.5,8.5,18.0,60.0,14.5,16.0,35.0,110.0,700.0
3,GMD30P9C,06/01/2025,11:00,INDIA - ISL,East Bengal,Mumbai City,ROUND 15,3.4,3.5,1.9,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.73,2.0,3.45,1.3,1.83,1.98,12.0,4.33,10.0,17.0,8.5,7.0,9.0,15.0,19.0,12.0,15.0,23.0,41.0,26.0,34.0,41.0,201.0
4,Iu9eoVGF,06/01/2025,11:00,ITALY - SERIE C,Picerno,Trapani,GROUP C ,3.1,2.95,2.27,1.42,2.65,1.08,6.4,1.36,2.87,2.05,1.7,3.5,1.26,6.1,1.09,1.78,1.93,2.82,1.4,1.6,2.25,6.4,7.5,11.25,24.0,8.5,5.8,9.0,19.0,15.5,11.0,14.0,29.0,40.0,30.0,40.0,70.0,600.0
5,lliBPVCT,06/01/2025,11:00,ITALY - SERIE C,Pro Patria,Giana Erminio,GROUP A ,2.77,2.55,2.85,1.57,2.25,1.14,5.0,1.55,2.3,2.6,1.44,4.65,1.16,8.0,1.05,2.02,1.72,2.72,1.42,1.4,2.8,5.0,6.7,13.5,40.0,6.6,5.2,10.75,32.0,13.0,10.5,16.0,45.0,37.0,30.0,45.0,100.0,101.0
6,KWssK9zi,06/01/2025,11:00,ITALY - SERIE C,Pro Vercelli,Lumezzane,GROUP A ,2.45,2.85,2.92,1.52,2.37,1.11,5.6,1.5,2.42,2.42,1.5,4.3,1.18,7.5,1.06,2.02,1.72,2.42,1.52,1.39,2.85,5.6,7.2,14.0,37.0,6.3,5.7,11.0,30.0,11.0,10.0,16.5,45.0,27.0,25.0,45.0,100.0,600.0
7,EJMqcn55,06/01/2025,11:00,ITALY - SERIE C,Pianese,Ascoli,GROUP B ,2.67,2.9,2.62,1.47,2.5,1.09,6.1,1.4,2.7,2.18,1.6,3.75,1.23,6.6,1.08,1.85,1.85,2.62,1.45,1.47,2.57,6.1,7.7,13.0,32.0,7.2,5.7,9.75,23.0,12.5,10.25,14.5,35.0,32.0,26.0,40.0,75.0,700.0
8,G8nb2sso,06/01/2025,11:00,ITALY - SERIE C,Entella,Rimini,GROUP B ,1.7,3.15,5.2,1.53,2.35,1.11,5.6,1.5,2.42,2.42,1.5,4.35,1.18,7.5,1.06,2.25,1.57,1.7,2.07,1.15,4.6,5.6,10.5,30.0,120.0,5.0,6.5,19.0,75.0,6.7,8.75,22.0,90.0,13.0,17.0,40.0,150.0,1000.0
9,pSAmmin3,06/01/2025,13:30,ITALY - SERIE C,Foggia,Altamura,GROUP C ,1.91,3.0,4.05,1.45,2.57,1.09,6.1,1.4,2.75,2.15,1.62,3.7,1.23,6.5,1.08,1.91,1.8,1.91,1.83,1.22,3.7,6.1,10.0,22.0,70.0,6.1,6.0,13.5,45.0,8.5,8.5,15.5,50.0,17.0,17.0,32.0,90.0,800.0
10,Kx1S73JN,06/01/2025,13:30,ITALY - SERIE C,Ternana,Pontedera,GROUP B ,1.32,4.45,8.5,1.37,2.87,1.05,7.9,1.25,3.55,1.75,1.95,2.8,1.38,4.8,1.15,2.15,1.62,1.3,3.15,,,7.9,21.0,65.0,250.0,6.2,9.25,28.0,120.0,5.8,8.75,24.0,100.0,7.8,11.75,32.0,120.0,800.0
