Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,tSwb9W3t,22/04/2024,05:00,INDONESIA - LIGA 1,Persis Solo,Persikabo 1973,ROUND 32,1.25,5.7,8.75,1.21,3.94,1.01,9.7,1.1,5.93,1.38,2.6,1.91,1.7,2.9,1.31,1.75,1.85,,,,,20.0,30.0,70.0,250.0,10.0,12.0,28.0,90.0,7.5,9.25,21.0,70.0,8.25,10.0,23.0,80.0,500.0
2,0C0cjXrg,22/04/2024,08:00,ARMENIA - PREMIER LEAGUE,Van,Alashkert,ROUND 30,3.1,3.35,2.05,1.38,2.47,1.02,9.3,1.3,3.24,1.87,1.78,3.24,1.3,6.39,1.08,1.75,2.03,,,1.75,1.85,9.75,6.5,8.25,15.0,8.25,5.7,7.4,13.5,13.5,9.25,11.75,22.0,30.0,21.0,27.0,50.0,350.0
3,AyRMvQJn,22/04/2024,08:15,MONGOLIA - PREMIER LEAGUE,Bavarians,Khangarid,ROUND 17,25.0,9.75,1.03,,,,,1.01,13.0,1.1,6.5,1.36,2.88,,,1.8,1.91,,,,,50.0,23.0,11.25,7.8,175.0,35.0,17.0,11.75,600.0,120.0,45.0,32.0,67.0,500.0,200.0,120.0,500.0
4,vJiWDCeP,22/04/2024,09:00,INDONESIA - LIGA 1,PSIS Semarang,RANS Nusantara,ROUND 32,1.7,3.95,4.0,1.28,3.32,1.01,9.4,1.19,3.75,1.57,2.1,2.37,1.45,3.75,1.19,1.6,2.07,,,,,14.5,14.5,24.0,60.0,8.75,7.9,13.5,32.0,9.25,8.25,14.0,35.0,14.0,12.5,21.0,55.0,350.0
5,fZa1kiba,22/04/2024,10:00,ARMENIA - PREMIER LEAGUE,West Armenia,Ararat Yerevan,ROUND 30,2.27,3.45,2.62,1.35,2.9,1.02,8.8,1.26,3.52,1.72,1.91,2.85,1.37,5.38,1.12,1.65,2.18,,,,,11.5,8.25,11.75,23.0,7.7,6.0,8.5,17.0,10.0,7.8,11.0,22.0,18.5,14.5,20.0,40.0,250.0
6,b9FYOubC,22/04/2024,11:00,SERBIA - PRVA LIGA,Vrsac,Mladost GAT,RELEGATION GROUP ,4.85,3.2,1.7,1.47,2.22,1.07,6.97,1.5,2.27,2.15,1.55,3.6,1.24,9.0,1.03,1.97,1.79,,,1.78,1.82,7.3,4.65,5.9,10.5,9.25,5.6,7.1,12.5,22.0,13.5,15.0,27.0,70.0,45.0,50.0,75.0,101.0
7,j1eNsQD9,22/04/2024,11:00,EGYPT - PREMIER LEAGUE,ZED,El Gouna,ROUND 19,1.88,3.0,4.45,1.5,2.25,1.05,7.85,1.38,2.57,2.12,1.57,3.5,1.21,8.5,1.04,1.88,1.72,1.85,1.85,,,7.4,11.0,26.0,80.0,5.7,5.9,14.5,45.0,8.0,8.5,15.5,50.0,16.0,17.0,32.0,80.0,800.0
8,ClROgONE,22/04/2024,11:00,SERBIA - SUPER LIGA,IMT Novi Beograd,Zeleznicar Pancevo,RELEGATION GROUP ,2.18,3.45,3.05,1.37,2.85,1.05,7.9,1.25,3.55,1.75,2.0,2.77,1.39,4.7,1.15,1.62,2.15,2.15,1.65,,,7.9,10.5,16.5,37.0,9.0,6.7,10.75,25.0,11.75,8.75,12.5,29.0,22.0,16.0,23.0,50.0,350.0
9,nq3m9KZN,22/04/2024,12:00,GHANA - PREMIER LEAGUE,Berekum Chelsea,Medeama,ROUND 27,1.7,3.2,4.85,1.53,2.1,1.08,6.35,1.5,2.25,2.54,1.43,5.12,1.13,8.8,1.02,2.42,1.53,,,,,6.3,7.8,19.5,70.0,4.1,5.8,14.5,50.0,5.4,7.7,19.5,70.0,10.0,14.0,35.0,150.0,
10,QFwLOHaT,22/04/2024,12:00,CROATIA - HNL,Rudes,Varazdin,ROUND 31,3.75,3.6,1.95,1.4,2.75,1.06,10.0,1.3,3.4,2.0,1.85,3.4,1.3,7.0,1.1,1.8,1.91,3.55,1.28,1.88,1.98,10.0,7.5,9.0,17.0,11.0,7.0,9.0,17.0,19.0,13.0,15.0,26.0,41.0,29.0,41.0,51.0,251.0
