Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,Wlt6lWPj,27/01/2025,05:30,INDONESIA - LIGA 1,Dewa United,PSM Makassar,ROUND 20,1.95,3.3,3.65,1.39,2.57,,,1.24,3.3,1.7,1.9,2.62,1.37,,,1.6,2.07,1.91,1.8,,,11.25,13.0,23.0,55.0,7.9,6.5,12.0,30.0,10.0,8.25,12.0,30.0,18.0,15.0,23.0,45.0,300.0
2,h00cyCEj,27/01/2025,11:00,EGYPT - PREMIER LEAGUE,Zamalek,El Gouna,ROUND 10,1.5,3.65,7.4,1.42,2.67,1.08,6.5,1.37,2.87,2.1,1.65,3.55,1.25,6.2,1.09,2.18,1.62,1.47,2.55,,,6.5,15.0,45.0,200.0,5.3,7.3,23.0,100.0,6.1,8.25,21.0,100.0,10.0,13.5,35.0,120.0,900.0
3,IPYEGdH7,27/01/2025,11:00,INDIA - ISL,Mohun Bagan,Bengaluru FC,ROUND 19,1.57,3.6,4.75,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.73,2.0,1.63,2.25,1.18,4.65,12.0,15.0,29.0,51.0,8.0,7.5,17.0,41.0,8.0,8.5,15.0,41.0,12.0,13.0,23.0,51.0,201.0
4,MXRXCH5k,27/01/2025,11:05,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Damac,Al Ittihad,ROUND 17,4.75,5.0,1.53,1.29,3.5,1.01,11.0,1.13,4.5,1.53,2.38,2.37,1.5,4.0,1.19,1.73,2.0,4.4,1.2,2.43,1.53,19.0,9.0,8.5,12.0,17.0,10.0,8.5,12.0,26.0,15.0,17.0,21.0,51.0,34.0,34.0,51.0,151.0
5,l2h1aLb4,27/01/2025,12:00,NIGERIA - NPFL,Kwara,Enyimba,ROUND 16,1.8,3.0,4.9,1.65,2.0,1.13,4.35,1.6,2.05,2.72,1.35,,,,,2.45,1.42,1.78,1.93,,,4.65,8.5,25.0,110.0,4.5,6.5,19.5,80.0,6.7,9.75,27.0,120.0,14.5,21.0,55.0,250.0,
6,ADdrJQOF,27/01/2025,12:00,NIGERIA - NPFL,Bendel,Enyimba,ROUND 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,MJnabIjd,27/01/2025,12:10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Shabab,Al Feiha,ROUND 17,1.65,4.33,4.2,1.4,2.75,1.03,9.0,1.25,3.5,1.88,1.93,3.25,1.3,5.5,1.1,1.91,1.8,1.63,2.25,1.21,4.25,11.0,12.0,23.0,51.0,7.0,8.5,15.0,41.0,7.5,9.0,19.0,41.0,12.0,15.0,29.0,51.0,900.0
8,foQuBez2,27/01/2025,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Qadisiya,Al Hilal,ROUND 17,4.2,4.33,1.67,1.25,3.75,1.02,11.0,1.14,5.0,1.5,2.5,2.2,1.62,3.75,1.25,1.53,2.38,4.1,1.23,2.2,1.65,19.0,11.0,10.0,15.0,17.0,8.5,9.0,12.0,26.0,15.0,13.0,19.0,41.0,29.0,29.0,41.0,101.0
9,63QWkBTq,27/01/2025,14:00,EGYPT - PREMIER LEAGUE,Al Masry,Enppi,ROUND 10,1.85,3.0,4.9,1.57,2.25,1.13,5.0,1.57,2.25,2.67,1.42,4.9,1.14,8.25,1.04,2.35,1.53,1.82,1.93,,,5.0,9.0,26.0,100.0,4.75,6.2,18.0,75.0,7.1,9.25,23.0,100.0,15.0,19.5,50.0,175.0,
10,n1YPgKUH,27/01/2025,14:00,EGYPT - PREMIER LEAGUE,Haras El Hodood,Modern Sport,ROUND 10,4.85,2.5,2.12,1.7,2.02,1.19,4.25,1.7,2.05,3.05,1.33,5.6,1.11,9.25,1.03,2.32,1.53,,,1.7,2.07,4.25,4.7,8.5,21.0,8.5,5.3,9.5,24.0,26.0,17.0,21.0,50.0,110.0,75.0,90.0,150.0,
