Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,MBllPQtC,08/11/2023,05:00,INDONESIA - LIGA 1,Persib Bandung,Arema FC,ROUND 19,1.26,5.3,9.0,1.24,3.65,1.02,13.8,1.13,4.9,1.5,2.25,2.2,1.52,3.5,1.21,1.98,1.65,,,,,15.0,25.0,65.0,250.0,7.9,11.0,29.0,110.0,6.4,9.0,24.0,90.0,7.6,10.75,28.0,110.0,900.0
2,rLkpQ6R5,08/11/2023,05:00,INDONESIA - LIGA 1,Persik Kediri,Madura United,ROUND 19,2.5,3.3,2.6,1.35,2.94,1.01,9.9,1.23,3.35,1.7,1.93,2.6,1.38,5.05,1.12,1.55,2.15,,,,,11.5,9.75,14.0,30.0,10.25,6.5,9.75,21.0,14.5,9.25,11.75,26.0,28.0,18.5,24.0,45.0,300.0
3,8SOfS2KD,08/11/2023,05:30,INDIA - I-LEAGUE,Real Kashmir,Churchill Brothers,ROUND 3,2.42,3.2,2.75,1.4,2.55,1.02,9.2,1.28,3.05,1.85,1.82,2.9,1.31,5.8,1.09,1.65,2.0,,,,,10.0,9.5,15.0,32.0,8.25,6.2,10.0,22.0,12.0,9.25,13.0,28.0,26.0,20.0,28.0,55.0,400.0
4,WMclsZ4n,08/11/2023,09:00,ARMENIA - PREMIER LEAGUE,Shirak Gyumri,Ararat Yerevan,ROUND 16,2.87,3.15,2.27,1.44,2.3,1.04,7.8,1.35,2.84,2.05,1.62,3.74,1.21,7.4,1.04,1.83,1.93,,,,,8.25,6.0,8.75,18.0,6.9,5.4,7.8,16.0,11.5,9.0,12.5,26.0,27.0,21.0,29.0,60.0,450.0
5,GYmhOpdI,08/11/2023,09:00,INDONESIA - LIGA 1,Persis Solo,PSS Sleman,ROUND 19,1.52,4.2,5.1,1.27,3.42,1.02,13.3,1.19,3.7,1.53,2.18,2.27,1.5,3.6,1.2,1.65,2.0,,,,,15.0,17.5,32.0,90.0,8.75,8.5,16.5,45.0,8.25,8.25,15.5,45.0,11.5,11.25,21.0,60.0,350.0
6,YePJO0nI,08/11/2023,11:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Al Ahly,ROUND 2,5.7,3.8,1.53,1.39,2.55,1.01,9.3,1.28,3.05,1.87,1.8,2.92,1.3,5.85,1.08,1.91,1.7,,,1.93,1.78,9.75,6.3,6.8,10.75,14.0,7.5,8.25,12.5,35.0,18.5,19.0,29.0,120.0,65.0,70.0,100.0,900.0
7,EB2x0kL8,08/11/2023,11:00,NIGERIA - NPFL,Doma United,Bendel,ROUND 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,x0bprFkt,08/11/2023,12:00,ARMENIA - PREMIER LEAGUE,Urartu,Alashkert,ROUND 16,2.07,3.35,3.05,1.32,3.1,1.01,11.5,1.2,3.88,1.65,1.98,2.67,1.39,4.85,1.13,1.58,2.31,,,,,11.75,9.5,14.5,32.0,7.8,5.9,9.25,20.0,9.75,7.3,10.25,22.0,16.5,12.5,17.5,35.0,200.0
9,84xi7lB6,08/11/2023,12:00,GHANA - PREMIER LEAGUE,Heart of Lions,Hearts of Oak,ROUND 5,2.22,2.87,3.2,1.55,2.07,1.15,4.8,1.5,2.27,2.55,1.45,4.55,1.15,8.45,1.04,2.17,1.66,,,,,6.3,6.1,12.0,35.0,5.1,5.0,10.0,28.0,8.0,7.9,14.5,40.0,17.5,17.0,30.0,80.0,
10,rP7ebGo1,08/11/2023,12:30,IVORY COAST - LIGUE 1,Lys Sassandra,Academie de FAD,ROUND 8,3.2,2.85,2.25,1.57,2.02,1.09,5.8,1.55,2.15,2.67,1.39,5.4,1.1,11.0,1.01,2.19,1.64,,,,,5.8,4.85,7.8,17.5,5.9,5.1,8.25,18.5,11.75,10.25,15.5,35.0,32.0,29.0,45.0,90.0,101.0
11,d85q1I1r,08/11/2023,12:30,IVORY COAST - LIGUE 1,SO Armee,ASI d'Abengourou,ROUND 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,UL3iadWf,08/11/2023,12:30,IVORY COAST - LIGUE 1,Zoman,San Pedro,ROUND 8,3.1,2.8,2.32,1.55,2.07,1.07,6.25,1.47,2.32,2.5,1.44,4.9,1.13,11.0,1.01,2.09,1.71,,,,,6.2,5.2,8.5,19.0,6.1,4.9,8.0,18.0,12.0,9.75,13.5,30.0,32.0,26.0,37.0,75.0,101.0
13,za4m0xHl,08/11/2023,12:30,IVORY COAST - LIGUE 1,Sporting Gagnoa,ASEC Mimosas,ROUND 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8lUUZHs7,08/11/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al-Najma,Al Khalidiyah,ROUND 6,4.45,3.8,1.7,1.36,2.82,1.05,8.0,1.25,3.6,1.75,2.0,2.77,1.39,4.7,1.15,1.75,1.98,,,2.15,1.65,8.0,7.6,8.5,13.0,13.0,7.3,8.0,13.0,26.0,14.5,15.0,24.0,70.0,40.0,45.0,65.0,450.0
15,zyWMyvDf,08/11/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al-Muharraq,Busaiteen,ROUND 6,1.6,3.95,4.9,1.36,2.82,1.05,7.9,1.25,3.55,1.78,1.98,2.8,1.38,4.8,1.15,1.8,1.9,1.6,2.27,,,7.9,14.0,29.0,90.0,7.3,7.6,16.0,50.0,7.7,8.0,16.0,50.0,11.75,12.5,25.0,75.0,600.0
16,UyrQj0Pu,08/11/2023,13:00,CROATIA - HNL,Osijek,Hajduk Split,ROUND 3,3.0,3.2,2.3,1.36,3.0,1.05,11.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.67,2.1,2.85,1.4,1.58,2.35,11.0,9.0,12.0,23.0,10.0,6.5,9.5,19.0,15.0,11.0,13.0,26.0,29.0,23.0,29.0,41.0,151.0
17,CvO65Oro,08/11/2023,14:00,SPAIN - COPA DEL REY,Gimnastica Segoviana,Sestao,1/64-FINALS,3.2,3.0,2.15,1.62,2.2,1.13,6.0,1.57,2.25,2.4,1.53,6.0,1.13,15.0,1.03,2.2,1.62,2.38,1.55,1.35,3.1,7.0,6.0,9.5,21.0,8.0,6.0,10.0,21.0,15.0,13.0,19.0,41.0,41.0,34.0,41.0,67.0,501.0
18,Qmc0cz17,08/11/2023,15:00,IVORY COAST - LIGUE 1,SOL,Bouake,ROUND 8,2.15,2.95,3.25,1.55,2.07,1.08,6.1,1.5,2.25,2.54,1.43,5.05,1.12,11.0,1.01,2.14,1.67,,,,,6.2,6.3,12.5,35.0,4.8,5.2,10.25,28.0,7.4,8.0,15.5,40.0,16.0,17.5,35.0,90.0,101.0
19,YFiIqCyg,08/11/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Vaca Diez,Bolivar,ROUND 25,5.0,4.0,1.53,1.26,3.62,1.01,15.0,1.13,4.9,1.48,2.6,2.15,1.55,3.35,1.23,1.57,2.12,,,,,19.0,10.0,9.5,13.0,21.0,8.5,8.5,11.0,34.0,17.0,13.0,19.0,51.0,34.0,34.0,41.0,126.0
20,jiryHmIU,08/11/2023,16:45,SCOTLAND - PREMIERSHIP,St. Mirren,Hibernian,ROUND 12,2.45,3.3,2.9,1.44,2.63,1.07,9.0,1.36,3.2,2.08,1.73,3.75,1.29,8.0,1.08,1.8,1.95,2.38,1.55,1.4,2.85,9.0,8.5,13.0,29.0,8.0,6.0,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,29.0,51.0,251.0
21,CMIIA9eB,08/11/2023,18:00,COSTA RICA - PRIMERA DIVISION,Zeledon,Guanacasteca,APERTURA ,2.63,3.25,2.38,1.36,3.0,1.05,11.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,1.67,2.1,2.75,1.43,1.58,2.35,12.0,9.0,13.0,23.0,10.0,6.5,9.5,19.0,15.0,11.0,13.0,26.0,29.0,21.0,29.0,41.0,151.0
22,Q9hJNFdf,08/11/2023,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,San Lorenzo,Boca Juniors,ROUND 12,2.5,3.0,3.2,1.67,2.1,1.14,5.5,1.67,2.1,3.1,1.36,7.0,1.1,17.0,1.03,2.5,1.5,2.43,1.53,1.38,3.0,5.5,6.5,13.0,34.0,5.5,6.0,13.0,34.0,10.0,11.0,23.0,51.0,26.0,29.0,41.0,101.0,501.0
23,UmAZLJln,08/11/2023,19:00,BRAZIL - SERIE A,America MG,Coritiba,ROUND 33,1.8,3.5,4.5,1.33,3.25,1.05,11.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,1.7,2.05,1.82,2.08,1.21,4.25,12.0,15.0,23.0,41.0,8.0,7.0,15.0,34.0,9.0,8.5,13.0,41.0,15.0,13.0,23.0,41.0,151.0
24,0YVL2dlO,08/11/2023,19:00,BRAZIL - SERIE A,Internacional,Fluminense,ROUND 33,1.7,3.75,5.25,1.4,2.75,1.06,10.0,1.33,3.4,2.06,1.84,3.5,1.3,7.0,1.1,1.95,1.8,1.65,2.2,1.18,4.8,9.5,12.0,26.0,51.0,6.5,7.0,17.0,41.0,7.5,8.5,17.0,41.0,13.0,15.0,29.0,51.0,351.0
25,Q5YjcSN2,08/11/2023,19:45,VENEZUELA - LIGA FUTVE,Caracas,Puerto Cabello,FINAL GROUP ,2.07,3.15,3.45,1.47,2.32,1.04,7.4,1.38,2.57,2.1,1.57,3.5,1.21,7.8,1.04,1.88,1.72,,,,,7.7,8.5,17.0,50.0,6.4,6.1,12.5,37.0,9.25,8.75,16.5,50.0,19.0,18.0,32.0,90.0,900.0
26,C2p9Yro2,08/11/2023,19:45,VENEZUELA - LIGA FUTVE,Portuguesa,Dep. Tachira,FINAL GROUP ,2.95,2.9,2.47,1.53,2.18,1.06,6.65,1.44,2.4,2.27,1.5,3.85,1.17,9.0,1.02,1.93,1.7,,,,,6.8,6.3,11.0,27.0,7.5,5.7,10.0,25.0,14.0,10.75,16.0,40.0,37.0,29.0,45.0,100.0,1000.0
27,YLv56vka,08/11/2023,20:00,BRAZIL - SERIE A,Sao Paulo,Bragantino,ROUND 33,2.6,3.4,2.7,1.44,2.63,1.07,9.0,1.36,3.2,2.08,1.73,4.0,1.25,8.0,1.08,1.91,1.91,2.5,1.5,1.48,2.6,9.0,8.0,13.0,26.0,8.0,6.5,10.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,301.0
28,ObuOJ8KF,08/11/2023,20:00,NICARAGUA - LIGA PRIMERA,Ferretti,Masachapa,APERTURA ,1.52,4.2,5.2,1.32,3.1,13.0,1.01,1.21,3.55,1.62,2.02,2.47,1.42,4.6,1.16,1.75,1.87,,,,,13.0,16.0,32.0,100.0,7.7,8.25,17.0,50.0,7.5,8.25,17.0,50.0,10.75,11.75,24.0,70.0,500.0
29,vPUP1G3U,08/11/2023,20:00,BRAZIL - SERIE A,Athletico-PR,Fortaleza,ROUND 33,1.95,3.5,4.0,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.7,4.0,1.25,8.0,1.08,1.95,1.8,2.0,1.9,1.28,3.55,9.0,10.0,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
30,tKNlsgaN,08/11/2023,21:00,USA - MLS,New England Revolution,Philadelphia Union,PLAY OFFS ,2.3,3.6,3.0,1.29,3.5,1.03,15.0,1.17,5.0,1.6,2.3,2.38,1.53,4.33,1.2,1.5,2.5,2.25,1.63,1.4,2.85,17.0,13.0,17.0,34.0,12.0,7.0,11.0,21.0,13.0,9.5,11.0,23.0,23.0,17.0,21.0,34.0,101.0
31,8l0b4mjO,08/11/2023,21:00,ECUADOR - LIGA PRO,Tecnico U.,LDU Quito,SECOND STAGE ,3.5,3.6,1.95,1.4,2.75,1.06,10.0,1.3,3.4,1.98,1.83,3.4,1.3,7.0,1.1,1.83,1.83,,,1.83,1.98,10.0,7.5,9.5,17.0,10.0,7.0,9.0,17.0,19.0,12.0,15.0,29.0,41.0,29.0,34.0,51.0,251.0
32,v9KACVQb,08/11/2023,21:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,Grecia,APERTURA ,1.18,6.0,11.0,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.7,2.0,1.73,3.4,1.3,1.91,1.8,1.2,4.4,,,19.0,34.0,51.0,151.0,9.5,12.0,34.0,81.0,7.0,10.0,23.0,67.0,7.5,11.0,26.0,67.0,301.0
33,baC2Eidn,08/11/2023,21:00,COSTA RICA - PRIMERA DIVISION,AD Santos,San Carlos,APERTURA ,2.38,3.4,2.8,1.36,3.0,1.05,11.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,1.67,2.1,2.3,1.6,1.43,2.75,12.0,10.0,15.0,29.0,9.0,6.5,11.0,21.0,12.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,151.0
34,OSxG9UbF,08/11/2023,21:05,ARGENTINA - PRIMERA NACIONAL,Atl. Rafaela,Estudiantes Rio Cuarto,PROMOTION ,2.1,3.0,3.75,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.2,1.62,2.05,1.72,,,6.5,8.5,17.0,41.0,6.0,6.0,15.0,41.0,9.0,10.0,19.0,51.0,19.0,21.0,41.0,67.0,201.0
35,IVL60qj5,08/11/2023,21:30,COLOMBIA - PRIMERA A,America De Cali,Bucaramanga,CLAUSURA ,1.4,4.5,6.5,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,2.0,1.73,1.4,2.85,1.12,6.4,12.0,17.0,34.0,81.0,7.0,9.0,21.0,51.0,6.5,8.5,21.0,51.0,9.0,12.0,29.0,67.0,351.0
36,MNINd1kU,08/11/2023,21:30,COLOMBIA - PRIMERA A,Atl. Nacional,Deportes Tolima,CLAUSURA ,1.95,3.3,3.6,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.83,1.83,2.03,1.83,1.28,3.55,9.0,10.0,19.0,41.0,7.0,6.5,13.0,29.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
37,dGXc25Lh,08/11/2023,21:30,COLOMBIA - PRIMERA A,Jaguares de Cordoba,Aguilas,CLAUSURA ,3.4,3.1,2.1,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.0,1.73,3.45,1.3,1.7,2.1,7.5,6.5,9.0,19.0,9.0,6.0,9.5,19.0,17.0,13.0,17.0,34.0,41.0,34.0,41.0,51.0,351.0
38,vuN21Pza,08/11/2023,21:30,COLOMBIA - PRIMERA A,La Equidad,Millonarios,CLAUSURA ,2.38,3.1,2.9,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.0,1.73,2.35,1.58,1.4,2.85,7.5,8.0,13.0,34.0,7.0,6.0,12.0,26.0,11.0,10.0,17.0,41.0,23.0,21.0,34.0,51.0,900.0
