Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
28/06/2023,19:00,BRAZIL - SERIE B,ABC,Atletico GO,ROUND 14,2.98,3.05,2.56,2.25,1.66,1.88,1.88
28/06/2023,19:00,BRAZIL - SERIE B,Ceara,Avai,ROUND 14,1.75,3.62,4.86,2.18,1.7,2.04,1.74
28/06/2023,21:30,BRAZIL - SERIE B,Guarani,Mirassol,ROUND 14,2.47,3.18,2.99,2.36,1.6,1.98,1.79
28/06/2023,21:30,BRAZIL - SERIE B,Ituano,Ponte Preta,ROUND 14,2.07,3.22,3.83,2.43,1.48,2.14,1.67
28/06/2023,21:30,BRAZIL - SERIE B,Londrina,Juventude,ROUND 14,2.81,3.14,2.61,2.43,1.57,2.01,1.76
28/06/2023,21:30,BRAZIL - SERIE B,Vitoria,Sampaio Correa,ROUND 14,1.67,3.8,5.2,2.07,1.77,2.01,1.76
28/06/2023,19:00,CHILE - PRIMERA DIVISION,U. De Chile,U. Catolica,ROUND 12,,,,,,,
28/06/2023,08:35,CHINA - SUPER LEAGUE,Cangzhou,Henan Songshan Longmen,ROUND 13,2.6,3.4,2.63,2.0,1.85,1.75,2.0
28/06/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Shenhua,Nantong Zhiyun,ROUND 13,1.5,3.75,8.0,2.25,1.62,2.38,1.53
28/06/2023,08:35,CHINA - SUPER LEAGUE,Tianjin Jinmen Tiger,Qingdao Hainiu,ROUND 13,1.7,3.5,5.75,2.1,1.7,2.05,1.7
28/06/2023,08:35,CHINA - SUPER LEAGUE,Wuhan Three Towns,Dalian Pro,ROUND 13,1.25,6.5,10.0,1.62,2.25,2.2,1.62
28/06/2023,08:35,CHINA - SUPER LEAGUE,Zhejiang Professional,Meizhou Hakka,ROUND 13,1.7,4.0,4.75,1.73,2.08,1.75,2.0
28/06/2023,13:00,EGYPT - PREMIER LEAGUE,Al Masry,Future FC,ROUND 32,3.52,2.73,2.46,2.91,1.41,2.25,1.61
28/06/2023,15:30,EGYPT - PREMIER LEAGUE,Pyramids,Smouha,ROUND 32,1.36,4.85,8.6,1.82,1.99,2.12,1.69
28/06/2023,12:00,ESTONIA - MEISTRILIIGA,Tallinna Kalev,Harju JK Laagri,ROUND 18,1.74,3.84,4.1,1.67,2.17,1.61,2.25
28/06/2023,13:00,ESTONIA - MEISTRILIIGA,Levadia,Flora,ROUND 18,2.76,3.16,2.45,2.19,1.66,1.84,1.92
28/06/2023,07:30,JAPAN - J1 LEAGUE,Urawa Reds,Shonan Bellmare,ROUND 12,1.65,3.8,5.5,1.93,1.93,1.91,1.91
28/06/2023,07:00,JAPAN - J2 LEAGUE,Iwata,Kofu,ROUND 21,2.0,3.6,3.75,1.98,1.88,1.8,1.91
28/06/2023,07:00,JAPAN - J2 LEAGUE,Shimizu S-Pulse,Blaublitz,ROUND 21,1.5,4.0,8.0,2.05,1.75,2.2,1.62
28/06/2023,13:00,LITHUANIA - A LYGA,Siauliai FA,Hegelmann,ROUND 22,1.71,3.44,4.9,2.33,1.59,2.12,1.69
28/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Internacional (Bra),Ind. Medellin (Col),GROUP STAGE ,1.5,4.5,6.0,1.93,1.93,2.05,1.7
28/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Nacional (Uru),Metropolitanos (Ven),GROUP STAGE ,1.2,6.5,13.0,1.62,2.25,2.5,1.5
28/06/2023,21:30,SOUTH AMERICA - COPA LIBERTADORES,Corinthians (Bra),Liverpool M. (Uru),GROUP STAGE ,1.75,3.8,4.75,1.83,2.03,1.75,2.0
28/06/2023,21:30,SOUTH AMERICA - COPA LIBERTADORES,Flamengo RJ (Bra),Aucas (Ecu),GROUP STAGE ,1.14,7.5,23.0,1.5,2.5,2.5,1.5
28/06/2023,21:30,SOUTH AMERICA - COPA LIBERTADORES,Ind. del Valle (Ecu),Argentinos Jrs (Arg),GROUP STAGE ,1.73,3.6,5.25,1.98,1.88,1.91,1.91
28/06/2023,21:30,SOUTH AMERICA - COPA LIBERTADORES,Racing Club (Arg),Nublense (Chi),GROUP STAGE ,1.4,4.5,9.0,1.8,2.0,2.0,1.75
28/06/2023,23:00,USA - USL CHAMPIONSHIP,Oakland Roots,Rio Grande,-,1.91,3.44,3.77,2.0,1.79,1.81,1.95
