Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,t6QxX6zL,27/11/2024,07:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Tbilisi,Dinamo Batumi,ROUND 34,1.91,3.4,3.4,1.37,2.5,1.02,9.6,1.26,3.08,1.88,1.72,3.35,1.22,6.75,1.03,1.8,1.96,,,,,9.5,8.5,14.5,35.0,6.0,5.8,10.0,25.0,7.5,7.3,12.5,30.0,13.0,13.0,22.0,55.0,400.0
2,KjxUYS58,27/11/2024,07:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Samtredia,Dila Gori,ROUND 34,4.45,3.75,1.62,1.37,2.5,1.01,10.4,1.22,3.35,1.78,1.83,2.92,1.29,5.8,1.1,1.82,1.94,,,,,10.5,5.9,6.5,10.0,10.5,6.4,7.0,10.75,20.0,12.5,13.5,21.0,55.0,35.0,37.0,60.0,400.0
3,KGm4ld1k,27/11/2024,08:00,ARMENIA - PREMIER LEAGUE,Alashkert,Ararat-Armenia,ROUND 18,8.5,4.9,1.27,1.28,3.34,1.01,11.5,1.15,4.05,1.53,2.18,2.22,1.52,3.72,1.18,1.97,1.79,,,,,13.5,6.5,5.6,6.7,19.0,8.75,7.5,9.0,45.0,22.0,18.0,22.0,175.0,80.0,65.0,75.0,500.0
4,xjcC3usn,27/11/2024,09:00,NORTH MACEDONIA - 1. MFL,Vardar,Gostivar,ROUND 16,3.3,2.9,2.18,1.4,2.42,1.02,8.6,1.28,2.97,1.93,1.7,3.44,1.21,7.0,1.07,1.79,1.98,,,,,8.25,6.3,9.0,18.0,8.0,5.0,7.3,14.5,14.5,9.25,10.5,21.0,37.0,24.0,27.0,45.0,300.0
5,O4OVj2ct,27/11/2024,09:00,NORTH MACEDONIA - 1. MFL,Tikves,Rabotnicki,ROUND 16,2.4,2.65,3.15,1.47,2.22,1.07,6.7,1.44,2.35,2.32,1.47,4.2,1.14,9.9,1.02,2.03,1.75,,,,,6.2,6.6,13.0,35.0,5.4,4.65,9.25,25.0,9.0,7.9,12.0,32.0,21.0,18.5,28.0,60.0,500.0
6,hpGnmKd5,27/11/2024,09:00,NORTH MACEDONIA - 1. MFL,Struga,Pelister,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,MwN2qxdU,27/11/2024,09:00,NORTH MACEDONIA - 1. MFL,Sileks,Voska Sport,ROUND 16,1.32,4.4,9.45,1.36,2.9,1.02,9.8,1.28,3.4,1.87,1.83,3.2,1.31,6.2,1.09,2.26,1.57,,,,,,,,,,,,,,,,,,,,,
8,QBTgobRH,27/11/2024,09:00,NORTH MACEDONIA - 1. MFL,Shkendija,Shkupi,ROUND 16,1.7,3.45,4.35,1.32,3.1,1.01,11.0,1.18,3.7,1.7,1.93,2.72,1.33,5.0,1.09,1.7,2.1,,,,,11.0,11.25,21.0,55.0,6.6,6.1,11.75,32.0,7.4,6.8,11.25,30.0,11.5,10.75,17.5,40.0,250.0
9,WURwktSh,27/11/2024,09:00,NORTH MACEDONIA - 1. MFL,Besa 1976,Brera Strumica,ROUND 16,2.02,3.15,3.35,1.39,2.42,1.04,8.45,1.27,3.04,1.88,1.72,2.97,1.28,7.2,1.06,1.74,2.04,,,,,9.0,8.25,14.5,37.0,6.4,5.4,9.75,24.0,8.5,7.2,11.25,28.0,15.5,13.5,21.0,45.0,300.0
10,0vJhfpLl,27/11/2024,09:45,URUGUAY - PRIMERA DIVISION,Fenix,Maldonado,CLAUSURA ,1.75,3.5,4.75,1.44,2.63,1.08,8.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.0,1.73,1.75,2.05,1.2,4.4,8.0,11.0,23.0,51.0,6.0,7.0,17.0,41.0,7.5,9.0,19.0,51.0,13.0,17.0,34.0,67.0,1000.0
