Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
24/06/2023,17:00,ARGENTINA - LIGA PROFESIONAL,Union de Santa Fe,Independiente,ROUND 21,2.4,2.9,3.4,2.5,1.5,2.05,1.7
24/06/2023,20:00,ARGENTINA - LIGA PROFESIONAL,Lanus,Talleres Cordoba,ROUND 21,2.9,2.8,2.88,2.5,1.5,2.05,1.7
24/06/2023,12:10,ARGENTINA - PRIMERA NACIONAL,Villa Dalmine,Chacarita Juniors,ROUND 19,5.25,3.6,1.73,2.4,1.53,2.25,1.57
24/06/2023,15:00,ARGENTINA - PRIMERA NACIONAL,Almagro,Def. de Belgrano,ROUND 22,2.38,2.75,3.8,3.4,1.33,2.5,1.5
24/06/2023,15:00,ARGENTINA - PRIMERA NACIONAL,Deportivo Madryn,Tristan Suarez,ROUND 19,2.25,3.1,3.5,2.3,1.6,2.0,1.73
24/06/2023,15:10,ARGENTINA - PRIMERA NACIONAL,Agropecuario,Almirante Brown,ROUND 22,1.83,3.2,5.5,2.6,1.48,2.25,1.57
24/06/2023,15:30,ARGENTINA - PRIMERA NACIONAL,San Telmo,Estudiantes Rio Cuarto,ROUND 22,2.75,3.0,2.88,2.4,1.53,2.0,1.73
24/06/2023,16:10,ARGENTINA - PRIMERA NACIONAL,Ind. Rivadavia,Chaco For Ever,ROUND 19,1.62,3.75,6.0,2.2,1.65,2.2,1.62
24/06/2023,16:30,ARGENTINA - PRIMERA NACIONAL,San Martin S.J.,Patronato,ROUND 22,2.0,3.1,4.33,2.4,1.53,2.2,1.62
24/06/2023,18:10,ARGENTINA - PRIMERA NACIONAL,Temperley,All Boys,ROUND 22,1.65,3.5,6.5,2.4,1.53,2.5,1.5
24/06/2023,20:10,ARGENTINA - PRIMERA NACIONAL,Quilmes,Ferro,ROUND 19,2.45,3.1,3.1,2.5,1.5,2.1,1.67
24/06/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,The Strongest,ROUND 17,2.2,3.75,2.63,1.7,2.1,1.62,2.2
24/06/2023,21:00,BOLIVIA - DIVISION PROFESIONAL,Universitario de Vinto,Royal Pari,ROUND 17,1.62,4.0,4.2,1.88,1.93,1.83,1.83
24/06/2023,16:00,BRAZIL - SERIE A,Athletico-PR,Corinthians,ROUND 12,2.05,3.2,4.0,2.35,1.57,2.05,1.7
24/06/2023,18:30,BRAZIL - SERIE A,Fluminense,Bahia,ROUND 12,1.67,3.6,5.5,1.98,1.88,1.95,1.8
24/06/2023,18:30,BRAZIL - SERIE A,Fortaleza,Atletico-MG,ROUND 12,2.55,3.1,3.0,2.3,1.6,1.95,1.8
24/06/2023,21:00,BRAZIL - SERIE A,Cruzeiro,Sao Paulo,ROUND 12,2.2,3.25,3.4,2.15,1.67,1.95,1.8
24/06/2023,11:00,BRAZIL - SERIE B,Botafogo SP,Vila Nova FC,ROUND 13,2.52,3.06,3.02,2.59,1.51,2.11,1.69
24/06/2023,16:00,BRAZIL - SERIE B,Avai,Londrina,ROUND 13,1.88,3.46,4.29,2.25,1.66,2.02,1.75
24/06/2023,17:00,BRAZIL - SERIE B,Chapecoense-SC,Criciuma,ROUND 13,2.5,3.08,3.04,2.56,1.52,2.08,1.71
24/06/2023,18:15,BRAZIL - SERIE B,Tombense,Novorizontino,ROUND 13,3.19,3.2,2.34,2.39,1.59,2.01,1.76
24/06/2023,18:00,CANADA - CANADIAN PREMIER LEAGUE,Cavalry,York Utd,-,1.65,3.66,4.99,1.89,1.89,1.83,1.93
24/06/2023,21:00,COLOMBIA - PRIMERA A,Millonarios,Atl. Nacional,APERTURA ,1.91,3.2,4.75,2.3,1.6,2.0,1.73
24/06/2023,02:00,JAPAN - J1 LEAGUE,Hokkaido Consadole Sapporo,Cerezo Osaka,ROUND 18,2.0,4.0,3.4,1.57,2.35,1.57,2.25
24/06/2023,07:00,JAPAN - J1 LEAGUE,FC Tokyo,Nagoya Grampus,ROUND 18,3.3,3.4,2.2,2.05,1.75,1.8,1.95
24/06/2023,07:00,JAPAN - J1 LEAGUE,Gamba Osaka,Kashima Antlers,ROUND 18,3.0,3.3,2.45,2.15,1.67,1.95,1.8
24/06/2023,07:00,JAPAN - J1 LEAGUE,Kashiwa Reysol,Albirex Niigata,ROUND 18,2.38,3.4,3.0,2.0,1.85,1.75,2.0
24/06/2023,07:00,JAPAN - J1 LEAGUE,Kyoto,Yokohama FC,ROUND 18,1.91,3.6,4.0,1.93,1.93,1.7,2.05
24/06/2023,07:00,JAPAN - J1 LEAGUE,Sanfrecce Hiroshima,Yokohama F. Marinos,ROUND 18,2.1,3.75,3.25,1.57,2.35,1.53,2.38
24/06/2023,07:00,JAPAN - J1 LEAGUE,Shonan Bellmare,Sagan Tosu,ROUND 18,2.0,3.6,3.6,1.9,1.95,1.75,2.0
24/06/2023,07:30,JAPAN - J1 LEAGUE,Urawa Reds,Kawasaki Frontale,ROUND 18,2.55,3.3,2.75,2.1,1.7,1.91,1.91
24/06/2023,02:00,JAPAN - J2 LEAGUE,Blaublitz,Fujieda MYFC,ROUND 22,2.25,3.3,3.2,2.1,1.7,1.83,1.83
24/06/2023,06:00,JAPAN - J2 LEAGUE,Kofu,Okayama,ROUND 22,2.25,3.2,3.3,2.25,1.62,2.0,1.73
24/06/2023,06:00,JAPAN - J2 LEAGUE,Mito,Machida,ROUND 22,4.75,3.5,1.8,2.0,1.8,1.83,1.83
24/06/2023,06:00,JAPAN - J2 LEAGUE,Omiya Ardija,Iwaki,ROUND 22,2.3,3.4,3.2,1.95,1.9,1.73,2.0
24/06/2023,06:00,JAPAN - J2 LEAGUE,Tochigi SC,Renofa Yamaguchi,ROUND 22,2.2,3.1,3.6,2.7,1.44,2.25,1.57
24/06/2023,07:00,JAPAN - J2 LEAGUE,Chiba,Oita Trinita,ROUND 22,2.25,3.1,3.5,2.35,1.57,2.0,1.73
24/06/2023,07:00,JAPAN - J2 LEAGUE,Montedio Yamagata,Verdy,ROUND 22,2.7,3.4,2.63,1.98,1.88,1.73,2.0
24/06/2023,07:00,JAPAN - J2 LEAGUE,V-Varen Nagasaki,Kanazawa,ROUND 22,2.0,3.5,3.75,1.88,1.98,1.73,2.0
24/06/2023,07:00,LITHUANIA - A LYGA,Hegelmann,Dainava Alytus,ROUND 19,1.64,3.8,4.84,1.87,1.91,1.81,1.95
24/06/2023,13:00,LITHUANIA - A LYGA,Siauliai FA,Riteriai,ROUND 19,1.62,3.55,5.52,2.3,1.6,2.19,1.64
24/06/2023,13:00,NORWAY - ELITESERIEN,Viking,Brann,ROUND 11,2.75,4.0,2.25,1.4,2.88,1.4,2.75
24/06/2023,10:00,NORWAY - OBOS-LIGAEN,Hodd,Bryne,ROUND 13,2.2,3.25,3.3,2.03,1.83,1.73,2.0
24/06/2023,10:00,NORWAY - OBOS-LIGAEN,Ranheim,Mjondalen,ROUND 13,1.85,3.6,4.0,1.5,2.5,1.5,2.5
24/06/2023,15:00,NORWAY - OBOS-LIGAEN,Sogndal,Fredrikstad,ROUND 13,2.25,3.2,3.25,2.03,1.83,1.8,1.91
24/06/2023,17:30,PERU - LIGA 1,Sport Huancayo,Cesar Vallejo,CLAUSURA ,1.55,4.0,6.5,1.83,2.03,1.83,1.83
24/06/2023,22:00,PERU - LIGA 1,Carlos Mannucci,Deportivo Garcilaso,CLAUSURA ,2.25,3.5,3.2,1.93,1.93,1.73,2.0
24/06/2023,04:30,SOUTH KOREA - K LEAGUE 1,Suwon Bluewings,Seoul,ROUND 19,3.75,3.4,2.05,2.08,1.73,1.83,1.83
24/06/2023,06:00,SOUTH KOREA - K LEAGUE 1,Jeju Utd,Daejeon,ROUND 19,1.95,3.6,3.6,1.67,2.15,1.62,2.2
24/06/2023,07:00,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Jeonbuk,ROUND 19,2.75,3.3,2.5,2.05,1.75,1.83,1.83
24/06/2023,07:30,SOUTH KOREA - K LEAGUE 1,Ulsan Hyundai,Daegu,ROUND 19,1.53,4.0,6.0,1.73,2.08,1.8,1.91
24/06/2023,04:00,SOUTH KOREA - K LEAGUE 2,Busan,Cheongju,ROUND 18,1.53,4.0,6.5,2.0,1.8,2.1,1.67
24/06/2023,06:30,SOUTH KOREA - K LEAGUE 2,Seongnam,Bucheon FC 1995,ROUND 18,2.55,3.4,2.63,2.05,1.75,1.8,1.91
24/06/2023,08:03,SOUTH KOREA - K LEAGUE 2,Gimcheon Sangmu,Cheonan City,ROUND 18,1.22,6.0,13.0,1.67,2.15,2.25,1.57
24/06/2023,12:30,URUGUAY - PRIMERA DIVISION,River Plate,Defensor Sp.,TORNEO INTERMEDIO ,3.1,3.2,2.15,2.1,1.7,1.83,1.83
24/06/2023,15:00,URUGUAY - PRIMERA DIVISION,Plaza Colonia,Fenix,TORNEO INTERMEDIO ,2.7,3.2,2.45,2.15,1.67,1.91,1.8
24/06/2023,18:00,URUGUAY - PRIMERA DIVISION,Wanderers,Penarol,TORNEO INTERMEDIO ,4.33,3.3,1.8,2.2,1.65,2.0,1.73
24/06/2023,20:30,USA - MLS,Charlotte,CF Montreal,-,1.91,3.75,3.75,1.75,2.05,1.7,2.05
24/06/2023,20:30,USA - MLS,Columbus Crew,Nashville SC,-,2.0,3.6,3.75,1.85,2.0,1.7,2.05
24/06/2023,20:30,USA - MLS,DC United,FC Cincinnati,-,2.15,3.6,3.2,1.73,2.08,1.67,2.1
24/06/2023,20:30,USA - MLS,New England Revolution,Toronto FC,-,1.65,4.2,5.0,1.65,2.2,1.67,2.1
24/06/2023,20:30,USA - MLS,New York Red Bulls,Atlanta Utd,-,1.95,3.6,3.8,1.93,1.93,1.8,1.95
24/06/2023,20:30,USA - MLS,Philadelphia Union,Inter Miami,-,1.4,5.0,7.5,1.6,2.3,1.8,1.95
24/06/2023,21:30,USA - MLS,Austin FC,Houston Dynamo,-,2.1,3.8,3.2,1.67,2.15,1.62,2.2
24/06/2023,21:30,USA - MLS,Sporting Kansas City,Chicago Fire,-,1.73,4.0,4.5,1.67,2.15,1.67,2.1
24/06/2023,22:30,USA - MLS,Colorado Rapids,Los Angeles Galaxy,-,2.15,3.5,3.3,1.83,2.03,1.67,2.1
24/06/2023,22:30,USA - MLS,Real Salt Lake,Minnesota United,-,2.05,3.6,3.4,1.73,2.08,1.67,2.1
24/06/2023,23:30,USA - MLS,Los Angeles FC,Vancouver Whitecaps,-,1.57,4.33,5.25,1.62,2.25,1.67,2.1
24/06/2023,23:30,USA - MLS,Portland Timbers,New York City,-,1.95,3.6,3.8,1.93,1.93,1.75,2.0
24/06/2023,23:30,USA - MLS,San Jose Earthquakes,St. Louis City,-,2.15,3.75,3.1,1.67,2.15,1.57,2.25
24/06/2023,23:30,USA - MLS,Seattle Sounders,Orlando City,-,1.85,3.6,4.1,1.95,1.9,1.8,1.95
24/06/2023,20:00,USA - USL CHAMPIONSHIP,Hartford Athletic,Indy Eleven,-,2.53,3.42,2.51,1.79,2.0,1.6,2.27
24/06/2023,20:00,USA - USL CHAMPIONSHIP,Loudoun,Tampa Bay,-,4.11,3.78,1.75,1.73,2.09,1.65,2.18
24/06/2023,20:00,USA - USL CHAMPIONSHIP,Pittsburgh,San Diego Loyal,-,1.86,3.5,3.9,1.96,1.82,1.79,1.98
24/06/2023,20:30,USA - USL CHAMPIONSHIP,Detroit,Orange County SC,-,2.33,3.25,2.92,2.04,1.76,1.77,2.0
24/06/2023,21:00,USA - USL CHAMPIONSHIP,Louisville City,Las Vegas Lights,-,1.55,4.1,5.2,1.72,2.1,1.74,2.04
24/06/2023,21:30,USA - USL CHAMPIONSHIP,Memphis,Charleston,-,1.77,3.82,3.96,1.66,2.19,1.59,2.29
24/06/2023,22:00,USA - USL CHAMPIONSHIP,New Mexico,Colorado Springs,-,2.42,3.4,2.64,1.83,1.95,1.63,2.22
24/06/2023,23:00,USA - USL CHAMPIONSHIP,Monterey Bay,Miami FC,-,1.97,3.4,3.62,1.7,2.02,1.58,2.31
24/06/2023,23:00,USA - USL CHAMPIONSHIP,Oakland Roots,Phoenix Rising,-,1.85,3.56,3.86,1.89,1.89,1.74,2.04
