Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,rLRrV4ze,06/11/2023,05:30,INDIA - I-LEAGUE,Namdhari,Inter Kashi,ROUND 3,2.48,3.34,2.71,1.41,2.78,1.02,8.7,1.29,3.18,1.97,1.81,3.28,1.27,6.3,1.07,1.74,2.04,,,,,8.0,7.0,10.0,21.0,7.5,5.5,7.5,15.0,11.0,8.0,10.0,23.0,23.0,18.0,26.0,51.0,201.0
2,IkO6MHYH,06/11/2023,08:00,RUSSIA - PREMIER LEAGUE,Orenburg,FK Rostov,ROUND 14,2.24,3.81,3.27,1.32,3.22,1.01,15.5,1.19,3.98,1.77,2.23,2.6,1.41,4.7,1.14,1.59,2.29,,,,,,,,,,,,,,,,,,,,,
3,K2jiRLH8,06/11/2023,08:00,BULGARIA - PARVA LIGA,Botev Vratsa,Lok. Sofia,ROUND 16,2.2,3.1,3.4,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.91,1.8,2.15,1.68,1.33,3.3,8.0,9.0,17.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,34.0,51.0,351.0
4,vZmmzlVO,06/11/2023,08:30,THAILAND - THAI LEAGUE 1,Trat FC,Muang Thong Utd,ROUND 10,3.15,3.75,2.02,1.31,3.2,1.03,9.0,1.18,4.25,1.57,2.27,2.35,1.53,3.85,1.22,1.52,2.37,,,1.78,1.98,9.0,10.25,11.75,19.0,13.5,7.6,8.75,14.5,20.0,11.25,12.0,20.0,40.0,23.0,25.0,40.0,250.0
5,02N5kQDN,06/11/2023,09:00,SERBIA - PRVA LIGA,RFK Novi Sad,Metalac,ROUND 15,1.95,3.05,3.7,1.53,2.22,1.06,6.55,1.48,2.51,2.27,1.5,4.65,1.14,8.0,1.06,2.1,1.7,,,,,6.8,7.0,14.5,40.0,4.9,5.4,11.25,32.0,6.9,7.5,15.0,45.0,13.5,14.5,29.0,80.0,101.0
6,CtiO77Ti,06/11/2023,09:00,SERBIA - PRVA LIGA,Radnicki S. Mitrovica,Smederevo,ROUND 15,1.98,2.95,3.8,1.52,2.25,1.1,6.5,1.44,2.5,2.2,1.53,4.55,1.14,8.0,1.06,2.09,1.71,,,,,7.0,7.8,16.0,45.0,5.0,5.1,10.75,30.0,7.1,7.4,13.0,37.0,14.0,15.0,27.0,65.0,500.0
7,SzAbinqB,06/11/2023,09:00,SERBIA - PRVA LIGA,Radnicki Beograd,FK Indjija,ROUND 15,2.55,3.05,2.57,1.5,2.32,1.07,6.34,1.38,2.71,2.12,1.57,4.0,1.19,8.0,1.06,1.87,1.89,,,,,7.7,6.3,10.0,22.0,6.1,5.2,8.25,18.5,9.75,8.5,12.5,28.0,22.0,19.0,29.0,60.0,450.0
8,Mqj1DJXb,06/11/2023,10:00,ROMANIA - LIGA 2,Unirea Slobozia,Gloria Buzau,ROUND 12,2.7,3.0,2.65,1.5,2.45,1.08,6.3,1.38,2.82,2.15,1.65,3.6,1.25,6.3,1.09,1.8,1.91,2.37,1.55,,,6.3,7.7,13.0,30.0,7.8,5.8,9.75,23.0,13.0,10.0,14.0,35.0,32.0,24.0,35.0,70.0,600.0
9,foOdfiGt,06/11/2023,10:00,THAILAND - THAI LEAGUE 1,Police Tero,Lamphun Warrior,ROUND 10,1.88,3.7,3.65,1.34,3.0,1.04,8.25,1.22,3.85,1.7,2.12,2.57,1.44,4.35,1.18,1.62,2.18,1.85,1.9,,,8.25,13.0,22.0,50.0,8.75,7.3,12.0,29.0,10.0,8.25,13.0,32.0,16.5,13.5,22.0,50.0,300.0
10,AHIcmEr6,06/11/2023,10:00,BELARUS - VYSSHAYA LIGA,Dynamo Brest,Din. Minsk,ROUND 27,9.6,4.85,1.32,1.35,3.04,1.01,14.7,1.15,4.55,1.5,2.35,2.21,1.64,3.48,1.24,1.95,1.81,,,,,,,,,,,,,,,,,,,,,
11,4nK2NcJB,06/11/2023,10:30,RUSSIA - PREMIER LEAGUE,Ural,Rubin Kazan,ROUND 14,2.27,3.43,3.53,1.48,2.55,1.04,7.5,1.37,2.75,2.33,1.71,3.96,1.19,7.8,1.04,1.94,1.82,,,,,,,,,,,,,,,,,,,,,
12,0MNrHyf1,06/11/2023,10:30,BULGARIA - PARVA LIGA,Slavia Sofia,Etar,ROUND 16,1.83,3.4,4.5,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,2.0,1.73,1.85,1.95,1.23,4.1,8.0,11.0,21.0,51.0,6.0,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,34.0,67.0,1000.0
13,tfzT3o46,06/11/2023,11:00,SERBIA - SUPER LIGA,Novi Pazar,Partizan,ROUND 14,6.8,4.0,1.47,1.38,2.8,1.05,7.7,1.25,3.55,1.78,1.98,2.77,1.39,4.7,1.15,1.88,1.82,,,2.3,1.57,7.7,6.8,6.9,10.0,17.0,7.9,8.0,11.5,45.0,21.0,18.0,26.0,175.0,80.0,70.0,90.0,700.0
14,EHsWSFTH,06/11/2023,11:00,CAMEROON - ELITE ONE,APEJES Academy,Stade Renard,ROUND 6,2.42,2.82,2.9,1.6,2.12,1.07,6.15,1.5,2.25,2.54,1.43,5.0,1.12,11.0,1.01,2.1,1.7,,,,,6.1,5.8,10.75,28.0,5.3,5.0,9.5,25.0,8.75,8.25,14.5,37.0,20.0,19.5,32.0,80.0,101.0
15,6ivOUya5,06/11/2023,11:00,CAMEROON - ELITE ONE,UMS de Loum,Fauve Azur Elite,ROUND 6,1.87,3.0,4.15,1.57,2.18,1.07,6.35,1.47,2.32,2.45,1.46,4.8,1.13,10.0,1.02,2.19,1.64,,,,,6.5,7.4,16.5,50.0,4.55,5.3,12.0,37.0,6.3,7.5,15.5,50.0,12.5,15.0,32.0,90.0,101.0
16,2DAs5y35,06/11/2023,12:00,NIGERIA - NPFL,Bayelsa United,Lobi Stars,ROUND 7,1.95,3.05,4.05,1.44,2.42,,,1.29,2.95,1.9,1.78,2.95,1.3,,,1.65,1.98,1.91,1.8,,,8.5,11.5,24.0,70.0,7.1,6.0,13.0,37.0,9.5,8.0,13.0,40.0,18.5,15.5,25.0,55.0,450.0
17,WnFo4eIB,06/11/2023,12:00,NIGERIA - NPFL,Sporting Lagos,Kano Pillars,ROUND 7,1.83,2.87,5.1,1.6,2.05,1.09,6.1,1.5,2.25,2.45,1.42,4.15,1.15,,,2.15,1.55,1.8,1.91,,,5.8,9.75,28.0,120.0,5.0,5.9,18.0,75.0,7.4,8.75,20.0,90.0,15.5,18.0,40.0,150.0,
18,SlicuDZb,06/11/2023,12:00,ARMENIA - PREMIER LEAGUE,BKMA,Pyunik Yerevan,ROUND 16,9.5,5.4,1.22,1.24,3.65,1.01,15.5,1.12,4.9,1.47,2.42,2.12,1.57,3.65,1.22,2.04,1.74,,,,,15.5,6.9,5.5,6.2,22.0,10.0,7.9,9.0,55.0,25.0,20.0,23.0,200.0,90.0,75.0,80.0,600.0
19,6y6heMDc,06/11/2023,13:00,MOROCCO - BOTOLA PRO,Raja Casablanca,FUS Rabat,ROUND 8,1.95,3.0,3.8,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,13.0,1.04,2.2,1.62,2.0,1.8,1.25,3.8,6.5,8.5,19.0,41.0,5.5,6.5,15.0,41.0,8.0,9.5,21.0,51.0,17.0,21.0,41.0,81.0,101.0
20,zcXK57Zg,06/11/2023,13:00,SERBIA - SUPER LIGA,Sp. Subotica,Radnicki 1923,ROUND 14,2.4,3.15,2.87,1.42,2.67,1.06,7.3,1.28,3.35,1.85,1.88,2.95,1.35,5.1,1.13,1.65,2.12,2.35,1.55,,,7.3,9.5,15.5,35.0,8.75,6.2,10.0,24.0,12.5,9.0,12.0,29.0,26.0,18.5,25.0,50.0,350.0
21,fPKzJcPl,06/11/2023,13:00,BULGARIA - PARVA LIGA,CSKA Sofia,Hebar,ROUND 16,1.22,5.75,13.0,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,3.4,1.3,7.0,1.1,3.25,1.33,1.22,4.15,,,9.5,23.0,67.0,251.0,5.0,12.0,41.0,151.0,4.75,11.0,41.0,126.0,6.5,15.0,41.0,151.0,201.0
22,j9VCbndm,06/11/2023,13:00,ROMANIA - LIGA 1,UTA Arad,Din. Bucuresti,ROUND 15,1.83,3.3,4.2,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.91,1.8,1.9,1.95,1.24,3.9,8.5,11.0,21.0,41.0,6.5,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
23,thZ81Pwh,06/11/2023,13:00,GHANA - PREMIER LEAGUE,Great Olympics,Nsoatreman,ROUND 9,1.91,2.67,4.65,1.75,1.9,1.13,4.9,1.7,1.93,3.2,1.28,6.8,1.06,,,2.67,1.45,,,,,4.65,6.6,18.5,70.0,3.85,5.2,15.0,60.0,6.1,8.0,20.0,80.0,13.0,17.5,40.0,150.0,
24,WYLfPJla,06/11/2023,13:30,RUSSIA - PREMIER LEAGUE,Sochi,Dynamo Moscow,ROUND 14,3.28,3.68,2.28,1.36,2.99,1.01,9.7,1.24,3.48,1.92,2.02,2.98,1.32,5.55,1.1,1.69,2.11,,,,,,,,,,,,,,,,,,,,,
25,h0bkwzLn,06/11/2023,13:30,SENEGAL - LIGUE 1,Generation F.,US Goree,ROUND 2,1.75,3.0,4.85,1.6,2.12,1.08,6.05,1.52,2.22,2.57,1.42,5.15,1.11,9.1,1.03,2.35,1.56,,,,,5.9,7.9,20.0,70.0,4.15,5.5,14.0,50.0,5.7,7.6,17.5,65.0,11.0,14.5,35.0,110.0,
26,ERKNJLwJ,06/11/2023,14:00,ALBANIA - SUPERLIGA,Partizani,Vllaznia,ROUND 12,1.42,3.9,6.6,1.42,2.52,1.02,9.9,1.29,3.14,1.91,1.7,3.28,1.27,5.7,1.11,2.27,1.6,,,,,8.75,12.0,32.0,120.0,4.9,6.8,18.0,65.0,5.2,7.2,18.0,70.0,7.6,10.5,26.0,100.0,600.0
27,I1fucfOg,06/11/2023,14:00,POLAND - DIVISION 1,Chrobry Glogow,Pruszkow,ROUND 14,2.9,3.25,2.25,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.8,1.91,3.0,1.38,1.65,2.2,10.0,8.0,11.0,21.0,9.5,6.5,9.5,19.0,15.0,11.0,15.0,29.0,34.0,23.0,34.0,51.0,251.0
