Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,tAv6m7nQ,16/09/2024,05:30,INDONESIA - LIGA 1,Bali United,PSS Sleman,ROUND 5,1.55,3.75,5.7,1.39,2.55,1.01,10.0,1.24,3.3,1.7,1.91,2.65,1.37,5.25,1.11,1.75,1.85,,,,,11.0,15.5,35.0,120.0,7.1,7.4,18.0,60.0,7.5,7.9,16.0,55.0,11.5,12.0,24.0,70.0,600.0
2,CGwVA37N,16/09/2024,08:00,UZBEKISTAN - SUPER LEAGUE,Olympic,Metallurg Bekabad,ROUND 18,2.22,2.92,3.35,1.5,2.25,1.07,6.25,1.45,2.37,2.32,1.47,3.95,1.17,9.2,1.02,1.98,1.65,,,,,6.6,8.0,16.5,45.0,5.8,5.8,12.0,35.0,9.5,9.5,17.0,50.0,22.0,22.0,40.0,100.0,101.0
3,bRKxroAm,16/09/2024,09:00,INDONESIA - LIGA 1,Persija Jakarta,Dewa United,ROUND 5,1.93,3.35,3.6,1.33,3.04,10.5,1.01,1.23,3.35,1.7,1.93,2.6,1.38,5.0,1.12,1.6,2.07,1.9,1.8,,,11.5,12.0,21.0,55.0,8.25,6.7,12.0,30.0,10.25,8.25,12.5,32.0,18.0,14.5,22.0,50.0,350.0
4,fHhoNitf,16/09/2024,10:00,ROMANIA - LIGA 2,FC Arges,Concordia,ROUND 6,1.98,2.87,4.45,1.62,2.2,1.14,5.0,1.6,2.27,2.7,1.4,5.0,1.14,8.5,1.04,2.27,1.57,1.93,1.8,,,5.0,8.75,23.0,80.0,4.85,5.9,15.5,55.0,7.6,9.5,20.0,75.0,17.5,22.0,50.0,150.0,1000.0
5,SzQgo1E7,16/09/2024,11:00,ALBANIA - SUPERLIGA,Laci,Partizani,ROUND 5,2.8,2.8,2.52,1.5,2.15,1.07,7.0,1.43,2.55,2.22,1.52,4.55,1.14,8.2,1.04,1.93,1.83,,,,,6.8,6.1,10.0,23.0,6.0,4.85,8.0,18.0,10.75,9.0,12.0,27.0,27.0,23.0,32.0,60.0,450.0
6,SxHjngNc,16/09/2024,11:00,SERBIA - PRVA LIGA,Mladost GAT,Sloboda,ROUND 7,1.62,3.4,5.1,1.45,2.27,1.07,6.7,1.37,2.75,2.07,1.6,3.96,1.19,8.0,1.05,2.09,1.71,,,,,7.8,9.75,23.0,75.0,4.75,5.9,14.0,45.0,5.7,7.1,15.5,50.0,9.5,12.0,26.0,80.0,500.0
7,hvLAZLF8,16/09/2024,11:00,BELARUS - VYSSHAYA LIGA,FC Minsk,FC Gomel,ROUND 21,2.97,3.3,2.43,1.42,2.75,1.03,8.4,1.29,3.18,1.99,1.82,3.28,1.27,6.2,1.07,1.76,2.01,,,,,,,,,,,,,,,,,,,,,
8,QctP7jM6,16/09/2024,11:00,INDIA - ISL,Mohammedan,North East Utd,ROUND 1,3.0,3.6,2.0,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.53,2.38,,,1.75,2.02,17.0,11.0,12.0,21.0,13.0,7.5,9.0,15.0,19.0,11.0,12.0,21.0,34.0,21.0,26.0,34.0,126.0
9,48DoHzhG,16/09/2024,11:30,NORWAY - OBOS-LIGAEN,Egersund,Ranheim,ROUND 22,2.05,3.7,2.88,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.44,2.63,2.08,1.73,1.38,3.0,19.0,15.0,19.0,34.0,12.0,8.0,11.0,21.0,13.0,9.5,12.0,23.0,21.0,15.0,19.0,34.0,101.0
10,4jzNCPxB,16/09/2024,11:30,UZBEKISTAN - SUPER LEAGUE,OKMK,Termez Surkhon,ROUND 18,1.7,3.4,4.85,1.4,2.5,1.03,7.9,1.34,2.75,2.0,1.65,3.3,1.24,7.2,1.05,1.93,1.7,,,,,8.5,12.0,28.0,90.0,5.8,6.7,16.0,55.0,7.2,8.25,17.5,60.0,13.0,15.0,32.0,100.0,900.0
11,As8kwmsJ,16/09/2024,12:00,GHANA - PREMIER LEAGUE,Accra Lions,Vision,ROUND 2,1.53,3.3,6.5,1.53,2.1,1.07,7.0,1.47,2.32,2.32,1.47,4.65,1.14,10.0,1.02,2.51,1.5,,,,,6.3,9.75,29.0,120.0,4.05,6.1,19.0,80.0,5.0,7.4,20.0,90.0,8.5,12.5,35.0,120.0,101.0
12,Sl7Wyyx2,16/09/2024,12:00,ROMANIA - LIGA 1,UTA Arad,FC Hermannstadt,ROUND 9,2.35,3.3,3.0,1.44,2.63,1.06,9.5,1.3,3.4,2.05,1.75,3.5,1.29,7.0,1.1,1.8,1.91,2.3,1.6,1.4,2.85,9.5,9.0,15.0,29.0,8.0,6.5,11.0,23.0,11.0,9.5,15.0,34.0,23.0,19.0,29.0,51.0,251.0
13,nsGINe3J,16/09/2024,12:30,FINLAND - YKKONEN,Klubi 04,Atlantis,CHAMPIONSHIP GROUP,1.4,4.5,6.0,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,2.2,1.62,3.75,1.25,1.67,2.1,1.43,2.75,1.14,5.75,19.0,21.0,34.0,67.0,9.5,9.5,19.0,41.0,8.5,8.5,15.0,41.0,11.0,11.0,21.0,41.0,151.0
14,d85SGYUQ,16/09/2024,13:00,MALTA - PREMIER LEAGUE,Naxxar,Floriana,ROUND 4,5.1,3.85,1.57,1.38,2.6,1.02,8.75,1.26,3.2,1.8,1.9,2.77,1.33,5.6,1.11,1.82,1.8,,,,,10.75,6.8,7.4,11.5,13.5,7.5,8.0,12.5,30.0,16.5,17.0,26.0,90.0,55.0,55.0,80.0,700.0
15,6sBUPI0K,16/09/2024,13:45,BULGARIA - PARVA LIGA,Lok. Sofia,CSKA Sofia,ROUND 12,8.5,5.0,1.33,1.36,3.0,1.06,10.0,1.29,3.5,1.9,1.95,3.25,1.33,6.5,1.11,2.25,1.57,6.4,1.12,3.3,1.33,10.0,6.0,6.0,8.0,17.0,9.5,9.0,13.0,41.0,26.0,26.0,34.0,101.0,67.0,67.0,81.0,1250.0
16,pQanueOi,16/09/2024,14:00,PORTUGAL - LIGA PORTUGAL 2,Feirense,Pacos Ferreira,ROUND 5,2.38,3.1,2.7,1.44,2.63,1.06,9.5,1.3,3.4,2.05,1.8,3.5,1.29,7.0,1.1,1.8,1.91,2.43,1.53,1.43,2.75,9.5,9.0,13.0,29.0,8.5,6.0,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,29.0,51.0,251.0
17,YqJM8Cad,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Start,Levanger,ROUND 22,2.2,3.7,2.7,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.5,2.5,2.25,1.63,1.45,2.68,17.0,13.0,17.0,29.0,12.0,7.5,11.0,21.0,13.0,9.5,12.0,23.0,23.0,17.0,21.0,34.0,101.0
18,nm74Xexc,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Valerenga,Asane,ROUND 22,1.18,7.0,9.5,1.2,4.33,1.01,26.0,1.1,7.0,1.33,3.4,1.83,1.83,2.75,1.4,1.83,1.83,1.2,4.4,,,23.0,29.0,51.0,126.0,11.0,15.0,26.0,51.0,8.0,10.0,23.0,51.0,8.0,10.0,23.0,51.0,251.0
19,EXsrs05T,16/09/2024,14:00,POLAND - EKSTRAKLASA,Slask Wroclaw,Stal Mielec,ROUND 8,1.67,3.6,5.25,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,2.0,1.75,1.68,2.15,1.18,4.65,8.5,12.0,26.0,51.0,6.0,7.0,17.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,29.0,67.0,451.0
20,MBQpTx4M,16/09/2024,14:00,POLAND - DIVISION 1,Pruszkow,Chrobry Glogow,ROUND 9,1.8,3.4,4.1,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.8,1.91,1.83,2.03,1.22,4.15,10.0,12.0,23.0,41.0,7.0,6.5,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
21,ze23GaKG,16/09/2024,14:00,POLAND - DIVISION 1,Tychy,Ruch Chorzow,ROUND 9,2.7,3.2,2.45,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.4,1.3,7.0,1.1,1.73,2.0,2.68,1.45,1.53,2.43,9.5,8.5,12.0,23.0,9.0,6.5,10.0,21.0,13.0,11.0,13.0,29.0,29.0,23.0,34.0,51.0,201.0
22,IBHkGf7M,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Moss,ROUND 22,1.83,3.6,3.6,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.62,2.2,1.9,1.95,1.28,3.55,15.0,13.0,21.0,41.0,9.0,7.5,13.0,29.0,10.0,8.5,13.0,29.0,17.0,13.0,21.0,41.0,151.0
23,fsIu946E,16/09/2024,14:00,ALBANIA - SUPERLIGA,KF Tirana,AF Elbasani,ROUND 5,1.65,3.35,4.8,1.45,2.27,1.04,8.2,1.36,2.78,2.07,1.6,4.0,1.19,7.2,1.06,2.03,1.75,1.88,1.72,,,7.8,9.0,21.0,65.0,4.9,5.8,13.5,45.0,6.0,7.0,15.0,50.0,10.25,12.0,25.0,80.0,500.0
24,0jB8WFi3,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Aalesund,Sandnes,ROUND 22,1.4,4.75,5.5,1.22,4.0,1.01,23.0,1.11,6.5,1.36,3.1,1.91,1.8,3.25,1.33,1.57,2.25,1.43,2.75,1.14,5.75,23.0,23.0,41.0,67.0,11.0,11.0,19.0,41.0,9.5,9.0,15.0,34.0,11.0,11.0,19.0,41.0,126.0
25,8Y9hmNqe,16/09/2024,14:00,ALBANIA - SUPERLIGA,Dinamo Tirana,Skenderbeu,ROUND 5,1.95,3.0,3.75,1.47,2.22,1.05,7.8,1.36,2.78,2.1,1.57,4.0,1.19,7.3,1.06,1.88,1.88,1.88,1.72,,,7.4,7.6,15.5,45.0,5.5,5.2,10.75,32.0,7.5,7.2,13.0,37.0,14.0,13.5,24.0,60.0,500.0
26,6BrkUK1C,16/09/2024,14:00,SERBIA - PRVA LIGA,Borac 1926,Vrsac,ROUND 7,1.72,3.35,4.4,1.44,2.32,1.05,8.0,1.35,2.88,2.02,1.62,3.92,1.19,8.0,1.05,1.95,1.81,1.88,1.72,,,8.25,8.75,18.5,55.0,5.2,5.8,12.5,37.0,6.3,7.1,14.5,45.0,10.75,12.0,24.0,70.0,500.0
27,fgKI9hpj,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Stabaek,Raufoss,ROUND 22,1.48,4.33,5.0,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,2.1,1.67,3.75,1.25,1.57,2.25,1.5,2.5,1.16,5.25,19.0,21.0,34.0,51.0,10.0,9.0,17.0,41.0,9.5,8.5,15.0,34.0,12.0,11.0,19.0,41.0,126.0
28,CYGgFEMS,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Mjondalen,Bryne,ROUND 22,3.3,3.5,1.91,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.67,2.1,3.3,1.33,1.83,2.03,13.0,9.0,10.0,17.0,12.0,7.0,9.0,15.0,19.0,12.0,13.0,23.0,41.0,26.0,29.0,41.0,151.0
29,SxBtOMec,16/09/2024,14:10,SWEDEN - ALLSVENSKAN,Hammarby,Norrkoping,ROUND 22,1.6,4.0,5.5,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.62,2.2,1.58,2.35,1.16,5.25,15.0,19.0,29.0,51.0,9.5,8.0,17.0,41.0,9.0,8.5,13.0,41.0,13.0,12.0,21.0,41.0,126.0
30,QiJIXapL,16/09/2024,14:30,BELARUS - VYSSHAYA LIGA,Din. Minsk,Dnepr Mogilev,ROUND 21,1.1,9.5,28.0,1.25,3.72,1.01,13.0,1.12,5.0,1.45,2.48,2.23,1.66,3.5,1.24,2.9,1.39,,,,,,,,,,,,,,,,,,,,,
31,bNptZppS,16/09/2024,15:00,ARGENTINA - LIGA PROFESIONAL,Barracas Central,Banfield,ROUND 14,3.1,3.0,2.5,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.2,1.62,3.0,1.38,1.55,2.38,6.0,6.0,10.0,23.0,7.0,6.0,11.0,26.0,13.0,12.0,19.0,41.0,34.0,29.0,41.0,81.0,201.0
32,2wWZYkJ7,16/09/2024,15:00,SERBIA - SUPER LIGA,Jedinstvo U.,Radnicki Nis,ROUND 8,3.25,3.15,2.2,1.4,2.72,1.08,6.3,1.39,2.77,2.15,1.65,3.65,1.24,6.4,1.08,1.87,1.83,,,1.65,2.15,6.3,6.9,10.0,21.0,8.5,6.0,9.0,19.0,16.0,11.75,15.5,32.0,45.0,32.0,45.0,80.0,700.0
33,KO3Owc7k,16/09/2024,15:00,ROMANIA - LIGA 1,FC Rapid Bucuresti,U. Cluj,ROUND 9,1.91,3.3,4.0,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.4,1.3,7.0,1.1,1.8,1.91,1.93,1.93,1.24,3.9,9.5,11.0,21.0,41.0,7.0,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,15.0,29.0,51.0,251.0
34,dCZYGuXA,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong Utrecht,Den Bosch,ROUND 5,2.63,3.4,2.55,1.36,3.0,1.04,12.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,1.62,2.2,2.6,1.48,1.53,2.43,12.0,10.0,13.0,26.0,10.0,6.5,10.0,19.0,15.0,10.0,12.0,26.0,26.0,21.0,26.0,41.0,151.0
35,v7wgKgM5,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Excelsior,Venlo,ROUND 5,1.53,4.5,5.5,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.67,2.1,1.53,2.43,1.16,5.25,17.0,19.0,34.0,51.0,9.0,8.5,17.0,41.0,8.5,8.5,15.0,41.0,12.0,11.0,21.0,41.0,151.0
36,SWsIKNXo,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Helmond,Oss,ROUND 5,1.8,3.6,4.5,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.73,2.0,1.8,2.05,1.22,4.15,11.0,13.0,23.0,41.0,7.5,7.0,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,201.0
37,0MR1IXjI,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Vitesse,ROUND 5,1.85,4.0,3.7,1.29,3.5,1.02,19.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,1.5,2.5,1.88,1.98,1.3,3.45,19.0,15.0,21.0,41.0,11.0,8.0,13.0,26.0,11.0,9.0,12.0,26.0,17.0,13.0,19.0,34.0,101.0
38,nsED9cPp,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Cambuur,Roda,ROUND 5,2.15,3.6,3.2,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.44,2.63,2.1,1.7,1.35,3.1,17.0,15.0,19.0,34.0,12.0,7.0,12.0,21.0,13.0,9.0,11.0,23.0,21.0,15.0,21.0,34.0,101.0
39,29xsFJ1N,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong PSV,Den Haag,ROUND 5,3.2,4.0,2.0,1.22,4.0,1.01,23.0,1.11,6.5,1.4,2.88,1.91,1.8,3.25,1.33,1.4,2.75,3.1,1.35,1.85,2.0,23.0,13.0,13.0,21.0,19.0,9.0,9.5,13.0,23.0,12.0,11.0,17.0,41.0,21.0,21.0,29.0,81.0
40,dMUW3ea6,16/09/2024,15:30,SPAIN - LALIGA2,Almeria,Castellon,ROUND 5,2.0,3.6,3.6,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.8,1.91,2.03,1.83,1.3,3.45,11.0,11.0,19.0,41.0,7.5,7.0,12.0,29.0,9.5,9.0,15.0,34.0,17.0,17.0,26.0,51.0,201.0
41,l6p79jN0,16/09/2024,15:30,MALTA - PREMIER LEAGUE,Balzan,Zabbar,ROUND 4,1.9,3.3,3.85,1.45,2.4,1.06,6.85,1.35,2.72,2.0,1.65,3.3,1.24,6.5,1.08,1.85,1.75,1.87,1.85,,,8.5,9.75,20.0,60.0,6.4,6.4,13.5,40.0,8.5,8.5,16.5,50.0,16.0,16.0,30.0,90.0,800.0
42,jyYwcrBr,16/09/2024,15:30,ITALY - SERIE C,Latina,Foggia,GROUP C ,3.35,2.9,2.3,1.52,2.42,1.11,5.7,1.45,2.55,2.35,1.53,4.1,1.19,7.2,1.06,1.95,1.75,,,1.6,2.25,5.7,6.2,10.0,23.0,8.0,5.6,9.25,21.0,16.5,12.0,16.0,37.0,50.0,35.0,50.0,90.0,900.0
43,0hO8Z0FN,16/09/2024,15:45,IRELAND - PREMIER DIVISION,Galway,Shamrock Rovers,ROUND 19,2.9,3.3,2.2,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,5.0,1.17,11.0,1.05,2.05,1.7,2.85,1.4,1.63,2.25,7.5,6.0,9.5,21.0,7.0,6.5,10.0,21.0,13.0,11.0,19.0,41.0,34.0,29.0,41.0,67.0,501.0
44,lSFwBS3D,16/09/2024,15:45,ITALY - SERIE C,Novara,Lecco,GROUP A ,2.75,2.82,2.75,1.55,2.35,1.12,5.4,1.52,2.37,2.5,1.47,4.45,1.17,7.7,1.05,2.05,1.7,,,,,5.4,6.4,12.0,32.0,6.8,5.6,10.75,30.0,12.5,10.5,17.0,50.0,32.0,27.0,45.0,110.0,201.0
45,M1PkFLGr,16/09/2024,15:45,ITALY - SERIE C,Pescara,Pianese,GROUP B ,1.65,3.55,5.1,1.4,2.75,1.07,6.9,1.33,3.05,2.0,1.75,3.3,1.28,5.8,1.1,1.93,1.78,1.65,2.15,,,6.9,12.5,29.0,100.0,6.1,6.9,16.5,55.0,7.3,8.25,17.5,60.0,12.5,14.0,29.0,90.0,800.0
46,StHNBnAj,16/09/2024,15:45,ITALY - SERIE C,Lucchese,Rimini,GROUP B ,2.37,2.92,3.15,1.45,2.55,1.09,6.1,1.39,2.77,2.15,1.65,3.65,1.24,6.4,1.08,1.82,1.88,2.32,1.57,,,6.1,8.25,16.0,45.0,7.1,5.6,11.0,30.0,11.25,9.0,14.0,40.0,26.0,21.0,32.0,70.0,600.0
