Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,zkFbovsT,25/09/2024,05:15,MONGOLIA - PREMIER LEAGUE,Khovd,Falcons,ROUND 5,14.0,8.75,1.08,1.05,7.8,,,1.02,13.0,1.08,7.0,1.25,3.75,1.53,2.15,1.55,2.38,,,,,65.0,25.0,13.0,9.5,90.0,27.0,14.0,10.25,175.0,50.0,27.0,20.0,500.0,150.0,75.0,55.0,175.0
2,n9CFMsMq,25/09/2024,07:30,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Busan,ROUND 32,2.05,3.2,3.4,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,3.0,1.36,6.0,1.13,1.67,2.1,2.08,1.73,1.3,3.45,11.0,12.0,19.0,41.0,8.5,6.5,13.0,29.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,151.0
3,UX1KL1yj,25/09/2024,07:30,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Gimpo FC,ROUND 32,2.38,3.3,2.7,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,1.73,2.0,2.38,1.55,1.45,2.68,10.0,9.5,13.0,29.0,8.5,6.5,11.0,21.0,12.0,9.5,15.0,29.0,23.0,19.0,29.0,41.0,201.0
4,8O0OKLjd,25/09/2024,07:30,SOUTH KOREA - K LEAGUE 2,Bucheon FC 1995,Seongnam,ROUND 32,1.8,3.6,4.0,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.88,3.4,1.3,6.5,1.11,1.8,1.91,1.8,2.0,1.24,3.9,11.0,12.0,21.0,41.0,7.5,7.0,13.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
5,I9INuI4j,25/09/2024,08:15,MONGOLIA - PREMIER LEAGUE,Brera Ilch,Hunters,ROUND 5,1.46,4.75,4.94,1.15,4.7,,,1.05,8.0,1.21,3.44,1.65,2.09,2.34,1.45,1.33,3.18,,,,,26.0,26.0,36.0,67.0,12.0,9.5,15.0,29.0,10.0,7.0,11.0,23.0,11.0,9.0,12.0,23.0,67.0
6,6qvu6MYR,25/09/2024,09:00,HONG KONG - PREMIER LEAGUE,Kitchee,Kowloon City,ROUND 10,1.33,4.85,7.6,1.21,3.9,1.01,15.0,1.12,5.4,1.44,2.4,2.05,1.6,3.2,1.26,1.7,1.93,,,,,17.0,26.0,60.0,200.0,9.25,10.25,24.0,75.0,7.6,8.5,18.0,60.0,9.25,10.25,21.0,65.0,400.0
7,tdDnxt6M,25/09/2024,09:30,UZBEKISTAN - SUPER LEAGUE,Pakhtakor,Olympic,ROUND 20,1.47,3.8,6.6,1.42,2.47,1.02,9.0,1.31,2.9,1.95,1.75,3.1,1.27,6.5,1.04,2.02,1.62,,,,,8.75,14.5,40.0,175.0,5.8,7.6,22.0,90.0,6.3,8.25,21.0,90.0,10.0,13.0,32.0,120.0,101.0
8,hnwxYYYA,25/09/2024,10:00,NORTH MACEDONIA - 1. MFL,Pelister,Rabotnicki,ROUND 7,2.82,3.05,2.35,1.5,2.15,1.08,6.5,1.43,2.39,2.32,1.47,4.45,1.12,11.0,1.01,2.04,1.74,,,,,6.8,5.3,8.5,18.5,5.9,5.3,8.25,18.5,10.5,9.25,14.5,32.0,26.0,23.0,37.0,80.0,101.0
9,CzjAFQIq,25/09/2024,10:00,NORTH MACEDONIA - 1. MFL,Shkupi,Besa 1976,ROUND 7,1.35,4.05,8.0,1.42,2.35,1.05,8.0,1.35,2.67,2.05,1.62,3.92,1.16,9.0,1.03,2.32,1.58,,,,,8.0,12.5,40.0,175.0,4.3,7.4,23.0,100.0,4.45,7.8,24.0,100.0,6.5,11.25,35.0,150.0,101.0
10,pMZTZf4b,25/09/2024,10:00,NORTH MACEDONIA - 1. MFL,Brera Strumica,Tikves,ROUND 7,2.32,3.1,2.8,1.47,2.2,1.06,7.5,1.41,2.46,2.22,1.52,4.5,1.12,9.0,1.03,1.95,1.81,,,,,7.2,6.2,10.5,25.0,5.5,5.3,9.0,22.0,8.5,8.25,14.0,35.0,18.5,17.5,30.0,75.0,500.0
