Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,4KmAYSPR,05/11/2023,00:05,MEXICO - LIGA MX,Pachuca,Monterrey,APERTURA ,2.55,3.5,2.7,1.36,3.0,1.04,13.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,1.62,2.2,2.38,1.55,1.45,2.68,12.0,10.0,15.0,26.0,10.0,6.5,10.0,21.0,13.0,10.0,12.0,26.0,23.0,19.0,26.0,41.0,151.0
2,zoq6Z8AL,05/11/2023,00:05,MEXICO - LIGA MX,Guadalajara Chivas,Cruz Azul,APERTURA ,2.25,3.3,3.3,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,3.0,1.36,6.0,1.13,1.67,2.1,2.2,1.65,1.35,3.1,11.0,11.0,17.0,34.0,8.5,6.0,12.0,23.0,11.0,9.0,12.0,29.0,21.0,17.0,26.0,41.0,151.0
3,pxYAO4UD,05/11/2023,01:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,WS Wanderers,ROUND 3,3.5,3.8,1.95,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,2.38,1.57,4.33,1.22,1.53,2.38,3.3,1.33,1.9,2.0,17.0,10.0,11.0,19.0,15.0,7.5,9.0,15.0,21.0,12.0,12.0,21.0,41.0,23.0,26.0,41.0,126.0
4,OhGEIT0B,05/11/2023,05:30,HONG KONG - PREMIER LEAGUE,Hong Kong FC,Hong Kong Rangers,ROUND 9,8.5,5.7,1.26,1.19,4.2,1.01,17.0,1.1,5.9,1.36,2.67,1.91,1.75,2.82,1.32,1.72,1.9,,,,,21.0,10.5,7.8,8.5,30.0,12.5,9.25,10.0,70.0,27.0,21.0,22.0,200.0,90.0,65.0,75.0,450.0
5,jwcH9yXN,05/11/2023,06:00,ROMANIA - LIGA 2,Progresul Spartac,Alexandria,ROUND 12,3.45,3.25,2.07,1.45,2.57,1.07,6.9,1.33,3.05,2.0,1.75,3.3,1.29,5.8,1.1,1.78,1.93,,,1.72,2.05,6.9,7.0,9.5,19.0,10.0,6.3,8.75,17.0,18.5,11.75,14.0,29.0,50.0,30.0,37.0,65.0,500.0
6,0vyGmcU6,05/11/2023,06:30,AUSTRIA - 2. LIGA,Sturm Graz (Am),Ried,ROUND 13,5.1,4.35,1.53,1.29,3.3,1.03,9.25,1.17,4.4,1.53,2.35,2.27,1.57,3.7,1.23,1.65,2.12,,,2.25,1.6,9.25,9.25,8.75,11.75,18.0,8.75,8.25,11.0,32.0,16.0,15.0,20.0,90.0,45.0,40.0,55.0,350.0
7,Es3Sd17K,05/11/2023,06:30,AUSTRIA - 2. LIGA,Bregenz,Leoben,ROUND 13,2.5,3.45,2.57,1.37,2.87,1.05,8.0,1.24,3.65,1.75,2.02,2.72,1.4,4.65,1.16,1.6,2.2,2.27,1.6,,,8.0,9.75,14.0,28.0,10.0,6.7,9.5,20.0,14.0,9.5,12.5,26.0,28.0,19.0,24.0,45.0,300.0
8,jF2dkzEg,05/11/2023,07:00,BELARUS - VYSSHAYA LIGA,Belshina,Energetik-BGU,ROUND 27,2.81,3.5,2.35,1.34,3.1,,,1.22,3.65,1.77,2.01,2.79,1.36,5.1,1.11,1.61,2.25,,,,,,,,,,,,,,,,,,,,,
9,v3BHP5e3,05/11/2023,07:00,MALTA - PREMIER LEAGUE,Hamrun,Mosta,ROUND 7,1.38,4.55,6.8,1.31,3.15,1.03,9.5,1.21,3.5,1.65,2.0,2.5,1.4,4.7,1.15,1.9,1.72,,,,,12.5,18.5,45.0,150.0,7.1,9.0,22.0,75.0,6.6,8.5,20.0,70.0,8.75,11.25,28.0,100.0,800.0
10,UssD6KGQ,05/11/2023,07:00,ANDORRA - PRIMERA DIVISIÓ,Pas de la Casa,FC Santa Coloma,ROUND 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
