Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,rTJa9SA5,31/03/2024,00:05,MEXICO - LIGA MX,U.N.A.M.- Pumas,Cruz Azul,CLAUSURA ,3.0,3.6,2.25,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,1.7,2.05,2.75,1.43,1.65,2.2,12.0,9.0,11.0,21.0,10.0,7.0,9.0,17.0,15.0,11.0,13.0,26.0,34.0,23.0,29.0,41.0,201.0
2,401O9BwS,31/03/2024,01:00,AUSTRALIA - A-LEAGUE,Melbourne Victory,Perth Glory,ROUND 22,1.4,5.5,6.5,1.22,4.0,1.02,19.0,1.13,6.0,1.4,2.88,2.1,1.73,3.5,1.3,1.67,2.1,1.38,3.0,1.13,5.9,21.0,21.0,41.0,67.0,11.0,11.0,19.0,41.0,8.5,9.0,17.0,41.0,10.0,10.0,21.0,41.0,151.0
3,bsXxXzB1,31/03/2024,02:00,SOUTH KOREA - K LEAGUE 2,Jeonnam,Cheonan City,ROUND 4,1.8,3.6,3.5,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.8,1.91,1.85,1.95,1.28,3.55,11.0,11.0,21.0,41.0,7.5,7.5,13.0,34.0,8.5,8.5,17.0,41.0,15.0,15.0,26.0,51.0,251.0
4,rFI19zyq,31/03/2024,02:00,SOUTH KOREA - K LEAGUE 1,Gangwon,Seoul,ROUND 4,2.7,3.2,2.3,1.5,2.5,1.07,9.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,1.91,1.8,2.75,1.43,1.55,2.38,8.5,7.0,11.0,23.0,8.0,6.5,10.0,21.0,13.0,11.0,17.0,34.0,29.0,26.0,34.0,51.0,351.0
5,4KXYXGee,31/03/2024,02:00,SOUTH KOREA - K LEAGUE 2,Bucheon FC 1995,Gyeongnam,ROUND 4,2.55,3.2,2.6,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.83,1.83,2.6,1.48,1.48,2.6,8.5,8.0,12.0,26.0,7.5,6.5,10.0,23.0,12.0,10.0,15.0,34.0,26.0,23.0,34.0,51.0,301.0
6,Mmtc4wt1,31/03/2024,04:00,HONG KONG - PREMIER LEAGUE,North District,Tai Po,ROUND 5,5.2,4.6,1.47,1.21,3.9,1.01,15.5,1.11,5.6,1.42,2.47,2.02,1.62,3.1,1.27,1.55,2.15,,,,,19.0,10.25,9.0,11.25,21.0,9.75,8.5,10.75,37.0,17.0,15.0,19.0,100.0,45.0,37.0,50.0,250.0
7,dSktWfQ7,31/03/2024,04:30,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Busan,ROUND 4,2.05,3.1,3.25,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.78,3.5,1.29,7.0,1.1,1.8,1.91,2.1,1.7,1.33,3.3,9.5,10.0,17.0,34.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,29.0,51.0,251.0
8,KWZzxPL9,31/03/2024,04:30,CHINA - SUPER LEAGUE,Changchun Yatai,Tianjin Jinmen Tiger,ROUND 3,2.8,3.25,2.55,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.7,2.05,2.75,1.43,1.53,2.43,10.0,9.0,13.0,26.0,10.0,6.0,10.0,21.0,15.0,11.0,13.0,29.0,29.0,21.0,29.0,41.0,151.0
9,xxI58fjk,31/03/2024,04:30,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Daegu,ROUND 4,2.15,3.2,3.0,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.91,1.8,2.15,1.68,1.35,3.1,8.5,8.5,15.0,34.0,6.5,6.5,12.0,29.0,10.0,9.5,17.0,41.0,21.0,21.0,34.0,51.0,401.0
10,nRiRWvwJ,31/03/2024,05:30,HONG KONG - PREMIER LEAGUE,Hong Kong FC,Lee Man Warriors,ROUND 17,10.25,6.2,1.2,1.17,4.4,1.01,17.5,1.08,6.6,1.33,2.82,1.85,1.85,2.67,1.36,1.78,1.83,,,,,22.0,11.0,7.7,7.9,37.0,14.0,9.75,10.0,90.0,32.0,23.0,24.0,300.0,120.0,80.0,80.0,500.0
11,IZcyV6z1,31/03/2024,05:30,AUSTRIA - 2. LIGA,Stripfing,First Vienna,ROUND 21,3.3,3.55,2.0,1.36,2.9,1.05,8.0,1.24,3.65,1.72,2.05,2.7,1.4,4.6,1.16,1.62,2.15,,,1.78,1.98,8.0,8.5,10.5,18.5,11.75,6.9,8.5,15.0,19.0,11.25,13.0,23.0,45.0,26.0,30.0,50.0,350.0
12,vqaXVnLf,31/03/2024,05:30,AUSTRIA - 2. LIGA,Sturm Graz (Am),Admira,ROUND 21,4.05,3.7,1.78,1.36,2.87,1.05,8.0,1.24,3.65,1.75,2.02,2.75,1.4,4.65,1.15,1.7,2.05,,,2.0,1.75,8.0,7.8,9.0,14.5,13.0,7.2,8.25,13.5,24.0,13.0,14.0,23.0,60.0,35.0,37.0,55.0,400.0
13,dfz3XG39,31/03/2024,06:15,MONGOLIA - PREMIER LEAGUE,Khangarid,Deren,ROUND 13,3.3,4.25,1.75,1.15,4.7,,,,,1.22,3.64,1.62,2.05,2.34,1.5,1.27,3.6,,,1.72,1.88,30.0,15.5,13.5,16.5,21.0,9.75,8.5,10.5,24.0,11.5,9.75,12.0,40.0,19.5,16.5,20.0,70.0
14,bNrDb59s,31/03/2024,06:30,ESTONIA - MEISTRILIIGA,Tammeka,Flora,ROUND 4,6.3,4.15,1.4,1.35,3.04,1.01,10.0,1.23,3.56,1.78,1.87,2.84,1.35,5.25,1.11,2.0,1.77,,,,,10.75,5.5,5.4,7.6,13.0,7.2,7.1,10.0,30.0,17.0,16.5,23.0,100.0,55.0,55.0,75.0,201.0
15,b707AzC3,31/03/2024,07:00,SPAIN - PRIMERA RFEF,San Fernando,UD Ibiza,GROUP 2 ,4.0,2.88,1.91,1.57,2.25,1.1,6.5,1.5,2.5,2.5,1.5,4.5,1.17,8.5,1.05,2.2,1.62,4.0,1.23,1.8,2.0,6.5,5.5,8.0,17.0,9.0,6.0,10.0,21.0,19.0,15.0,19.0,41.0,41.0,41.0,51.0,81.0,67.0
16,6aQn715B,31/03/2024,07:00,SPAIN - PRIMERA RFEF,Melilla,Sanluqueno,GROUP 2 ,2.45,3.0,2.63,1.62,2.2,1.11,6.0,1.53,2.38,2.63,1.44,5.0,1.14,9.0,1.04,2.25,1.57,2.5,1.5,1.45,2.68,6.5,6.5,12.0,29.0,6.0,6.5,12.0,29.0,11.0,11.0,21.0,41.0,26.0,26.0,41.0,81.0,67.0
17,CxRr8sj5,31/03/2024,07:00,SPAIN - PRIMERA RFEF,Baleares,Real Madrid B,GROUP 2 ,4.0,2.9,1.95,1.5,2.5,1.08,7.0,1.36,3.0,2.2,1.65,4.0,1.22,7.5,1.07,1.91,1.8,3.8,1.25,1.78,2.03,7.5,6.5,8.5,17.0,11.0,6.0,9.5,17.0,21.0,15.0,17.0,34.0,41.0,41.0,41.0,51.0,600.0
18,bZMv9Nza,31/03/2024,07:00,SPAIN - PRIMERA RFEF,Atl. Madrid B,CF Intercity,GROUP 2 ,1.85,3.1,4.0,1.44,2.63,1.07,7.5,1.36,3.0,2.2,1.65,4.0,1.22,7.5,1.07,2.0,1.73,1.95,1.85,1.24,3.9,8.0,10.0,19.0,41.0,6.5,6.5,15.0,34.0,8.5,9.5,17.0,41.0,17.0,17.0,34.0,51.0,800.0
19,4b2ed0W2,31/03/2024,07:00,SPAIN - PRIMERA RFEF,Ponferradina,Gimnastic,GROUP 1 ,2.25,2.9,3.1,1.67,2.1,1.13,5.5,1.62,2.2,2.75,1.4,6.0,1.11,10.0,1.03,2.5,1.5,2.3,1.6,1.35,3.1,5.5,6.5,13.0,34.0,5.5,6.5,13.0,34.0,9.5,11.0,23.0,51.0,21.0,26.0,41.0,101.0,67.0
20,EqnhK1gD,31/03/2024,07:00,HONG KONG - PREMIER LEAGUE,Hong Kong Rangers,Eastern AA,ROUND 15,3.2,4.05,1.88,1.21,3.9,1.01,14.8,1.12,5.4,1.42,2.47,2.0,1.65,3.1,1.27,1.42,2.45,,,1.85,1.85,19.5,12.0,12.5,18.0,16.5,8.75,8.75,13.0,22.0,11.75,12.0,17.5,45.0,23.0,24.0,35.0,175.0
21,UXmKeNaJ,31/03/2024,07:00,VIETNAM - V.LEAGUE 1,Hong Linh Ha Tinh,Binh Duong,ROUND 14,2.55,3.15,2.65,1.47,2.32,1.04,7.5,1.39,2.57,2.12,1.57,3.55,1.21,7.8,1.04,1.87,1.75,,,,,7.8,7.4,12.5,30.0,7.1,6.1,10.25,25.0,11.5,10.0,16.0,37.0,27.0,24.0,37.0,90.0,800.0
22,n98Kbs8t,31/03/2024,07:00,BELARUS - VYSSHAYA LIGA,FC Gomel,Neman,ROUND 2,3.86,3.54,1.96,1.42,2.75,1.03,8.4,1.31,3.04,2.04,1.78,3.42,1.25,6.6,1.06,1.86,1.9,,,,,,,,,,,,,,,,,,,,,
23,rBCadeh0,31/03/2024,07:15,NETHERLANDS - EREDIVISIE,Zwolle,Ajax,ROUND 27,5.0,4.0,1.65,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.53,2.38,4.4,1.2,2.2,1.65,17.0,10.0,10.0,15.0,19.0,8.0,8.5,12.0,29.0,15.0,12.0,19.0,51.0,34.0,34.0,34.0,101.0
24,dK9SWS5l,31/03/2024,07:30,AUSTRIA - 2. LIGA,Liefering,Floridsdorfer AC,ROUND 21,2.37,3.5,2.67,1.37,2.85,1.05,7.9,1.25,3.55,1.78,1.98,2.8,1.38,4.8,1.15,1.62,2.15,,,1.62,2.2,7.9,10.0,14.5,30.0,9.25,6.8,10.0,21.0,12.5,9.25,13.0,27.0,24.0,18.5,26.0,50.0,350.0
25,AeLCi4Ik,31/03/2024,07:30,THAILAND - THAI LEAGUE 1,Buriram,Chiangrai Utd,ROUND 22,1.33,5.1,7.6,1.26,3.45,1.03,9.75,1.15,4.85,1.45,2.55,2.15,1.65,3.35,1.28,1.75,1.98,,,,,9.75,26.0,55.0,175.0,9.25,10.5,23.0,75.0,7.6,8.5,18.5,60.0,9.0,10.25,22.0,65.0,400.0
26,tY0RvRqP,31/03/2024,08:00,SCOTLAND - PREMIERSHIP,Livingston,Celtic,ROUND 31,12.0,7.0,1.22,1.22,4.0,1.02,19.0,1.14,5.5,1.44,2.7,2.1,1.73,3.5,1.3,2.0,1.75,,,4.25,1.21,19.0,9.0,7.0,7.5,26.0,13.0,9.5,11.0,51.0,29.0,26.0,26.0,151.0,67.0,51.0,67.0,351.0
27,pbw2k7uj,31/03/2024,08:00,INDIA - I-LEAGUE,Sreenidi Deccan,Rajasthan United,ROUND 23,1.22,5.9,10.0,1.2,4.33,1.02,18.0,1.09,6.2,1.38,2.6,1.91,1.7,2.9,1.31,1.83,1.78,,,,,19.5,32.0,80.0,300.0,9.75,12.5,32.0,120.0,7.2,9.5,23.0,90.0,7.7,10.25,25.0,90.0,600.0
28,IctYbnQF,31/03/2024,08:00,THAILAND - THAI LEAGUE 1,Muang Thong Utd,Police Tero,ROUND 22,1.42,4.65,6.2,1.27,3.4,1.03,9.5,1.15,4.7,1.47,2.5,2.15,1.65,3.4,1.27,1.65,2.12,,,,,9.5,22.0,45.0,120.0,9.75,9.5,19.5,55.0,8.5,8.25,16.0,50.0,10.5,10.5,19.5,55.0,350.0
29,C2jUrIKI,31/03/2024,08:00,ROMANIA - LIGA 1,U Craiova 1948,Otelul,RELEGATION GROUP ,2.3,3.2,3.2,1.5,2.5,1.08,8.0,1.4,2.75,2.35,1.57,4.33,1.2,10.0,1.06,2.0,1.73,2.25,1.63,1.35,3.1,7.5,8.5,15.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,51.0,1000.0
30,8j1sA21o,31/03/2024,08:00,RUSSIA - PREMIER LEAGUE,Fakel Voronezh,Orenburg,ROUND 22,2.3,3.45,3.43,1.47,2.63,1.04,7.8,1.36,2.89,2.27,1.74,3.82,1.22,7.4,1.04,1.9,1.86,,,,,,,,,,,,,,,,,,,,,
31,Y5E04F3J,31/03/2024,08:00,VIETNAM - V.LEAGUE 1,Thanh Hoa,Cong An,ROUND 14,2.52,3.1,2.7,1.42,2.47,1.02,8.7,1.3,2.95,1.93,1.78,3.0,1.29,6.35,1.07,1.65,1.98,,,,,9.25,9.0,14.0,32.0,8.0,6.0,9.75,22.0,12.5,9.5,13.0,29.0,28.0,21.0,30.0,60.0,450.0
32,CdD43ZIP,31/03/2024,08:00,VIETNAM - V.LEAGUE 1,Binh Dinh,Ho Chi Minh,ROUND 14,1.8,3.7,3.8,1.35,2.94,1.01,9.7,1.25,3.25,1.78,1.93,2.75,1.34,5.55,1.1,1.7,1.9,1.75,1.95,,,11.5,11.75,21.0,55.0,7.6,7.2,13.0,35.0,8.75,8.25,15.0,40.0,14.5,14.0,25.0,65.0,500.0
33,0GheRX0e,31/03/2024,08:30,BELGIUM - CHALLENGER PRO LEAGUE,Seraing,Oostende,ROUND 27,3.0,3.5,2.25,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,1.67,2.1,2.85,1.4,1.63,2.25,12.0,9.0,12.0,21.0,11.0,6.5,9.5,17.0,15.0,11.0,13.0,26.0,29.0,23.0,29.0,41.0,151.0
34,W4M8hp3q,31/03/2024,08:30,THAILAND - THAI LEAGUE 1,Bangkok Utd,Chonburi,ROUND 22,1.42,4.5,6.5,1.34,3.0,1.04,8.25,1.23,3.75,1.7,2.07,2.65,1.42,4.5,1.17,1.93,1.78,,,,,8.25,17.5,40.0,150.0,7.1,8.75,21.0,70.0,6.7,8.25,19.5,65.0,9.25,11.5,27.0,90.0,700.0
35,dEdo3o1Q,31/03/2024,08:30,ESTONIA - MEISTRILIIGA,Levadia,Paide,ROUND 4,1.88,3.35,3.55,1.37,2.5,1.01,9.4,1.25,3.42,1.8,1.85,3.04,1.31,5.7,1.09,1.72,2.07,1.82,1.78,,,10.5,9.25,16.0,40.0,6.6,5.8,10.25,25.0,8.0,7.1,11.25,28.0,13.5,12.0,19.5,45.0,300.0
