Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,vgWO00FD,07/02/2025,05:30,INDONESIA - LIGA 1,Persita,Persik Kediri,ROUND 22,2.45,3.05,2.85,1.44,2.6,,,1.33,2.8,1.98,1.65,3.2,1.26,,,1.72,1.9,,,,,8.5,8.25,14.0,35.0,7.9,5.9,10.25,26.0,12.0,9.25,13.5,35.0,27.0,20.0,30.0,65.0,500.0
2,Sj4KA8GN,07/02/2025,05:35,AUSTRALIA - A-LEAGUE,Adelaide United,Melbourne City,ROUND 18,1.95,3.75,3.6,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.5,2.3,1.62,4.0,1.25,1.5,2.5,2.01,1.89,1.3,3.45,17.0,15.0,21.0,41.0,11.0,7.5,12.0,23.0,12.0,9.0,12.0,26.0,19.0,13.0,19.0,34.0,101.0
3,dUUMLurS,07/02/2025,07:00,INDIA - I-LEAGUE,Churchill Brothers,Gokulam,ROUND 13,2.18,3.15,3.2,,,,,1.2,3.65,1.6,2.07,2.37,1.45,3.65,1.2,1.47,2.35,1.87,1.83,,,12.5,12.0,20.0,45.0,10.25,6.4,10.75,25.0,13.5,8.5,10.5,26.0,25.0,15.5,19.5,35.0,200.0
4,nyoi5nvo,07/02/2025,07:45,AUSTRALIA - A-LEAGUE,Perth Glory,Central Coast Mariners,ROUND 18,3.2,3.6,2.15,1.33,3.25,1.03,15.0,1.22,4.33,1.73,2.1,2.75,1.44,5.0,1.17,1.62,2.2,3.0,1.38,1.73,2.08,15.0,9.5,12.0,21.0,12.0,7.0,9.0,15.0,17.0,11.0,13.0,23.0,34.0,23.0,26.0,41.0,151.0
5,4z0sJsVs,07/02/2025,09:00,INDONESIA - LIGA 1,Persis Solo,Persebaya,ROUND 22,2.35,3.25,2.8,1.39,2.57,,,1.35,2.7,2.02,1.62,3.4,1.23,,,1.82,1.78,,,,,8.5,7.9,13.5,32.0,7.2,6.3,10.5,26.0,11.0,9.5,15.5,40.0,24.0,21.0,35.0,80.0,700.0
6,4WomiLZH,07/02/2025,09:00,THAILAND - THAI LEAGUE 1,Bangkok Utd,Rayong FC,ROUND 21,1.27,5.4,9.25,1.25,3.55,1.03,9.75,1.14,5.0,1.44,2.62,2.05,1.7,3.25,1.3,1.8,1.91,,,,,9.75,30.0,75.0,250.0,9.25,11.25,28.0,100.0,7.4,8.75,19.5,70.0,8.5,10.0,23.0,75.0,450.0
7,h8K6PdWa,07/02/2025,09:15,SINGAPORE - PREMIER LEAGUE,DPMM,Balestier Khalsa,ROUND 25,3.6,4.33,1.65,1.17,5.0,1.01,34.0,1.06,10.0,1.25,4.0,1.62,2.2,2.38,1.53,1.3,3.4,3.8,1.25,2.15,1.68,34.0,19.0,15.0,19.0,26.0,11.0,10.0,12.0,34.0,15.0,12.0,15.0,41.0,26.0,21.0,23.0,51.0
8,AF17jOgB,07/02/2025,10:05,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Orubah,Al Wehda,ROUND 19,2.45,3.25,2.63,1.4,2.75,1.06,8.0,1.3,3.4,2.0,1.8,3.4,1.3,6.5,1.1,1.73,2.0,2.43,1.53,1.48,2.6,10.0,9.0,13.0,26.0,9.0,6.5,11.0,21.0,12.0,10.0,15.0,29.0,23.0,21.0,29.0,41.0,500.0
9,t26gGJ5k,07/02/2025,10:30,INDIA - I-LEAGUE,Inter Kashi,Dempo,ROUND 13,1.22,5.5,11.5,,,,,1.21,3.5,1.42,2.47,1.98,1.65,3.05,1.28,1.85,1.75,,,,,17.5,37.0,110.0,400.0,9.0,11.75,35.0,150.0,6.9,9.0,22.0,90.0,7.7,10.0,25.0,90.0,600.0
10,Y58fmOSQ,07/02/2025,10:30,QATAR - QSL,Al Ahli Doha,Qatar SC,ROUND 15,1.95,3.85,3.25,1.29,3.3,1.03,9.0,1.18,4.3,1.55,2.3,2.35,1.53,3.85,1.22,1.53,2.35,1.91,1.82,1.31,3.1,9.0,14.0,20.0,45.0,10.25,7.8,11.5,24.0,11.25,8.5,12.5,26.0,18.0,14.0,20.0,40.0,250.0
