Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,EHVS70Sd,15/03/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Leones Negros,Celaya,CLAUSURA ,2.92,3.05,2.45,1.52,2.45,1.09,6.3,1.39,2.77,2.15,1.65,3.7,1.24,6.5,1.08,1.85,1.85,2.35,1.55,1.55,2.37,6.3,7.3,11.5,26.0,7.8,5.9,9.25,21.0,14.0,10.75,14.5,32.0,37.0,28.0,40.0,75.0,700.0
2,WjiuIy4M,15/03/2024,05:15,MONGOLIA - PREMIER LEAGUE,Tuv Buganuud,Khangarid,ROUND 12,2.0,4.05,2.75,,,,,1.03,9.0,1.2,4.0,1.65,1.98,1.98,1.65,1.2,4.0,,,,,37.0,24.0,25.0,37.0,22.0,10.75,11.25,16.5,19.5,9.75,9.0,13.5,24.0,12.5,11.5,15.5,45.0
3,xj1q9vmH,15/03/2024,05:45,AUSTRALIA - A-LEAGUE,Newcastle Jets,Adelaide United,ROUND 21,2.2,4.0,2.9,1.22,4.0,1.02,21.0,1.11,6.5,1.36,3.1,1.91,1.91,3.2,1.36,1.36,3.0,2.15,1.68,1.45,2.68,26.0,17.0,21.0,34.0,15.0,9.0,11.0,19.0,17.0,10.0,11.0,19.0,23.0,15.0,17.0,26.0,67.0
4,EoNRw1Vi,15/03/2024,08:00,INDIA - I-LEAGUE,TRAU FC,Rajasthan United,ROUND 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,EFtpHeJS,15/03/2024,08:15,MONGOLIA - PREMIER LEAGUE,Khovd,Falcons,ROUND 12,25.0,11.0,1.04,,,,,1.01,13.0,1.07,7.5,1.29,3.3,,,1.44,2.6,,,,,67.0,19.0,11.0,9.5,67.0,23.0,11.0,8.5,67.0,51.0,21.0,13.0,67.0,67.0,67.0,46.0,67.0
6,h0hyJHlG,15/03/2024,08:15,MONGOLIA - PREMIER LEAGUE,Khoromkhon,Bayanzurkh Sporting,ROUND 12,1.57,5.8,3.42,,,,,1.01,11.0,1.14,5.0,1.44,2.55,2.1,1.65,1.2,4.0,,,,,46.0,36.0,36.0,56.0,17.0,11.0,13.0,21.0,15.0,8.5,9.0,15.0,17.0,10.0,10.0,15.0,56.0
7,6FOEAeV0,15/03/2024,10:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,Shirak Gyumri,ROUND 25,2.05,3.4,3.05,1.37,2.5,1.02,8.8,1.28,3.2,1.87,1.78,3.28,1.27,6.25,1.07,1.75,2.03,1.83,1.78,,,10.0,8.25,13.0,30.0,6.5,5.8,9.25,21.0,8.25,7.5,12.0,27.0,15.0,13.5,22.0,50.0,350.0
8,2ZVMaICn,15/03/2024,10:00,MOLDOVA - SUPER LIGA,Bardar,Sparta Selemet,RELEGATION GROUP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0zsZmPy3,15/03/2024,10:30,INDONESIA - LIGA 1,Barito Putera,PSM Makassar,ROUND 29,2.25,3.3,2.95,1.35,2.94,1.01,9.7,1.26,3.2,1.8,1.9,2.75,1.34,5.55,1.1,1.62,2.05,,,,,10.75,10.25,16.5,37.0,8.5,6.4,10.5,24.0,11.5,8.75,12.5,29.0,23.0,17.5,25.0,50.0,350.0
10,KpNtow7C,15/03/2024,10:30,UZBEKISTAN - SUPER LEAGUE,Neftchi Fargona,Metallurg Bekabad,ROUND 3,1.7,3.4,4.85,1.5,2.25,1.06,6.85,1.44,2.42,2.25,1.5,3.85,1.18,8.7,1.02,2.18,1.53,,,,,7.1,10.0,25.0,90.0,5.1,6.9,17.5,65.0,6.6,9.0,23.0,80.0,12.0,16.5,45.0,150.0,
11,MqrVl5Md,15/03/2024,10:30,INDONESIA - LIGA 1,Persikabo 1973,Persib Bandung,ROUND 29,6.0,4.15,1.47,1.29,3.28,12.1,1.01,1.19,3.7,1.57,2.1,2.35,1.47,3.7,1.19,1.7,1.93,,,,,13.5,8.0,7.8,10.75,17.5,8.25,8.0,11.0,40.0,18.5,16.0,22.0,120.0,60.0,55.0,65.0,450.0
12,Uk5kJ3IH,15/03/2024,11:00,REPUBLIC OF THE CONGO - LIGUE 1,JS Talangai,Nathalys,ROUND 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,fZec4k88,15/03/2024,11:00,CAMEROON - ELITE ONE,Bamboutos FC,Fauve Azur Elite,RELEGATION GROUP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,bTVIjpGJ,15/03/2024,11:00,BELARUS - VYSSHAYA LIGA,Isloch,Dynamo Brest,ROUND 1,2.12,3.56,3.34,1.36,2.99,1.01,9.6,1.24,3.5,1.86,1.95,2.98,1.32,5.55,1.1,1.7,2.1,,,,,,,,,,,,,,,,,,,,,
15,dp5ptyfh,15/03/2024,11:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Samgurali,Kolkheti 1913,ROUND 4,2.25,3.25,2.8,1.39,2.45,1.04,8.5,1.3,3.2,1.9,1.75,3.2,1.3,6.8,1.07,1.76,2.01,,,,,9.5,7.7,12.0,26.0,6.6,5.6,8.75,19.0,9.0,7.7,11.5,25.0,17.5,15.0,23.0,50.0,300.0
16,xMHopcMI,15/03/2024,11:00,UZBEKISTAN - SUPER LEAGUE,Sogdiana,Olympic,ROUND 3,2.3,3.15,2.95,1.47,2.35,1.04,7.6,1.37,2.65,2.07,1.6,3.45,1.22,7.6,1.04,1.83,1.78,,,,,8.25,8.0,14.5,37.0,7.0,6.1,11.0,28.0,10.5,9.25,15.5,40.0,23.0,21.0,35.0,80.0,700.0
17,hxrtQKmJ,15/03/2024,11:15,BULGARIA - PARVA LIGA,Beroe,Botev Vratsa,ROUND 25,1.91,3.4,4.33,1.44,2.63,1.07,9.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,2.0,1.73,1.93,1.93,1.24,3.9,8.0,10.0,21.0,41.0,6.5,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,34.0,51.0,1250.0
18,QcYI4PPl,15/03/2024,12:00,GHANA - PREMIER LEAGUE,Bofoakwa Tano,Dreams,ROUND 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,lvEJ9Fp7,15/03/2024,12:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,Noah,ROUND 25,2.02,3.55,3.0,1.33,3.04,1.01,10.2,1.22,3.65,1.7,1.93,2.84,1.35,5.2,1.11,1.64,2.2,,,,,12.0,9.25,13.5,29.0,7.3,6.1,9.25,19.5,8.75,7.4,11.25,24.0,15.0,12.5,19.0,40.0,250.0
20,AewSOJ5S,15/03/2024,12:00,AZERBAIJAN - PREMIER LEAGUE,Neftci Baku,Sabail,ROUND 27,1.98,3.15,3.75,1.45,2.37,1.03,8.2,1.34,2.72,2.0,1.65,3.3,1.24,6.95,1.05,1.8,1.8,1.93,1.78,,,8.25,10.0,20.0,60.0,6.5,6.1,12.5,37.0,9.0,8.5,15.0,45.0,17.5,17.0,30.0,75.0,700.0
21,lO54lMjs,15/03/2024,12:30,ROMANIA - LIGA 1,U. Cluj,FC Botosani,RELEGATION GROUP ,1.7,3.1,5.5,1.44,2.63,1.08,8.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,2.1,1.67,1.73,2.08,1.16,5.25,7.5,13.0,29.0,51.0,6.0,6.5,19.0,51.0,7.0,9.0,17.0,51.0,12.0,15.0,34.0,67.0,1250.0
22,Am9lue9b,15/03/2024,12:30,GEORGIA - CRYSTALBET EROVNULI LIGA,Iberia 1999,Dinamo Tbilisi,ROUND 4,3.36,3.32,2.01,1.36,2.9,1.01,10.5,1.22,3.64,1.77,1.97,2.84,1.35,5.5,1.11,1.63,2.22,,,,,9.0,7.0,9.0,15.0,9.0,5.5,7.0,12.0,15.0,9.0,10.0,18.0,34.0,21.0,26.0,41.0,201.0
23,UBMloOws,15/03/2024,13:00,BELARUS - VYSSHAYA LIGA,Slavia Mozyr,Dnepr Mogilev,ROUND 1,1.49,4.25,6.9,1.39,2.86,1.02,9.0,1.28,3.22,1.95,1.86,3.22,1.28,6.1,1.08,2.09,1.71,,,,,,,,,,,,,,,,,,,,,
24,4QY2a1WH,15/03/2024,13:00,CROATIA - HNL,Osijek,Varazdin,ROUND 27,1.62,3.6,5.0,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.91,1.8,1.65,2.2,1.18,4.65,10.0,13.0,26.0,51.0,6.5,7.0,17.0,41.0,7.5,8.5,17.0,41.0,12.0,13.0,29.0,51.0,301.0
25,6PN1NiGQ,15/03/2024,13:30,SLOVAKIA - NIKE LIGA,Michalovce,Kosice,RELEGATION GROUP ,2.1,3.25,3.5,1.47,2.62,1.07,7.2,1.35,3.05,2.05,1.75,3.45,1.28,6.2,1.1,1.8,1.9,2.05,1.75,,,7.2,9.75,20.0,55.0,6.8,6.6,12.5,35.0,10.25,9.25,15.5,40.0,21.0,19.0,32.0,80.0,700.0
26,6uWNl4QJ,15/03/2024,13:45,BULGARIA - PARVA LIGA,Cherno More,CSKA 1948 Sofia,ROUND 25,1.57,3.6,7.5,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,2.38,1.53,1.53,2.43,1.11,6.6,7.5,13.0,34.0,81.0,5.0,7.5,21.0,51.0,6.0,9.0,23.0,67.0,10.0,15.0,41.0,81.0,800.0
27,8t4gINXN,15/03/2024,14:00,REPUBLIC OF THE CONGO - LIGUE 1,Inter Club,V. Club Mokanda,ROUND 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,jB005XY3,15/03/2024,14:00,POLAND - DIVISION 1,Polonia Warszawa,Wisla Plock,ROUND 24,3.0,3.3,2.15,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.67,2.1,3.0,1.38,1.65,2.2,11.0,9.0,11.0,21.0,11.0,6.5,9.0,17.0,17.0,11.0,13.0,26.0,34.0,23.0,29.0,41.0,151.0
29,GCrZp3mk,15/03/2024,14:00,POLAND - DIVISION 1,Lechia Gdansk,Zaglebie Sosnowiec,ROUND 24,1.4,4.2,6.5,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,3.25,1.33,6.0,1.13,2.1,1.67,1.43,2.75,1.12,6.25,11.0,15.0,34.0,81.0,6.5,8.5,21.0,51.0,6.5,8.5,21.0,51.0,9.5,13.0,29.0,67.0,351.0
30,YLSovZml,15/03/2024,14:00,POLAND - EKSTRAKLASA,Zaglebie,Stal Mielec,ROUND 25,1.8,3.5,4.5,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,3.4,1.3,7.0,1.1,1.91,1.91,1.78,2.03,1.21,4.25,9.5,12.0,23.0,51.0,7.0,6.5,15.0,41.0,8.0,8.5,15.0,41.0,15.0,15.0,29.0,51.0,301.0
31,rHqgITje,15/03/2024,14:10,AUSTRIA - 2. LIGA,First Vienna,Leoben,ROUND 20,2.8,3.15,2.47,1.44,2.62,1.06,7.1,1.3,3.2,1.91,1.83,3.1,1.32,5.4,1.12,1.7,2.05,,,1.55,2.35,7.1,8.25,12.5,27.0,9.5,6.1,9.25,20.0,15.0,10.0,12.5,28.0,35.0,22.0,28.0,55.0,400.0
32,QuZcHm61,15/03/2024,14:10,AUSTRIA - 2. LIGA,Amstetten,Admira,ROUND 20,2.8,3.4,2.35,1.42,2.67,1.06,7.3,1.3,3.2,1.9,1.83,3.1,1.32,5.4,1.12,1.72,2.0,,,1.57,2.3,7.3,8.25,11.5,24.0,9.25,6.5,9.25,19.0,14.5,10.25,14.0,29.0,32.0,23.0,30.0,60.0,450.0
33,QyJdxkrR,15/03/2024,14:10,AUSTRIA - 2. LIGA,Grazer AK,Lafnitz,ROUND 20,1.4,4.45,7.0,1.34,3.0,1.04,8.25,1.22,3.85,1.65,2.15,2.57,1.45,4.3,1.18,1.88,1.83,,,,,8.25,18.5,45.0,150.0,7.3,8.75,22.0,75.0,6.9,8.25,19.0,70.0,9.25,11.0,25.0,90.0,700.0
