Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
30/07/2023,15:00,ARGENTINA - LIGA PROFESIONAL,Arsenal Sarandi,Colon Santa Fe,ROUND 27,3.0,3.0,2.63,2.6,1.48,2.05,1.7
30/07/2023,15:00,ARGENTINA - LIGA PROFESIONAL,Lanus,Barracas Central,ROUND 27,1.75,3.4,5.25,2.35,1.57,2.1,1.67
30/07/2023,17:30,ARGENTINA - LIGA PROFESIONAL,Gimnasia L.P.,Platense,ROUND 27,2.5,2.8,3.3,2.88,1.4,2.25,1.57
30/07/2023,17:30,ARGENTINA - LIGA PROFESIONAL,Huracan,Velez Sarsfield,ROUND 27,2.63,2.8,3.2,3.1,1.36,2.5,1.5
30/07/2023,20:00,ARGENTINA - LIGA PROFESIONAL,Godoy Cruz,Instituto,ROUND 27,1.95,3.2,4.33,2.5,1.5,2.2,1.62
30/07/2023,15:00,ARGENTINA - PRIMERA NACIONAL,Brown Adrogue,CA Estudiantes,ROUND 24,2.1,3.1,4.0,2.6,1.48,2.2,1.62
30/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Club A. Guemes,Patronato,ROUND 27,2.38,3.1,3.3,2.6,1.48,2.1,1.67
30/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Tristan Suarez,CA Mitre,ROUND 24,2.3,3.0,3.5,2.4,1.53,2.1,1.67
30/07/2023,15:50,ARGENTINA - PRIMERA NACIONAL,Chacarita Juniors,Aldosivi,ROUND 24,1.53,4.2,7.0,2.1,1.7,2.2,1.62
30/07/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Ferro,Villa Dalmine,ROUND 24,1.45,4.0,7.5,2.03,1.83,2.2,1.62
30/07/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Gimnasia Jujuy,Deportivo Madryn,ROUND 24,2.3,3.0,3.5,2.6,1.48,2.1,1.67
30/07/2023,17:55,ARGENTINA - PRIMERA NACIONAL,Racing Cordoba,Ind. Rivadavia,ROUND 24,2.75,3.0,2.88,2.35,1.57,1.91,1.8
30/07/2023,20:30,ARGENTINA - PRIMERA NACIONAL,San Martin T.,Agropecuario,ROUND 27,2.05,3.0,4.33,2.88,1.4,2.38,1.53
30/07/2023,21:30,ARGENTINA - PRIMERA NACIONAL,Atletico Atlanta,Chaco For Ever,ROUND 24,2.5,2.9,3.3,2.7,1.44,2.2,1.62
30/07/2023,11:00,ARMENIA - PREMIER LEAGUE,BKMA,Urartu,ROUND 1,6.63,4.35,1.43,1.75,2.05,1.87,1.89
30/07/2023,13:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,Ararat-Armenia,ROUND 1,5.46,3.8,1.58,2.01,1.78,1.98,1.79
30/07/2023,12:00,AUSTRIA - BUNDESLIGA,Austria Vienna,Sturm Graz,ROUND 1,3.4,3.75,2.0,1.65,2.2,1.62,2.2
30/07/2023,05:30,AUSTRIA - 2. LIGA,Floridsdorfer AC,Ried,ROUND 1,3.02,3.48,2.28,1.88,1.92,1.68,2.13
30/07/2023,05:30,AUSTRIA - 2. LIGA,Sturm Graz (Am),St. Polten,ROUND 1,4.43,4.05,1.71,1.66,2.22,1.63,2.22
30/07/2023,08:30,BELGIUM - JUPILER PRO LEAGUE,Antwerp,Cercle Brugge KSV,ROUND 1,1.8,3.5,4.2,1.83,2.03,1.7,2.05
30/07/2023,11:00,BELGIUM - JUPILER PRO LEAGUE,Gent,Kortrijk,ROUND 1,1.3,5.0,8.5,1.57,2.35,1.95,1.8
30/07/2023,13:30,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,KV Mechelen,ROUND 1,1.4,5.0,6.0,1.53,2.4,1.75,2.0
30/07/2023,14:15,BELGIUM - JUPILER PRO LEAGUE,St. Truiden,St. Liege,ROUND 1,2.7,3.2,2.7,2.1,1.7,1.8,1.95
30/07/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Aurora,Universitario de Vinto,ROUND 21,1.53,4.0,7.0,1.83,1.98,1.83,1.83
