Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,Qs4LLFSn,14/07/2024,00:00,USA - USL CHAMPIONSHIP,Sacramento Republic,North Carolina,-,2.02,3.1,3.5,1.44,2.62,1.07,7.0,1.3,3.2,1.91,1.82,3.1,1.32,5.4,1.12,1.7,2.02,2.02,1.75,,,7.0,10.5,19.5,55.0,7.6,6.2,11.75,32.0,10.25,8.25,13.0,37.0,19.5,16.0,25.0,60.0,450.0
2,4G7wxqzF,14/07/2024,00:00,FIJI - PREMIER LEAGUE,Rewa,Tailevu Naitasiri,ROUND 12,1.22,5.6,9.0,1.22,4.14,,,,,1.42,2.75,1.91,1.7,3.13,1.34,2.02,1.74,,,,,19.0,25.0,55.0,175.0,8.25,10.5,24.0,80.0,6.3,8.0,18.5,60.0,6.7,8.5,19.5,65.0,350.0
3,8lEUw552,14/07/2024,00:00,FIJI - PREMIER LEAGUE,Nadi,Navua,ROUND 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,foQnFLS1,14/07/2024,00:00,FIJI - PREMIER LEAGUE,Lautoka,Nadroga,ROUND 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,MiIYxPK8,14/07/2024,00:00,FIJI - PREMIER LEAGUE,Ba,Nasinu,ROUND 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,veuyX35t,14/07/2024,00:10,MEXICO - LIGA MX,Monterrey,Cruz Azul,APERTURA ,2.15,3.2,3.6,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,3.25,1.33,6.5,1.11,1.75,2.0,2.05,1.8,1.3,3.45,10.0,11.0,19.0,41.0,8.0,6.0,12.0,29.0,11.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0
7,lCywPBa4,14/07/2024,04:00,PHILIPPINES - PFL,One Taguig,Tuloy,ROUND 15,1.13,8.5,13.0,1.08,6.4,,,13.0,1.01,1.13,5.5,1.3,3.08,1.9,1.9,1.51,2.48,,,,,34.0,51.0,81.0,81.0,26.0,23.0,41.0,67.0,15.0,15.0,23.0,51.0,12.0,13.0,21.0,41.0,81.0
8,rZzsOVEA,14/07/2024,06:45,PHILIPPINES - PFL,Philippine Army,Don Bosco Garelli,ROUND 15,1.3,6.0,5.5,1.12,5.3,,,1.02,10.0,1.2,4.33,1.5,2.35,2.02,1.62,1.38,2.94,,,,,34.0,34.0,41.0,67.0,19.0,17.0,23.0,41.0,13.0,12.0,17.0,29.0,13.0,11.0,17.0,34.0,67.0
9,WSWjtE0q,14/07/2024,07:00,SOUTH KOREA - K LEAGUE 2,Bucheon FC 1995,Gimpo FC,ROUND 22,2.25,3.25,3.0,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,4.33,1.2,10.0,1.06,2.1,1.67,2.25,1.63,1.38,3.0,7.5,7.5,15.0,34.0,6.5,6.5,12.0,29.0,10.0,10.0,19.0,41.0,21.0,21.0,34.0,67.0,1000.0
10,08S8TV12,14/07/2024,07:00,SOUTH KOREA - K LEAGUE 1,Gimcheon Sangmu,Jeonbuk,ROUND 23,1.85,3.6,4.0,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,1.73,2.0,1.88,1.98,1.26,3.7,12.0,12.0,21.0,41.0,8.0,7.0,13.0,29.0,9.5,8.5,15.0,34.0,15.0,15.0,23.0,41.0,201.0
