Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,jRSt3hoK,12/08/2024,05:30,INDONESIA - LIGA 1,Arema FC,Dewa United,ROUND 1,2.15,3.45,3.0,1.29,3.32,11.6,1.01,1.21,3.55,1.62,2.02,2.47,1.42,4.4,1.16,1.53,2.18,,,,,12.5,11.25,17.0,37.0,9.75,6.9,10.75,24.0,12.0,8.75,12.0,27.0,22.0,15.5,22.0,45.0,300.0
2,MmQBPkLQ,12/08/2024,07:30,SOUTH KOREA - K LEAGUE 2,Cheongju,Seongnam,ROUND 26,2.35,3.25,3.0,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.8,1.91,2.3,1.6,1.38,3.0,9.0,9.0,15.0,29.0,8.0,6.5,11.0,23.0,11.0,9.5,15.0,34.0,23.0,21.0,29.0,51.0,251.0
3,vPz7QV5K,12/08/2024,07:30,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Anyang,ROUND 26,2.25,3.0,3.3,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,10.0,1.06,1.91,1.8,2.3,1.6,1.35,3.1,7.5,9.0,15.0,34.0,7.0,6.0,13.0,29.0,10.0,9.5,15.0,41.0,21.0,21.0,34.0,51.0,351.0
4,OAeAfjnm,12/08/2024,09:00,THAILAND - THAI LEAGUE 1,Chiangrai Utd,Khonkaen Utd.,ROUND 1,1.98,3.3,3.7,1.39,2.8,1.05,7.6,1.25,3.55,1.78,1.98,2.77,1.39,4.7,1.15,1.62,2.15,1.93,1.82,,,7.6,12.0,22.0,55.0,8.25,6.5,12.0,32.0,10.5,8.25,12.5,32.0,18.5,14.5,22.0,50.0,350.0
5,AB9DcW8s,12/08/2024,09:00,INDONESIA - LIGA 1,Semen Padang,Borneo,ROUND 1,5.7,3.95,1.52,1.32,3.1,1.01,11.5,1.22,3.45,1.65,1.98,2.55,1.39,4.9,1.13,1.75,1.85,,,,,12.0,7.2,7.4,10.75,17.0,7.8,8.0,11.75,37.0,18.0,16.0,24.0,120.0,55.0,50.0,70.0,500.0
6,dA8tDh0d,12/08/2024,11:00,ROMANIA - LIGA 2,FC Arges,CSM Focsani,ROUND 2,1.7,3.55,4.7,1.4,2.72,1.06,7.5,1.28,3.35,1.85,1.88,3.0,1.34,5.1,1.13,1.78,1.93,1.7,2.07,,,7.5,13.5,28.0,80.0,6.8,6.9,14.5,45.0,7.9,8.0,15.0,45.0,13.5,13.5,25.0,65.0,500.0
7,dMdX0RkU,12/08/2024,11:00,UZBEKISTAN - SUPER LEAGUE,OKMK,Navbahor Namangan,ROUND 15,2.82,2.95,2.52,1.44,2.42,1.04,7.4,1.37,2.62,2.07,1.6,3.45,1.22,7.9,1.04,1.8,1.82,,,,,7.7,7.2,12.0,28.0,7.9,5.7,9.75,23.0,14.0,10.25,14.5,35.0,35.0,26.0,37.0,75.0,700.0
8,noxsLUzn,12/08/2024,12:00,UZBEKISTAN - SUPER LEAGUE,Termez Surkhon,Qizilqum,ROUND 15,2.07,3.05,3.6,1.45,2.37,1.05,7.1,1.4,2.55,2.15,1.55,3.6,1.2,8.4,1.03,1.88,1.72,,,,,7.4,8.75,18.0,55.0,6.3,5.9,12.5,40.0,9.25,8.75,16.0,50.0,19.5,18.5,32.0,90.0,900.0
9,YL0BYKz8,12/08/2024,12:30,SERBIA - PRVA LIGA,FK Indjija,Zemun,ROUND 2,1.95,3.1,3.65,1.52,2.12,1.07,6.7,1.47,2.32,2.32,1.47,5.05,1.12,10.0,1.02,2.09,1.71,1.88,1.72,,,6.6,6.9,14.0,40.0,4.75,5.4,11.25,32.0,6.7,7.7,15.5,45.0,13.5,15.0,32.0,90.0,101.0
10,I9Cjzi1D,12/08/2024,13:00,BULGARIA - PARVA LIGA,Septemvri Sofia,Lok. Sofia,ROUND 4,2.63,3.1,2.75,1.5,2.5,1.08,7.5,1.44,2.63,2.35,1.57,4.33,1.2,10.0,1.06,2.0,1.73,2.6,1.48,1.45,2.68,7.5,7.5,12.0,29.0,7.0,6.0,11.0,26.0,12.0,11.0,17.0,41.0,26.0,23.0,41.0,51.0,1000.0
