Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,xljdzucL,11/02/2025,07:00,INDIA - I-LEAGUE,Churchill Brothers,Delhi FC,ROUND 14,1.29,5.3,7.8,,,,,,,1.38,2.57,1.93,1.7,2.92,1.3,1.7,1.93,,,,,19.5,28.0,60.0,200.0,10.0,11.25,25.0,80.0,7.9,8.75,19.0,60.0,9.0,10.0,21.0,65.0,400.0
2,K8gLUIKr,11/02/2025,10:30,INDIA - I-LEAGUE,Aizawl,Inter Kashi,ROUND 14,3.25,3.6,1.98,,,,,,,1.42,2.47,1.98,1.65,3.05,1.28,1.38,2.6,,,1.78,1.93,18.0,12.0,12.5,21.0,18.0,8.0,8.75,14.0,25.0,11.75,10.5,17.0,50.0,23.0,21.0,29.0,150.0
3,GE3ERenI,11/02/2025,11:00,EGYPT - PREMIER LEAGUE,Petrojet,Smouha,ROUND 13,2.82,2.8,2.7,1.55,2.3,1.12,5.4,1.5,2.42,2.42,1.5,4.35,1.18,7.5,1.06,2.0,1.72,2.72,1.42,1.45,2.6,5.4,6.5,12.0,32.0,7.2,5.5,10.5,29.0,13.5,10.5,16.0,45.0,35.0,27.0,40.0,100.0,101.0
4,CtcNPZGU,11/02/2025,11:00,EGYPT - PREMIER LEAGUE,Pharco,Zamalek,ROUND 13,4.85,3.15,1.8,1.45,2.55,1.09,6.1,1.4,2.72,2.18,1.62,3.75,1.23,6.5,1.08,1.98,1.75,4.1,1.2,1.98,1.78,6.1,5.8,7.8,14.5,10.5,6.2,8.25,15.5,26.0,16.0,17.0,32.0,100.0,60.0,65.0,100.0,900.0
5,rZUawRxS,11/02/2025,12:00,AZERBAIJAN - PREMIER LEAGUE,Qarabag,Sabail,ROUND 22,1.21,6.0,10.5,,,,,,,1.4,2.52,1.98,1.65,3.05,1.28,1.91,1.7,,,,,18.5,32.0,80.0,300.0,9.25,13.0,35.0,120.0,6.8,9.5,25.0,100.0,7.4,10.25,27.0,110.0,800.0
6,Uc56THH5,11/02/2025,14:00,EGYPT - PREMIER LEAGUE,Al Ahly,Ghazl El Mahallah,ROUND 13,1.28,4.6,12.0,1.38,2.8,1.07,7.1,1.32,3.1,1.93,1.78,3.25,1.29,5.7,1.11,2.6,1.44,1.26,3.35,,,7.1,23.0,90.0,500.0,5.1,9.75,40.0,200.0,4.9,9.5,32.0,175.0,6.9,13.5,45.0,250.0,101.0
7,pKhcxk5m,11/02/2025,15:30,NETHERLANDS - TWEEDE DIVISIE,RKAV Volendam,Quick Boys,ROUND 22,4.1,4.45,1.62,,,,,,,1.34,2.75,1.83,1.78,2.75,1.34,1.42,2.47,,,,,23.0,13.0,11.5,14.5,22.0,10.0,8.75,11.25,32.0,14.5,13.0,16.5,65.0,30.0,27.0,35.0,150.0
8,8dbLYE3l,11/02/2025,16:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Armagh,Limavady,ROUND 26,3.75,3.75,1.8,,,,,,,1.52,2.22,2.2,1.52,3.45,1.22,1.5,2.27,,,1.93,1.78,15.5,10.25,10.75,16.5,15.0,7.8,8.25,12.5,24.0,12.5,12.0,18.5,55.0,30.0,29.0,40.0,250.0
9,Qu1lN59k,11/02/2025,16:45,ENGLAND - LEAGUE ONE,Leyton Orient,Mansfield,ROUND 16,1.91,3.4,3.9,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.05,1.67,1.93,1.93,1.25,3.8,7.5,9.0,19.0,41.0,6.0,6.5,15.0,41.0,8.0,9.0,19.0,41.0,17.0,19.0,34.0,67.0,501.0
10,2XQEnrMH,11/02/2025,16:45,ENGLAND - LEAGUE TWO,AFC Wimbledon,Crewe,ROUND 9,1.75,3.3,5.0,1.53,2.38,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.25,1.57,1.75,2.05,1.18,4.8,6.5,10.0,23.0,51.0,5.0,6.5,17.0,51.0,7.0,9.0,21.0,51.0,13.0,17.0,41.0,81.0,501.0
11,M7d7EkZF,11/02/2025,16:45,ENGLAND - LEAGUE TWO,Walsall,Gillingham,ROUND 16,1.53,3.9,6.0,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,2.1,1.67,1.55,2.38,1.14,5.75,9.0,13.0,29.0,67.0,6.0,7.5,19.0,51.0,6.5,9.0,21.0,51.0,10.0,13.0,34.0,67.0,501.0
