Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,WWp90WXG,04/02/2025,15:30,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Lausanne Ouchy,ROUND 15,3.85,3.35,1.93,1.42,2.67,1.08,6.4,1.39,2.77,2.15,1.62,3.7,1.23,6.5,1.08,1.95,1.75,3.5,1.26,1.85,1.9,6.4,6.2,8.25,16.0,9.25,6.4,8.75,17.0,19.0,13.5,17.0,32.0,55.0,40.0,55.0,100.0,900.0
2,QuyMy3dn,04/02/2025,16:15,NETHERLANDS - TWEEDE DIVISIE,ADO 20 Heemskerk,Excelsior Maassluis,ROUND 16,2.57,3.4,2.45,1.38,2.57,,,1.23,3.35,1.7,1.91,2.65,1.37,3.7,1.19,1.57,2.1,,,,,11.5,9.75,13.5,27.0,9.75,6.6,9.25,19.0,14.0,9.75,12.5,25.0,29.0,20.0,26.0,50.0,350.0
3,8K4se1xe,04/02/2025,16:30,SWITZERLAND - SUPER LEAGUE,Grasshoppers,Lausanne,ROUND 22,3.0,3.4,2.35,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.67,2.1,2.85,1.4,1.6,2.3,11.0,9.0,12.0,23.0,11.0,6.5,9.5,19.0,15.0,11.0,13.0,26.0,29.0,23.0,29.0,41.0,151.0
4,UZhjgu77,04/02/2025,16:30,SWITZERLAND - SUPER LEAGUE,Sion,Servette,ROUND 22,3.1,3.5,2.2,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.67,2.1,3.0,1.38,1.65,2.2,12.0,9.0,11.0,21.0,11.0,6.5,9.0,17.0,17.0,11.0,13.0,23.0,34.0,23.0,29.0,41.0,151.0
5,ALfxVW2D,04/02/2025,16:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Bangor FC,Ballyclare,ROUND 26,1.32,5.3,7.0,,,,,1.1,6.2,1.33,2.77,1.82,1.78,2.72,1.35,1.6,2.07,1.28,3.25,,,23.0,29.0,55.0,150.0,11.5,11.75,23.0,65.0,8.75,9.0,17.5,50.0,9.75,10.0,19.5,55.0,300.0
6,80ngm9tf,04/02/2025,16:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Coleraine,Cliftonville,ROUND 12,2.15,3.5,3.05,1.39,2.77,1.05,7.7,1.27,3.45,1.8,1.91,2.9,1.36,5.0,1.14,1.65,2.1,2.07,1.7,1.47,2.55,7.7,10.25,16.5,37.0,8.5,6.7,10.75,25.0,11.0,8.75,13.5,30.0,21.0,16.5,25.0,55.0,400.0
7,AVNtRqDN,04/02/2025,16:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Carrick Rangers,Larne,ROUND 3,3.7,3.1,2.05,1.47,2.5,1.09,6.0,1.42,2.65,2.25,1.57,3.95,1.21,6.9,1.07,1.98,1.75,,,1.75,2.0,6.0,6.0,8.75,18.5,9.0,6.0,9.0,19.0,18.5,12.5,16.5,35.0,55.0,37.0,50.0,100.0,900.0
8,bFpf7Srm,04/02/2025,16:45,ENGLAND - LEAGUE TWO,Salford,Bromley,ROUND 17,2.2,3.25,3.2,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.2,1.65,1.35,3.1,9.0,9.0,15.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,29.0,51.0,301.0
9,A14PTPll,04/02/2025,16:45,ENGLAND - LEAGUE TWO,Newport,Morecambe,ROUND 25,2.55,3.3,2.6,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.67,2.1,2.5,1.5,1.48,2.6,11.0,9.5,13.0,26.0,9.0,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
10,nkn7STro,04/02/2025,16:45,ENGLAND - CHAMPIONSHIP,Burnley,Oxford Utd,ROUND 31,1.45,3.9,8.0,1.5,2.5,1.08,8.0,1.4,3.0,2.3,1.62,4.33,1.22,9.0,1.07,2.5,1.5,1.45,2.68,1.1,7.0,7.5,15.0,41.0,101.0,5.0,8.0,26.0,67.0,5.5,9.0,26.0,81.0,9.0,15.0,41.0,101.0,
