Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,nD0YPGum,03/10/2024,08:00,VIETNAM - V.LEAGUE 1,Hong Linh Ha Tinh,Quang Nam,ROUND 4,1.98,3.35,3.55,1.39,2.57,1.01,8.0,1.31,2.87,1.91,1.7,3.1,1.27,6.15,1.05,1.78,1.83,1.93,1.78,,,9.25,10.0,18.5,50.0,7.0,6.5,12.5,35.0,9.25,8.5,15.0,40.0,17.5,16.0,29.0,75.0,600.0
2,rufsOfAa,03/10/2024,08:00,VIETNAM - V.LEAGUE 1,Da Nang,Gia Lai,ROUND 4,1.93,3.4,3.55,1.39,2.57,1.01,7.8,1.32,2.85,1.93,1.7,3.15,1.26,6.3,1.04,1.8,1.8,1.9,1.8,,,9.25,10.0,18.5,50.0,6.8,6.6,12.5,35.0,8.75,8.5,15.5,45.0,16.5,16.0,30.0,80.0,700.0
3,zPV7CGuS,03/10/2024,09:15,MONGOLIA - PREMIER LEAGUE,Khovd,Hunters,ROUND 7,2.25,3.94,2.43,1.15,4.7,,,1.03,6.95,1.23,3.28,1.68,2.05,2.42,1.42,1.26,3.69,,,,,23.0,17.0,19.0,29.0,15.0,8.0,9.5,15.0,15.0,8.5,8.0,13.0,21.0,13.0,13.0,17.0,67.0
4,nZshOWNp,03/10/2024,11:00,INDIA - ISL,Odisha FC,Kerala Blasters,ROUND 4,1.83,3.4,3.9,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.67,2.1,1.85,1.95,1.24,3.9,12.0,13.0,21.0,41.0,8.5,7.0,13.0,29.0,9.5,8.5,13.0,34.0,15.0,15.0,23.0,41.0,151.0
5,bySsju2D,03/10/2024,11:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,Pyunik Yerevan,ROUND 2,2.4,3.2,2.6,1.37,2.5,1.02,8.2,1.25,3.14,1.83,1.8,3.08,1.26,5.7,1.06,1.69,2.11,,,,,10.0,7.6,11.25,23.0,7.3,5.6,8.25,17.0,10.25,7.9,10.75,23.0,20.0,15.5,22.0,40.0,250.0
6,Ma0GpPwn,03/10/2024,12:00,NIGERIA - NPFL,Enugu Rangers,Bayelsa United,ROUND 3,1.18,5.4,16.5,1.39,2.57,1.02,7.75,1.23,3.35,1.87,1.75,2.62,1.37,6.5,1.08,2.72,1.34,,,,,11.0,30.0,120.0,800.0,5.8,13.0,55.0,350.0,4.8,11.0,45.0,300.0,5.8,13.5,55.0,350.0,101.0
7,lCRv8vk3,03/10/2024,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Raed,ROUND 6,1.5,4.0,5.25,1.36,3.0,1.05,8.5,1.29,3.5,1.9,1.9,3.25,1.33,6.0,1.11,2.0,1.73,1.53,2.43,1.15,5.5,11.0,13.0,29.0,51.0,6.5,8.0,19.0,41.0,7.0,9.0,21.0,51.0,11.0,13.0,29.0,67.0,1000.0
8,xA9drXXi,03/10/2024,12:30,IVORY COAST - LIGUE 1,San Pedro,Stade d'Abidjan,ROUND 1,2.32,3.0,2.9,1.53,2.1,1.06,5.8,1.5,2.25,2.48,1.4,4.8,1.1,11.0,1.01,2.12,1.69,,,,,6.4,5.8,10.5,27.0,5.1,5.2,9.5,25.0,8.25,8.5,15.5,40.0,18.5,19.0,35.0,90.0,101.0
9,dp72Jt9F,03/10/2024,13:00,MALTA - PREMIER LEAGUE,Mosta,Floriana,ROUND 7,6.5,3.85,1.47,1.4,2.52,1.04,7.26,1.34,2.72,2.0,1.65,3.3,1.24,7.0,1.08,2.15,1.55,,,,,8.5,5.4,5.9,9.5,13.5,7.8,8.75,14.0,37.0,22.0,24.0,37.0,150.0,90.0,100.0,150.0,600.0
10,4AAAHKwS,03/10/2024,13:00,MALTA - PREMIER LEAGUE,Naxxar,Melita,ROUND 7,2.5,3.65,2.4,1.3,3.22,1.04,9.95,1.2,3.6,1.62,2.05,2.45,1.42,4.35,1.13,1.55,2.15,1.95,1.75,1.85,1.85,13.5,10.5,13.5,25.0,10.75,7.3,9.5,18.0,14.0,9.75,12.5,24.0,27.0,18.5,24.0,45.0,300.0
11,2yJaFOBm,03/10/2024,13:00,BAHRAIN - PREMIER LEAGUE,Al-Shabbab,Malkia,ROUND 3,2.4,3.3,2.8,1.4,2.75,1.06,7.5,1.27,3.4,1.82,1.91,2.9,1.36,5.0,1.14,1.65,2.12,2.32,1.57,,,7.5,9.75,15.0,32.0,8.75,6.4,10.0,22.0,12.5,9.0,12.5,28.0,25.0,18.5,26.0,50.0,350.0
12,MJpWaA97,03/10/2024,14:00,SWEDEN - ALLSVENSKAN,Norrkoping,Sirius,ROUND 23,2.9,3.6,2.25,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,2.75,1.43,1.63,2.25,15.0,10.0,12.0,21.0,12.0,7.0,9.0,17.0,17.0,11.0,12.0,23.0,29.0,21.0,26.0,41.0,151.0
13,0jopncSq,03/10/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Wehda,Al Feiha,ROUND 6,2.1,3.3,3.2,1.36,3.0,1.04,9.0,1.22,4.0,1.73,2.08,2.63,1.44,4.5,1.17,1.67,2.1,2.08,1.73,1.33,3.3,12.0,12.0,17.0,34.0,9.0,6.5,12.0,23.0,11.0,9.5,13.0,29.0,19.0,17.0,23.0,41.0,151.0
14,t64DiJ4M,03/10/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Okhdood,Al Ittihad,ROUND 6,5.75,4.0,1.48,1.29,3.5,1.03,10.0,1.17,4.5,1.57,2.35,2.38,1.53,4.0,1.22,1.73,2.0,5.9,1.13,2.6,1.48,15.0,9.0,8.0,11.0,21.0,8.5,9.0,12.0,34.0,19.0,15.0,23.0,67.0,41.0,41.0,41.0,151.0
15,OfisCb1k,03/10/2024,15:15,MALTA - PREMIER LEAGUE,Balzan,Gzira,ROUND 7,2.67,3.25,2.45,1.42,2.47,1.03,8.35,1.32,2.85,1.93,1.7,3.15,1.26,6.5,1.08,1.75,1.87,,,,,9.25,8.0,12.0,26.0,8.25,6.3,9.5,21.0,13.0,10.0,14.5,30.0,30.0,23.0,35.0,70.0,600.0
16,SEIaaLHq,03/10/2024,15:30,MALTA - PREMIER LEAGUE,Birkirkara,Sliema,ROUND 7,2.45,3.25,2.7,1.44,2.42,1.04,8.4,1.34,2.77,1.98,1.65,3.25,1.24,6.8,1.07,1.78,1.82,,,,,8.75,8.0,13.0,30.0,7.5,6.3,10.25,24.0,11.5,9.75,15.0,35.0,25.0,21.0,35.0,75.0,600.0
17,IBHRixVp,03/10/2024,20:00,CHILE - PRIMERA DIVISION,Colo Colo,U. Catolica,ROUND 24,1.57,4.0,5.5,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,2.1,1.67,1.55,2.38,1.15,5.5,10.0,13.0,29.0,67.0,6.0,8.0,19.0,41.0,7.0,8.5,21.0,51.0,11.0,13.0,29.0,67.0,351.0
