Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,48FaYOgf,31/10/2024,09:00,ARMENIA - PREMIER LEAGUE,West Armenia,Alashkert,ROUND 14,3.55,3.15,1.95,1.38,2.47,8.65,1.06,1.24,3.22,1.87,1.78,3.22,1.24,6.45,1.04,1.75,2.03,,,1.75,1.87,9.25,6.2,8.0,14.5,9.0,5.5,7.1,13.0,16.0,10.0,11.25,20.0,40.0,25.0,28.0,45.0,300.0
2,d6AyEXCE,31/10/2024,10:15,UZBEKISTAN - SUPER LEAGUE,Pakhtakor,Andijan,ROUND 23,1.57,3.6,5.6,1.4,2.52,1.01,9.55,1.29,3.0,1.91,1.8,3.0,1.29,6.05,1.05,1.88,1.72,,,,,9.5,14.0,35.0,110.0,6.1,7.1,17.5,60.0,6.9,8.0,17.0,60.0,11.5,13.5,29.0,90.0,700.0
3,GbmHWyQ7,31/10/2024,11:00,EGYPT - PREMIER LEAGUE,El Gouna,ZED,ROUND 1,4.15,2.82,2.07,1.47,2.5,1.1,5.7,1.42,2.65,2.27,1.6,3.85,1.22,6.7,1.07,1.88,1.82,,,1.72,2.05,5.7,6.0,9.25,20.0,10.0,5.5,8.5,18.5,23.0,13.0,14.5,32.0,75.0,45.0,50.0,75.0,700.0
4,tlVA5LCs,31/10/2024,11:00,INDIA - ISL,Punjab,Chennaiyin,ROUND 7,2.3,3.25,3.1,1.36,3.0,1.05,11.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.62,2.2,2.25,1.63,1.35,3.1,11.0,11.0,17.0,34.0,9.0,6.5,12.0,23.0,12.0,9.5,12.0,29.0,21.0,17.0,23.0,41.0,151.0
5,OAV0W2O6,31/10/2024,11:00,ARMENIA - PREMIER LEAGUE,Shirak Gyumri,FC Gandzasar,ROUND 14,1.37,4.3,6.7,1.27,3.42,1.02,10.5,1.13,4.35,1.6,2.05,2.15,1.55,4.35,1.13,1.82,1.94,,,,,12.5,15.5,35.0,110.0,6.4,7.6,17.5,55.0,5.9,7.1,15.5,50.0,7.7,9.25,20.0,60.0,400.0
6,beOpg9Tj,31/10/2024,11:00,ITALY - SERIE C,Potenza,Taranto,GROUP C ,1.72,2.95,6.1,1.45,2.55,1.1,5.8,1.4,2.72,2.2,1.62,3.7,1.23,6.5,1.08,1.95,1.75,1.7,2.07,,,5.8,13.0,37.0,150.0,5.5,5.9,18.0,75.0,7.5,7.9,16.0,70.0,14.0,15.0,30.0,90.0,800.0
7,OxptyxHr,31/10/2024,11:30,QATAR - QSL,Al-Gharafa,Al Arabi,ROUND 9,1.87,3.8,3.6,1.24,3.7,1.02,10.0,1.12,5.3,1.39,2.77,1.95,1.8,3.0,1.34,1.38,2.82,1.83,1.91,,,10.0,21.0,29.0,60.0,13.0,8.5,12.5,26.0,13.0,8.75,10.5,22.0,19.0,12.5,16.0,28.0,120.0
8,tvIigywR,31/10/2024,11:30,QATAR - QSL,Al Khor,Qatar SC,ROUND 9,2.92,3.45,2.22,1.32,3.1,1.04,8.5,1.19,4.1,1.6,2.22,2.4,1.5,3.95,1.21,1.5,2.42,,,1.65,2.15,8.5,10.75,13.5,24.0,12.5,7.0,8.75,16.0,18.0,10.5,11.25,20.0,37.0,22.0,24.0,37.0,200.0
9,I1rqmbET,31/10/2024,11:50,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Shabab,Al Wehda,ROUND 9,1.5,4.2,5.75,1.33,3.25,1.02,12.0,1.22,4.0,1.75,2.05,2.75,1.4,5.0,1.14,1.91,1.8,1.48,2.6,1.13,5.9,12.0,17.0,34.0,67.0,7.0,8.5,19.0,41.0,7.0,9.0,19.0,41.0,10.0,13.0,26.0,51.0,800.0
10,r9LRh2ph,31/10/2024,12:10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Okhdood,Al Orubah,ROUND 9,2.05,3.4,3.4,1.4,2.75,1.03,9.5,1.3,3.4,2.03,1.78,3.5,1.29,6.5,1.1,1.83,1.83,2.05,1.75,1.3,3.45,9.5,10.0,17.0,41.0,7.5,6.5,13.0,29.0,9.5,9.5,15.0,41.0,17.0,17.0,29.0,51.0,800.0
