Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,drODCWN0,06/02/2025,00:10,MEXICO - LIGA MX,Pachuca,Club Leon,CLAUSURA ,2.05,3.4,3.5,1.36,3.0,1.03,11.0,1.22,3.75,1.85,2.0,3.0,1.33,6.0,1.1,1.7,2.05,2.05,1.75,1.3,3.45,11.0,12.0,19.0,41.0,8.5,6.5,12.0,26.0,10.0,9.0,13.0,34.0,19.0,17.0,23.0,41.0,151.0
2,4nKw9nE8,06/02/2025,01:00,AUSTRALIA - A-LEAGUE,Wellington Phoenix,Brisbane Roar,ROUND 18,2.5,3.4,2.75,1.36,3.0,1.03,11.0,1.22,4.0,1.85,2.0,3.2,1.33,5.5,1.11,1.67,2.1,2.43,1.53,1.45,2.68,12.0,10.0,15.0,29.0,9.5,6.5,10.0,21.0,13.0,9.5,13.0,26.0,23.0,19.0,26.0,41.0,151.0
3,8fJ6PNr3,06/02/2025,07:00,INDIA - I-LEAGUE,Rajasthan United,Aizawl,ROUND 13,2.25,3.3,2.92,,,,,1.17,4.5,1.55,2.15,2.25,1.5,3.55,1.21,1.44,2.42,1.78,1.93,,,14.5,14.5,25.0,60.0,10.25,7.4,13.0,32.0,11.25,8.25,11.75,30.0,17.5,12.5,18.0,40.0,200.0
4,4MCFN1DF,06/02/2025,10:30,INDIA - I-LEAGUE,Sreenidi Deccan,Real Kashmir,ROUND 13,1.62,3.6,5.1,,,,,1.26,3.15,1.78,1.82,2.82,1.32,,,1.78,1.83,1.9,1.82,,,11.5,13.0,22.0,55.0,8.25,6.7,12.0,30.0,10.0,8.25,12.5,30.0,17.5,14.5,22.0,50.0,300.0
5,42YWuDpJ,06/02/2025,11:00,INDIA - ISL,Goa,Odisha FC,ROUND 21,1.75,3.7,3.7,1.29,3.5,1.02,17.0,1.13,5.0,1.57,2.35,2.37,1.5,4.0,1.19,1.53,2.38,1.8,2.0,1.26,3.7,17.0,15.0,23.0,41.0,10.0,8.0,13.0,29.0,11.0,8.5,13.0,29.0,17.0,13.0,21.0,41.0,126.0
6,tGLry9JE,06/02/2025,11:00,EGYPT - PREMIER LEAGUE,Ghazl El Mahallah,Modern Sport,ROUND 12,3.35,2.6,2.52,1.72,2.0,1.18,4.25,1.75,1.95,3.2,1.31,5.9,1.1,9.5,1.03,2.42,1.5,3.1,1.34,1.52,2.45,4.25,5.2,10.25,29.0,6.1,5.6,11.0,30.0,15.0,14.0,23.0,60.0,55.0,50.0,80.0,200.0,101.0
7,E9TdD5R7,06/02/2025,11:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Pharco,ROUND 12,1.65,3.4,5.6,1.42,2.65,1.08,6.4,1.38,2.82,2.12,1.65,3.65,1.24,6.4,1.08,2.05,1.7,1.62,2.2,1.15,4.8,6.4,13.0,32.0,120.0,5.5,6.6,17.5,65.0,6.8,8.25,18.0,65.0,12.0,15.0,32.0,100.0,900.0
8,lMlZ4N84,06/02/2025,12:05,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Qadisiya,Al Raed,ROUND 19,1.22,6.0,10.0,1.25,3.75,17.0,1.03,1.11,5.0,1.5,2.5,2.2,1.58,3.75,1.22,2.1,1.67,1.23,4.0,,,17.0,26.0,51.0,126.0,8.5,12.0,29.0,67.0,6.5,9.5,23.0,51.0,7.5,11.0,29.0,67.0,900.0
9,jBUtz39U,06/02/2025,12:20,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Shabab,Al Khaleej,ROUND 19,1.65,4.2,4.1,1.29,3.5,1.02,10.5,1.13,4.5,1.57,2.35,2.37,1.5,4.0,1.19,1.62,2.2,1.68,2.15,1.23,4.0,17.0,17.0,26.0,41.0,9.5,8.5,15.0,29.0,9.5,8.5,15.0,34.0,13.0,13.0,21.0,41.0,151.0
10,t01XabUj,06/02/2025,13:00,BAHRAIN - PREMIER LEAGUE,Al-Ahli Manama,Al-Shabbab,ROUND 10,2.1,3.3,3.35,1.42,2.67,1.07,6.8,1.34,3.0,2.02,1.72,3.4,1.27,5.9,1.1,1.82,1.88,2.05,1.72,,,6.8,9.5,17.5,45.0,7.0,6.3,11.75,30.0,9.5,8.75,15.0,40.0,19.0,17.5,30.0,75.0,600.0
11,8YNjmLpo,06/02/2025,13:00,BAHRAIN - PREMIER LEAGUE,Ali CSC,Al Khalidiyah,ROUND 10,14.5,5.5,1.21,1.28,3.35,1.03,9.5,1.15,4.8,1.47,2.5,2.12,1.65,3.4,1.27,2.0,1.72,,,,,9.0,7.7,6.1,7.0,40.0,11.75,9.25,10.5,150.0,45.0,26.0,30.0,800.0,250.0,150.0,120.0,1000.0
12,tzAjf6fn,06/02/2025,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Taawon,Al Ittihad,ROUND 19,4.75,4.0,1.57,1.36,3.0,1.03,9.0,1.22,3.75,1.83,1.98,3.0,1.33,5.5,1.1,1.91,1.8,4.65,1.18,2.35,1.58,11.0,7.0,7.5,11.0,13.0,8.0,8.5,13.0,26.0,17.0,19.0,29.0,51.0,41.0,41.0,51.0,700.0
13,f7DeFRde,06/02/2025,14:00,EGYPT - PREMIER LEAGUE,Al Ahly,Petrojet,ROUND 12,1.39,4.0,9.0,1.39,2.77,1.07,6.9,1.33,3.05,1.98,1.75,3.3,1.28,5.8,1.1,2.25,1.57,1.42,2.7,,,6.7,19.0,65.0,300.0,5.2,8.0,28.0,120.0,5.5,8.5,24.0,110.0,8.5,13.0,37.0,150.0,101.0
14,6VIrUEg4,06/02/2025,15:30,SPAIN - COPA DEL REY,Real Sociedad,Osasuna,QUARTER-FINALS,1.73,3.6,4.75,1.5,2.5,1.05,9.0,1.37,2.75,2.2,1.65,4.0,1.19,9.0,1.05,2.1,1.67,1.73,2.08,1.19,4.5,8.0,10.0,23.0,51.0,5.5,7.0,17.0,41.0,7.0,9.0,21.0,51.0,13.0,17.0,34.0,67.0,501.0
15,0f1ZdN7r,06/02/2025,16:30,SWITZERLAND - SUPER LEAGUE,Basel,Luzern,ROUND 22,1.65,4.33,4.5,1.25,3.75,1.01,19.0,1.11,5.5,1.48,2.6,2.1,1.63,3.75,1.22,1.5,2.5,1.63,2.25,1.21,4.25,19.0,19.0,29.0,51.0,11.0,8.5,15.0,29.0,10.0,8.5,13.0,29.0,15.0,12.0,19.0,34.0,101.0
16,UXcAbzqm,06/02/2025,16:30,SWITZERLAND - SUPER LEAGUE,Winterthur,Zurich,ROUND 22,3.7,3.6,2.0,1.36,3.0,1.03,13.0,1.22,3.75,1.83,2.03,3.0,1.33,6.0,1.1,1.67,2.1,3.45,1.3,1.85,2.0,12.0,8.5,10.0,17.0,12.0,7.0,9.0,15.0,19.0,13.0,13.0,23.0,41.0,29.0,34.0,41.0,151.0
