Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,rNC8PSeJ,30/08/2024,08:45,SINGAPORE - PREMIER LEAGUE,Lion City,Geylang,ROUND 15,1.5,4.5,4.5,1.13,6.0,1.01,34.0,1.04,13.0,1.18,4.5,1.44,2.63,2.0,1.73,1.25,3.75,,,,,34.0,41.0,41.0,51.0,23.0,13.0,19.0,34.0,17.0,11.0,12.0,23.0,17.0,11.0,15.0,21.0,51.0
2,neJaRlR6,30/08/2024,08:45,SINGAPORE - PREMIER LEAGUE,Hougang,Tampines,ROUND 15,7.5,5.0,1.29,1.14,5.5,1.01,34.0,1.05,11.0,1.22,4.2,1.57,2.25,2.25,1.57,1.44,2.63,,,,,34.0,17.0,12.0,12.0,41.0,13.0,10.0,10.0,51.0,26.0,15.0,17.0,81.0,41.0,41.0,34.0,81.0
3,EebMxxmo,30/08/2024,09:00,HONG KONG - PREMIER LEAGUE,Eastern AA,Hong Kong Rangers,ROUND 1,1.55,4.1,5.0,1.23,3.7,1.02,13.9,1.13,5.0,1.47,2.32,2.15,1.55,3.35,1.23,1.55,2.15,,,,,16.0,18.0,35.0,90.0,9.5,8.5,16.0,45.0,9.0,8.0,14.0,40.0,12.5,11.0,19.0,50.0,300.0
4,GSr5BnUj,30/08/2024,10:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,BKMA,ROUND 5,1.78,3.5,3.8,1.34,2.99,1.01,10.0,1.22,3.65,1.75,1.9,2.84,1.35,5.25,1.11,1.69,2.11,1.72,1.88,,,11.25,10.5,18.0,45.0,6.6,6.1,10.75,26.0,7.5,7.0,11.5,28.0,12.0,11.5,19.0,45.0,250.0
5,IJTRiVGs,30/08/2024,10:45,AZERBAIJAN - PREMIER LEAGUE,Turan,Sabail,ROUND 5,1.82,3.55,3.85,1.38,2.57,1.02,9.2,1.28,3.0,1.88,1.82,2.95,1.3,5.8,1.09,1.78,1.83,1.78,1.93,,,10.25,11.0,21.0,55.0,7.0,6.9,13.0,37.0,8.5,8.25,15.5,45.0,14.5,14.5,27.0,75.0,700.0
6,vugWMzSk,30/08/2024,11:00,BULGARIA - PARVA LIGA,Slavia Sofia,Arda,ROUND 7,1.75,3.3,5.25,1.5,2.5,1.08,8.0,1.44,2.63,2.35,1.57,4.33,1.2,10.0,1.06,2.2,1.62,1.8,2.05,1.18,4.8,7.0,11.0,23.0,51.0,5.5,6.5,17.0,41.0,7.0,9.0,21.0,51.0,13.0,17.0,34.0,67.0,1250.0
7,QucE36q4,30/08/2024,12:00,ROMANIA - LIGA 2,FC Bihor,CSM Resita,ROUND 5,2.37,3.25,2.82,1.5,2.5,1.08,6.5,1.39,2.8,2.15,1.65,3.7,1.23,6.5,1.08,1.9,1.8,2.32,1.57,,,6.5,7.9,13.5,32.0,7.0,6.3,10.5,26.0,10.75,9.5,16.0,40.0,24.0,21.0,35.0,90.0,800.0
8,Ak4vQoqp,30/08/2024,12:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,Alashkert,ROUND 5,1.65,3.65,4.3,1.3,3.22,1.01,10.3,1.18,4.05,1.62,2.02,2.57,1.42,4.6,1.14,1.68,2.13,,,,,12.0,11.5,21.0,55.0,7.1,6.4,11.75,30.0,7.6,6.9,11.5,30.0,11.25,10.25,17.0,40.0,250.0
9,C6fzxfK9,30/08/2024,12:45,BELARUS - VYSSHAYA LIGA,Dynamo Brest,Slavia Mozyr,ROUND 20,1.73,3.84,4.71,1.38,2.91,1.01,9.3,1.26,3.34,1.91,1.91,3.1,1.3,5.75,1.09,1.85,1.91,,,,,,,,,,,,,,,,,,,,,
10,K6jTEnqC,30/08/2024,13:00,POLAND - DIVISION 1,Odra Opole,LKS Lodz,ROUND 8,2.75,3.4,2.38,1.36,3.0,1.04,12.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,1.67,2.1,2.75,1.43,1.58,2.35,12.0,9.5,13.0,23.0,10.0,6.5,9.5,19.0,15.0,11.0,13.0,26.0,29.0,21.0,29.0,41.0,151.0
