Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,SlR1Agle,27/03/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Alebrijes Oaxaca,Tepatitlan de Morelos,CLAUSURA ,2.0,3.25,3.65,1.45,2.55,1.07,6.9,1.33,3.05,2.0,1.75,3.3,1.28,5.8,1.1,1.8,1.91,1.98,1.78,,,6.9,10.5,20.0,55.0,6.8,6.3,12.0,32.0,9.25,8.5,14.0,37.0,18.0,17.0,29.0,70.0,500.0
2,rciKSE5f,27/03/2024,10:30,INDONESIA - LIGA 1,Arema FC,Persebaya,ROUND 30,3.15,3.15,2.22,1.4,2.55,1.01,9.5,1.27,3.1,1.83,1.87,2.8,1.33,5.65,1.09,1.6,2.05,,,,,10.0,8.5,11.75,23.0,10.25,6.1,8.75,17.0,17.5,10.75,12.0,24.0,45.0,27.0,32.0,50.0,350.0
3,0Y1FTfjl,27/03/2024,10:30,INDONESIA - LIGA 1,Dewa United,Persita,ROUND 30,1.72,3.85,4.05,1.3,3.22,1.01,12.0,1.2,3.65,1.6,2.07,2.42,1.44,3.7,1.19,1.6,2.05,1.78,1.93,,,13.5,14.0,25.0,65.0,8.75,7.7,13.5,35.0,9.25,8.25,14.0,35.0,14.0,12.5,21.0,55.0,350.0
4,SnWdhqFD,27/03/2024,11:00,CAMEROON - ELITE ONE,Fovu Baham,Avion Academy,RELEGATION GROUP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,b7j9IKsf,27/03/2024,13:30,SENEGAL - LIGUE 1,Diambars,Pikine,ROUND 18,3.0,2.62,2.52,1.7,1.85,1.13,4.85,1.75,1.9,3.2,1.28,6.85,1.06,11.0,1.01,2.48,1.51,,,,,4.7,4.5,8.5,22.0,4.9,5.0,9.5,25.0,10.25,10.5,18.5,50.0,30.0,32.0,55.0,150.0,
6,xS4QLPqI,27/03/2024,15:00,BRAZIL - BRASILEIRO WOMEN,Avai Kindermann W,America Mineiro W,ROUND 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0WzuE84t,27/03/2024,15:30,IRAQ - SUPER LEAGUE,Al Kahraba,Baghdad,ROUND 15,1.75,3.25,4.3,1.44,2.3,1.04,8.1,1.42,2.57,2.05,1.62,4.3,1.16,7.0,1.07,2.19,1.64,1.72,1.9,,,8.0,8.75,18.5,55.0,5.2,5.6,12.0,37.0,6.5,7.1,14.0,45.0,11.25,12.5,24.0,70.0,500.0
8,0CYBtzsn,27/03/2024,16:00,URUGUAY - PRIMERA DIVISION,Progreso,Rampla Juniors,APERTURA ,1.65,3.8,4.5,1.36,3.0,1.04,13.0,1.25,3.75,1.88,1.98,3.25,1.33,6.0,1.13,1.83,1.83,1.7,2.1,1.22,4.15,11.0,12.0,23.0,51.0,7.0,7.5,15.0,34.0,8.0,8.5,17.0,41.0,13.0,13.0,26.0,51.0,301.0
9,YRNmbGNe,27/03/2024,17:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Bangor FC,Institute,ROUND 30,1.91,3.8,3.3,1.3,3.22,,,1.19,3.65,1.6,2.07,2.4,1.44,4.3,1.18,1.57,2.12,1.88,1.83,,,13.5,12.5,19.5,45.0,9.25,7.6,11.5,26.0,10.5,8.5,13.0,29.0,17.0,14.0,22.0,50.0,300.0
10,zRxedtxH,27/03/2024,18:00,COSTA RICA - PRIMERA DIVISION,Grecia,Puntarenas FC,CLAUSURA ,3.1,3.0,2.45,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.8,1.91,3.0,1.38,1.55,2.38,8.5,8.0,12.0,23.0,9.5,6.0,10.0,21.0,15.0,12.0,13.0,29.0,34.0,26.0,34.0,51.0,251.0
11,dEUFGoIc,27/03/2024,18:00,COLOMBIA - PRIMERA A,Bucaramanga,Aguilas,APERTURA ,2.1,3.2,3.8,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,5.0,1.17,11.0,1.05,2.2,1.62,2.05,1.75,1.28,3.55,6.5,8.0,17.0,41.0,5.5,6.5,15.0,41.0,8.5,10.0,21.0,51.0,19.0,21.0,41.0,81.0,1250.0
12,OEJKoRxa,27/03/2024,19:00,PARAGUAY - PRIMERA DIVISION,Tacuary,Ameliano,APERTURA ,2.75,3.2,2.38,1.5,2.55,1.08,6.9,1.37,2.92,2.15,1.67,3.6,1.26,6.5,1.09,1.8,1.9,2.8,1.42,1.55,2.4,8.5,7.5,11.0,23.0,8.0,6.5,10.0,21.0,13.0,11.0,17.0,34.0,29.0,26.0,34.0,51.0,351.0
13,6w9SQAO7,27/03/2024,20:10,COLOMBIA - PRIMERA A,Atl. Nacional,Jaguares de Cordoba,APERTURA ,1.5,3.8,7.5,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,2.2,1.62,1.5,2.5,1.13,6.0,8.5,13.0,34.0,81.0,5.5,7.5,21.0,51.0,6.5,9.0,21.0,51.0,10.0,15.0,34.0,81.0,201.0
14,S6GyrqxO,27/03/2024,21:30,PARAGUAY - PRIMERA DIVISION,Sportivo Trinidense,Sp. Luqueno,APERTURA ,3.6,3.3,1.91,1.47,2.65,1.07,7.3,1.34,3.05,2.0,1.8,3.4,1.29,6.1,1.1,1.82,1.88,,,1.82,1.95,9.5,7.0,9.0,17.0,11.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,251.0
15,xxnb1nZI,27/03/2024,21:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Lanus,Union de Santa Fe,ROUND 12,2.0,3.1,4.2,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.25,1.57,2.05,1.8,1.25,3.8,6.0,8.5,19.0,51.0,5.5,6.0,15.0,41.0,8.0,9.5,21.0,51.0,17.0,21.0,41.0,81.0,201.0
