Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
17/06/2023,15:30,ARGENTINA - LIGA PROFESIONAL,Union de Santa Fe,Lanus,ROUND 14,3.0,3.1,2.55,2.6,1.48,2.1,1.67
17/06/2023,18:00,ARGENTINA - LIGA PROFESIONAL,Racing Club,Velez Sarsfield,ROUND 17,2.25,3.1,3.5,2.5,1.5,2.1,1.67
17/06/2023,21:00,ARGENTINA - LIGA PROFESIONAL,River Plate,Defensa y Justicia,ROUND 19,,,,,,,
17/06/2023,15:00,ARGENTINA - PRIMERA NACIONAL,Tristan Suarez,Atl. Rafaela,ROUND 18,2.63,3.25,2.75,2.25,1.62,1.91,1.8
17/06/2023,15:05,ARGENTINA - PRIMERA NACIONAL,Chacarita Juniors,Deportivo Madryn,ROUND 18,1.67,3.4,6.5,2.25,1.62,2.1,1.67
17/06/2023,17:00,ARGENTINA - PRIMERA NACIONAL,Ind. Rivadavia,Aldosivi,ROUND 18,1.7,3.5,5.75,2.08,1.73,2.0,1.73
17/06/2023,19:00,ARGENTINA - PRIMERA NACIONAL,Alvarado,Flandria,ROUND 21,2.25,3.0,3.6,2.7,1.44,2.25,1.57
17/06/2023,19:00,ARGENTINA - PRIMERA NACIONAL,Deportivo Moron,Agropecuario,ROUND 21,2.55,3.0,3.0,2.88,1.4,2.25,1.57
17/06/2023,15:00,CANADA - CANADIAN PREMIER LEAGUE,Atl. Ottawa,Vancouver FC,-,1.58,3.88,5.31,1.89,1.89,1.87,1.89
17/06/2023,15:00,CANADA - CANADIAN PREMIER LEAGUE,HFX Wanderers,Cavalry,-,2.89,3.22,2.37,2.09,1.72,1.8,1.96
17/06/2023,19:15,COLOMBIA - PRIMERA A,America De Cali,Chico,APERTURA ,1.85,3.5,4.5,2.15,1.67,2.0,1.73
17/06/2023,19:15,COLOMBIA - PRIMERA A,Millonarios,Ind. Medellin,APERTURA ,1.5,4.0,7.0,2.02,1.82,2.1,1.67
17/06/2023,22:00,COLOMBIA - PRIMERA A,Aguilas,Petrolera,APERTURA ,2.25,3.3,3.25,1.88,1.98,1.67,2.1
17/06/2023,22:00,COLOMBIA - PRIMERA A,Atl. Nacional,Dep. Pasto,APERTURA ,1.73,3.75,5.0,2.0,1.85,1.91,1.8
17/06/2023,15:00,ECUADOR - LIGA PRO,Cumbaya,Libertad,FIRST STAGE ,2.25,2.9,3.25,2.3,1.6,1.91,1.8
17/06/2023,17:30,ECUADOR - LIGA PRO,Gualaceo,Guayaquil City,FIRST STAGE ,1.85,3.6,3.6,1.93,1.88,1.8,1.91
17/06/2023,20:00,ECUADOR - LIGA PRO,Mushuc Runa,LDU Quito,FIRST STAGE ,4.0,3.5,1.75,1.77,2.02,1.73,2.0
17/06/2023,02:00,JAPAN - J2 LEAGUE,Fujieda MYFC,Kumamoto,ROUND 21,2.63,3.5,2.63,1.67,2.15,1.53,2.38
17/06/2023,06:00,JAPAN - J2 LEAGUE,Kanazawa,Mito,ROUND 21,2.25,3.5,3.1,1.75,2.05,1.62,2.2
17/06/2023,07:00,JAPAN - J2 LEAGUE,Oita Trinita,Okayama,ROUND 21,2.6,3.25,2.8,2.25,1.62,2.0,1.73
17/06/2023,07:00,JAPAN - J2 LEAGUE,Tokushima,Montedio Yamagata,ROUND 21,3.25,3.4,2.25,1.95,1.9,1.73,2.0
17/06/2023,07:00,JAPAN - J2 LEAGUE,V-Varen Nagasaki,Omiya Ardija,ROUND 21,2.05,3.4,3.75,2.0,1.85,1.73,2.0
17/06/2023,16:00,SPAIN - LALIGA2,Levante,Alaves,PROMOTION ,2.2,3.0,3.75,2.6,1.48,2.2,1.62
17/06/2023,10:00,URUGUAY - PRIMERA DIVISION,Fenix,CA Cerro,TORNEO INTERMEDIO ,2.15,3.2,3.1,2.25,1.62,1.91,1.8
17/06/2023,15:00,URUGUAY - PRIMERA DIVISION,Boston River,La Luz,TORNEO INTERMEDIO ,2.25,3.3,2.88,1.88,1.93,1.67,2.1
17/06/2023,18:00,URUGUAY - PRIMERA DIVISION,Nacional,Maldonado,TORNEO INTERMEDIO ,1.4,4.0,7.0,1.85,1.95,2.0,1.73
17/06/2023,16:30,USA - MLS,New York City,Columbus Crew,-,2.2,3.4,3.3,1.85,2.0,1.67,2.1
17/06/2023,20:30,USA - MLS,DC United,Real Salt Lake,-,1.73,4.0,4.5,1.7,2.1,1.7,2.05
17/06/2023,20:30,USA - MLS,New England Revolution,Orlando City,-,1.83,3.75,4.2,1.75,2.05,1.7,2.05
17/06/2023,21:30,USA - MLS,Nashville SC,St. Louis City,-,1.67,4.0,5.0,1.73,2.08,1.75,2.0
17/06/2023,21:30,USA - MLS,Sporting Kansas City,Los Angeles FC,-,2.5,3.4,2.8,1.7,2.1,1.57,2.25
17/06/2023,23:30,USA - MLS,San Jose Earthquakes,Portland Timbers,-,2.1,3.3,3.6,1.95,1.9,1.75,2.0
17/06/2023,20:00,USA - USL CHAMPIONSHIP,Hartford Athletic,Charleston,-,2.78,3.44,2.33,1.79,2.0,1.61,2.25
17/06/2023,20:00,USA - USL CHAMPIONSHIP,Miami FC,Loudoun,-,1.72,3.74,4.33,1.82,1.96,1.73,2.05
17/06/2023,20:30,USA - USL CHAMPIONSHIP,Birmingham,Indy Eleven,-,1.93,3.46,3.67,1.94,1.84,1.76,2.01
17/06/2023,21:30,USA - USL CHAMPIONSHIP,Memphis,Detroit,-,1.53,4.1,5.49,1.78,2.01,1.82,1.94
17/06/2023,22:00,USA - USL CHAMPIONSHIP,Colorado Springs,Las Vegas Lights,-,1.57,4.05,5.11,1.73,2.09,1.74,2.04
17/06/2023,22:00,USA - USL CHAMPIONSHIP,FC Tulsa,Orange County SC,-,2.38,3.3,2.75,1.95,1.83,1.71,2.08
17/06/2023,22:00,USA - USL CHAMPIONSHIP,New Mexico,Rio Grande,-,1.76,3.5,4.45,2.08,1.73,1.92,1.84
17/06/2023,22:30,USA - USL CHAMPIONSHIP,El Paso,Tampa Bay,-,2.44,3.38,2.63,1.85,1.93,1.64,2.2
17/06/2023,23:00,USA - USL CHAMPIONSHIP,Oakland Roots,Pittsburgh,-,2.22,3.35,3.03,1.92,1.86,1.7,2.1
17/06/2023,23:30,USA - USL CHAMPIONSHIP,Phoenix Rising,Louisville City,-,2.35,3.42,2.76,1.8,1.99,1.61,2.25
