Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,fe9T2AZq,29/10/2023,00:10,MEXICO - LIGA MX,Monterrey,Club America,APERTURA ,2.55,3.3,2.75,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.63,1.44,5.5,1.14,1.57,2.25,2.5,1.5,1.48,2.6,12.0,11.0,15.0,29.0,10.0,6.5,10.0,21.0,13.0,10.0,12.0,26.0,26.0,19.0,23.0,41.0,151.0
2,Aony6BaU,29/10/2023,01:00,MONGOLIA - PREMIER LEAGUE,Bavarians,Falcons,ROUND 9,23.0,11.75,1.02,,,,,,,1.07,7.5,,,,,,,,,,,70.0,32.0,14.5,9.0,250.0,55.0,24.0,15.0,,175.0,70.0,45.0,,,300.0,200.0,
3,j3MF4qwr,29/10/2023,01:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Macarthur FC,ROUND 2,1.6,4.5,5.0,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.7,2.1,1.73,3.5,1.3,1.53,2.38,1.6,2.3,1.19,4.5,21.0,21.0,29.0,51.0,11.0,9.0,17.0,34.0,10.0,8.5,13.0,34.0,13.0,11.0,19.0,34.0,101.0
4,8lMeho7c,29/10/2023,01:30,SOUTH KOREA - K LEAGUE 2,Jeonnam,Cheongju,ROUND 37,2.05,3.4,3.3,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.73,2.0,2.03,1.78,1.3,3.45,10.0,11.0,17.0,41.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,201.0
5,IsSHuCNA,29/10/2023,02:00,SOUTH KOREA - K LEAGUE 1,Ulsan Hyundai,Daegu,CHAMPIONSHIP GROUP ,1.83,3.6,4.33,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.8,1.91,1.83,2.03,1.23,4.1,10.0,12.0,21.0,41.0,7.0,7.0,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
6,h0pos1FE,29/10/2023,02:00,SOUTH KOREA - K LEAGUE 1,Suwon Bluewings,Daejeon,RELEGATION GROUP ,2.63,3.4,2.6,1.36,3.0,1.04,13.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,1.62,2.2,2.6,1.48,1.5,2.5,12.0,10.0,13.0,26.0,10.0,6.5,10.0,19.0,15.0,10.0,12.0,26.0,26.0,21.0,26.0,41.0,151.0
7,UgLJ33hl,29/10/2023,03:00,AUSTRALIA - A-LEAGUE,Melbourne Victory,Newcastle Jets,ROUND 2,1.73,4.33,4.2,1.29,3.5,1.03,15.0,1.2,4.5,1.57,2.35,2.5,1.53,4.33,1.22,1.57,2.25,1.7,2.1,1.25,3.8,17.0,15.0,23.0,41.0,9.5,8.5,13.0,29.0,10.0,8.5,13.0,29.0,15.0,13.0,21.0,41.0,151.0
8,2BLai5M3,29/10/2023,04:00,SOUTH KOREA - K LEAGUE 2,Busan,Bucheon FC 1995,ROUND 37,1.95,3.25,3.75,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.0,1.73,1.95,1.85,1.25,3.8,7.5,9.0,19.0,41.0,6.0,6.5,13.0,34.0,8.5,9.0,19.0,41.0,17.0,19.0,34.0,67.0,201.0
9,GSC6KkWb,29/10/2023,04:00,HONG KONG - PREMIER LEAGUE,Kitchee,Sham Shui Po,ROUND 8,1.01,12.5,55.0,1.05,7.8,,,1.01,14.0,1.06,7.4,1.21,3.74,1.5,2.25,3.2,1.25,,,,,37.0,1000.0,,,28.0,100.0,300.0,,12.5,40.0,300.0,900.0,7.7,25.0,150.0,600.0,
10,xxE2LVGh,29/10/2023,04:00,HONG KONG - PREMIER LEAGUE,HK U23,Hong Kong FC,ROUND 8,5.0,4.4,1.52,1.22,3.8,1.01,15.0,1.12,5.3,1.47,2.32,2.12,1.57,3.3,1.24,1.57,2.1,,,,,17.0,9.5,8.75,11.5,19.0,9.0,8.25,11.0,35.0,16.5,15.0,20.0,90.0,40.0,40.0,50.0,300.0
