Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,GnmpSL5e,17/08/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Correcaminos,Tapatio,APERTURA ,2.04,3.42,3.48,1.41,2.77,1.02,8.7,1.29,3.14,1.99,1.81,3.34,1.26,6.35,1.07,1.77,2.0,,,,,8.0,8.5,14.0,36.0,6.0,5.0,9.5,23.0,8.0,7.0,11.0,31.0,15.0,13.0,23.0,51.0,201.0
2,4r6KrQek,17/08/2023,05:00,MONGOLIA - PREMIER LEAGUE,Bayanzurkh Sporting,Khoromkhon,ROUND 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,n7ePspBe,17/08/2023,08:00,MONGOLIA - PREMIER LEAGUE,Khaan Khuns-Erchim,Deren,ROUND 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pOzr5aJF,17/08/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Damac,Al Riyadh,ROUND 2,1.75,3.5,4.75,1.36,3.0,1.02,11.0,1.25,3.75,1.8,2.0,3.0,1.36,5.0,1.14,1.73,2.0,1.75,2.05,1.2,4.4,11.0,15.0,23.0,51.0,8.0,7.0,15.0,34.0,8.5,9.0,15.0,41.0,13.0,15.0,26.0,41.0,201.0
5,xYXhBtYq,17/08/2023,12:30,QATAR - QSL,Qatar SC,Al-Gharafa,ROUND 1,2.28,3.54,2.87,1.33,3.14,1.01,11.5,1.2,3.86,1.74,2.09,2.67,1.39,4.9,1.13,1.57,2.34,,,,,10.0,9.0,12.0,23.0,7.5,5.5,8.5,15.0,10.0,7.5,9.5,21.0,20.0,13.0,19.0,36.0,201.0
6,67xcA0mj,17/08/2023,14:30,QATAR - QSL,Al Markhiya,Al Rayyan,ROUND 1,5.21,4.3,1.55,1.28,3.46,1.02,13.8,1.15,4.45,1.55,2.23,2.49,1.53,4.15,1.18,1.63,2.22,,,,,13.0,7.0,7.0,9.5,15.0,7.0,6.5,8.5,26.0,13.0,11.0,14.0,76.0,36.0,31.0,41.0,201.0
7,2aVn4JYL,17/08/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Khaleej,Al Ahli SC,ROUND 2,5.25,4.33,1.55,1.33,3.25,1.01,13.0,1.22,4.0,1.73,2.08,2.75,1.4,4.5,1.17,1.83,1.83,5.0,1.17,2.38,1.55,13.0,7.5,7.5,11.0,15.0,8.5,8.5,13.0,29.0,17.0,17.0,23.0,51.0,41.0,41.0,51.0,201.0
8,tzhVLVO5,17/08/2023,15:00,PERU - LIGA 1,Grau,Sporting Cristal,CLAUSURA ,3.39,3.39,2.08,1.42,2.75,1.03,8.4,1.31,3.08,2.02,1.74,3.48,1.25,6.6,1.06,1.83,1.93,,,1.72,2.1,7.5,6.0,8.5,15.0,8.0,5.5,7.5,14.0,14.0,9.5,11.0,21.0,31.0,23.0,31.0,61.0,201.0
9,Gt6i2mdo,17/08/2023,16:00,ECUADOR - LIGA PRO,Libertad,Delfin,SECOND STAGE ,2.15,3.5,3.25,1.44,2.63,1.06,10.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.15,1.68,1.38,3.0,9.0,9.0,15.0,34.0,7.0,6.5,12.0,29.0,9.5,9.5,17.0,41.0,19.0,19.0,29.0,51.0,351.0
10,fwdZKkvC,17/08/2023,17:15,PERU - LIGA 1,Binacional,Cesar Vallejo,CLAUSURA ,1.75,3.7,4.4,1.39,2.88,1.02,9.2,1.27,3.32,1.89,1.85,3.14,1.3,5.9,1.08,1.83,1.93,1.78,2.05,,,8.0,11.0,21.0,61.0,5.5,6.0,13.0,36.0,6.5,6.5,12.0,41.0,10.0,11.0,21.0,61.0,201.0
11,8zHH8kJH,17/08/2023,18:30,ECUADOR - LIGA PRO,U. Catolica,Aucas,SECOND STAGE ,1.91,3.6,4.0,1.36,3.0,1.05,11.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,1.73,2.0,1.88,1.93,1.26,3.7,11.0,12.0,21.0,41.0,8.0,7.0,13.0,29.0,9.5,8.5,15.0,34.0,15.0,15.0,23.0,41.0,201.0
12,dlJ2ZkJ5,17/08/2023,19:00,BRAZIL - SERIE B,Londrina,Atletico GO,ROUND 24,2.97,3.14,2.51,1.53,2.41,1.06,6.7,1.44,2.54,2.46,1.56,4.55,1.15,8.9,1.02,2.04,1.74,,,,,7.0,7.0,11.0,26.0,7.5,5.5,10.0,21.0,12.0,10.0,14.0,36.0,31.0,23.0,41.0,91.0,201.0
13,U1sQLRS4,17/08/2023,19:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Belgrano,Estudiantes L.P.,ROUND 1,2.8,3.2,2.45,1.62,2.2,1.1,7.0,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.25,1.57,2.75,1.43,1.55,2.38,6.5,6.0,11.0,26.0,6.5,6.5,11.0,26.0,12.0,12.0,21.0,41.0,34.0,29.0,41.0,81.0,501.0
14,OANX0Zo6,17/08/2023,20:00,MEXICO - LIGA MX,Monterrey,Club Tijuana,APERTURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,YNskRuL1,17/08/2023,20:05,MEXICO - LIGA DE EXPANSION MX,Leones Negros,Venados,APERTURA ,1.84,3.66,4.07,1.36,2.99,1.01,9.9,1.23,3.56,1.83,1.97,2.93,1.33,5.4,1.1,1.7,2.1,,,,,9.5,10.0,19.0,41.0,6.5,6.0,10.0,26.0,7.5,6.5,10.0,26.0,12.0,11.0,18.0,46.0,201.0
16,C8N8ABl5,17/08/2023,21:00,ECUADOR - LIGA PRO,Tecnico U.,Emelec,SECOND STAGE ,2.55,3.3,2.75,1.4,2.75,1.06,10.0,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,1.73,2.0,2.43,1.53,1.45,2.68,10.0,9.0,13.0,26.0,8.5,6.5,10.0,21.0,12.0,10.0,15.0,29.0,23.0,21.0,29.0,51.0,201.0
17,AicXJAJI,17/08/2023,21:30,BRAZIL - SERIE B,Vila Nova FC,Mirassol,ROUND 24,2.23,3.04,3.61,1.62,2.23,1.09,5.8,1.62,2.32,2.71,1.39,5.5,1.1,12.5,1.01,2.31,1.58,,,,,6.0,8.0,15.0,51.0,5.5,6.0,13.0,41.0,9.0,9.5,18.0,67.0,21.0,21.0,46.0,126.0,201.0
