Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,vPhwGXYL,16/10/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Atletico La Paz,Zacatecas Mineros,APERTURA ,2.35,3.5,2.72,1.32,3.1,1.04,8.75,1.19,4.2,1.57,2.25,2.35,1.53,3.85,1.22,1.47,2.5,2.3,1.57,,,8.75,12.5,17.0,35.0,11.25,7.1,10.0,20.0,14.0,9.25,11.0,22.0,26.0,16.5,20.0,35.0,200.0
2,Sf6xTB0g,16/10/2023,10:00,SERBIA - PRVA LIGA,Radnicki S. Mitrovica,Tekstilac Odzaci,ROUND 12,2.42,2.8,2.95,1.6,2.12,1.08,6.1,1.5,2.25,2.57,1.42,5.05,1.12,10.0,1.04,2.12,1.69,,,,,6.1,6.0,11.25,29.0,5.1,4.9,9.25,24.0,8.75,8.5,14.0,37.0,20.0,20.0,35.0,80.0,101.0
3,zL9pRkV5,16/10/2023,10:00,SERBIA - PRVA LIGA,Mladost GAT,Graficar Beograd,ROUND 12,1.95,3.25,3.45,1.42,2.55,1.04,7.75,1.27,3.28,1.85,1.75,3.2,1.28,6.2,1.09,1.75,2.03,,,,,9.5,8.5,15.0,37.0,6.4,5.6,10.0,25.0,8.25,7.1,11.5,30.0,14.5,12.5,20.0,45.0,300.0
4,EB8lQ9pC,16/10/2023,10:00,SERBIA - PRVA LIGA,Vrsac,RFK Novi Sad,ROUND 12,1.57,3.55,5.2,1.45,2.42,1.06,6.86,1.35,2.84,2.05,1.62,3.74,1.21,7.5,1.07,2.12,1.69,,,,,8.25,9.75,23.0,75.0,4.8,6.2,14.5,50.0,5.6,7.2,16.5,55.0,9.0,11.75,27.0,90.0,101.0
5,r537SbsF,16/10/2023,12:00,GHANA - PREMIER LEAGUE,Great Olympics,Accra Lions,ROUND 5,1.93,3.05,3.8,1.6,2.12,1.08,5.9,1.53,2.2,2.64,1.4,5.3,1.11,9.1,1.03,2.28,1.6,,,,,6.1,6.6,14.5,45.0,4.4,5.4,12.0,37.0,6.4,7.9,17.5,55.0,13.0,16.0,35.0,110.0,
6,4EM5MB4G,16/10/2023,12:30,IVORY COAST - LIGUE 1,Bouake,San Pedro,ROUND 3,4.7,3.25,1.7,1.5,2.3,1.06,7.5,1.43,2.6,2.18,1.53,4.1,1.19,9.0,1.03,2.2,1.64,,,,,7.2,4.65,5.9,10.25,8.5,5.7,7.2,12.5,19.5,13.5,16.0,28.0,65.0,45.0,55.0,90.0,101.0
7,r5L9LVJM,16/10/2023,12:30,IVORY COAST - LIGUE 1,SOL,Zoman,ROUND 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,xSKDKkZS,16/10/2023,13:00,IVORY COAST - LIGUE 1,Korhogo,Mouna,ROUND 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,EmCuG9sp,16/10/2023,15:00,IVORY COAST - LIGUE 1,Stade d Abidjan,Stella Adjame,ROUND 3,2.75,2.82,2.55,1.57,2.15,1.07,6.3,1.47,2.32,2.48,1.45,4.85,1.13,10.0,1.02,2.05,1.73,,,,,6.3,5.6,9.5,22.0,5.7,5.0,8.5,20.0,10.25,9.0,14.0,32.0,25.0,23.0,35.0,75.0,101.0
10,Y1zllBCg,16/10/2023,15:30,ITALY - SERIE C,Potenza,Turris,GROUP C ,1.98,3.35,3.6,1.4,2.72,1.06,7.4,1.28,3.35,1.85,1.88,2.95,1.35,5.1,1.13,1.7,2.05,1.95,1.8,,,7.4,11.25,20.0,50.0,7.7,6.5,12.0,30.0,9.75,8.25,13.5,35.0,18.0,15.5,25.0,55.0,400.0
11,0YZIz1wp,16/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Patronato,Agropecuario,ROUND 38,5.0,3.5,1.75,1.44,2.63,1.07,9.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,2.0,1.73,4.5,1.19,2.05,1.75,8.0,6.0,7.5,13.0,11.0,6.5,9.0,17.0,23.0,17.0,19.0,34.0,51.0,41.0,51.0,67.0,201.0
12,2cfrs30G,16/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Flandria,San Martin S.J.,ROUND 38,3.4,3.25,2.2,1.4,2.75,1.06,10.0,1.3,3.4,2.05,1.8,3.5,1.29,7.0,1.1,1.73,2.0,3.3,1.33,1.68,2.15,9.5,8.0,11.0,21.0,11.0,6.0,9.0,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,201.0
13,dKFHe2F9,16/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Estudiantes Rio Cuarto,Nueva Chicago,ROUND 38,1.95,3.25,4.33,1.57,2.25,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.38,1.53,1.93,1.93,1.21,4.25,6.0,9.0,21.0,51.0,5.0,6.5,17.0,41.0,7.5,9.5,21.0,51.0,15.0,21.0,41.0,81.0,201.0
14,nkYQYv8d,16/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Deportivo Moron,San Telmo,ROUND 38,1.65,3.8,5.5,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.8,1.91,1.65,2.2,1.17,5.0,11.0,15.0,29.0,51.0,7.5,7.0,17.0,41.0,8.0,8.5,15.0,41.0,12.0,13.0,26.0,51.0,201.0
15,2cGDdr03,16/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Def. de Belgrano,San Martin T.,ROUND 38,2.55,3.1,3.0,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.2,1.62,2.38,1.55,1.38,3.0,6.5,7.0,13.0,34.0,6.0,6.0,12.0,29.0,11.0,11.0,21.0,41.0,23.0,26.0,41.0,81.0,201.0
16,8bZMZKhj,16/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Club A. Guemes,Almagro,ROUND 38,1.95,3.25,4.33,1.57,2.25,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.25,1.57,1.98,1.88,1.23,4.0,6.5,9.0,21.0,51.0,5.5,6.5,17.0,41.0,7.5,9.5,21.0,51.0,15.0,21.0,41.0,81.0,201.0
17,G0bntNFM,16/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Alvarado,Defensores Unidos,ROUND 38,2.15,3.1,3.8,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.25,1.57,2.1,1.7,1.28,3.55,6.0,8.0,17.0,41.0,5.5,6.0,15.0,41.0,8.5,10.0,21.0,51.0,19.0,21.0,41.0,81.0,201.0
18,lfC9cOpc,16/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Almirante Brown,Temperley,ROUND 38,1.73,3.4,5.5,1.53,2.38,1.11,6.5,1.44,2.63,2.4,1.53,5.0,1.17,11.0,1.05,2.25,1.57,1.75,2.05,1.18,4.65,6.5,10.0,23.0,51.0,5.5,6.5,17.0,41.0,7.0,9.5,21.0,51.0,13.0,19.0,41.0,81.0,201.0
19,bPmiusVS,16/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Gimnasia Mendoza,Guillermo Brown,ROUND 38,1.5,3.6,10.0,1.44,2.63,1.08,8.0,1.36,3.0,2.25,1.62,4.0,1.22,9.0,1.07,2.5,1.5,1.45,2.68,1.1,7.0,7.0,17.0,41.0,101.0,5.5,7.5,29.0,67.0,5.5,9.5,23.0,81.0,9.0,15.0,41.0,101.0,201.0
20,Iya0wdmE,16/10/2023,15:45,ITALY - SERIE C,Pescara,Vis Pesaro,GROUP B ,1.36,4.65,7.6,1.34,3.0,1.04,8.5,1.22,3.85,1.65,2.15,2.57,1.45,4.3,1.18,1.95,1.75,1.6,2.25,,,8.5,19.5,50.0,175.0,7.2,9.25,24.0,90.0,6.6,8.5,21.0,80.0,8.5,11.0,27.0,100.0,800.0
21,dSc4xG2K,16/10/2023,15:45,ITALY - SERIE C,Pontedera,Rimini,GROUP B ,2.07,3.2,3.5,1.47,2.55,1.08,6.6,1.36,2.92,2.07,1.7,3.45,1.27,6.0,1.09,1.83,1.88,2.05,1.72,,,6.6,9.25,17.5,50.0,7.0,6.2,12.0,35.0,9.75,8.5,15.0,45.0,19.0,17.0,29.0,75.0,600.0
22,674jEUa9,16/10/2023,15:45,ITALY - SERIE C,Casertana,Avellino,GROUP C ,2.95,3.0,2.47,1.62,2.2,1.12,5.3,1.57,2.3,2.67,1.42,4.9,1.14,8.25,1.04,2.22,1.6,2.22,1.62,1.53,2.4,5.3,5.8,10.25,26.0,6.5,6.0,10.5,27.0,13.0,11.75,21.0,55.0,37.0,35.0,60.0,150.0,900.0
23,rRvtmxPC,16/10/2023,16:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Banfield,Atl. Tucuman,ROUND 9,2.2,3.0,3.8,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.1,1.67,2.15,1.68,1.28,3.55,6.5,8.5,17.0,41.0,6.0,6.0,15.0,34.0,9.0,9.5,19.0,41.0,21.0,21.0,41.0,67.0,501.0
24,WCrFLI7q,16/10/2023,16:00,SPAIN - LALIGA2,Levante,Ferrol,ROUND 11,1.8,3.4,4.75,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,2.0,1.73,1.83,2.03,1.21,4.25,8.5,11.0,21.0,51.0,6.5,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
25,IsxDkVpB,16/10/2023,18:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Central Cordoba,Lanus,ROUND 9,2.9,2.75,2.88,1.57,2.25,1.13,6.0,1.5,2.5,2.6,1.48,5.0,1.17,13.0,1.04,2.1,1.67,2.75,1.43,1.43,2.75,6.0,7.0,12.0,29.0,7.0,5.5,11.0,26.0,13.0,12.0,17.0,41.0,29.0,29.0,41.0,67.0,501.0
