Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
27/06/2023,10:00,EUROPE - CHAMPIONS LEAGUE,Atletic Escaldes (And),Buducnost (Mne),PRELIMINARY ,5.0,4.0,1.55,1.7,2.1,1.8,1.91
27/06/2023,16:00,EUROPE - CHAMPIONS LEAGUE,Tre Penne (San),Breidablik (Ice),PRELIMINARY ,41.0,11.0,1.05,1.29,3.6,2.94,1.38
27/06/2023,19:00,BRAZIL - SERIE B,Chapecoense-SC,Sport Recife,ROUND 14,3.12,3.02,2.49,2.34,1.61,1.95,1.81
27/06/2023,19:00,BRAZIL - SERIE B,Criciuma,CRB,ROUND 14,1.83,3.34,4.78,2.62,1.5,2.31,1.58
27/06/2023,21:30,BRAZIL - SERIE B,Novorizontino,Botafogo SP,ROUND 14,1.55,3.82,6.7,2.25,1.66,2.31,1.58
27/06/2023,21:30,BRAZIL - SERIE B,Vila Nova FC,Tombense,ROUND 14,1.66,3.54,5.9,2.39,1.59,2.31,1.58
27/06/2023,15:30,EGYPT - PREMIER LEAGUE,Zamalek,Ghazl El Mahallah,ROUND 32,1.5,4.3,6.35,1.83,1.97,1.93,1.83
27/06/2023,12:00,ESTONIA - MEISTRILIIGA,Kuressaare,Narva,ROUND 18,2.26,3.34,2.97,1.94,1.84,1.71,2.08
27/06/2023,13:00,ESTONIA - MEISTRILIIGA,Tammeka,Parnu JK Vaprus,ROUND 18,2.22,3.25,3.11,2.08,1.73,1.81,1.95
27/06/2023,14:00,ESTONIA - MEISTRILIIGA,Paide,Kalju,ROUND 18,2.21,3.28,3.11,2.05,1.75,1.78,1.99
27/06/2023,12:00,FINLAND - VEIKKAUSLIIGA,Haka,HJK,-,4.5,3.6,1.67,2.05,1.75,2.05,1.7
27/06/2023,12:00,FINLAND - VEIKKAUSLIIGA,Honka,VPS,-,1.7,3.5,4.5,2.1,1.7,2.05,1.7
27/06/2023,12:00,FINLAND - VEIKKAUSLIIGA,Inter Turku,Ilves,-,1.91,3.5,3.6,2.05,1.8,1.8,1.95
27/06/2023,12:00,FINLAND - VEIKKAUSLIIGA,KTP,Lahti,-,2.1,3.3,3.2,1.9,1.95,1.7,2.05
27/06/2023,12:00,FINLAND - VEIKKAUSLIIGA,KuPS,Mariehamn,-,1.29,5.0,11.0,1.9,1.95,2.38,1.53
27/06/2023,12:00,FINLAND - VEIKKAUSLIIGA,SJK,AC Oulu,-,1.73,3.6,4.5,2.05,1.75,1.95,1.8
27/06/2023,13:00,LITHUANIA - A LYGA,Kauno Zalgiris,Zalgiris,ROUND 22,4.46,3.42,1.78,2.19,1.66,1.98,1.79
27/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Athletico-PR (Bra),Alianza Lima (Per),GROUP STAGE ,1.33,5.0,9.0,1.88,1.98,2.2,1.62
27/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Libertad Asuncion (Par),Atletico-MG (Bra),GROUP STAGE ,3.6,3.3,2.1,2.15,1.67,1.95,1.8
27/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Atl. Nacional (Col),Patronato (Arg),GROUP STAGE ,1.44,4.33,8.0,1.9,1.95,2.05,1.7
27/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Fluminense (Bra),Sporting Cristal (Per),GROUP STAGE ,1.22,5.75,13.0,1.62,2.25,2.25,1.57
27/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Olimpia Asuncion (Par),FBC Melgar (Per),GROUP STAGE ,1.6,4.0,5.75,2.0,1.85,2.0,1.75
27/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,River Plate (Arg),The Strongest (Bol),GROUP STAGE ,1.09,8.5,23.0,1.4,2.88,2.63,1.44
