Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
17/07/2023,18:00,ARGENTINA - LIGA PROFESIONAL,Arsenal Sarandi,Instituto,ROUND 25,3.0,3.0,2.55,2.88,1.4,2.25,1.57
17/07/2023,18:00,ARGENTINA - LIGA PROFESIONAL,Tigre,Barracas Central,ROUND 25,1.91,3.4,4.2,2.3,1.6,2.05,1.7
17/07/2023,20:30,ARGENTINA - LIGA PROFESIONAL,Newells Old Boys,Atl. Tucuman,ROUND 25,2.0,3.1,4.33,2.88,1.4,2.38,1.53
17/07/2023,15:00,ARGENTINA - PRIMERA NACIONAL,CA Mitre,Aldosivi,ROUND 22,1.85,3.6,4.33,2.4,1.53,2.2,1.62
17/07/2023,15:00,ARGENTINA - PRIMERA NACIONAL,Def. de Belgrano,Defensores Unidos,ROUND 25,1.67,3.5,6.0,2.7,1.44,2.75,1.4
17/07/2023,21:10,ARGENTINA - PRIMERA NACIONAL,Atletico Atlanta,Deportivo Maipu,ROUND 22,3.2,3.0,2.45,2.5,1.5,2.1,1.67
17/07/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,Tomayapo,ROUND 19,1.95,3.3,4.33,2.08,1.73,1.83,1.83
17/07/2023,18:30,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Independiente Petrolero,ROUND 19,1.29,5.5,12.0,1.53,2.4,2.0,1.73
17/07/2023,21:00,BOLIVIA - DIVISION PROFESIONAL,Oriente Petrolero,Universitario de Vinto,ROUND 19,1.53,4.0,7.0,1.93,1.88,1.91,1.8
17/07/2023,20:00,BRAZIL - SERIE A,Goias,Atletico-MG,ROUND 15,4.33,3.4,1.91,2.3,1.62,2.05,1.7
17/07/2023,20:00,BRAZIL - SERIE B,Botafogo SP,Criciuma,ROUND 18,2.67,3.06,2.81,2.48,1.46,2.11,1.69
17/07/2023,12:30,BULGARIA - PARVA LIGA,Lok. Sofia,Botev Vratsa,ROUND 1,1.85,3.5,4.33,2.03,1.83,1.83,1.83
17/07/2023,14:45,BULGARIA - PARVA LIGA,Etar,Slavia Sofia,ROUND 1,4.0,3.1,2.1,2.4,1.53,2.0,1.73
17/07/2023,16:00,CHILE - PRIMERA DIVISION,Palestino,Coquimbo,ROUND 17,1.91,3.5,4.0,1.8,2.0,1.67,2.1
17/07/2023,19:30,CHILE - PRIMERA DIVISION,U. Espanola,U. De Chile,ROUND 17,2.75,3.3,2.6,2.08,1.73,1.8,1.91
17/07/2023,08:35,CHINA - SUPER LEAGUE,Cangzhou,Chengdu Rongcheng,ROUND 17,4.33,3.75,1.8,1.98,1.88,1.91,1.91
17/07/2023,08:35,CHINA - SUPER LEAGUE,Qingdao Hainiu,Henan Songshan Longmen,ROUND 17,2.15,3.3,3.5,2.05,1.8,1.8,1.95
17/07/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Shenhua,Meizhou Hakka,ROUND 17,1.67,3.75,5.5,2.05,1.75,2.0,1.75
17/07/2023,22:00,COLOMBIA - PRIMERA A,Pereira,Dep. Cali,CLAUSURA ,2.2,3.3,3.25,2.05,1.75,1.83,1.83
17/07/2023,12:00,FINLAND - VEIKKAUSLIIGA,Inter Turku,KuPS,-,2.8,3.25,2.3,2.08,1.73,1.95,1.8
17/07/2023,18:00,PARAGUAY - PRIMERA DIVISION,Guairena FC,Sp. Luqueno,CLAUSURA ,3.0,3.0,2.3,2.15,1.67,1.83,1.83
17/07/2023,20:30,PARAGUAY - PRIMERA DIVISION,Nacional Asuncion,Tacuary,CLAUSURA ,1.65,3.4,4.75,2.05,1.75,1.91,1.8
17/07/2023,17:00,PERU - LIGA 1,Dep. Municipal,FBC Melgar,CLAUSURA ,4.75,3.5,1.83,2.08,1.73,1.91,1.8
17/07/2023,12:30,ROMANIA - LIGA 1,FC Voluntari,FC Botosani,ROUND 1,2.05,3.1,3.4,2.4,1.53,2.1,1.67
17/07/2023,15:30,ROMANIA - LIGA 1,Din. Bucuresti,Univ. Craiova,ROUND 1,4.5,3.75,1.62,2.05,1.75,2.0,1.73
17/07/2023,14:00,SWEDEN - ALLSVENSKAN,Djurgarden,Malmo FF,ROUND 15,2.63,3.3,2.7,1.75,2.05,1.62,2.2
17/07/2023,14:00,SWEDEN - ALLSVENSKAN,Varberg,AIK,ROUND 15,4.33,3.4,1.83,2.05,1.8,1.8,1.95
17/07/2023,14:00,SWEDEN - SUPERETTAN,Orebro,Trelleborg,ROUND 14,2.0,3.4,3.3,1.93,1.93,1.75,2.0
17/07/2023,20:00,URUGUAY - PRIMERA DIVISION,Maldonado,CA Cerro,TORNEO INTERMEDIO ,2.3,3.25,2.7,2.35,1.57,2.0,1.73
