Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,Qyksx0ph,03/05/2024,00:15,MEXICO - LIGA MX,Pachuca,U.N.A.M.- Pumas,CLAUSURA ,2.38,3.4,2.9,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,2.3,1.6,1.4,2.85,13.0,12.0,17.0,29.0,10.0,6.5,11.0,21.0,13.0,9.5,12.0,26.0,23.0,17.0,23.0,41.0,126.0
2,h4fs42IS,03/05/2024,05:00,ROMANIA - LIGA 2,FC Arges,CSC Dumbravita,RELEGATION GROUP ,1.65,3.65,4.7,1.42,2.45,1.03,8.8,1.33,2.77,1.98,1.65,3.25,1.25,7.6,1.05,1.98,1.65,1.83,1.87,,,9.0,11.25,25.0,80.0,6.0,7.1,16.0,50.0,7.1,8.5,19.0,60.0,12.0,14.5,32.0,110.0,900.0
3,OnoDbttj,03/05/2024,05:00,ROMANIA - LIGA 2,Alexandria,CSM Resita,RELEGATION GROUP ,5.0,3.75,1.6,1.4,2.52,1.01,9.7,1.3,2.92,1.93,1.78,3.05,1.28,5.59,1.11,1.93,1.7,,,,,9.75,6.2,7.0,11.5,12.0,7.4,8.25,13.5,27.0,16.5,18.5,30.0,90.0,55.0,60.0,100.0,900.0
4,UPo9aMQq,03/05/2024,05:00,ROMANIA - LIGA 2,Ceahlaul,Unirea Dej,RELEGATION GROUP ,2.18,3.25,3.1,1.47,2.35,1.02,8.8,1.38,2.6,2.1,1.57,3.55,1.21,6.8,1.07,1.9,1.72,,,,,8.0,8.0,14.5,40.0,6.5,6.3,11.5,30.0,9.5,9.25,17.0,45.0,20.0,19.5,37.0,100.0,900.0
5,OpzzAUpJ,03/05/2024,05:00,ROMANIA - LIGA 2,Concordia,Viitorul Tg. Jiu,RELEGATION GROUP ,1.55,3.9,5.3,1.38,2.6,1.01,9.35,1.27,3.1,1.87,1.85,2.9,1.31,6.1,1.09,1.88,1.72,,,,,10.25,13.5,32.0,100.0,6.4,7.6,17.5,55.0,6.9,8.25,18.5,60.0,10.75,13.0,29.0,90.0,800.0
6,jJMSBjG6,03/05/2024,05:00,ROMANIA - LIGA 2,CSM Slatina,Progresul Spartac,RELEGATION GROUP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pfyWAAVC,03/05/2024,05:00,ROMANIA - LIGA 2,Tunari,Steaua Bucuresti,RELEGATION GROUP ,3.35,3.2,2.07,1.47,2.35,1.02,8.8,1.36,2.65,2.05,1.6,3.4,1.22,6.71,1.07,1.85,1.75,,,,,8.25,6.5,9.25,19.0,8.75,6.2,9.0,18.5,17.0,12.0,16.0,32.0,45.0,32.0,45.0,90.0,800.0
8,tUWfS2s4,03/05/2024,07:00,BANGLADESH - PREMIER LEAGUE,Sheikh Jamal,Brothers U.,ROUND 14,1.15,6.6,11.25,1.17,4.4,1.01,9.7,1.09,6.18,1.55,2.15,1.7,1.93,2.64,1.4,2.6,1.47,,,,,24.0,35.0,80.0,300.0,10.0,13.5,32.0,110.0,6.8,9.0,21.0,70.0,6.6,8.75,21.0,70.0,350.0
9,Y3TnUOCi,03/05/2024,07:00,BANGLADESH - PREMIER LEAGUE,Chittagong Abahani,Mohammedan,ROUND 14,8.0,3.85,1.38,1.24,3.61,1.01,9.7,1.15,4.82,1.53,2.18,2.07,1.6,3.6,1.24,1.81,1.95,,,,,14.0,7.6,7.1,9.0,23.0,7.2,6.6,8.5,55.0,19.5,11.25,14.5,175.0,65.0,40.0,35.0,175.0
10,WveSruXD,03/05/2024,08:00,VIETNAM - V.LEAGUE 1,Hong Linh Ha Tinh,Quang Nam,ROUND 16,1.9,3.45,3.65,1.35,2.94,1.01,9.7,1.26,3.2,1.8,1.9,2.77,1.34,5.66,1.11,1.65,1.98,1.87,1.83,,,11.0,11.5,21.0,55.0,7.7,6.7,12.5,32.0,9.5,8.25,13.5,35.0,16.5,14.5,24.0,60.0,450.0
