Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,MkHH3TEk,12/01/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Zacatecas Mineros,Correcaminos,CLAUSURA ,2.0,3.45,3.45,1.38,2.8,1.05,7.8,1.26,3.5,1.78,1.98,2.82,1.38,4.8,1.15,1.65,2.1,1.95,1.78,,,7.8,11.5,19.5,50.0,8.25,6.7,11.5,28.0,10.25,8.5,13.0,32.0,18.5,15.0,24.0,50.0,350.0
2,GC8r7r72,12/01/2024,03:30,AUSTRALIA - A-LEAGUE,Macarthur FC,Western United,ROUND 27,2.25,4.0,2.7,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,2.2,1.67,3.75,1.29,1.44,2.63,2.2,1.65,1.45,2.68,21.0,15.0,17.0,29.0,13.0,8.5,11.0,19.0,15.0,9.5,12.0,21.0,23.0,15.0,19.0,34.0,101.0
3,2wKv1iS6,12/01/2024,05:45,BANGLADESH - PREMIER LEAGUE,Brothers U.,Mohammedan,ROUND 3,9.25,5.0,1.25,1.21,3.9,1.01,23.0,1.12,5.4,1.4,2.64,1.98,1.65,3.28,1.27,1.82,1.94,,,,,17.0,7.9,6.3,7.1,25.0,9.5,7.5,8.5,60.0,24.0,16.5,18.0,200.0,80.0,55.0,55.0,300.0
4,p29q0BsD,12/01/2024,05:45,BANGLADESH - PREMIER LEAGUE,Rahmatgonj MFS,Chittagong Abahani,ROUND 3,2.02,3.4,3.1,1.33,3.04,1.01,9.85,1.21,3.74,1.7,1.93,2.75,1.37,5.2,1.12,1.61,2.25,1.88,1.72,,,11.5,9.5,14.5,32.0,7.4,6.0,9.25,20.0,9.0,7.3,10.5,23.0,15.5,12.5,18.5,37.0,200.0
5,OnLz2XC0,12/01/2024,05:45,BANGLADESH - PREMIER LEAGUE,Sheikh Jamal,Abahani Limited,ROUND 3,3.8,3.65,1.75,1.33,3.04,1.01,9.85,1.21,3.74,1.7,1.93,2.75,1.37,5.2,1.12,1.68,2.13,,,,,11.75,6.8,7.5,11.75,10.5,6.3,7.0,11.0,18.0,11.0,12.0,18.5,45.0,27.0,29.0,45.0,250.0
6,f37n62M8,12/01/2024,06:15,AUSTRALIA - A-LEAGUE,Melbourne City,WS Wanderers,ROUND 27,2.3,4.0,2.7,1.3,3.4,1.03,15.0,1.2,4.5,1.6,2.3,2.5,1.53,4.5,1.2,1.53,2.38,2.2,1.65,1.45,2.68,17.0,12.0,17.0,29.0,11.0,8.0,10.0,19.0,13.0,9.5,13.0,23.0,21.0,17.0,21.0,41.0,126.0
7,dxDmaVdJ,12/01/2024,08:00,BANGLADESH - PREMIER LEAGUE,Bashundara Kings,Fortis,ROUND 3,1.22,5.5,9.25,1.21,3.9,1.01,23.0,1.12,5.3,1.4,2.64,1.98,1.65,3.28,1.27,1.91,1.85,,,,,17.5,24.0,55.0,200.0,7.7,10.25,24.0,80.0,6.0,7.9,19.0,65.0,6.5,8.75,21.0,70.0,400.0
8,nuun4c09,12/01/2024,11:00,REPUBLIC OF THE CONGO - LIGUE 1,Inter Club,Etoile du Congo,ROUND 10,2.22,3.15,2.9,1.44,2.3,,,1.33,2.92,2.07,1.6,4.32,1.16,,,1.9,1.77,,,,,8.0,6.9,11.5,27.0,5.8,5.4,9.0,21.0,8.5,7.9,13.0,30.0,17.0,16.0,27.0,60.0,500.0
9,ltwMgSKk,12/01/2024,13:00,ALBANIA - SUPERLIGA,Dinamo Tirana,KF Tirana,ROUND 19,3.7,3.7,1.75,1.32,3.1,1.01,11.7,1.2,3.84,1.65,1.98,2.71,1.38,4.7,1.15,1.65,2.18,,,1.88,1.72,12.5,7.1,7.7,12.0,10.75,6.5,7.1,11.0,17.5,10.75,11.75,18.0,40.0,25.0,27.0,45.0,250.0
10,vwKQdFhq,12/01/2024,14:00,REPUBLIC OF THE CONGO - LIGUE 1,Vegas,JS Talangai,ROUND 10,,,,,,,,1.48,2.4,2.64,1.4,,,,,4.25,1.17,,,,,,,,,,,,,,,,,,,,,
