Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,CI63iK2i,09/12/2023,02:00,SOUTH KOREA - K LEAGUE 1,Suwon FC,Busan,RELEGATION ,2.1,3.25,3.1,1.4,2.75,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.7,2.05,2.25,1.65,,,11.0,11.0,17.0,34.0,7.5,6.5,12.0,26.0,12.0,8.5,13.0,34.0,21.0,19.0,23.0,41.0,201.0
2,jssccnVs,09/12/2023,02:00,SOUTH KOREA - K LEAGUE 1,Gangwon,Gimpo FC,RELEGATION ,1.67,3.3,5.0,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.1,1.67,1.7,2.15,,,8.0,11.0,26.0,51.0,5.5,6.5,17.0,41.0,7.0,9.0,19.0,51.0,13.0,15.0,34.0,67.0,501.0
3,pfw7kmiK,09/12/2023,03:30,AUSTRALIA - A-LEAGUE,Wellington Phoenix,Newcastle Jets,ROUND 7,1.83,4.0,3.8,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,2.38,1.57,4.33,1.22,1.53,2.38,1.85,2.05,1.28,3.55,17.0,15.0,23.0,41.0,10.0,8.0,13.0,26.0,11.0,8.5,13.0,29.0,17.0,13.0,19.0,41.0,126.0
4,jRUFoEgq,09/12/2023,05:00,INDONESIA - LIGA 1,Persebaya,Persija Jakarta,ROUND 22,2.32,3.35,2.75,1.29,3.32,1.03,11.8,1.19,3.7,1.57,2.1,2.35,1.47,4.33,1.16,1.47,2.32,,,,,13.5,11.75,16.5,35.0,10.75,6.9,10.0,21.0,14.0,9.0,11.0,23.0,26.0,17.0,21.0,37.0,200.0
5,nT4oEBCN,09/12/2023,05:45,AUSTRALIA - A-LEAGUE,Sydney FC,Macarthur FC,ROUND 7,1.73,4.33,4.0,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.7,2.2,1.67,3.75,1.29,1.53,2.38,1.7,2.1,1.25,3.8,21.0,17.0,23.0,41.0,11.0,9.0,13.0,29.0,11.0,8.5,13.0,26.0,15.0,12.0,19.0,41.0,101.0
6,d2nWIcCi,09/12/2023,07:00,HONG KONG - PREMIER LEAGUE,Eastern AA,Hong Kong Rangers,ROUND 10,2.4,3.25,2.72,1.33,3.04,1.02,10.9,1.23,3.35,1.7,1.93,2.6,1.38,5.5,1.12,1.55,2.15,,,,,11.25,10.0,15.0,32.0,9.75,6.5,9.75,22.0,13.5,9.0,11.75,26.0,27.0,18.0,23.0,45.0,350.0
7,0x6E4T2A,09/12/2023,07:00,ARMENIA - PREMIER LEAGUE,Van,Shirak Gyumri,ROUND 20,2.95,3.2,2.18,1.38,2.47,1.02,8.8,1.28,3.2,1.83,1.82,3.28,1.27,6.25,1.07,1.74,2.04,,,,,9.75,6.9,9.25,17.5,8.25,5.5,7.5,14.0,13.5,9.0,10.75,20.0,29.0,20.0,24.0,40.0,250.0
8,8QZWroqB,09/12/2023,07:30,BULGARIA - PARVA LIGA,Lok. Sofia,Arda,ROUND 20,3.25,3.2,2.3,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.1,1.67,3.1,1.35,1.6,2.3,7.0,6.5,10.0,21.0,7.5,6.0,10.0,21.0,15.0,12.0,19.0,41.0,34.0,29.0,41.0,67.0,351.0
9,nyiwnzt1,09/12/2023,08:00,PORTUGAL - LIGA PORTUGAL 2,Pacos Ferreira,Penafiel,ROUND 13,1.7,3.5,5.25,1.44,2.63,1.08,8.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.1,1.67,1.7,2.1,1.17,5.0,8.0,12.0,26.0,51.0,6.0,7.0,17.0,41.0,7.0,9.0,19.0,51.0,13.0,15.0,34.0,67.0,1250.0
10,nJiOsvBE,09/12/2023,08:00,AZERBAIJAN - PREMIER LEAGUE,Gabala,Kapaz,ROUND 16,1.8,3.45,4.15,1.42,2.45,1.03,8.4,1.33,2.8,1.98,1.65,3.2,1.25,6.7,1.06,1.87,1.75,1.75,1.95,,,9.0,10.75,22.0,65.0,6.3,6.7,14.0,40.0,7.8,8.5,16.5,50.0,14.0,15.5,30.0,90.0,800.0
11,hfgU6yIQ,09/12/2023,08:00,PORTUGAL - LIGA PORTUGAL 2,FC Porto B,AVS,ROUND 13,2.25,3.4,3.1,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.83,1.83,2.2,1.65,1.38,3.0,9.0,9.0,15.0,34.0,7.5,6.5,12.0,26.0,10.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,301.0
12,YaXnjmgF,09/12/2023,08:00,RUSSIA - PREMIER LEAGUE,Spartak Moscow,Krylya Sovetov,ROUND 18,1.91,4.05,4.07,1.3,3.34,,,1.17,4.25,1.71,2.33,2.48,1.45,4.4,1.16,1.6,2.27,,,,,,,,,,,,,,,,,,,,,
13,jeOZe4io,09/12/2023,08:00,THAILAND - THAI LEAGUE 1,Bangkok Utd,Khonkaen Utd.,ROUND 13,1.21,6.1,10.75,1.25,3.5,1.02,9.75,1.14,5.0,1.44,2.62,2.07,1.7,3.25,1.3,1.98,1.75,,,,,9.75,32.0,90.0,350.0,9.0,13.0,35.0,120.0,6.8,9.5,25.0,100.0,7.3,10.5,28.0,110.0,800.0
14,8hb1VRBT,09/12/2023,08:00,VIETNAM - V.LEAGUE 1,Binh Dinh,Thanh Hoa,ROUND 5,2.52,3.2,2.62,1.42,2.45,1.03,8.5,1.31,2.87,1.95,1.72,3.1,1.27,6.5,1.06,1.72,1.9,,,,,9.25,8.5,13.5,30.0,7.9,6.2,9.75,22.0,12.5,9.75,13.5,30.0,28.0,22.0,32.0,65.0,500.0
15,QXpTQoKp,09/12/2023,08:00,VIETNAM - V.LEAGUE 1,Nam Dinh,Cong An,ROUND 5,2.15,3.55,2.9,1.32,3.1,1.01,10.2,1.22,3.45,1.65,1.98,2.55,1.39,4.9,1.13,1.57,2.1,,,,,12.5,10.75,16.0,35.0,9.25,7.0,10.5,23.0,11.75,8.75,13.0,28.0,21.0,16.0,23.0,50.0,350.0
16,WvN8ylpE,09/12/2023,08:30,IRAQ - SUPER LEAGUE,Naft Missan,Al Wasat,ROUND 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,zVSFQEkA,09/12/2023,09:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Rudar,Arsenal Tivat,ROUND 19,2.72,2.92,2.62,1.5,2.25,1.06,7.1,1.4,2.52,2.15,1.55,3.65,1.2,9.1,1.03,1.85,1.75,,,,,7.2,7.3,12.5,30.0,7.1,5.7,9.75,24.0,12.5,10.5,15.0,37.0,32.0,27.0,40.0,80.0,800.0
18,C2GIWsbL,09/12/2023,09:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Sloga Doboj,Posusje,ROUND 17,2.18,3.05,3.3,1.47,2.32,1.05,8.0,1.36,2.67,2.05,1.6,3.35,1.23,7.5,1.06,1.8,1.8,,,,,7.9,8.5,16.5,45.0,6.9,6.0,11.75,32.0,10.25,8.75,15.0,45.0,21.0,18.5,30.0,75.0,700.0
19,CtJOqhOe,09/12/2023,09:00,INDONESIA - LIGA 1,Borneo,PSIS Semarang,ROUND 22,1.6,3.75,5.1,1.33,3.05,1.04,8.5,1.23,3.35,1.7,1.93,2.6,1.38,4.7,1.15,1.7,1.91,,,,,11.25,14.5,30.0,100.0,7.5,7.4,16.0,50.0,8.0,7.9,15.0,50.0,12.5,12.0,23.0,65.0,500.0
20,Cjx41V6Q,09/12/2023,09:00,NORTH MACEDONIA - 1. MFL,KF Gostivar,Makedonija GP,ROUND 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ns8xGPrH,09/12/2023,09:00,THAILAND - THAI LEAGUE 1,Buriram,Nakhon Pathom,ROUND 13,1.24,5.8,9.5,1.25,3.5,1.02,9.75,1.14,5.0,1.44,2.62,2.07,1.7,3.25,1.3,1.9,1.82,,,,,9.75,30.0,75.0,250.0,9.25,12.0,30.0,110.0,7.0,9.25,23.0,80.0,7.8,10.25,25.0,90.0,600.0
22,UHTJpY8k,09/12/2023,09:00,INDONESIA - LIGA 1,Arema FC,Persis Solo,ROUND 22,2.77,3.2,2.42,1.32,3.1,1.03,9.5,1.24,3.3,1.72,1.9,2.65,1.37,5.0,1.14,1.55,2.15,,,,,11.0,9.0,13.0,27.0,10.75,6.3,9.25,19.0,16.5,9.75,11.75,25.0,35.0,21.0,25.0,45.0,300.0
23,WWS2PBCS,09/12/2023,09:00,BELARUS - VYSSHAYA LIGA,Vitebsk,Energetik-BGU,RELEGATION ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,zJQaNW0d,09/12/2023,09:00,SERBIA - SUPER LIGA,Radnicki 1923,TSC,ROUND 18,3.45,3.4,2.0,1.4,2.65,1.06,7.4,1.29,3.25,1.88,1.85,3.05,1.33,5.3,1.12,1.72,2.0,,,1.78,1.98,7.4,7.5,9.75,18.0,10.75,6.6,8.5,16.0,19.0,11.75,14.0,26.0,50.0,30.0,35.0,60.0,450.0
25,UwBNV1DR,09/12/2023,09:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Zvijezda 09,Borac Banja Luka,ROUND 17,10.25,5.1,1.26,1.39,2.57,10.8,1.03,1.19,3.65,1.6,2.07,2.4,1.44,4.25,1.17,2.07,1.6,,,,,13.0,6.8,5.8,7.2,27.0,10.5,9.0,11.25,80.0,32.0,26.0,32.0,350.0,150.0,110.0,120.0,700.0
26,4OqXP5Zj,09/12/2023,09:15,VIETNAM - V.LEAGUE 1,Ho Chi Minh,Hai Phong,ROUND 5,3.3,3.35,2.05,1.44,2.42,1.03,8.1,1.34,2.72,2.0,1.65,3.3,1.24,6.95,1.05,1.85,1.75,,,,,8.75,6.7,9.0,18.0,9.0,6.5,9.0,17.5,16.5,12.0,16.5,32.0,45.0,32.0,45.0,90.0,800.0
27,WdMEYVmj,09/12/2023,09:30,ENGLAND - CHAMPIONSHIP,Blackburn,Leeds,ROUND 20,4.0,4.33,1.75,1.25,3.75,1.03,17.0,1.14,5.5,1.48,2.6,2.2,1.67,3.75,1.29,1.5,2.5,3.9,1.24,2.1,1.7,19.0,11.0,11.0,15.0,19.0,8.0,8.5,12.0,26.0,15.0,12.0,19.0,41.0,29.0,29.0,34.0,101.0
28,QJslmV2q,09/12/2023,09:30,ENGLAND - CHAMPIONSHIP,Sunderland,West Brom,ROUND 20,2.25,3.25,3.2,1.4,2.75,1.06,10.0,1.3,3.5,2.03,1.83,3.5,1.3,6.5,1.11,1.73,2.0,2.25,1.63,1.35,3.1,10.0,10.0,15.0,34.0,8.5,6.5,11.0,23.0,11.0,9.5,13.0,34.0,21.0,19.0,26.0,41.0,201.0
29,MoLONEtD,09/12/2023,09:30,ENGLAND - PREMIER LEAGUE,Crystal Palace,Liverpool,ROUND 16,6.0,4.5,1.5,1.3,3.4,1.04,13.0,1.2,4.5,1.65,2.2,2.63,1.5,4.5,1.2,1.75,2.0,5.75,1.14,2.5,1.5,15.0,9.0,8.5,12.0,19.0,9.0,9.0,13.0,34.0,21.0,19.0,26.0,67.0,41.0,41.0,51.0,251.0
30,ET9UHoE4,09/12/2023,10:00,THAILAND - THAI LEAGUE 1,Pathum United,Ratchaburi,ROUND 13,1.57,4.1,5.0,1.31,3.1,1.03,9.0,1.19,4.15,1.57,2.25,2.37,1.52,3.95,1.21,1.65,2.12,1.6,2.25,,,9.0,16.5,32.0,90.0,8.75,8.25,15.5,45.0,8.75,8.0,14.5,40.0,12.0,11.5,20.0,55.0,350.0
31,0OEBy3yo,09/12/2023,10:00,BULGARIA - PARVA LIGA,Cherno More,Slavia Sofia,ROUND 20,1.73,3.4,5.5,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.25,1.57,1.7,2.1,1.16,5.25,7.0,11.0,26.0,51.0,5.0,7.0,19.0,51.0,7.0,9.0,21.0,51.0,13.0,17.0,41.0,81.0,201.0
32,hKAXKG31,09/12/2023,10:00,AZERBAIJAN - PREMIER LEAGUE,Zira,Araz,ROUND 16,1.98,3.4,3.4,1.42,2.45,1.03,8.2,1.33,2.77,1.98,1.65,3.25,1.25,6.85,1.06,1.83,1.78,1.93,1.78,,,9.0,9.25,17.0,45.0,6.7,6.6,12.0,32.0,9.0,8.75,16.5,45.0,17.0,17.0,32.0,90.0,800.0
33,tdqskMOE,09/12/2023,10:00,MALTA - PREMIER LEAGUE,Sliema,Balzan,ROUND 10,1.98,3.25,3.65,1.45,2.37,1.05,8.5,1.35,2.7,2.02,1.62,3.35,1.23,7.5,1.06,1.85,1.75,1.93,1.78,,,8.5,9.75,19.0,55.0,6.4,6.3,12.5,35.0,8.75,8.75,16.0,45.0,17.0,17.5,32.0,80.0,700.0
34,84CAXggs,09/12/2023,10:00,MALTA - PREMIER LEAGUE,Valletta,Hibernians,ROUND 10,2.7,2.95,2.62,1.52,2.22,1.07,6.9,1.42,2.47,2.2,1.53,3.7,1.19,9.5,1.04,1.87,1.75,,,,,7.2,6.9,12.0,30.0,7.4,5.8,10.25,26.0,13.0,10.25,15.5,40.0,32.0,25.0,37.0,90.0,800.0
35,QRuUWglf,09/12/2023,10:15,SPAIN - PRIMERA RFEF,Granada CF B,Real Madrid B,GROUP 2 ,4.5,3.75,1.6,1.44,2.63,1.04,9.0,1.36,3.0,2.1,1.7,3.75,1.25,7.0,1.08,2.2,1.62,4.65,1.18,2.25,1.63,9.0,6.0,7.0,11.0,11.0,8.0,9.0,15.0,23.0,17.0,21.0,34.0,51.0,41.0,51.0,67.0,67.0
36,4hJ5t7Kj,09/12/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,Scheveningen,Noordwijk,ROUND 16,3.25,3.6,1.98,1.28,3.34,1.02,11.5,1.16,4.4,1.55,2.15,2.32,1.47,3.65,1.19,1.5,2.25,,,1.78,1.93,14.5,10.0,11.25,18.5,13.5,7.4,8.5,14.0,20.0,11.5,12.0,20.0,45.0,25.0,27.0,40.0,250.0
37,rZMMqoWr,09/12/2023,10:30,RUSSIA - PREMIER LEAGUE,Akhmat Grozny,FK Rostov,ROUND 18,2.5,3.64,2.94,1.37,2.96,1.01,9.6,1.24,3.48,1.93,2.01,2.98,1.32,5.6,1.09,1.68,2.13,,,,,,,,,,,,,,,,,,,,,
38,0va418dG,09/12/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,Excelsior Maassluis,Jong Sparta Rotterdam,ROUND 16,2.8,3.5,2.22,1.3,3.25,1.02,11.0,1.2,3.6,1.6,2.05,2.42,1.44,4.5,1.16,1.52,2.2,,,,,13.5,10.25,13.0,23.0,11.25,7.0,9.0,16.0,16.0,10.25,12.0,22.0,35.0,22.0,26.0,45.0,250.0
