Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,xML3bOV5,03/12/2023,00:10,MEXICO - LIGA MX,Monterrey,Atl. San Luis,APERTURA ,1.5,4.5,6.5,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.5,1.18,1.75,2.0,1.48,2.6,1.13,5.9,15.0,19.0,34.0,67.0,8.5,8.5,19.0,41.0,8.0,8.5,17.0,41.0,11.0,11.0,23.0,51.0,201.0
2,CACYGDS4,03/12/2023,01:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Melbourne Victory,ROUND 6,2.4,3.75,2.6,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,2.3,1.62,4.0,1.25,1.44,2.63,2.35,1.58,1.48,2.6,19.0,13.0,17.0,29.0,13.0,7.5,10.0,19.0,15.0,10.0,11.0,21.0,26.0,17.0,21.0,34.0,101.0
3,4vlmeiNc,03/12/2023,02:00,SOUTH KOREA - K LEAGUE 1,Ulsan Hyundai,Jeonbuk,CHAMPIONSHIP GROUP ,2.4,3.5,2.75,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,2.38,1.55,1.48,2.6,13.0,11.0,15.0,29.0,10.0,7.0,10.0,21.0,13.0,9.5,13.0,26.0,23.0,19.0,23.0,41.0,151.0
4,bF2jfBx4,03/12/2023,02:00,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Pohang,CHAMPIONSHIP GROUP ,2.0,3.4,3.3,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.73,2.0,2.03,1.78,1.3,3.45,11.0,11.0,19.0,41.0,8.0,6.5,12.0,26.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0
5,x61fgViA,03/12/2023,02:00,SOUTH KOREA - K LEAGUE 1,Daegu,Incheon,CHAMPIONSHIP GROUP ,2.75,3.4,2.45,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.73,2.0,2.68,1.45,1.55,2.38,10.0,8.5,12.0,23.0,9.0,6.5,9.5,21.0,13.0,11.0,15.0,29.0,29.0,23.0,29.0,51.0,251.0
6,QgEQIZch,03/12/2023,03:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Melbourne City,ROUND 6,4.0,3.8,1.85,1.29,3.5,1.03,15.0,1.17,5.0,1.53,2.4,2.3,1.62,4.0,1.25,1.53,2.38,3.55,1.28,2.01,1.89,17.0,10.0,11.0,17.0,15.0,7.5,8.5,13.0,23.0,13.0,12.0,19.0,41.0,26.0,29.0,34.0,101.0
7,QsvmFFBG,03/12/2023,04:00,HONG KONG - PREMIER LEAGUE,North District,Kitchee,ROUND 11,22.0,8.25,1.08,1.15,4.7,,,1.05,7.5,1.29,3.0,1.7,1.91,2.47,1.42,2.37,1.45,,,,,21.0,10.75,6.7,6.0,70.0,22.0,13.5,12.0,300.0,90.0,55.0,45.0,,600.0,350.0,250.0,
8,pQP1vcnG,03/12/2023,05:00,INDONESIA - LIGA 1,PSIS Semarang,PSS Sleman,ROUND 21,1.45,4.4,5.8,1.28,3.34,1.02,12.9,1.19,3.75,1.55,2.15,2.32,1.47,3.7,1.19,1.72,1.9,,,,,14.5,18.0,37.0,110.0,8.25,8.75,18.5,55.0,7.6,8.25,17.0,50.0,10.25,11.0,23.0,70.0,450.0
9,GE3pWYgd,03/12/2023,05:00,INDONESIA - LIGA 1,Persikabo 1973,FC Bhayangkara,ROUND 21,3.3,3.5,2.0,1.32,3.1,10.5,1.01,1.22,3.45,1.65,1.98,2.57,1.39,4.95,1.12,1.57,2.1,,,1.75,1.95,12.0,8.75,10.5,18.5,11.75,6.9,8.5,15.0,19.0,11.25,12.5,23.0,45.0,27.0,30.0,50.0,300.0
10,4vWhz2d9,03/12/2023,06:30,ROMANIA - LIGA 2,Chindia Targoviste,Concordia,ROUND 15,2.4,3.0,3.05,1.6,2.25,1.12,5.4,1.52,2.35,2.52,1.47,4.6,1.16,7.9,1.05,2.12,1.65,2.35,1.55,,,5.4,7.0,13.5,40.0,6.0,5.9,11.75,32.0,10.0,10.0,18.5,55.0,25.0,25.0,45.0,120.0,800.0
