Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,WEu1BXdL,08/12/2024,02:25,SOUTH KOREA - K LEAGUE 1,Jeonbuk,Seoul E-Land,RELEGATION ,1.95,3.4,3.3,1.36,3.0,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.67,2.1,2.0,1.85,1.3,3.45,12.0,12.0,21.0,41.0,9.0,7.0,12.0,29.0,10.0,9.0,13.0,29.0,17.0,15.0,23.0,41.0,151.0
2,0KKQIjjf,08/12/2024,03:00,AUSTRALIA - A-LEAGUE,Melbourne Victory,Perth Glory,ROUND 7,1.25,6.25,10.0,1.22,4.0,1.02,21.0,1.13,6.0,1.4,3.0,2.0,1.8,3.4,1.33,1.8,1.95,1.25,3.8,1.1,7.0,21.0,29.0,51.0,126.0,9.5,12.0,29.0,67.0,7.5,9.0,21.0,51.0,8.5,10.0,23.0,51.0,251.0
3,6LRHKCLs,08/12/2024,04:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Sydney FC,ROUND 7,3.7,3.7,1.95,1.33,3.25,1.04,13.0,1.2,4.5,1.67,2.2,2.63,1.5,4.5,1.2,1.62,2.2,3.45,1.3,1.91,1.99,13.0,9.0,10.0,17.0,13.0,7.0,8.5,15.0,21.0,12.0,13.0,21.0,41.0,26.0,29.0,41.0,151.0
4,dI8I5r9K,08/12/2024,05:00,PHILIPPINES - PFL,Mendiola FC 1991,Davao Aguilas,ROUND 8,15.0,7.0,1.14,1.2,4.1,,,1.1,5.8,1.33,3.25,1.75,1.85,2.72,1.33,2.14,1.67,,,,,21.0,12.0,8.0,7.5,41.0,15.0,13.0,13.0,67.0,41.0,26.0,34.0,350.0,81.0,67.0,67.0,600.0
5,ddiRVBe4,08/12/2024,05:30,INDONESIA - LIGA 1,Barito Putera,PSBS Biak Numfor,ROUND 13,2.4,3.1,2.82,1.39,2.57,1.01,9.5,1.26,3.15,1.78,1.82,2.8,1.33,5.5,1.07,1.6,2.07,,,,,10.0,9.75,15.5,35.0,8.5,6.1,10.0,23.0,12.5,9.0,12.0,28.0,26.0,19.5,26.0,50.0,350.0
6,2JHiaCC7,08/12/2024,05:30,INDIA - I-LEAGUE,Namdhari,Aizawl,ROUND 4,2.9,3.05,2.4,1.4,2.5,1.01,8.8,1.29,3.0,1.87,1.75,2.95,1.3,6.15,1.05,1.65,2.0,,,,,9.25,8.0,12.0,26.0,9.5,6.0,9.25,20.0,16.0,10.0,12.5,28.0,37.0,24.0,29.0,55.0,400.0
7,vwCs0MWs,08/12/2024,06:00,PHILIPPINES - PFL,Cebu FC,Stallion,ROUND 8,1.62,4.5,3.7,1.2,4.05,,,1.11,5.6,1.4,2.75,2.0,1.8,2.97,1.28,1.42,2.77,,,,,21.0,19.0,26.0,41.0,12.0,10.0,15.0,26.0,11.0,10.0,15.0,29.0,15.0,13.0,19.0,34.0,120.0
8,4rtnu4Ss,08/12/2024,06:30,GEORGIA - CRYSTALBET EROVNULI LIGA,Torpedo Kutaisi,Telavi,ROUND 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,f9jCo6kE,08/12/2024,06:30,GEORGIA - CRYSTALBET EROVNULI LIGA,Samtredia,Dinamo Batumi,ROUND 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2ZgKqpKQ,08/12/2024,06:30,GEORGIA - CRYSTALBET EROVNULI LIGA,Dila Gori,Kolkheti 1913,ROUND 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
