League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Japanese J League,2024-05-19,02:00:00,Iwata,Urawa,4.2,4.6,1.91,1.97,3.7,3.95,1.92,2.14,1.88,2.1,1.82,1.92,2.08,2.22,12.0,15.0,8.4,9.6,10.5,12.5,19.0,24.0,12.0,17.5,7.6,8.6,9.2,10.5,17.0,22.0,8.0,34.0,13.5,19.0,17.0,21.0,8.0,40.0,9.2,95.0,8.6,60.0,8.8,70.0,9.4,980.0,8.6,60.0,5.8,13.5,10.0,1000.0,33275312,263079.0,441088.0,58805.0,1.228969669,1.228969679,1.228969668,1.228969678
Japanese J League,2024-05-19,02:00:00,FC Machida,Tokyo-V,1.9,1.98,4.8,5.4,3.45,3.55,1.63,1.79,2.26,2.58,2.08,2.24,1.81,1.92,9.0,10.5,10.5,17.0,6.6,44.0,7.4,980.0,6.4,7.4,7.0,7.8,18.0,25.0,7.0,95.0,9.4,10.5,9.6,11.0,17.5,29.0,7.2,980.0,16.0,27.0,17.5,29.0,6.8,60.0,7.4,980.0,5.7,22.0,7.2,980.0,7.6,1000.0,33275239,6207339.0,263080.0,58805.0,1.228967518,1.228967528,1.228967517,1.228967527
Japanese J League,2024-05-19,02:00:00,Kyoto,Hiroshima,6.4,7.2,1.56,1.6,4.4,4.7,2.2,2.28,1.78,1.82,1.88,1.97,2.02,2.14,13.0,18.0,8.2,11.5,8.8,9.8,13.5,15.0,21.0,24.0,9.0,10.5,8.6,10.0,14.0,16.5,8.2,65.0,22.0,30.0,19.5,23.0,7.4,34.0,9.0,210.0,8.8,110.0,8.6,100.0,8.8,140.0,8.8,120.0,4.3,8.0,9.4,1000.0,33275301,441085.0,744103.0,58805.0,1.228969781,1.228969791,1.22896978,1.22896979
Japanese J League 2,2024-05-19,02:00:00,Renofa Yamaguchi,Fujieda MYFC,1.95,2.04,4.2,4.5,3.6,3.85,1.91,2.0,2.0,2.1,1.86,1.96,2.04,2.16,10.0,16.0,11.0,18.5,23.0,980.0,5.4,980.0,3.45,980.0,7.4,980.0,13.0,21.0,5.6,65.0,10.5,14.5,9.4,13.0,17.0,24.0,5.6,980.0,16.5,980.0,15.5,26.0,5.0,46.0,5.4,980.0,2.82,17.5,3.2,70.0,3.35,1000.0,33266825,4233875.0,14196415.0,58805.0,1.228832788,1.228832833,1.228832872,1.228832797
Japanese J League 2,2024-05-19,02:00:00,Okayama,Kofu,2.4,2.5,3.2,3.4,3.35,3.55,1.75,1.94,2.06,2.32,1.87,1.99,2.0,2.16,9.6,12.0,9.8,12.0,18.0,25.0,9.4,980.0,8.6,9.8,7.0,8.0,12.5,14.5,8.8,44.0,13.0,15.0,10.5,12.0,15.5,22.0,9.2,60.0,26.0,36.0,22.0,32.0,9.0,980.0,9.6,980.0,7.2,25.0,8.2,44.0,10.0,1000.0,33267029,5561025.0,1405179.0,58805.0,1.228843153,1.228843198,1.228843237,1.228843162
Japanese J League,2024-05-19,03:00:00,FC Tokyo,Yokohama FM,2.34,2.4,2.88,2.98,4.0,4.3,2.36,2.78,1.56,1.73,1.52,1.63,2.58,2.92,18.5,24.0,13.5,18.5,18.5,25.0,6.6,50.0,13.0,16.5,8.0,10.5,11.5,14.5,22.0,30.0,16.0,21.0,10.5,12.0,14.0,17.0,6.4,36.0,6.4,36.0,19.0,24.0,6.6,32.0,7.0,70.0,5.0,14.0,5.5,19.0,7.6,980.0,33275242,350849.0,441087.0,58805.0,1.228967842,1.228967852,1.228967841,1.228967851
Japanese J League,2024-05-19,03:00:00,Kashima,Kobe,3.35,3.5,2.4,2.52,3.2,3.4,1.74,1.77,2.28,2.34,1.95,2.04,1.97,2.06,9.4,11.0,8.2,9.2,13.0,15.0,8.4,40.0,10.0,11.5,6.6,7.4,10.0,12.0,20.0,36.0,17.0,23.0,11.0,15.0,15.0,21.0,8.6,980.0,8.8,75.0,8.4,55.0,8.8,75.0,9.4,980.0,8.4,60.0,7.4,30.0,9.8,1000.0,33275244,441079.0,441082.0,58805.0,1.228967734,1.228967744,1.228967733,1.228967743
Japanese J League,2024-05-19,03:00:00,G-Osaka,Kawasaki,2.84,3.0,2.58,2.64,3.5,3.75,1.96,2.1,1.92,2.06,1.75,1.84,2.2,2.34,12.5,14.5,10.5,12.0,15.5,18.0,9.0,42.0,11.0,12.5,7.2,8.0,11.0,12.5,8.8,32.0,17.0,21.0,11.0,13.0,15.5,18.0,9.0,44.0,9.2,46.0,9.0,34.0,9.2,46.0,10.0,980.0,8.0,27.0,7.8,24.0,11.0,980.0,33275252,441083.0,1080507.0,58805.0,1.228967626,1.228967636,1.228967625,1.228967635
Japanese J League,2024-05-19,04:00:00,Kashiwa,Sapporo,1.94,2.0,4.0,4.3,3.85,4.1,2.14,2.2,1.83,1.87,1.74,1.82,2.22,2.36,15.0,18.0,14.5,18.5,7.0,36.0,7.2,90.0,9.4,11.5,8.0,9.2,15.0,18.5,6.8,55.0,10.5,12.5,9.2,11.5,16.5,21.0,6.8,60.0,18.5,23.0,15.0,21.0,6.6,36.0,7.2,980.0,4.9,13.5,6.6,48.0,7.6,980.0,33275258,441080.0,2245760.0,58805.0,1.22896795,1.22896796,1.228967949,1.228967959
Japanese J League,2024-05-19,04:00:00,Shonan,Albirex Niigata,2.76,2.86,2.76,2.84,3.4,3.5,1.92,1.97,2.02,2.08,1.79,1.85,2.18,2.26,11.0,13.0,10.0,12.0,16.5,19.5,7.4,55.0,10.0,11.5,7.0,7.6,11.0,13.0,7.2,38.0,15.5,22.0,11.0,13.0,15.5,18.5,7.2,55.0,7.2,48.0,22.0,38.0,7.4,55.0,7.8,120.0,6.6,32.0,6.6,34.0,8.2,1000.0,33275243,4546954.0,5712145.0,58805.0,1.228968058,1.228968068,1.228968057,1.228968067
