League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Australian A-League Men,2024-03-29,05:45:00,Adelaide United,Western United,1.91,1.92,3.75,3.8,4.7,4.8,3.35,3.6,1.39,1.43,1.43,1.47,3.1,3.35,32.0,36.0,26.0,29.0,34.0,38.0,60.0,75.0,17.5,19.5,11.5,12.5,15.5,16.5,32.0,34.0,16.5,18.0,10.0,11.0,13.5,14.5,29.0,32.0,23.0,25.0,15.5,16.5,19.5,21.0,40.0,46.0,6.0,6.4,16.0,17.5,48.0,270.0,33113966,571273.0,24301731.0,58805.0,1.226236535,1.226236539,1.226236614,1.226236536
Japanese J League,2024-03-29,07:00:00,Tokyo-V,Kyoto,2.6,2.78,2.96,3.2,3.2,3.4,1.68,1.78,2.28,2.46,1.94,2.04,1.96,2.06,9.0,10.5,9.0,10.5,13.5,23.0,8.0,60.0,8.6,9.6,6.6,7.2,12.0,14.0,7.8,46.0,14.0,16.5,11.0,13.0,15.0,25.0,8.2,70.0,7.8,50.0,8.4,42.0,8.2,70.0,8.8,170.0,7.4,40.0,7.4,42.0,9.2,1000.0,33117631,263080.0,441085.0,58805.0,1.226307586,1.226307589,0.0,0.0
Portuguese Segunda Liga,2024-03-29,08:00:00,CF Os Belenenses,Feirense,2.7,2.88,2.82,3.05,3.2,3.5,1.71,1.88,2.14,2.42,1.89,2.02,1.98,2.14,9.0,980.0,8.4,980.0,14.5,20.0,6.2,980.0,8.4,11.0,6.2,980.0,10.5,980.0,6.0,980.0,14.0,19.0,10.5,14.0,16.0,980.0,6.2,980.0,6.2,980.0,6.0,980.0,6.2,980.0,6.6,1000.0,3.35,34.0,3.4,38.0,3.8,1000.0,33134291,41895590.0,505957.0,58805.0,0.0,1.226584158,0.0,0.0
Chinese Super League,2024-03-29,08:35:00,Sichuan Jiuniu FC,Cangzhou Mighty Lions,2.54,2.72,2.9,3.1,3.3,3.6,1.78,1.96,2.04,2.28,1.82,1.98,2.02,2.22,10.0,13.5,9.2,12.5,15.0,21.0,6.0,980.0,8.6,11.5,6.4,8.4,11.0,15.0,5.7,980.0,13.5,18.5,10.0,14.0,15.5,21.0,6.0,980.0,5.9,980.0,6.0,980.0,6.0,980.0,6.2,980.0,5.4,980.0,5.6,36.0,6.6,1000.0,33108650,17714225.0,50443413.0,58805.0,1.226160442,1.226160452,0.0,0.0
Bulgarian A League,2024-03-29,09:00:00,Pirin Blagoevgrad,Etar,2.06,2.26,3.95,5.4,2.96,3.5,1.51,1.68,2.48,2.98,2.06,2.44,1.69,1.94,3.15,980.0,3.45,980.0,4.0,980.0,4.3,1000.0,2.96,980.0,3.0,980.0,3.75,980.0,4.2,1000.0,3.4,980.0,3.45,980.0,3.9,980.0,4.3,1000.0,3.95,980.0,4.0,980.0,4.2,1000.0,4.4,1000.0,3.95,980.0,3.25,1000.0,4.4,1000.0,33117134,2504333.0,5112597.0,58805.0,1.226290921,1.226290966,0.0,0.0
Welsh Premiership,2024-03-29,09:30:00,Connahs Quay,Newtown,1.52,1.71,4.6,7.4,4.1,7.0,2.44,3.25,1.5,1.69,1.61,1.83,2.2,2.64,3.8,980.0,3.8,980.0,2.84,1000.0,1.35,1000.0,3.35,980.0,3.25,980.0,3.7,980.0,2.38,1000.0,3.3,980.0,3.2,980.0,3.65,980.0,2.96,1000.0,3.55,980.0,3.45,980.0,3.8,980.0,3.0,1000.0,2.74,980.0,1.55,1000.0,4.2,1000.0,33144046,339727.0,3667299.0,58805.0,1.226762452,1.226762497,1.226762536,1.226762461
Welsh Premiership,2024-03-29,09:30:00,Pontypridd Town,Haverfordwest County,2.9,3.65,2.36,2.7,3.3,4.2,1.69,1.93,2.06,2.48,1.81,2.12,1.89,2.38,3.3,980.0,3.15,980.0,3.55,980.0,4.0,980.0,3.35,980.0,2.98,980.0,3.35,980.0,3.9,980.0,3.75,980.0,3.5,980.0,3.7,980.0,2.02,1000.0,1.96,1000.0,4.0,1000.0,1.96,1000.0,1.54,1000.0,1.55,980.0,1.55,980.0,2.1,1000.0,33144045,10227904.0,12537752.0,58805.0,1.226762542,1.226762587,1.226762626,1.226762551
Welsh Premiership,2024-03-29,09:30:00,Barry Town Utd,Penybont FC,3.3,4.7,2.0,2.22,3.4,4.9,2.08,2.54,1.64,1.91,1.57,1.91,2.1,2.76,3.55,980.0,3.2,980.0,3.4,980.0,3.7,980.0,3.55,980.0,3.05,980.0,3.2,980.0,3.65,980.0,3.8,980.0,3.5,980.0,3.55,980.0,3.85,980.0,1.79,1000.0,2.66,1000.0,2.56,1000.0,3.15,1000.0,1.55,980.0,3.3,980.0,2.66,1000.0,33144038,8749415.0,8089085.0,58805.0,1.226762726,1.226762771,1.22676281,1.226762735
Estonian Premier League,2024-03-29,09:30:00,Kuressaare,Tallinna Kalev,2.26,980.0,1.29,1.8,2.26,980.0,2.04,30.0,1.05,1.95,1.12,1000.0,1.12,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.1,1000.0,1.1,1000.0,33119864,5407305.0,5924203.0,58805.0,1.226347755,1.2263478,0.0,0.0
English Championship,2024-03-29,09:30:00,Bristol City,Leicester,5.3,5.4,1.77,1.78,4.0,4.1,2.02,2.06,1.96,1.98,1.93,1.97,2.02,2.08,13.0,14.0,8.2,8.6,9.8,10.0,16.5,18.5,17.5,18.0,8.4,8.8,9.6,9.8,17.0,18.0,36.0,40.0,19.0,20.0,19.5,21.0,32.0,36.0,42.0,130.0,60.0,70.0,65.0,75.0,85.0,120.0,60.0,80.0,10.0,11.0,29.0,1000.0,33115229,69745.0,48461.0,58805.0,1.226255107,1.226255117,0.0,0.0
