League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
South Korean K League 2,2024-05-22,07:30:00,Gimpo Citizen,Seongnam FC,2.72,2.86,2.88,3.15,3.05,3.35,1.61,1.8,2.24,2.64,1.9,2.22,1.82,2.12,8.4,11.5,8.2,12.0,15.5,980.0,20.0,980.0,7.6,11.5,6.4,8.8,11.0,17.0,20.0,980.0,13.5,980.0,10.5,980.0,17.5,980.0,5.1,980.0,20.0,980.0,20.0,980.0,5.1,980.0,4.7,1000.0,4.0,980.0,4.0,980.0,4.4,1000.0,33286780,19825802.0,12479164.0,58805.0,1.229125219,1.229125264,1.229125303,1.229125228
South Korean K League 2,2024-05-22,07:30:00,Gyeongnam,Ansan Greeners FC,1.94,2.02,4.1,4.6,3.65,4.1,1.92,2.12,1.89,2.1,1.79,1.9,2.06,2.26,10.5,18.0,13.0,19.5,20.0,40.0,4.7,980.0,7.8,11.5,7.4,9.4,14.0,22.0,20.0,980.0,9.8,14.5,8.8,13.0,16.0,24.0,5.0,980.0,18.0,27.0,16.5,25.0,20.0,980.0,5.1,980.0,3.55,15.0,4.3,980.0,4.6,1000.0,33286754,5293481.0,12765833.0,58805.0,1.229125309,1.229125354,1.229125393,1.229125318
South Korean K League 2,2024-05-22,07:30:00,Busan IPark,Cheonan City,1.54,1.67,6.4,8.0,4.1,4.7,1.97,2.2,1.83,2.04,1.87,2.18,1.84,2.16,13.0,17.5,17.5,980.0,20.0,980.0,6.6,980.0,7.4,9.2,8.0,11.0,20.0,980.0,6.4,980.0,8.2,10.5,8.6,11.0,19.0,980.0,6.4,980.0,12.5,16.5,14.0,18.5,20.0,980.0,6.6,980.0,4.0,9.6,6.6,980.0,6.8,1000.0,33286452,16224040.0,14164093.0,58805.0,1.229125399,1.229125444,1.229125483,1.229125408
Chinese Super League,2024-05-22,08:35:00,Qingdao Youth Island,Changchun Yatai,3.8,4.0,2.04,2.12,3.75,4.0,2.06,2.34,1.75,1.95,1.68,1.81,2.24,2.48,14.5,18.0,9.8,11.5,12.0,14.5,22.0,26.0,14.0,24.0,7.8,9.2,9.2,11.0,17.5,30.0,24.0,980.0,13.0,16.0,15.0,17.5,27.0,48.0,50.0,980.0,34.0,44.0,38.0,980.0,28.0,980.0,25.0,980.0,10.5,13.5,11.5,1000.0,33284593,40285964.0,2899297.0,58805.0,1.229089948,1.229089993,1.229090032,1.229089957
Chinese Super League,2024-05-22,09:00:00,Shanghai Port FC,Chengdu Rongcheng,1.5,1.53,6.0,7.0,5.1,5.9,3.45,4.0,1.33,1.41,1.52,1.6,2.66,2.92,7.4,980.0,6.4,44.0,6.6,980.0,7.0,980.0,13.5,19.0,13.0,18.0,20.0,30.0,6.6,980.0,12.0,15.5,9.6,12.0,15.5,21.0,6.8,980.0,14.5,19.0,12.0,17.0,18.5,26.0,6.8,980.0,2.68,4.2,6.2,42.0,7.2,980.0,33286614,51006167.0,50443280.0,58805.0,1.229121954,1.229121999,1.229122038,1.229121963
Bulgarian A League,2024-05-22,10:00:00,Levski Krumovgrad,PFC Levski Sofia,4.2,8.6,1.73,2.22,3.2,3.7,1.34,2.9,1.53,3.95,1.12,1000.0,1.12,1000.0,1.42,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.55,1000.0,1.55,1000.0,1.05,1000.0,33285281,41731605.0,21868583.0,58805.0,1.22909939,1.229099435,1.229099474,1.229099399
Finnish Veikkausliiga,2024-05-22,12:00:00,VPS,KuPS,2.44,2.48,3.4,3.5,3.2,3.3,1.68,1.7,2.42,2.48,1.98,2.04,1.97,2.04,9.2,10.0,10.0,11.0,19.5,23.0,55.0,70.0,7.8,8.6,6.8,7.2,13.5,15.5,42.0,48.0,12.5,14.0,11.0,12.0,19.5,21.0,55.0,70.0,29.0,34.0,27.0,32.0,46.0,55.0,95.0,140.0,26.0,29.0,28.0,55.0,18.0,1000.0,33287096,139511.0,139510.0,58805.0,1.22913365,1.229133695,1.229133734,1.229133659
Finnish Veikkausliiga,2024-05-22,12:00:00,HJK Helsinki,Gnistan,1.41,1.43,8.2,8.8,5.4,5.8,2.62,2.74,1.58,1.61,1.85,1.91,2.1,2.18,22.0,25.0,30.0,36.0,65.0,80.0,15.5,260.0,10.0,11.0,11.5,12.5,27.0,32.0,70.0,110.0,9.0,10.0,9.4,10.5,21.0,24.0,65.0,90.0,11.5,13.0,12.5,14.0,26.0,29.0,15.5,110.0,4.8,5.2,15.5,110.0,16.0,980.0,33289742,6390.0,495186.0,58805.0,1.229169663,1.229169708,1.229169747,1.229169672
Finnish Ykkonen,2024-05-22,12:30:00,FCV,EPS,2.8,3.25,2.34,2.66,3.75,4.2,2.4,2.48,1.67,1.71,1.69,1.73,2.36,2.44,4.1,23.0,11.0,16.5,14.5,22.0,4.5,40.0,12.5,18.5,8.0,10.5,10.0,14.5,4.3,29.0,17.0,26.0,10.5,16.0,13.0,19.5,4.4,40.0,4.5,55.0,19.5,36.0,4.5,44.0,4.6,200.0,3.9,25.0,3.65,18.0,4.6,850.0,33292739,498141.0,10773401.0,58805.0,1.229211587,1.229211632,1.229211671,1.229211596
Finnish Ykkonen,2024-05-22,12:30:00,PKK-U,RoPS,2.56,2.78,2.56,2.72,3.95,4.2,2.48,2.74,1.58,1.68,1.58,1.61,2.62,2.7,4.6,980.0,4.2,19.0,4.5,24.0,4.9,44.0,4.5,19.5,7.8,980.0,9.8,15.0,4.8,29.0,4.7,25.0,9.6,980.0,4.4,18.5,4.8,36.0,4.9,44.0,4.8,29.0,4.8,38.0,5.2,200.0,4.1,17.0,4.1,17.0,5.7,850.0,33292641,12905685.0,396725.0,58805.0,1.229211677,1.229211722,1.229211761,1.229211686
