League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-04-14,00:10:00,Monterrey,Tigres,2.22,2.3,3.5,3.7,3.55,3.65,1.97,2.04,1.97,2.04,1.81,1.88,2.14,2.24,12.0,13.5,12.5,14.0,22.0,25.0,15.5,70.0,9.4,10.0,7.4,8.0,13.5,15.0,36.0,42.0,12.5,14.0,10.0,11.0,16.0,18.0,42.0,55.0,25.0,29.0,21.0,24.0,34.0,38.0,16.5,95.0,13.5,17.5,13.5,40.0,17.5,1000.0,33155469,328949.0,328916.0,58805.0,1.226945893,1.226945938,1.226945977,1.226945902
Australian A-League Men,2024-04-14,02:00:00,Melbourne City,Perth Glory,1.4,1.42,7.8,8.2,6.0,6.2,3.5,3.8,1.36,1.4,1.59,1.65,2.54,2.7,36.0,42.0,42.0,50.0,60.0,85.0,16.5,230.0,15.0,17.0,14.0,15.0,27.0,30.0,48.0,980.0,11.5,13.0,10.5,11.5,18.5,19.5,46.0,65.0,13.0,14.5,11.5,12.5,20.0,22.0,55.0,70.0,3.55,3.95,42.0,55.0,20.0,980.0,33155584,8586946.0,370132.0,58805.0,1.2269579,1.226957904,1.226957979,1.226957901
South Korean K League 1,2024-04-14,02:00:00,Suwon FC,Daejeon Citizen,2.58,2.76,2.82,3.05,3.55,3.8,1.98,2.24,1.81,2.04,1.68,1.77,2.3,2.48,13.0,16.0,11.0,14.0,17.0,22.0,6.8,55.0,10.0,15.0,7.0,8.6,11.5,14.5,25.0,36.0,15.0,19.0,10.5,12.5,14.0,18.0,32.0,48.0,28.0,46.0,21.0,30.0,30.0,46.0,6.2,110.0,5.2,24.0,5.4,28.0,6.6,830.0,33178796,7394845.0,5352230.0,58805.0,1.227381543,1.227381588,1.227381627,1.227381552
South Korean K League 2,2024-04-14,02:00:00,Jeonnam Dragons,Ansan Greeners FC,1.61,1.81,4.9,6.4,4.0,4.9,2.02,2.32,1.76,1.99,1.74,1.99,2.0,2.34,14.5,19.5,17.0,23.0,6.4,48.0,7.0,1000.0,8.0,10.5,8.6,10.5,17.0,24.0,6.6,1000.0,8.8,11.5,8.2,11.0,16.5,23.0,6.6,1000.0,13.5,19.0,13.5,18.5,20.0,36.0,7.0,120.0,4.1,9.4,2.18,1000.0,2.18,1000.0,33180829,8349517.0,12765833.0,58805.0,1.227410217,1.227410262,1.227410301,1.227410226
Japanese J League 2,2024-04-14,02:00:00,Renofa Yamaguchi,Thespakusatsu Gunma,1.8,1.88,5.4,6.0,3.45,3.75,1.69,1.74,2.36,2.44,2.16,2.32,1.76,1.87,8.4,11.0,12.5,16.5,6.2,46.0,6.8,180.0,5.8,7.6,6.8,9.0,20.0,25.0,6.6,110.0,8.6,10.5,8.8,12.0,20.0,28.0,6.8,120.0,15.5,22.0,18.5,25.0,6.4,60.0,6.8,210.0,5.1,18.0,6.8,160.0,7.2,1000.0,33185691,4233875.0,7078090.0,58805.0,1.227482013,1.227482058,1.227482097,1.227482022
Japanese J League 2,2024-04-14,02:00:00,Blaublitz Akita,Okayama,3.45,3.7,2.5,2.56,3.05,3.25,1.56,1.74,2.36,2.8,1.99,2.32,1.75,2.02,8.0,9.6,7.4,8.6,12.5,14.5,29.0,34.0,9.6,11.0,6.4,7.2,10.5,12.0,26.0,34.0,20.0,23.0,13.5,16.0,20.0,23.0,10.5,65.0,10.5,75.0,10.0,55.0,10.5,80.0,11.5,180.0,10.5,75.0,9.2,34.0,12.5,1000.0,33185688,5852914.0,5561025.0,58805.0,1.227482103,1.227482148,1.227482187,1.227482112
Japanese J League 2,2024-04-14,02:00:00,Yokohama FC,Fujieda Myfc,1.49,1.55,6.6,7.6,4.6,5.1,2.22,2.54,1.65,1.81,1.86,1.97,2.04,2.18,14.5,24.0,19.0,32.0,4.2,75.0,4.3,230.0,7.4,12.0,8.2,13.5,19.0,32.0,4.2,110.0,7.2,12.0,7.4,12.5,16.5,28.0,4.2,100.0,10.0,17.0,11.0,18.5,4.3,40.0,4.3,140.0,2.88,8.2,4.2,120.0,4.3,1000.0,33185679,2319612.0,14196415.0,58805.0,1.227481105,1.22748115,1.227481189,1.227481114
Japanese J League 2,2024-04-14,02:00:00,Kumamoto,Kofu,3.2,3.6,2.3,2.46,3.45,3.7,1.82,2.0,2.0,2.22,1.79,1.97,2.04,2.28,11.5,13.5,9.0,10.5,13.0,15.0,26.0,34.0,11.5,13.0,7.4,8.0,10.0,11.5,22.0,27.0,20.0,38.0,13.0,14.5,16.5,19.5,32.0,44.0,44.0,70.0,34.0,42.0,42.0,90.0,11.5,110.0,10.5,40.0,16.0,21.0,12.5,1000.0,33185683,5021204.0,1405179.0,58805.0,1.227481605,1.22748165,1.227481689,1.227481614
Japanese J League,2024-04-14,03:00:00,G-Osaka,Tosu,2.0,2.02,4.1,4.3,3.7,3.75,1.91,2.08,1.93,2.1,1.84,1.95,2.06,2.2,13.0,14.0,14.5,15.0,26.0,30.0,14.0,90.0,8.6,9.4,7.8,8.4,15.0,16.5,12.5,50.0,11.0,12.5,9.6,11.0,17.0,19.5,14.0,60.0,21.0,24.0,19.0,21.0,32.0,36.0,14.5,110.0,8.2,14.5,13.0,55.0,17.0,1000.0,33176176,441083.0,3455676.0,58805.0,1.227334047,1.227334093,1.227334132,1.227334057
South Korean K League 1,2024-04-14,04:30:00,Incheon Utd,Daegu FC,2.36,2.52,3.4,3.75,3.1,3.35,1.62,1.77,2.3,2.62,1.99,2.12,1.9,2.02,8.6,10.0,10.0,11.5,20.0,25.0,10.0,75.0,7.6,8.6,6.6,7.6,13.5,15.5,9.6,55.0,12.0,14.0,10.5,12.0,18.5,22.0,10.0,75.0,27.0,36.0,25.0,34.0,9.8,60.0,11.0,160.0,8.4,29.0,9.8,60.0,11.5,1000.0,33173027,5348609.0,13712494.0,58805.0,1.227272371,1.227272416,1.227272455,1.22727238
South Korean K League 2,2024-04-14,04:30:00,Chungnam Asan,Cheonan City,1.77,1.96,4.3,5.5,3.75,4.5,1.92,2.24,1.81,2.08,1.76,2.04,1.96,2.32,4.7,16.5,4.9,19.0,5.6,40.0,6.2,1000.0,4.0,10.5,3.95,9.8,5.0,21.0,6.0,70.0,4.3,12.5,4.2,11.5,5.0,22.0,6.0,75.0,5.0,22.0,5.0,21.0,5.6,40.0,6.2,1000.0,4.3,13.0,2.72,75.0,2.3,1000.0,33183954,41061425.0,14164093.0,58805.0,1.227451474,1.227451519,1.227451558,1.227451483
