League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Estonian Esiliiga,2024-08-20,06:30:00,Viimsi JK,Tabasalu JK,1.04,1.4,26.0,870.0,3.7,950.0,3.1,110.0,1.02,1.47,1.12,1000.0,1.12,1000.0,1.49,980.0,2.36,980.0,2.3,1000.0,2.94,1000.0,2.96,980.0,1.02,980.0,1.01,980.0,1.01,1000.0,2.68,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33508236,10763001.0,20827027.0,58805.0,1.232010476,1.232010521,1.23201056,1.232010485,4.1,5.8,1.21,1.32,3.75,110.0,1.02,1.05,3.1,110.0,1.02,1.47,1.01,1.04,3.5,36.0,1.01,1.38,1.232010477,1.232010479,1.23201048,1.232010524
Estonian Esiliiga,2024-08-20,06:30:00,FC Elva,Paide Linnameeskond II,1.04,1.69,4.9,870.0,4.9,950.0,2.8,15.5,1.2,1.55,1.12,1000.0,1.12,1000.0,1.49,980.0,1.02,980.0,1.02,1000.0,2.88,1000.0,1.02,980.0,1.02,980.0,1.01,980.0,1.01,1000.0,2.8,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33508215,7236799.0,7624550.0,58805.0,1.232010656,1.232010701,1.23201074,1.232010665,3.95,5.4,1.23,1.34,3.75,1000.0,1.02,1.06,2.8,15.5,1.07,1.25,1.01,1.26,2.44,36.0,1.01,1.26,1.232010657,1.232010659,1.23201066,1.232010704
Estonian Esiliiga,2024-08-20,06:30:00,FC Tallinn,JK Welco Elekter,1.86,650.0,1.36,17.5,3.75,6.0,2.52,18.0,1.25,1.65,1.12,1000.0,1.12,1000.0,1.49,980.0,1.02,980.0,1.02,1000.0,1.01,1000.0,1.02,980.0,1.02,980.0,1.01,980.0,1.01,1000.0,2.8,1000.0,2.9,980.0,1.01,980.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33508227,28659758.0,7362228.0,58805.0,1.232010566,1.232010611,1.23201065,1.232010575,3.85,5.2,1.24,1.36,4.3,1000.0,1.03,1.06,4.3,36.0,1.06,1.15,1.24,3.9,1.07,2.18,1.2,1.37,1.232010567,1.232010569,1.23201057,1.232010614
Romanian Liga II,2024-08-20,11:00:00,Bihor Oradea,Arges Pitesti,3.75,4.9,2.1,2.42,3.15,3.45,1.54,12.0,1.09,2.86,1.12,1000.0,1.12,1000.0,1.49,13.0,1.11,980.0,1.11,1000.0,1.11,1000.0,1.11,980.0,6.2,980.0,1.11,980.0,1.11,1000.0,1.11,1000.0,2.88,980.0,1.11,980.0,40.0,1000.0,40.0,1000.0,40.0,1000.0,40.0,1000.0,40.0,1000.0,1.55,1000.0,1.55,1000.0,1.11,1000.0,33491905,5525110.0,1557297.0,58805.0,1.231776057,1.231776102,1.231776141,1.231776066,1.1,110.0,1.29,1.88,1.54,12.0,1.09,2.86,1.54,12.0,1.09,2.86,1.71,1.91,1.26,1.37,1.41,1.47,1.231776058,1.23177606,1.231776061,1.231776105
Finnish Ykkonen,2024-08-20,12:30:00,JJK,KuPS Akatemia,1.43,1.49,6.8,8.0,5.3,5.9,2.9,3.15,1.47,1.52,1.62,1.82,2.22,2.6,20.0,980.0,20.0,980.0,20.0,980.0,20.0,980.0,11.0,980.0,10.5,980.0,20.0,980.0,20.0,980.0,9.8,12.5,8.8,12.0,16.5,980.0,20.0,980.0,12.0,980.0,11.0,980.0,19.0,980.0,20.0,980.0,3.05,5.2,6.8,980.0,7.2,1000.0,33507468,799035.0,46147144.0,58805.0,1.231999612,1.231999657,1.231999696,1.231999621,4.4,5.0,1.26,1.29,3.75,1000.0,1.03,1.04,6.2,11.0,1.15,1.18,1.14,1.17,3.0,3.35,1.2,1.24,1.231999613,1.231999615,1.231999616,1.23199966
Romanian Liga II,2024-08-20,13:00:00,CSA Steaua Bucuresti,CSM Scolar Resita,1.85,1.98,4.3,5.7,3.55,4.3,1.78,1.93,2.06,2.28,1.95,2.1,1.91,2.06,10.0,980.0,3.15,980.0,26.0,980.0,40.0,1000.0,3.4,980.0,3.45,980.0,2.36,980.0,40.0,1000.0,3.3,980.0,3.85,980.0,2.4,980.0,40.0,1000.0,2.38,980.0,2.38,980.0,30.0,980.0,40.0,1000.0,2.44,980.0,2.56,980.0,2.62,1000.0,33491873,18120525.0,12623697.0,58805.0,1.231775567,1.231775612,1.231775651,1.231775576,2.96,3.2,1.46,1.51,1.27,18.0,1.07,1.1,3.3,3.9,1.35,1.42,1.22,1.29,2.02,2.18,1.32,1.39,1.231775568,1.23177557,1.231775571,1.231775615
Danish 1st Division,2024-08-20,13:00:00,Roskilde,AC Horsens,4.2,4.5,1.86,1.88,4.1,4.3,2.32,2.42,1.71,1.76,1.68,1.76,2.3,2.46,17.5,19.0,10.5,11.5,11.5,12.5,19.0,21.0,18.0,20.0,8.6,9.4,9.4,10.0,16.0,17.5,30.0,36.0,15.5,18.0,16.0,17.0,26.0,29.0,65.0,95.0,42.0,48.0,42.0,50.0,44.0,80.0,30.0,42.0,8.4,9.4,20.0,850.0,33507816,518517.0,195583.0,58805.0,1.232006278,1.232006323,1.232006362,1.232006287,3.75,3.85,1.35,1.36,17.5,21.0,1.05,1.06,5.0,5.4,1.23,1.24,2.12,2.18,1.28,1.31,1.3,1.33,1.232006279,1.232006281,1.232006282,1.232006326
Polish I Liga,2024-08-20,13:00:00,Kotwica Kolobrzeg,Polonia Warszawa,2.4,2.5,3.2,3.6,3.25,3.6,1.89,2.0,2.0,2.14,1.77,1.89,2.12,2.3,11.0,16.0,11.0,15.5,18.5,28.0,65.0,70.0,8.8,12.0,7.0,8.8,11.5,16.0,20.0,44.0,11.5,19.0,9.2,12.5,14.5,21.0,20.0,60.0,20.0,38.0,20.0,32.0,20.0,48.0,20.0,240.0,4.0,46.0,4.7,90.0,4.9,1000.0,33507936,10103858.0,10490469.0,58805.0,1.232007569,1.232007614,1.232007653,1.232007578,3.15,3.35,1.43,1.46,11.0,18.0,1.07,1.1,3.55,4.1,1.32,1.38,1.4,1.46,1.66,1.72,1.4,1.44,1.23200757,1.232007572,1.232007573,1.232007617
Icelandic U19,2024-08-20,13:00:00,Throttur Reykjavik/SR U19,Thor Akureyri U19,1.7,1.76,4.1,4.5,5.4,6.0,3.5,110.0,1.01,1.4,1.12,1000.0,1.12,1000.0,12.0,980.0,1.04,980.0,1.04,1000.0,1.04,1000.0,1.04,980.0,1.04,980.0,1.04,980.0,1.04,1000.0,1.04,1000.0,1.04,980.0,1.04,980.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,20.0,1000.0,1.01,55.0,1.55,1000.0,1.04,1000.0,33508414,18977229.0,6427621.0,58805.0,1.232017791,1.232017838,1.232021255,1.232017802,1.1,15.5,1.08,20.0,27.0,130.0,1.01,1.04,3.5,110.0,1.01,1.4,1.29,1.33,2.32,2.44,1.2,1.23,1.232017792,1.232017794,1.232017795,1.232021219
Norwegian 3rd Division,2024-08-20,13:00:00,Skeid Fotball 2,Oppsal,3.65,8.2,1.4,1.78,6.2,32.0,1.65,300.0,1.02,4.6,1.33,1.45,2.96,4.0,1.49,1000.0,2.86,1000.0,2.96,1000.0,2.94,1000.0,2.8,1000.0,12.5,1000.0,9.8,1000.0,1.01,1000.0,2.82,1000.0,2.96,1000.0,10.0,1000.0,1.01,1000.0,2.94,1000.0,26.0,1000.0,21.0,1000.0,1.01,1000.0,1.55,1000.0,1.01,1000.0,1.01,1000.0,33511018,11724622.0,4698758.0,58805.0,1.23204357,1.232043615,1.232043654,1.232043579,5.5,11.0,1.1,1.23,50.0,1000.0,1.01,1.03,1.15,1000.0,1.02,2.32,2.28,3.5,1.14,1.38,1.03,1.2,1.232043571,1.232043573,1.232043574,1.232043618
