League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
UEFA Euro 2024,2024-06-17,10:00:00,Romania,Ukraine,4.4,4.5,2.02,2.04,3.55,3.6,1.75,1.76,2.3,2.34,2.04,2.12,1.89,1.96,10.0,11.0,7.4,7.8,10.5,11.0,22.0,23.0,12.5,13.0,7.4,7.6,10.5,11.0,22.0,24.0,27.0,29.0,17.5,18.0,21.0,23.0,42.0,48.0,90.0,100.0,50.0,65.0,70.0,75.0,120.0,140.0,75.0,80.0,16.5,18.0,300.0,1000.0,33143045,26.0,61448.0,58805.0,1.226741756,1.226741695,1.226741755,1.226741766
Egyptian Premier,2024-06-17,10:00:00,El Gounah,National Bank,3.05,3.45,2.54,2.8,3.0,3.4,1.76,1.91,2.1,2.32,1.82,1.95,2.06,2.22,9.8,13.5,7.8,12.5,13.0,19.5,4.4,980.0,9.8,14.5,6.4,8.6,9.8,14.5,4.4,980.0,16.5,25.0,11.0,17.0,15.0,22.0,4.4,980.0,4.5,980.0,4.4,980.0,4.4,980.0,4.6,980.0,4.3,980.0,4.1,980.0,4.8,1000.0,33346177,5202561.0,10492935.0,58805.0,1.229857674,1.229857719,1.229857758,1.229857683
Norwegian 3rd Division,2024-06-17,10:00:00,Stabaek II,Mosjoen,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.15,1000.0,1.01,13.5,1.01,1000.0,1.01,1000.0,1.44,1000.0,85.0,1000.0,95.0,1000.0,100.0,1000.0,23.0,1000.0,2.8,1000.0,30.0,1000.0,55.0,1000.0,2.92,1000.0,9.8,1000.0,16.5,1000.0,42.0,1000.0,2.88,1000.0,9.8,1000.0,13.0,1000.0,29.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33352422,5481293.0,68426909.0,58805.0,1.229937146,1.229937191,1.22993723,1.229937155
Norwegian 2nd Division,2024-06-17,12:00:00,Valerenga II,Tromsdalen,8.8,10.0,1.29,1.32,7.2,8.0,4.3,4.9,1.26,1.31,1.61,1.7,2.44,2.62,5.8,980.0,5.0,980.0,4.5,27.0,4.5,17.5,5.7,980.0,5.0,980.0,4.4,980.0,9.8,14.5,5.9,150.0,5.5,980.0,5.1,980.0,5.0,27.0,6.0,1000.0,5.9,130.0,5.7,80.0,5.8,240.0,5.7,75.0,1.98,2.92,6.0,1000.0,33351863,5481309.0,152569.0,58805.0,1.229927005,1.22992705,1.229927089,1.229927014
UEFA Euro 2024,2024-06-17,13:00:00,Belgium,Slovakia,1.52,1.53,7.8,8.0,4.5,4.6,2.08,2.12,1.9,1.92,2.08,2.12,1.89,1.93,15.5,16.0,24.0,25.0,55.0,65.0,200.0,980.0,7.6,7.8,9.6,10.0,27.0,29.0,100.0,120.0,8.2,8.4,9.6,10.0,25.0,26.0,100.0,120.0,12.5,13.0,15.0,15.5,36.0,38.0,110.0,140.0,7.4,7.8,130.0,190.0,580.0,850.0,32949292,29578.0,15288.0,58805.0,1.223720277,1.223720216,1.223720276,1.223720287
Egyptian Premier,2024-06-17,13:00:00,Ismaily,ENPPI,2.76,2.82,3.3,3.35,2.88,2.96,1.53,1.57,2.74,2.86,2.08,2.26,1.8,1.92,7.4,8.4,8.4,9.4,17.5,20.0,46.0,85.0,7.4,8.6,6.2,6.8,13.5,15.5,42.0,50.0,14.0,16.0,12.0,14.0,21.0,25.0,55.0,980.0,38.0,980.0,34.0,40.0,55.0,70.0,14.5,200.0,30.0,48.0,14.0,65.0,15.5,500.0,33339483,5170870.0,5259327.0,58805.0,1.229804649,1.229804694,1.229804733,1.229804658
Egyptian Premier,2024-06-17,13:00:00,Zamalek,Al-Masry,1.94,1.99,4.5,4.8,3.5,3.6,1.89,1.93,2.06,2.12,1.89,1.99,2.02,2.12,11.0,12.5,14.5,15.5,29.0,34.0,14.5,110.0,8.0,8.8,7.4,8.4,16.5,18.5,44.0,65.0,10.0,11.5,9.4,11.0,17.5,20.0,55.0,75.0,19.5,22.0,17.5,21.0,34.0,40.0,18.0,120.0,8.6,15.0,55.0,90.0,15.0,980.0,33348628,5174134.0,11162123.0,58805.0,1.229879995,1.22988004,1.229880079,1.229880004
Norwegian 3rd Division,2024-06-17,13:00:00,Madla,Sandefjord II,2.54,2.94,2.18,2.38,5.0,6.8,4.2,5.9,1.22,1.29,1.31,1.42,3.35,4.2,1.71,980.0,1.63,980.0,1.72,32.0,1.65,40.0,1.78,980.0,3.95,980.0,4.5,980.0,2.38,24.0,1.75,34.0,3.35,980.0,4.7,980.0,2.64,22.0,1.72,48.0,1.85,29.0,1.87,26.0,2.46,200.0,2.0,9.4,1.9,6.8,1.71,850.0,33352404,11025614.0,8599851.0,58805.0,1.229937326,1.229937372,1.229937411,1.229937335
Norwegian 3rd Division,2024-06-17,13:00:00,Skedsmo,Aalesunds FK 2,6.8,8.6,1.39,1.47,5.0,6.4,2.46,3.0,1.5,1.67,1.64,1.96,2.04,2.58,2.44,29.0,3.15,12.5,3.0,11.0,3.2,14.0,2.22,34.0,3.2,14.0,3.05,11.5,3.3,70.0,1.58,1000.0,3.65,30.0,3.55,25.0,2.08,32.0,1.61,1000.0,1.59,1000.0,1.59,1000.0,1.6,240.0,1.58,1000.0,3.25,55.0,1.58,1000.0,33353764,5508510.0,10280885.0,58805.0,1.22994816,1.229948205,1.229948244,1.229948169
Swedish Superettan,2024-06-17,14:00:00,Trelleborgs,IK Brage,2.96,3.05,2.48,2.54,3.65,3.75,2.16,2.22,1.82,1.86,1.7,1.73,2.36,2.42,15.0,21.0,11.5,13.0,15.5,17.0,30.0,34.0,12.5,14.5,8.0,8.4,10.5,11.5,22.0,25.0,19.5,22.0,12.0,13.0,14.5,16.5,30.0,34.0,42.0,48.0,27.0,32.0,34.0,48.0,50.0,75.0,21.0,26.0,14.0,17.5,18.0,980.0,33335682,767907.0,502308.0,58805.0,1.229754095,1.22975414,1.229754179,1.229754104
