League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-04-21,00:10:00,Pumas UNAM,CF America,3.0,3.2,2.32,2.44,3.75,4.0,2.2,2.42,1.71,1.83,1.63,1.73,2.38,2.58,15.0,19.5,10.5,14.0,14.0,18.5,6.4,36.0,12.0,16.0,7.4,9.8,9.4,12.5,18.5,25.0,18.5,24.0,11.0,14.5,13.0,18.0,6.4,980.0,6.8,980.0,6.2,32.0,6.4,980.0,7.0,980.0,5.9,25.0,5.3,16.5,7.6,1000.0,33176363,328955.0,328952.0,58805.0,1.227342339,1.227342384,1.227342423,1.227342348
Australian A-League Men,2024-04-21,02:00:00,Central Coast Mariners,Adelaide United,1.82,1.85,4.1,4.4,4.5,4.9,2.72,3.25,1.45,1.58,1.52,1.65,2.54,2.94,6.0,34.0,20.0,28.0,6.0,42.0,6.2,90.0,12.5,17.5,9.6,13.0,14.5,19.5,6.0,44.0,12.5,17.0,9.0,12.0,13.0,18.0,6.0,980.0,17.5,24.0,13.5,18.0,19.5,26.0,6.2,980.0,3.55,7.4,5.5,28.0,6.6,980.0,33194789,1205126.0,571273.0,58805.0,1.227645703,1.227645707,1.227645782,1.227645704
Japanese J League 2,2024-04-21,02:00:00,Nagasaki,Yokohama FC,2.86,3.1,2.48,2.72,3.4,3.7,1.86,2.06,1.96,2.16,1.76,1.93,2.08,2.32,11.5,14.5,8.8,12.0,14.0,18.5,5.7,42.0,10.0,13.0,6.8,8.8,10.0,13.5,23.0,32.0,17.0,22.0,11.0,14.5,14.5,20.0,5.8,48.0,5.9,55.0,5.7,38.0,5.9,55.0,6.2,120.0,5.6,34.0,5.3,26.0,6.6,1000.0,33192760,7081211.0,2319612.0,58805.0,1.227608421,1.227608466,1.227608505,1.22760843
Japanese J League 2,2024-04-21,02:00:00,Oita,Iwaki SC,2.72,2.9,2.74,2.9,3.3,3.45,1.76,1.93,2.06,2.32,1.83,2.02,1.99,2.22,9.8,13.0,8.8,12.0,15.0,19.5,6.2,980.0,8.8,12.0,6.4,8.4,10.5,14.0,5.9,36.0,14.5,20.0,11.0,14.0,16.0,21.0,6.2,980.0,6.2,980.0,5.9,36.0,6.2,980.0,6.6,980.0,5.7,32.0,5.7,32.0,7.0,1000.0,33191615,441089.0,13432059.0,58805.0,1.227584066,1.227584111,1.22758415,1.227584075
Japanese J League 2,2024-04-21,02:00:00,Jef Utd Chiba,Blaublitz Akita,1.87,2.1,4.5,5.8,3.25,3.75,1.55,1.71,2.42,2.82,2.1,2.48,1.68,1.91,8.0,9.8,11.5,14.5,6.8,980.0,7.4,980.0,5.8,7.0,7.0,8.2,18.5,24.0,7.2,980.0,8.2,11.5,9.2,12.5,21.0,980.0,7.4,980.0,18.5,25.0,21.0,980.0,7.0,980.0,7.4,980.0,5.8,23.0,7.4,980.0,7.8,1000.0,33191619,5021203.0,5852914.0,58805.0,1.227583616,1.227583661,1.2275837,1.227583625
Japanese J League 2,2024-04-21,02:00:00,Renofa Yamaguchi,Mito,2.32,2.5,3.45,3.8,2.98,3.3,1.59,1.75,2.32,2.7,1.93,2.24,1.81,2.08,7.8,11.0,8.2,13.0,17.0,28.0,4.5,980.0,6.4,9.8,5.6,8.8,12.5,19.0,4.4,980.0,11.5,17.0,9.8,14.5,16.0,980.0,4.5,980.0,4.3,980.0,4.2,980.0,4.4,980.0,4.7,980.0,4.2,980.0,4.5,980.0,4.8,1000.0,33191617,4233875.0,3455677.0,58805.0,1.227583976,1.227584021,1.22758406,1.227583985
Japanese J League 2,2024-04-21,02:00:00,Kagoshima Utd,Tochigi SC,1.93,2.16,4.2,5.4,3.35,3.6,1.67,1.8,2.24,2.5,1.96,2.34,1.75,2.06,8.8,11.0,11.5,16.5,24.0,40.0,6.0,980.0,6.8,7.8,7.2,8.4,15.5,24.0,5.9,980.0,9.4,12.0,9.2,12.0,16.5,28.0,6.0,980.0,16.5,28.0,19.5,29.0,5.7,980.0,6.0,980.0,4.9,22.0,6.0,980.0,6.2,1000.0,33192757,10428848.0,5945153.0,58805.0,1.227608511,1.227608556,1.227608595,1.22760852
South Korean K League 1,2024-04-21,02:00:00,Gangwon,Incheon Utd,2.78,2.92,3.0,3.25,2.98,3.2,1.55,1.63,2.58,2.8,2.1,2.26,1.8,1.91,7.6,8.6,8.2,9.4,13.5,23.0,6.2,980.0,7.8,8.8,6.4,7.2,10.5,17.5,6.0,980.0,12.0,20.0,10.0,16.5,16.5,28.0,6.2,90.0,6.0,55.0,6.0,48.0,6.2,85.0,6.6,980.0,6.0,980.0,6.2,980.0,6.8,1000.0,33191859,5348606.0,5348609.0,58805.0,1.227590298,1.227590343,1.227590382,1.227590307
South Korean K League 2,2024-04-21,02:00:00,FC Anyang,Suwon Bluewings,2.94,3.35,2.44,2.64,3.4,3.75,1.85,2.06,1.95,2.18,1.72,1.98,2.02,2.38,10.5,14.5,8.8,12.0,13.0,18.0,20.0,980.0,10.0,13.5,6.8,8.8,9.8,13.0,20.0,980.0,17.0,980.0,11.0,15.0,14.5,980.0,20.0,980.0,6.0,980.0,20.0,980.0,6.0,980.0,6.4,980.0,5.7,980.0,5.3,25.0,6.6,1000.0,33200302,7564870.0,5339134.0,58805.0,1.227739837,1.227739882,1.227739921,1.227739846
South Korean K League 2,2024-04-21,02:00:00,Ansan Greeners FC,Gimpo Citizen,3.5,4.0,2.16,2.42,3.2,3.65,1.69,1.8,2.26,2.46,1.96,2.14,1.88,2.06,9.4,13.0,3.55,8.8,11.0,16.0,5.2,980.0,10.0,14.0,6.8,7.8,10.0,14.0,20.0,34.0,19.0,29.0,11.5,19.0,4.9,26.0,5.2,980.0,5.4,980.0,5.1,980.0,5.3,980.0,5.3,980.0,5.1,980.0,4.6,28.0,5.5,1000.0,33191861,12765833.0,19825802.0,58805.0,1.227590208,1.227590253,1.227590292,1.227590217
