League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Romanian Liga I,2024-04-23,11:00:00,FC Voluntari,FC U Craiova 1948,2.36,2.54,3.15,3.5,3.3,3.6,1.76,1.95,2.06,2.32,1.8,2.06,1.95,2.24,10.0,14.0,10.0,14.5,19.0,27.0,5.1,980.0,8.2,10.5,6.8,8.0,12.0,17.5,4.9,980.0,11.5,17.5,9.4,14.0,15.5,24.0,5.1,980.0,5.3,980.0,5.1,32.0,5.0,980.0,5.3,980.0,4.5,25.0,4.9,980.0,5.5,1000.0,33206903,8838645.0,20135214.0,58805.0,1.227845991,1.227846036,1.227846075,1.227846
Egyptian Premier,2024-04-23,11:00:00,Smouha,Baladeyet Al-Mahalla,2.02,2.16,4.2,4.7,3.2,3.55,1.67,1.84,2.18,2.5,1.9,2.22,1.82,2.12,8.6,11.5,11.0,15.0,6.0,980.0,6.8,980.0,7.0,8.4,6.6,8.0,15.0,21.0,6.6,980.0,9.4,13.0,9.0,12.5,17.5,980.0,6.8,980.0,19.5,980.0,19.5,980.0,6.4,980.0,7.0,980.0,5.5,21.0,6.8,980.0,7.4,1000.0,33209495,5170871.0,26596726.0,58805.0,1.227884013,1.227884058,1.227884097,1.227884022
Bosnian Premier League,2024-04-23,11:00:00,FK Igman Konjic,Gosk Gabela,1.46,990.0,1.48,980.0,3.0,3.8,1.27,36.0,1.05,4.6,1.01,1000.0,1.01,1000.0,1.49,1000.0,2.52,1000.0,2.28,1000.0,4.2,1000.0,2.6,1000.0,2.84,1000.0,3.55,1000.0,3.95,1000.0,2.68,1000.0,4.5,1000.0,4.4,1000.0,8.0,1000.0,3.75,1000.0,7.2,1000.0,5.9,1000.0,20.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33214516,20716213.0,10440848.0,58805.0,1.227994728,1.227994731,1.227994775,1.227994776
Polish I Liga,2024-04-23,13:00:00,Podbeskidzie B-B,GKS Tychy,2.74,3.05,2.52,2.8,3.4,3.75,1.9,2.16,1.86,2.1,1.75,1.9,2.12,2.32,9.0,980.0,3.5,980.0,6.0,980.0,2.5,980.0,3.95,13.0,6.6,980.0,10.5,980.0,2.66,980.0,4.4,980.0,10.0,14.5,6.0,980.0,2.66,1000.0,2.54,980.0,2.48,980.0,2.66,1000.0,2.6,980.0,1.95,980.0,2.02,980.0,2.66,1000.0,33209553,4135278.0,2618019.0,58805.0,1.227884706,1.227884751,1.22788479,1.227884715
Polish I Liga,2024-04-23,13:00:00,Zaglebie Sosnowiec,Stal Rzeszow,2.64,3.1,2.38,2.76,3.4,3.9,1.96,2.22,1.83,2.04,1.7,1.84,2.2,2.42,12.0,18.5,10.0,14.5,4.2,21.0,4.7,980.0,10.5,15.5,7.2,8.8,10.0,14.5,19.5,980.0,4.2,24.0,10.5,15.5,14.0,21.0,4.3,980.0,4.4,980.0,4.3,980.0,4.7,980.0,4.6,980.0,4.1,30.0,4.0,25.0,4.8,1000.0,33208580,2486936.0,5817456.0,58805.0,1.227879658,1.227879704,1.227879743,1.227879667
Bosnian Premier League,2024-04-23,13:00:00,Fk Velez Mostar,Sloga Doboj,1.04,48.0,1.1,990.0,1.2,950.0,1.27,1000.0,1.01,4.6,1.12,1000.0,1.12,1000.0,1.49,980.0,2.96,980.0,2.38,1000.0,3.1,1000.0,2.34,980.0,3.75,980.0,3.85,980.0,7.4,1000.0,3.45,1000.0,4.2,980.0,5.1,980.0,6.4,1000.0,3.2,1000.0,6.6,1000.0,9.4,1000.0,1.1,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,33214515,15020693.0,14508297.0,58805.0,1.227977239,1.227977284,1.227977323,1.227977248
Austrian Bundesliga,2024-04-23,13:30:00,SC Austria Lustenau,Wolfsberger AC,3.95,4.3,2.02,2.12,3.5,3.8,1.8,2.0,2.0,2.26,1.87,2.0,2.0,2.14,11.0,13.0,7.8,9.4,10.5,12.5,21.0,26.0,12.5,14.5,7.2,8.2,9.6,11.0,20.0,24.0,9.8,32.0,15.0,18.0,17.5,22.0,8.8,42.0,10.0,90.0,9.4,55.0,9.6,65.0,10.5,980.0,9.4,60.0,6.6,16.5,11.0,1000.0,33210330,8522727.0,7418999.0,58805.0,1.227905056,1.227905101,1.22790514,1.227905065
Austrian Bundesliga,2024-04-23,13:30:00,WSG Wattens,Austria Vienna,3.75,4.1,2.06,2.18,3.5,3.85,1.87,2.08,1.94,2.14,1.81,1.91,2.1,2.22,11.5,14.5,8.0,10.0,10.5,13.5,18.0,32.0,13.0,16.0,7.2,8.8,9.6,12.0,16.0,27.0,5.8,34.0,13.0,17.5,13.5,23.0,6.0,46.0,6.2,90.0,6.0,55.0,6.2,70.0,26.0,130.0,6.0,55.0,4.8,17.0,6.8,1000.0,33210790,3258153.0,65352.0,58805.0,1.227914268,1.227914313,1.227914352,1.227914277
Romanian Liga I,2024-04-23,13:30:00,Botosani,Dinamo Bucharest,2.42,2.58,3.1,3.6,3.1,3.4,1.64,1.85,2.16,2.58,1.88,2.2,1.84,2.14,8.2,11.5,9.6,12.0,17.0,25.0,5.3,980.0,7.8,9.6,6.6,7.8,11.5,17.5,5.8,980.0,12.5,18.0,10.5,15.0,16.5,25.0,5.3,980.0,28.0,980.0,5.5,980.0,5.3,980.0,5.6,980.0,4.9,34.0,5.2,980.0,5.7,1000.0,33209727,3465177.0,46937.0,58805.0,1.227894646,1.227894691,1.22789473,1.227894655
Swedish Superettan,2024-04-23,14:00:00,Degerfors,Helsingborgs,1.97,2.0,4.1,4.6,3.6,3.8,1.98,2.06,1.95,2.02,1.83,1.92,2.08,2.2,12.5,14.0,14.0,16.0,27.0,32.0,13.0,95.0,8.6,9.4,7.6,8.6,15.5,17.5,44.0,60.0,10.5,12.0,9.6,10.5,17.0,19.0,46.0,65.0,20.0,23.0,18.5,21.0,32.0,38.0,28.0,120.0,12.0,14.0,40.0,60.0,14.5,1000.0,33200249,784612.0,764222.0,58805.0,1.227738203,1.22773825,1.22773829,1.227738212
Egyptian Premier,2024-04-23,14:00:00,Al Ahly Cairo,Ceramica Cleopatra,1.04,480.0,1.06,1000.0,1.21,1000.0,1.2,36.0,1.03,6.0,1.12,1000.0,1.12,1000.0,1.49,1000.0,2.66,1000.0,2.28,1000.0,4.9,1000.0,2.72,1000.0,2.94,1000.0,3.65,1000.0,5.8,1000.0,2.94,1000.0,4.6,1000.0,5.8,1000.0,8.0,1000.0,3.05,1000.0,6.2,1000.0,7.2,1000.0,10.5,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33209626,4768314.0,37456793.0,58805.0,1.227894736,1.227894781,1.22789482,1.227894745
Egyptian Premier,2024-04-23,14:00:00,Pharco FC,Al-Masry,4.2,4.7,2.06,2.22,3.05,3.4,1.56,1.7,2.42,2.78,2.08,2.26,1.8,1.92,7.8,14.0,6.4,8.0,10.0,13.0,6.0,980.0,10.5,13.5,6.4,7.4,10.0,12.5,6.2,980.0,6.2,980.0,5.6,21.0,5.9,980.0,6.8,980.0,7.2,980.0,7.0,980.0,7.2,980.0,7.4,980.0,7.2,980.0,6.0,980.0,7.6,1000.0,33205047,10539864.0,11162123.0,58805.0,1.227826337,1.227826382,1.227826421,1.227826346
Swiss Challenge League,2024-04-23,14:30:00,Neuchatel Xamax,FC Wil,2.24,2.4,3.25,3.6,3.5,4.0,1.91,2.24,1.8,2.1,1.74,1.93,2.06,2.36,12.0,980.0,11.5,980.0,20.0,980.0,5.1,980.0,9.2,980.0,7.4,980.0,12.0,980.0,20.0,980.0,11.0,980.0,9.4,980.0,14.5,980.0,20.0,980.0,4.7,980.0,4.5,980.0,20.0,980.0,5.2,980.0,3.95,980.0,4.4,980.0,5.0,1000.0,33209997,65779.0,179085.0,58805.0,1.227896956,1.227897001,1.22789704,1.227896965
South African Premier Division,2024-04-23,14:30:00,Mamelodi Sundowns,Sekhukhune United,1.5,1.56,6.6,10.5,3.85,5.5,1.86,2.0,2.0,2.16,2.14,2.36,1.75,1.88,5.0,980.0,4.2,980.0,4.2,1000.0,4.2,1000.0,2.06,980.0,4.0,980.0,4.2,980.0,4.2,1000.0,2.2,980.0,1.77,980.0,1.95,980.0,4.2,1000.0,10.0,980.0,5.0,980.0,2.68,980.0,2.04,1000.0,1.99,980.0,4.2,1000.0,6.4,1000.0,33210809,6772440.0,38281353.0,58805.0,1.227927001,1.227927046,1.227927085,1.22792701
