League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Egyptian Premier,2024-08-08,15:00:00,ZED FC,Zamalek,1.95,1000.0,1.16,3.5,2.52,330.0,1.07,15.5,1.07,26.0,1.12,1000.0,1.12,1000.0,1.49,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,2.8,980.0,6.6,980.0,1.05,980.0,1.05,1000.0,3.0,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.03,1000.0,1.05,1000.0,1.05,1000.0,1.55,1000.0,1.55,1000.0,1.05,1000.0,33474309,38208152.0,5174134.0,58805.0,1.231529942,1.231529987,1.231530026,1.231529951,1.05,2.94,1.52,110.0,1.2,15.5,1.07,8.0,1.14,15.5,1.07,110.0,1.4,1.58,1.43,2.06,1.16,1.66,1.231529943,1.231529945,1.231529946,1.23152999
Argentinian Primera Division,2024-08-08,15:00:00,Argentinos Juniors,Sarmiento de Junin,1.9,1.93,5.5,6.2,3.1,3.25,1.46,1.52,2.92,3.2,2.4,2.74,1.58,1.72,6.4,7.6,11.5,13.0,32.0,42.0,12.0,210.0,5.3,5.8,7.0,7.8,23.0,28.0,12.0,150.0,8.4,10.5,10.5,12.0,28.0,34.0,12.0,190.0,19.0,23.0,26.0,30.0,65.0,80.0,12.5,350.0,18.5,28.0,12.5,290.0,13.0,1000.0,33468726,453739.0,5971606.0,58805.0,1.231454229,1.231454274,1.231454313,1.231454238,2.24,2.46,1.69,1.8,2.32,8.8,1.13,1.76,2.32,2.54,1.65,1.76,1.19,1.22,2.06,2.12,1.44,1.47,1.23145423,1.231454232,1.231454233,1.231454277
Egyptian Premier,2024-08-08,15:00:00,Smouha,Al Ahly Cairo,9.6,12.0,1.36,1.41,5.2,5.8,2.06,2.3,1.77,1.94,2.1,2.44,1.69,1.91,14.0,980.0,7.0,8.6,6.8,8.0,9.4,11.0,26.0,36.0,10.5,12.5,9.2,10.5,12.5,16.0,9.8,95.0,32.0,980.0,26.0,980.0,19.0,46.0,10.5,1000.0,10.0,190.0,10.0,1000.0,10.0,230.0,10.0,1000.0,4.8,6.8,10.5,1000.0,33468729,5170871.0,4768314.0,58805.0,1.23145438,1.231454425,1.231454464,1.231454389,3.2,3.8,1.37,1.45,14.5,990.0,1.01,1.08,4.3,5.1,1.24,1.31,3.4,3.8,1.09,1.12,1.21,1.24,1.231454381,1.231454383,1.231454384,1.231454428
Icelandic Women's Matches,2024-08-08,15:00:00,Selfoss (W),HK Vikingur (W),1.19,600.0,1.64,870.0,3.05,330.0,1.06,1000.0,1.01,21.0,1.12,1000.0,1.12,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.05,1000.0,1.55,1000.0,1.55,1000.0,1.05,1000.0,33474473,5586156.0,5330937.0,58805.0,1.231533678,1.231533723,1.231533762,1.231533687,1.01,1000.0,1.01,20.0,1.27,110.0,1.01,1.12,1.14,1000.0,1.01,110.0,1.01,2.58,1.16,1.58,1.16,1.46,1.231533679,1.231533681,1.231533682,1.231533726
Bolivian Liga de Futbol Profesional,2024-08-08,16:00:00,Club Real Santa Cruz,The Strongest,2.58,600.0,1.63,2.12,3.05,7.0,1.73,3.55,1.39,2.36,1.12,1000.0,1.12,1000.0,1.49,980.0,2.7,980.0,2.56,1000.0,1.03,1000.0,2.64,980.0,1.04,980.0,1.03,980.0,1.03,1000.0,1.04,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.04,1000.0,1.03,1000.0,1.03,1000.0,1.05,1000.0,1.55,1000.0,1.01,60.0,1.05,1000.0,33474870,25226893.0,328205.0,58805.0,1.231540726,1.231540771,1.23154081,1.231540735,1.01,1000.0,1.01,20.0,1.73,110.0,1.01,2.36,1.73,1000.0,1.01,2.36,1.89,2.6,1.17,1.22,1.26,1.32,1.231540727,1.231540729,1.23154073,1.231540774
Icelandic 1 Deild,2024-08-08,16:15:00,Keflavik,Grindavik,1.58,1.62,5.1,5.6,4.8,5.6,3.2,3.6,1.39,1.45,1.54,1.61,2.66,2.82,7.4,980.0,6.8,980.0,7.2,980.0,7.8,980.0,13.0,17.5,10.5,14.5,18.5,980.0,7.2,980.0,11.5,15.5,8.6,12.0,14.0,980.0,7.0,980.0,13.5,980.0,12.0,980.0,17.5,980.0,7.4,980.0,3.2,5.2,6.6,980.0,8.0,1000.0,33472585,808414.0,399802.0,58805.0,1.231507804,1.231507852,1.231507893,1.231507815,4.9,5.3,1.23,1.25,21.0,55.0,1.02,1.04,7.2,10.5,1.12,1.15,1.21,1.23,2.56,2.74,1.22,1.25,1.231507806,1.231507808,1.231507809,1.231507856
Icelandic Women's Matches,2024-08-08,16:15:00,IR Reykjavik (W),IA Akranes (W),8.8,29.0,1.29,1.32,5.5,9.0,1.46,110.0,1.02,18.0,1.58,1.72,2.4,2.7,1.09,980.0,14.0,980.0,10.0,1000.0,1.11,1000.0,4.2,980.0,15.0,980.0,9.0,980.0,9.8,1000.0,1.11,1000.0,4.2,980.0,1.11,980.0,1.11,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,1.11,1000.0,1.55,1000.0,1.04,55.0,1.11,1000.0,33474472,5482771.0,5499145.0,58805.0,1.231533768,1.231533813,1.231533852,1.231533777,4.6,7.8,1.15,1.28,1.27,980.0,1.02,1.03,1.2,110.0,1.02,55.0,3.4,4.5,1.04,1.13,1.13,1.23,1.231533769,1.231533771,1.231533772,1.231533816
Icelandic Urvalsdeild,2024-08-08,16:15:00,HK Kopavogur,KR Reykjavik,4.7,4.8,1.65,1.67,5.1,5.3,3.9,4.1,1.32,1.34,1.44,1.48,3.1,3.3,40.0,46.0,19.5,22.0,16.0,18.0,19.5,21.0,32.0,42.0,13.5,30.0,11.0,12.0,13.5,15.5,46.0,55.0,19.0,21.0,14.5,15.5,18.0,20.0,85.0,110.0,36.0,44.0,32.0,36.0,30.0,44.0,15.5,21.0,4.4,4.7,55.0,980.0,33459241,2405036.0,399808.0,58805.0,1.231297261,1.231297306,1.231297345,1.231297270,5.6,5.9,1.2,1.22,21.0,110.0,1.01,1.03,9.8,11.5,1.1,1.11,2.48,2.52,1.26,1.27,1.23,1.24,1.231297262,1.231297264,1.231297265,1.231297309
Icelandic 1 Deild,2024-08-08,16:15:00,Afturelding,Leiknir R,1.76,1.86,4.0,4.5,4.5,5.3,3.25,3.65,1.38,1.44,1.47,1.55,2.84,3.1,28.0,980.0,5.7,980.0,36.0,980.0,40.0,980.0,14.5,980.0,10.0,14.0,15.0,21.0,30.0,980.0,13.5,980.0,9.2,12.5,13.0,980.0,27.0,980.0,5.4,980.0,13.0,17.5,17.5,980.0,30.0,980.0,3.3,6.4,5.4,230.0,6.6,980.0,33472571,3968885.0,4744864.0,58805.0,1.231507997,1.231508042,1.231508081,1.231508006,4.5,5.3,1.23,1.27,17.5,55.0,1.02,1.04,7.2,11.0,1.11,1.15,1.28,1.33,2.16,2.32,1.24,1.28,1.231507998,1.231508000,1.231508001,1.231508045
Ecuadorian Serie B,2024-08-08,17:30:00,Guayaquil City,Cuniburo FC,1.9,2.02,4.7,5.7,3.35,3.45,1.54,1.65,2.52,2.86,2.16,2.42,1.7,1.86,7.8,10.0,11.5,980.0,20.0,980.0,20.0,980.0,5.6,7.4,6.4,8.6,5.3,980.0,20.0,980.0,8.6,11.5,9.8,980.0,20.0,980.0,20.0,980.0,18.5,980.0,20.0,980.0,20.0,980.0,20.0,1000.0,5.3,980.0,6.4,980.0,6.8,1000.0,33474400,15116449.0,55425503.0,58805.0,1.231531512,1.231531557,1.231531596,1.231531521,2.54,2.7,1.59,1.65,1.27,10.5,1.11,1.15,2.68,2.94,1.52,1.59,1.21,1.26,1.98,2.12,1.4,1.43,1.231531513,1.231531515,1.231531516,1.231531560
