League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Mexican Liga MX,2024-09-19,00:00:00,Monterrey,FC Juarez,1.45,1.48,7.6,8.4,4.9,5.2,2.38,2.56,1.64,1.73,1.9,2.02,1.99,2.1,16.5,28.0,6.2,36.0,6.6,90.0,7.0,290.0,8.4,9.6,8.8,14.0,6.0,34.0,6.8,130.0,8.0,9.2,9.2,10.5,17.5,29.0,6.6,110.0,9.0,15.0,13.5,18.5,6.2,40.0,6.6,120.0,3.3,6.2,6.8,150.0,7.0,1000.0,33546345,328949.0,10002706.0,58805.0,1.232538664,1.232538709,1.232538748,1.232538673,3.8,4.5,1.31,1.36,1.27,1000.0,1.01,1.07,2.54,6.4,1.18,1.29,1.13,1.16,3.05,3.25,1.23,1.26,1.232538665,1.232538667,1.232538668,1.232538712
Bulgarian A League,2024-09-19,11:00:00,Lokomotiv Plovdiv,CSKA 1948 Sofia,2.42,2.68,2.92,1000.0,3.05,3.5,1.59,1.87,2.14,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33568601,878125.0,20732043.0,58805.0,1.232800661,1.232800706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romanian Liga II,2024-09-19,11:00:00,Bihor Oradea,CSA Steaua Bucuresti,2.08,6.4,1.33,2.96,3.0,1000.0,1.39,2.3,1.76,3.55,1.12,1000.0,1.12,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33597507,5525110.0,18120525.0,58805.0,1.233143507,1.233143552,1.233143591,1.233143516,2.74,3.65,1.37,1.58,2.66,990.0,1.03,1.6,2.66,6.4,1.18,1.6,1.51,4.0,1.18,1.62,1.12,1.5,1.233143508,1.23314351,1.233143511,1.233143555
Estonian Esiliiga,2024-09-19,11:30:00,Paide Linnameeskond II,FC Elva,1.17,1000.0,1.04,1000.0,1.17,1000.0,1.18,1000.0,1.01,8.2,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33601412,7624550.0,7236799.0,58805.0,1.233178676,1.233178721,1.23317876,1.233178685,5.4,8.2,1.14,1.23,44.0,1000.0,1.01,1.03,1.18,1000.0,1.01,8.2,1.13,36.0,1.01,7.0,1.01,7.0,1.233178677,1.233178679,1.23317868,1.233178724
Estonian Esiliiga,2024-09-19,12:00:00,Levadia Tallinn II,JK Welco Elekter,2.88,3.65,1.68,1000.0,1.41,1000.0,1.18,110.0,1.01,8.2,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33601407,5412337.0,7362228.0,58805.0,1.233178856,1.233178901,1.23317894,1.233178865,3.6,4.6,1.28,1.38,18.5,110.0,1.01,1.06,1.18,110.0,1.01,8.2,1.01,2.5,1.37,1.53,1.01,1.46,1.233178857,1.233178859,1.23317886,1.233178904
Finnish Veikkausliiga,2024-09-19,12:00:00,Lahti,IFK Mariehamn,2.22,2.26,3.65,3.8,3.45,3.6,1.81,1.88,2.14,2.24,1.9,1.99,2.02,2.12,11.0,12.0,11.5,13.0,18.5,25.0,32.0,85.0,8.4,9.2,7.2,8.0,14.0,15.5,26.0,46.0,12.0,13.5,10.5,11.5,17.0,19.5,30.0,70.0,18.5,28.0,21.0,26.0,25.0,130.0,13.5,140.0,14.0,20.0,30.0,55.0,14.0,1000.0,33592611,139506.0,1099216.0,58805.0,1.233077072,1.233077117,1.233077156,1.233077081,2.94,3.1,1.48,1.52,10.0,15.5,1.07,1.11,3.4,3.65,1.38,1.41,1.36,1.38,1.79,1.82,1.38,1.41,1.233077073,1.233077075,1.233077076,1.23307712
Saudi Professional League,2024-09-19,12:40:00,Al-Akhdoud,Al-Quadisiya (KSA),1.04,13.0,1.42,1.8,3.85,1000.0,2.06,3.2,1.46,1.94,1.12,1000.0,1.12,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33600137,21666423.0,10201607.0,58805.0,1.233168478,1.233168488,1.233168477,1.233168487,1.2,1000.0,1.01,20.0,13.5,36.0,1.03,1.08,3.05,14.0,1.07,1.49,2.24,5.3,1.08,1.34,1.01,1.34,1.233168469,1.233168481,1.233168482,1.233168492
Saudi Professional League,2024-09-19,12:55:00,Al Orubah,Al-Fateh (KSA),1.6,3.25,1.68,3.75,3.6,1000.0,1.6,3.2,1.45,2.64,1.12,1000.0,1.12,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33600079,7202801.0,7196232.0,58805.0,1.233167949,1.233167959,1.233167948,1.233167958,1.2,7.8,1.01,1.76,3.05,36.0,1.03,1.49,3.05,8.0,1.14,1.49,1.36,2.48,1.44,2.7,1.01,1.38,1.23316794,1.233167952,1.233167953,1.233167963
Estonian Esiliiga,2024-09-19,13:00:00,Tabasalu JK,Flora Tallinn II,1.04,13.0,1.11,1000.0,1.11,1000.0,1.18,1000.0,1.01,8.8,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33601410,20827027.0,5412351.0,58805.0,1.233178766,1.233178811,1.23317885,1.233178775,5.7,9.4,1.12,1.22,1.18,1000.0,1.01,8.8,1.18,1000.0,1.01,8.8,1.01,13.0,1.08,1.09,1.01,10.5,1.233178767,1.233178769,1.23317877,1.233178814
Estonian Esiliiga,2024-09-19,13:00:00,Harju JK Laagri,Viimsi JK,1.63,1000.0,2.96,1000.0,1.11,1000.0,1.18,990.0,1.01,8.8,1.12,1000.0,1.12,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33601364,28525699.0,10763001.0,58805.0,1.233177891,1.233177936,1.233177975,1.2331779,3.7,4.8,1.27,1.38,19.0,110.0,1.01,1.06,1.18,1000.0,1.01,8.0,1.01,1.51,1.08,2.62,1.01,1.44,1.233177892,1.233177894,1.233177895,1.233177939
