League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-03-31,00:05:00,Pumas UNAM,Cruz Azul,3.1,3.35,2.32,2.4,3.65,4.0,2.08,2.24,1.81,1.91,1.42,2.16,1.87,1000.0,12.0,16.0,1.28,12.0,1.1,1000.0,1.62,1000.0,11.0,15.0,7.0,1000.0,9.6,12.5,1.62,1000.0,1.1,1000.0,10.5,1000.0,13.0,1000.0,1.62,1000.0,1.28,1000.0,1.62,1000.0,1.42,1000.0,1.28,1000.0,1.13,28.0,1.1,18.0,1.1,1000.0,33117464,328955.0,328204.0,58805.0,1.226301394,1.226301439,0.0,0.0
Australian A-League Men,2024-03-31,01:00:00,Melbourne Victory,Perth Glory,1.47,1.5,6.8,7.4,5.4,5.6,2.88,3.15,1.47,1.54,1.65,2.08,1.93,2.54,25.0,30.0,32.0,40.0,10.0,70.0,7.8,980.0,11.5,14.5,11.5,12.5,24.0,27.0,48.0,80.0,10.0,11.5,9.4,10.0,18.0,980.0,32.0,70.0,13.0,14.5,12.0,13.0,22.0,25.0,10.5,80.0,4.6,5.4,22.0,65.0,8.0,1000.0,33113989,1205124.0,370132.0,58805.0,1.226238241,1.226238245,1.22623832,1.226238242
South Korean K League 1,2024-03-31,02:00:00,Gangwon,FC Seoul,2.92,3.2,2.64,2.9,3.2,3.45,1.68,1.78,2.28,2.46,1.62,2.62,1.62,2.62,7.6,12.0,7.2,11.0,12.0,18.5,1.19,1000.0,7.6,12.5,5.6,8.8,9.6,15.0,2.94,1000.0,14.0,23.0,10.0,16.5,15.0,25.0,1.41,1000.0,1.41,1000.0,1.19,1000.0,1.41,1000.0,1.19,1000.0,1.12,1000.0,1.09,36.0,1.12,1000.0,33117307,5348606.0,2479786.0,58805.0,0.0,1.226304177,0.0,0.0
South Korean K League 2,2024-03-31,02:00:00,Bucheon FC 1995,Gyeongnam,2.68,3.05,2.76,2.98,3.15,3.6,1.71,1.9,2.12,2.42,1.81,2.12,1.9,2.24,9.0,11.5,8.4,11.0,14.0,19.5,1.03,48.0,8.6,10.5,6.2,8.0,10.5,14.0,1.03,38.0,14.5,20.0,10.5,14.5,16.0,22.0,1.03,60.0,1.03,50.0,1.03,38.0,1.03,60.0,1.03,140.0,1.01,38.0,1.01,36.0,1.03,1000.0,33135187,7345624.0,5293481.0,58805.0,1.22660894,1.226608988,0.0,0.0
South Korean K League 2,2024-03-31,02:00:00,Jeonnam Dragons,Cheonan City,1.8,2.08,3.8,5.3,3.55,4.8,1.83,2.14,1.88,2.2,1.79,2.08,1.93,2.28,1.03,17.0,1.03,19.5,1.03,42.0,1.03,1000.0,1.03,11.0,1.03,10.5,1.03,23.0,1.03,75.0,1.03,14.0,1.03,13.0,1.03,25.0,1.03,85.0,1.03,26.0,1.03,25.0,1.03,46.0,1.03,1000.0,1.01,16.5,1.01,80.0,1.03,1000.0,33135186,8349517.0,14164093.0,58805.0,1.226609038,1.226609084,0.0,0.0
Chinese Super League,2024-03-31,04:30:00,Changchun Yatai,Tianjin Jinmen Tiger FC,1.57,1000.0,2.48,1000.0,1.58,950.0,1.55,2.76,1.57,4.6,1.47,2.34,1.75,20.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33108669,2899297.0,50443178.0,58805.0,1.226161363,1.226161373,0.0,0.0
South Korean K League 1,2024-03-31,04:30:00,Gwangju FC,Daegu FC,2.28,2.46,3.45,3.95,3.25,3.45,1.59,1.74,2.34,2.68,1.92,2.2,1.83,2.1,7.8,10.5,8.8,12.0,19.0,26.0,1.03,80.0,6.6,8.8,6.2,8.2,13.0,17.5,1.03,60.0,11.0,15.0,9.8,13.0,18.5,25.0,1.03,85.0,1.03,36.0,1.03,34.0,1.03,65.0,1.03,190.0,1.01,32.0,1.01,70.0,1.03,1000.0,33117351,5348611.0,13712494.0,58805.0,0.0,1.226303997,0.0,0.0
South Korean K League 2,2024-03-31,04:30:00,Suwon Bluewings,Busan IPark,2.1,2.54,3.2,4.2,3.2,4.8,1.46,2.3,1.77,3.2,1.52,2.68,1.6,2.94,9.2,15.0,9.2,15.0,1.03,29.0,1.03,1000.0,6.8,15.0,6.2,9.8,1.03,18.0,1.03,1000.0,10.0,16.0,8.2,13.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,32.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33146079,5339134.0,16224040.0,58805.0,1.226805508,1.226805553,0.0,0.0
Austrian Erste Liga,2024-03-31,05:30:00,SK Sturm Graz II,Admira Wacker,3.6,4.5,1.82,1.96,3.3,4.9,1.73,36.0,1.46,2.38,1.62,2.04,1.97,2.62,1.03,20.0,1.03,10.0,1.03,13.5,1.03,1000.0,1.03,21.0,1.03,11.0,1.03,12.0,1.03,21.0,1.03,40.0,1.03,1000.0,1.03,24.0,1.03,38.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,12.0,1.03,1000.0,33120044,8260664.0,729699.0,58805.0,1.226354196,1.226354241,0.0,0.0
Austrian Erste Liga,2024-03-31,05:30:00,SV Stripfing/Weiden,First Vienna Fc 1894,1.04,1000.0,1.75,1000.0,1.2,950.0,1.75,3.2,1.46,2.34,1.56,1.95,2.04,2.78,1.03,20.0,1.03,13.5,1.03,17.0,1.03,34.0,1.03,19.0,1.03,10.5,1.03,13.0,1.03,25.0,1.03,32.0,1.03,18.0,1.03,1000.0,1.03,38.0,1.03,1000.0,1.03,48.0,1.03,1000.0,1.03,1000.0,1.01,38.0,1.01,16.0,1.03,1000.0,33120027,11432431.0,14131892.0,58805.0,1.226354491,1.226354539,0.0,0.0
