League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Romanian Liga II,2024-08-06,11:00:00,CSM Scolar Resita,FC U Craiova 1948,1.06,980.0,1.8,980.0,1.27,980.0,1.06,26.0,1.04,21.0,1.12,1000.0,1.12,1000.0,10.0,980.0,1.05,980.0,1.05,1000.0,20.0,1000.0,9.4,980.0,6.6,980.0,11.0,980.0,20.0,1000.0,14.0,1000.0,10.5,980.0,15.5,980.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33455583,12623697.0,20135214.0,58805.0,1.231251799,1.231251844,1.231251883,1.231251808,2.92,3.35,1.43,1.52,1.2,110.0,1.04,4.8,1.14,26.0,1.04,110.0,1.01,2.28,1.02,21.0,1.01,5.2,1.2312518,1.231251802,1.231251803,1.231251847
Romanian Liga II,2024-08-06,13:00:00,CSA Steaua Bucuresti,Arges Pitesti,1.06,980.0,1.06,980.0,1.25,980.0,1.06,26.0,1.06,21.0,1.12,1000.0,1.12,1000.0,9.6,1000.0,10.5,1000.0,20.0,1000.0,20.0,1000.0,8.0,1000.0,6.6,1000.0,13.5,1000.0,20.0,1000.0,11.0,1000.0,9.6,1000.0,18.0,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33455631,18120525.0,1557297.0,58805.0,1.231252048,1.231252093,1.231252132,1.231252057,2.8,3.15,1.47,1.55,1.2,26.0,1.06,1.13,1.14,26.0,1.06,110.0,1.01,21.0,1.01,21.0,1.01,5.2,1.231252049,1.231252051,1.231252052,1.231252096
Friendly Matches,2024-08-06,14:00:00,Union Klosterfelde,Viktoria Berlin,5.2,44.0,1.3,1.41,4.9,32.0,1.06,21.0,1.06,17.5,1.56,1.86,2.16,2.8,1.49,980.0,2.28,980.0,2.44,1000.0,1.1,1000.0,1.1,980.0,2.8,980.0,1.1,980.0,1.1,1000.0,40.0,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,40.0,1000.0,40.0,1000.0,40.0,1000.0,40.0,1000.0,1.55,1000.0,1.02,55.0,1.1,1000.0,33470333,69769204.0,7535728.0,58805.0,1.231477957,1.231478002,1.231478041,1.231477966,1.05,9.4,1.16,110.0,1.27,1000.0,1.01,1.05,1.2,21.0,1.06,1.85,3.4,4.4,1.08,1.14,1.12,1.2,1.231477958,1.231477960,1.231477961,1.231478005
Friendly Matches,2024-08-06,14:00:00,SpVg Schonnebeck,VFB Speldorf,1.24,1.34,5.0,980.0,5.0,32.0,1.06,970.0,1.12,1.26,1.12,1000.0,1.12,1000.0,14.0,980.0,4.2,980.0,4.2,1000.0,4.2,1000.0,1.09,980.0,1.09,980.0,4.2,980.0,4.2,1000.0,1.09,1000.0,1.09,980.0,1.09,980.0,4.2,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,20.0,1000.0,1.02,30.0,4.2,1000.0,1.09,1000.0,33470331,14846328.0,14111625.0,58805.0,1.231477706,1.231477751,1.231477790,1.231477715,1.05,110.0,1.1,1.18,1.16,1000.0,1.01,1.04,1.2,110.0,1.02,1.1,1.05,1.12,3.9,5.4,1.11,1.18,1.231477707,1.231477709,1.231477710,1.231477754
Friendly Matches,2024-08-06,15:00:00,FC Rijnvogels,Quick Boys,3.35,27.0,1.4,1.54,4.6,11.0,2.28,980.0,1.08,1.78,1.53,1.72,2.38,2.88,11.0,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,4.2,980.0,1.05,980.0,1.05,980.0,1.05,1000.0,4.2,1000.0,4.2,980.0,1.05,980.0,1.05,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,20.0,1000.0,1.55,1000.0,1.03,55.0,1.05,1000.0,33470303,11773373.0,2560595.0,58805.0,1.231477304,1.231477349,1.231477388,1.231477313,1.05,8.2,1.16,1.25,1.27,1000.0,1.01,1.05,1.44,55.0,1.06,1.15,2.86,3.5,1.11,1.2,1.13,1.23,1.231477305,1.231477307,1.231477308,1.231477352
Friendly Matches,2024-08-06,15:15:00,Sportlust 46,Excelsior Maassluis,2.76,3.3,2.26,2.58,3.6,5.2,2.52,3.35,1.45,1.64,1.5,1.62,2.54,2.98,12.0,980.0,1.25,980.0,1.25,1000.0,1.46,1000.0,1.25,980.0,2.36,980.0,2.42,980.0,1.46,1000.0,1.3,1000.0,2.46,980.0,2.5,980.0,1.25,1000.0,1.37,1000.0,1.4,1000.0,1.41,1000.0,2.78,980.0,1.55,980.0,1.55,980.0,2.88,980.0,33470124,8849266.0,1259870.0,58805.0,1.231474494,1.231474539,1.231474578,1.231474503,4.3,4.8,1.26,1.31,1.27,1000.0,1.03,1.07,1.2,10.5,1.14,1.23,1.64,1.8,1.45,1.57,1.25,1.34,1.231474495,1.231474497,1.231474498,1.231474542
Friendly Matches,2024-08-06,15:45:00,Matlock Town,Mansfield,6.2,9.2,1.41,1.51,4.8,6.2,2.44,3.2,1.5,1.67,1.76,1.96,2.04,2.32,10.0,980.0,3.65,980.0,9.4,980.0,3.85,980.0,4.3,980.0,10.0,980.0,8.4,980.0,11.0,980.0,4.7,980.0,4.3,980.0,4.5,980.0,4.7,980.0,4.9,1000.0,4.8,980.0,4.7,980.0,4.8,1000.0,4.2,980.0,2.68,44.0,5.0,1000.0,33470283,1558264.0,69716.0,58805.0,1.231477214,1.231477259,1.231477298,1.231477223,4.2,4.7,1.28,1.32,1.27,1000.0,1.03,1.07,1.2,8.2,1.15,1.25,2.92,3.45,1.13,1.18,1.2,1.24,1.231477215,1.231477217,1.231477218,1.231477262
Friendly Matches,2024-08-06,16:00:00,Recreativo Huelva,Cordoba,2.9,3.15,2.66,3.0,3.1,3.45,1.7,1.8,2.24,2.44,1.88,2.12,1.9,2.14,1.69,980.0,1.68,980.0,1.95,980.0,1.95,1000.0,1.69,980.0,6.0,980.0,3.4,980.0,1.95,1000.0,1.95,980.0,3.2,980.0,1.95,980.0,1.95,1000.0,1.95,1000.0,1.95,1000.0,1.95,1000.0,2.08,1000.0,1.55,1000.0,1.55,1000.0,1.95,1000.0,33469876,7449173.0,68247.0,58805.0,1.231476204,1.231476249,1.231476288,1.231476213,2.88,3.05,1.49,1.53,1.27,26.0,1.07,1.13,3.0,3.5,1.4,1.48,1.52,1.61,1.47,1.53,1.41,1.47,1.231476205,1.231476207,1.231476208,1.231476252
Bolivian Liga de Futbol Profesional,2024-08-06,16:00:00,San Antonio FC,Always Ready,2.72,2.92,2.76,2.96,3.3,3.45,1.75,1.82,2.2,2.34,1.92,2.06,1.95,2.1,9.8,11.0,8.8,10.5,15.5,17.5,38.0,46.0,9.6,10.0,6.8,7.8,11.0,13.5,30.0,44.0,15.5,17.5,11.5,13.0,18.0,22.0,40.0,55.0,38.0,46.0,30.0,36.0,44.0,55.0,40.0,130.0,27.0,36.0,28.0,36.0,13.0,980.0,33469536,10992747.0,12198533.0,58805.0,1.231468236,1.231468281,1.231468320,1.231468245,2.92,3.05,1.48,1.52,9.6,15.5,1.08,1.1,3.2,3.45,1.4,1.44,1.52,1.57,1.52,1.58,1.4,1.44,1.231468237,1.231468239,1.231468240,1.231468284
Icelandic Urvalsdeild,2024-08-06,16:15:00,Fram,Stjarnan,2.22,2.26,3.15,3.25,4.1,4.3,2.72,2.82,1.55,1.58,1.53,1.57,2.74,2.9,23.0,26.0,18.0,20.0,24.0,27.0,44.0,55.0,14.5,16.0,9.2,10.0,13.0,14.0,26.0,29.0,16.5,18.0,10.5,11.5,13.5,15.0,29.0,32.0,27.0,29.0,18.0,19.5,23.0,26.0,40.0,55.0,9.4,10.5,16.0,18.0,70.0,980.0,33459244,808415.0,3831006.0,58805.0,1.231297171,1.231297216,1.231297255,1.231297180,4.2,4.4,1.29,1.31,21.0,36.0,1.03,1.05,6.2,6.8,1.18,1.19,1.44,1.46,1.79,1.82,1.31,1.33,1.231297172,1.231297174,1.231297175,1.231297219
