League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Danish 1st Division,2024-05-20,08:00:00,Naestved,Hillerod Fodbold,2.66,2.86,2.62,2.76,3.6,3.9,2.02,2.22,1.83,1.97,1.68,1.85,2.18,2.48,13.0,19.0,11.0,13.0,14.5,20.0,5.8,46.0,11.0,14.0,7.4,8.8,9.8,13.5,21.0,34.0,14.0,23.0,11.0,13.0,14.5,21.0,5.8,46.0,5.6,50.0,21.0,36.0,5.9,48.0,5.9,980.0,5.0,27.0,4.9,24.0,6.0,1000.0,33270186,125163.0,12820384.0,58805.0,1.228902009,1.228902054,1.228902093,1.228902018
Danish Superliga,2024-05-20,09:00:00,Lyngby,Viborg,2.74,2.94,2.62,2.78,3.5,3.6,1.99,2.1,1.9,2.02,1.71,1.82,2.22,2.4,13.0,14.0,10.5,12.5,16.0,18.5,8.8,44.0,11.0,13.0,7.4,8.2,11.0,13.0,21.0,32.0,17.0,19.5,11.5,13.5,15.0,17.0,8.8,44.0,8.8,50.0,23.0,34.0,8.8,46.0,9.6,980.0,7.4,26.0,7.2,24.0,10.0,980.0,33275961,28218.0,10780.0,58805.0,1.22897563,1.228975675,1.228975714,1.228975639
Danish Superliga,2024-05-20,09:00:00,Vejle,Hvidovre,1.61,1.63,5.6,6.2,4.5,4.7,2.18,2.32,1.76,1.84,1.86,1.96,2.04,2.16,13.0,22.0,15.5,26.0,5.7,60.0,6.0,980.0,8.4,9.6,7.6,10.5,19.5,27.0,5.8,90.0,9.0,10.5,7.6,12.5,19.0,27.0,5.8,90.0,14.0,19.5,14.5,20.0,5.5,42.0,6.0,980.0,3.55,8.4,5.8,100.0,6.0,1000.0,33279593,44103.0,151007.0,58805.0,1.229021415,1.229021467,1.229021511,1.229021424
Swiss Challenge League,2024-05-20,09:15:00,FC Wil,Thun,3.7,4.7,1.82,1.94,3.85,5.6,2.44,2.88,1.53,1.7,1.54,1.74,2.36,2.86,3.85,980.0,3.5,980.0,3.55,980.0,3.8,980.0,3.8,980.0,7.8,980.0,3.3,980.0,3.65,980.0,4.0,980.0,3.65,980.0,3.65,980.0,3.9,980.0,4.2,980.0,4.1,980.0,4.1,980.0,4.2,980.0,3.95,980.0,2.96,980.0,4.4,1000.0,33282991,179085.0,176184.0,58805.0,1.22906743,1.229067475,1.229067514,1.229067439
Swiss Challenge League,2024-05-20,09:15:00,Stade Nyonnais,Aarau,2.28,2.68,2.52,3.05,3.9,5.0,2.74,3.25,1.44,1.58,1.47,1.55,2.82,3.1,2.36,980.0,5.3,980.0,5.6,980.0,1.69,980.0,15.0,980.0,4.4,980.0,11.0,980.0,5.6,980.0,5.4,980.0,10.0,980.0,12.0,980.0,1.8,980.0,5.9,980.0,5.4,980.0,5.6,980.0,6.2,980.0,1.57,980.0,1.8,980.0,1.8,1000.0,33282999,2597350.0,65777.0,58805.0,1.22906707,1.229067115,1.229067154,1.229067079
Swiss Challenge League,2024-05-20,09:15:00,Sion,Schaffhausen,1.36,1.44,8.0,11.0,4.8,6.2,2.28,2.64,1.61,1.77,1.85,2.14,1.87,2.18,1.59,980.0,4.2,980.0,4.2,1000.0,4.2,1000.0,8.0,980.0,10.0,980.0,5.8,980.0,4.2,1000.0,7.4,980.0,8.4,980.0,4.4,980.0,4.2,1000.0,10.0,980.0,11.5,980.0,1.74,980.0,3.95,1000.0,3.25,980.0,4.2,1000.0,1.7,1000.0,33282998,65785.0,328835.0,58805.0,1.22906716,1.229067205,1.229067244,1.229067169
Swiss Challenge League,2024-05-20,09:15:00,FC Vaduz,Bellinzona,1.87,1.99,3.8,4.2,4.1,4.6,2.42,2.72,1.58,1.7,1.61,1.7,2.42,2.62,5.2,980.0,16.0,980.0,5.6,980.0,6.0,980.0,4.5,14.5,8.0,11.5,13.5,18.5,5.8,980.0,4.6,15.5,8.4,12.0,4.9,980.0,5.8,980.0,5.2,980.0,4.9,980.0,5.4,980.0,6.0,980.0,4.0,10.0,5.5,980.0,6.6,1000.0,33282997,46945.0,457840.0,58805.0,1.22906725,1.229067295,1.229067334,1.229067259
Swiss Challenge League,2024-05-20,09:15:00,Fc Baden,Neuchatel Xamax,4.2,5.3,1.7,1.79,4.1,5.2,2.6,3.2,1.47,1.62,1.56,1.65,1.12,2.76,1.11,980.0,5.2,980.0,5.2,980.0,5.8,980.0,1.15,980.0,4.8,980.0,4.7,980.0,4.9,980.0,1.15,980.0,1.34,980.0,1.73,980.0,1.32,980.0,1.15,1000.0,1.15,980.0,1.32,980.0,1.32,1000.0,1.55,980.0,1.88,980.0,1.15,1000.0,33282996,17108156.0,65779.0,58805.0,1.22906734,1.229067385,1.229067424,1.229067349
Armenian Premier League,2024-05-20,10:00:00,FC Van Yerevan,FC Urartu,2.58,3.25,2.18,2.58,3.75,4.7,1.66,2.44,1.69,2.52,1.12,1000.0,1.12,1000.0,1.47,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,3.25,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.01,1000.0,1.01,1000.0,33280652,25541480.0,25800263.0,58805.0,1.229037434,1.229037479,1.229037518,1.229037443
Danish 1st Division,2024-05-20,10:00:00,HB Koge,FC Helsingor,1.86,1.98,3.85,4.3,4.1,4.6,2.4,2.76,1.57,1.72,1.62,1.7,2.44,2.6,4.4,28.0,4.2,25.0,4.5,42.0,4.6,980.0,9.8,16.0,9.0,12.5,4.2,21.0,4.8,980.0,10.5,17.0,9.4,11.0,13.0,21.0,4.7,55.0,18.0,26.0,14.0,22.0,4.5,34.0,4.6,980.0,3.2,9.2,4.3,38.0,4.8,980.0,33270196,3981030.0,6542368.0,58805.0,1.228901737,1.228901782,1.228901821,1.228901746
