League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Bulgarian A League,2024-04-04,08:30:00,CSKA 1948 Sofia,Botev Vratsa,1.55,1.7,6.0,7.8,4.1,4.7,1.88,2.1,1.91,2.14,1.93,2.26,1.79,2.08,10.5,18.0,5.3,980.0,4.8,980.0,5.0,980.0,6.0,8.8,7.4,11.0,5.0,980.0,5.0,980.0,7.4,9.8,7.6,11.5,18.0,980.0,5.0,980.0,10.5,18.0,12.5,22.0,4.8,980.0,5.1,980.0,3.55,11.5,5.0,980.0,5.1,1000.0,33136167,20732043.0,5618938.0,58805.0,1.226629225,1.22662927,0.0,0.0
Chinese Super League,2024-04-04,08:35:00,Wuhan Three Towns,Cangzhou Mighty Lions,1.65,1.72,4.9,5.6,4.2,4.9,2.3,2.6,1.62,1.76,1.68,1.92,2.08,2.48,15.5,24.0,17.0,27.0,4.3,55.0,4.5,980.0,8.4,13.0,8.6,12.5,15.0,25.0,4.4,980.0,8.6,14.0,7.6,12.5,13.5,23.0,4.4,980.0,13.0,21.0,13.0,19.5,4.2,36.0,4.5,980.0,3.1,9.2,4.3,65.0,4.6,980.0,33152130,23228754.0,50443413.0,58805.0,1.226888706,1.226888716,0.0,0.0
Armenian Premier League,2024-04-04,09:00:00,FC Pyunik,FC Shirak,1.25,1.34,12.0,18.0,5.2,8.6,2.36,2.9,1.53,1.73,2.0,2.38,1.73,2.0,1.48,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,1.54,980.0,1.34,980.0,4.2,1000.0,4.2,1000.0,2.18,980.0,3.05,980.0,1.45,1000.0,4.2,1000.0,4.3,980.0,1.33,980.0,5.8,1000.0,7.2,1000.0,1.78,980.0,4.2,1000.0,1.45,1000.0,33161306,1526911.0,866231.0,58805.0,1.227056078,1.227056123,1.227056162,1.227056087
Armenian Premier League,2024-04-04,09:00:00,Ararat Armenia,Alashkert,1.68,1.87,5.0,6.2,3.5,4.5,1.81,2.04,1.96,2.24,1.87,2.2,1.84,2.16,4.8,980.0,1.83,980.0,1.83,1000.0,1.8,1000.0,1.55,980.0,1.86,980.0,2.1,980.0,1.83,1000.0,1.57,980.0,1.58,980.0,1.83,980.0,1.83,1000.0,2.94,980.0,2.1,980.0,1.83,1000.0,1.83,1000.0,1.6,980.0,1.58,1000.0,1.83,1000.0,33161304,20740727.0,9686394.0,58805.0,1.227056168,1.227056213,1.227056252,1.227056177
Ukrainian Premier League,2024-04-04,09:30:00,Zorya,Dynamo Kiev,7.8,9.4,1.43,1.45,4.9,5.4,2.16,2.46,1.68,1.85,1.93,2.08,1.92,2.08,5.7,980.0,7.2,9.6,7.0,9.2,10.0,13.5,6.4,980.0,9.6,12.5,8.4,11.5,12.0,980.0,7.0,980.0,6.4,980.0,6.2,980.0,6.6,980.0,7.6,1000.0,7.4,980.0,7.4,980.0,7.4,980.0,7.4,980.0,3.7,7.0,7.8,1000.0,33155081,2017903.0,238549.0,58805.0,1.226939934,1.226939979,0.0,0.0
Bulgarian A League,2024-04-04,11:00:00,Beroe Stara Za,Botev Plovdiv,4.3,5.1,1.94,2.04,3.5,3.9,1.78,2.04,1.98,2.3,1.91,2.1,1.92,2.1,10.5,15.5,6.6,8.8,8.6,13.0,4.5,980.0,12.5,18.5,7.2,9.6,8.4,11.5,4.8,26.0,4.6,980.0,4.4,23.0,4.5,980.0,4.7,980.0,5.0,980.0,4.9,980.0,4.9,980.0,5.0,980.0,4.9,980.0,4.0,17.5,5.2,1000.0,33136158,4127866.0,1255220.0,58805.0,1.226629405,0.0,0.0,0.0
Romanian Liga II,2024-04-04,11:00:00,CS Mioveni,Gloria Buzau,2.58,4.7,2.52,5.2,2.36,3.4,1.42,4.8,1.26,3.4,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.01,1000.0,33159744,5525359.0,2487031.0,58805.0,1.227032399,1.227032444,0.0,0.0
Croatian 2 HNL,2024-04-04,11:30:00,Vukovar,BSK Bijelo Brdo,1.45,1000.0,1.04,980.0,1.61,950.0,1.27,55.0,1.05,4.6,1.12,1000.0,1.12,1000.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,15.0,1000.0,33159716,11791684.0,4940518.0,58805.0,1.227031336,1.227031381,0.0,0.0
Serbian Super League,2024-04-04,12:30:00,FK Napredak,FK Javor Ivanjica,2.08,2.78,3.3,5.0,2.94,3.6,1.56,4.1,1.33,4.5,1.15,8.0,1.16,8.4,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,3.3,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,1.1,1000.0,33159484,2531444.0,13504616.0,58805.0,1.227028447,1.227028492,0.0,0.0
Bulgarian A League,2024-04-04,13:30:00,Cherno More,Lokomotiv Sofia,1.23,1.28,17.0,24.0,6.0,7.2,1.98,2.2,1.84,2.02,2.72,3.05,1.49,1.58,6.2,980.0,6.6,980.0,4.2,1000.0,4.2,1000.0,4.1,7.6,5.3,980.0,4.2,980.0,7.8,1000.0,3.9,6.8,5.0,980.0,7.0,980.0,7.6,1000.0,4.4,9.4,5.5,980.0,7.0,980.0,7.6,1000.0,3.3,980.0,4.2,1000.0,7.8,1000.0,33136168,427650.0,1255223.0,58805.0,1.226630355,0.0,0.0,0.0
