League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Thai League 1,2024-09-12,08:30:00,Port FC,Buriram Utd,3.35,4.1,1.88,2.12,3.8,6.0,2.6,3.25,1.47,1.61,1.5,1.61,2.24,5.4,1.71,980.0,1.63,980.0,1.8,980.0,1.26,980.0,1.8,980.0,1.63,980.0,1.57,980.0,1.8,980.0,1.26,980.0,1.8,980.0,1.8,980.0,1.26,980.0,1.26,1000.0,1.26,980.0,1.26,980.0,1.75,1000.0,1.2,980.0,1.5,980.0,1.8,1000.0,33564413,9255164.0,7039295.0,58805.0,1.232744503,1.232744548,1.232744587,1.232744512,1.2,4.9,1.25,1.35,1.27,110.0,1.01,1.05,1.15,1000.0,1.01,1.59,1.91,2.14,1.33,1.42,1.26,1.34,1.232744504,1.232744506,1.232744507,1.232744551
Hong Kong Premier League,2024-09-12,09:00:00,Eastern AA,North District,1.23,1.81,2.24,1000.0,2.24,1000.0,1.74,980.0,1.01,2.36,1.12,1000.0,1.12,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33576663,9253857.0,21137551.0,58805.0,1.232891584,1.232891629,1.232891668,1.232891593,3.95,5.4,1.23,1.34,26.0,110.0,1.01,1.04,1.74,1000.0,1.01,2.36,1.02,1.1,2.22,5.5,1.11,1.8,1.232891585,1.232891587,1.232891588,1.232891632
Finnish Kakkonen,2024-09-12,12:30:00,JaPS/47,MyPa,1.5,1000.0,2.92,1000.0,1.04,1000.0,1.35,1000.0,1.01,3.9,1.12,1000.0,1.12,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,33576689,24372469.0,46966.0,58805.0,1.232892556,1.232892601,1.23289264,1.232892565,1.2,1000.0,1.01,20.0,30.0,1000.0,1.01,1.04,1.15,1000.0,1.01,1.49,1.01,1.52,1.01,3.05,1.01,1.38,1.232892557,1.232892559,1.23289256,1.232892604
Romanian Liga II,2024-09-12,14:00:00,FC U Craiova 1948,ASA Unirea Ungheni,1.37,1000.0,1.04,1000.0,1.23,1000.0,1.41,55.0,1.03,3.95,1.12,1000.0,1.12,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33574370,20135214.0,25484745.0,58805.0,1.232870427,1.232870472,1.232870511,1.232870436,1.05,4.1,1.33,20.0,1.27,55.0,1.03,4.8,1.41,55.0,1.03,3.45,1.01,1.28,1.01,26.0,1.01,1.47,1.232870428,1.23287043,1.232870431,1.232870475
Ecuadorian Serie B,2024-09-12,15:00:00,CD Leones del Norte,CD Vargas Torres,1.87,2.18,5.1,8.2,2.44,3.5,1.32,1.47,2.86,7.6,2.74,9.4,1.25,1.57,1.13,980.0,1.09,980.0,7.4,1000.0,7.4,1000.0,1.13,980.0,1.13,980.0,9.2,980.0,12.5,1000.0,1.13,980.0,1.09,980.0,8.4,980.0,14.0,1000.0,5.8,980.0,7.8,1000.0,7.2,1000.0,1.09,1000.0,1.05,1000.0,1.05,1000.0,1.09,1000.0,33574404,67023925.0,25894861.0,58805.0,1.232870877,1.232870922,1.232870961,1.232870886,1.98,2.36,1.74,2.02,3.0,7.4,1.16,1.42,1.77,3.45,1.41,2.3,1.16,1.22,1.84,2.16,1.42,1.69,1.232870878,1.23287088,1.232870881,1.232870925
Peruvian Segunda Division,2024-09-12,15:00:00,Alianza Universidad,Deportivo Coopsol,1.04,1000.0,1.04,1000.0,1.24,1000.0,1.18,1000.0,1.01,8.2,1.12,1000.0,1.12,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33572310,10278153.0,7331811.0,58805.0,1.232850481,1.232850526,1.232850565,1.23285049,1.05,4.8,1.27,20.0,1.18,110.0,1.01,990.0,1.18,1000.0,1.01,7.8,1.01,1.08,1.02,36.0,1.01,5.2,1.232850482,1.232850484,1.232850485,1.232850529
English League 2,2024-09-12,16:00:00,Harrogate Town,Doncaster,4.6,5.1,1.84,1.85,4.0,4.1,2.0,2.14,1.87,2.0,1.74,1.95,2.06,2.34,13.5,15.5,8.4,10.0,9.8,11.5,16.5,21.0,16.0,19.0,8.0,9.2,9.4,10.0,16.5,19.0,30.0,980.0,17.0,20.0,15.0,980.0,29.0,36.0,12.0,120.0,34.0,65.0,40.0,70.0,12.0,980.0,10.5,70.0,9.4,12.5,12.5,1000.0,33565098,256198.0,49205.0,58805.0,1.232751447,1.232751457,1.232751446,1.232751456,2.74,4.0,1.37,1.52,12.0,18.0,1.06,1.09,3.85,4.8,1.26,1.36,2.16,2.24,1.26,1.28,1.32,1.34,1.232751438,1.23275145,1.232751451,1.232751461
Brazilian U20,2024-09-12,16:30:00,Cruzeiro U20,Fortaleza FC U20,1.79,1.89,4.4,5.1,3.95,4.2,2.04,2.26,1.8,1.97,1.78,1.88,2.14,2.28,6.2,980.0,6.2,980.0,7.4,980.0,8.6,980.0,8.0,980.0,4.8,9.4,6.4,980.0,8.0,980.0,10.0,980.0,8.2,980.0,6.6,980.0,8.2,980.0,6.6,980.0,6.4,980.0,7.4,980.0,8.6,980.0,5.1,55.0,5.0,980.0,9.2,1000.0,33578083,5188319.0,22295723.0,58805.0,1.232904536,1.232904581,1.232904620,1.232904545,3.3,4.0,1.36,1.44,4.1,18.0,1.06,1.08,4.1,4.7,1.27,1.33,1.24,1.29,2.12,2.26,1.31,1.34,1.232904537,1.232904539,1.232904540,1.232904584
Peruvian Segunda Division,2024-09-12,17:00:00,Comerciantes FC,Molinos El Pirata,1.37,1.45,8.6,13.5,4.4,6.0,1.92,2.22,1.82,2.1,2.4,2.56,1.64,1.72,4.2,980.0,4.2,980.0,4.2,1000.0,4.2,1000.0,3.35,980.0,3.9,980.0,4.2,980.0,5.5,1000.0,3.35,980.0,3.05,980.0,4.9,980.0,5.4,1000.0,3.75,980.0,3.35,980.0,3.75,980.0,3.95,1000.0,3.15,55.0,5.5,1000.0,4.0,1000.0,33572457,50639769.0,21505888.0,58805.0,1.232851340,1.232851385,1.232851424,1.232851349,3.1,4.2,1.34,1.48,3.7,18.0,1.06,1.37,3.7,4.9,1.27,1.37,1.09,1.12,3.1,3.8,1.22,1.29,1.232851341,1.232851343,1.232851344,1.232851388
Peruvian Segunda Division,2024-09-12,17:00:00,Ayacucho Futbol Club,San Marcos,1.84,2.02,3.95,5.1,3.8,4.5,1.97,2.22,1.82,2.04,1.8,1.95,2.04,2.26,4.1,980.0,4.1,980.0,4.5,980.0,3.6,1000.0,3.75,980.0,3.4,980.0,4.2,980.0,4.7,980.0,3.9,980.0,8.6,980.0,4.3,980.0,4.8,980.0,4.3,980.0,4.2,980.0,4.6,980.0,5.0,1000.0,3.7,55.0,3.5,980.0,5.2,1000.0,33572312,9297155.0,7000095.0,58805.0,1.232850571,1.232850616,1.232850655,1.232850580,3.35,3.7,1.37,1.43,1.27,21.0,1.05,1.34,3.65,4.6,1.28,1.36,1.25,1.34,1.99,2.2,1.31,1.35,1.232850572,1.232850574,1.232850575,1.232850619
