League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Estonian Esiliiga,2024-08-20,06:30:00,FC Elva,Paide Linnameeskond II,1.63,1.76,4.1,5.2,4.9,6.0,3.45,4.4,1.31,1.41,1.42,1.53,2.9,3.35,40.0,60.0,4.5,980.0,40.0,55.0,40.0,100.0,18.5,980.0,11.5,980.0,4.2,980.0,2.52,48.0,4.0,20.0,9.4,980.0,11.5,980.0,27.0,42.0,4.2,25.0,11.5,18.0,14.0,26.0,27.0,55.0,2.54,55.0,2.42,240.0,4.9,1000.0,33508215,7236799.0,7624550.0,58805.0,1.232010656,1.232010701,1.232010740,1.232010665
Estonian Esiliiga,2024-08-20,06:30:00,Viimsi JK,Tabasalu JK,1.27,1.28,10.0,15.0,6.4,8.6,3.5,3.95,1.34,1.4,1.76,1.89,2.12,2.32,38.0,55.0,40.0,75.0,40.0,150.0,40.0,990.0,14.0,19.0,16.0,20.0,38.0,46.0,40.0,360.0,9.6,11.5,10.0,14.5,22.0,980.0,40.0,110.0,10.0,12.5,10.0,13.0,20.0,28.0,40.0,220.0,2.78,3.35,15.0,1000.0,7.6,1000.0,33508236,10763001.0,20827027.0,58805.0,1.232010476,1.232010521,1.232010560,1.232010485
Estonian Esiliiga,2024-08-20,06:30:00,FC Tallinn,JK Welco Elekter,1.78,2.26,3.15,13.5,3.8,6.0,2.52,5.6,1.25,1.65,1.51,1.65,2.54,2.96,21.0,980.0,1.56,980.0,24.0,1000.0,40.0,1000.0,13.0,980.0,8.2,980.0,12.5,980.0,25.0,1000.0,14.5,1000.0,9.2,980.0,11.0,980.0,27.0,1000.0,1.56,1000.0,1.13,19.5,19.0,1000.0,38.0,1000.0,1.55,9.4,1.55,230.0,1.34,1000.0,33508227,28659758.0,7362228.0,58805.0,1.232010566,1.232010611,1.232010650,1.232010575
South Korean Women's Matches,2024-08-20,07:00:00,Sejong Sportstoto (W),Suwon FMC (W),3.35,3.85,2.18,2.42,3.3,3.8,1.8,1.98,2.02,2.26,1.82,1.97,2.04,2.22,9.6,980.0,8.2,980.0,11.0,17.0,25.0,36.0,10.0,980.0,6.4,980.0,9.6,980.0,20.0,32.0,18.5,30.0,12.0,980.0,16.0,980.0,34.0,55.0,40.0,80.0,34.0,55.0,40.0,70.0,40.0,140.0,3.9,55.0,4.3,24.0,5.3,1000.0,33508635,39501183.0,6497955.0,58805.0,1.232018506,1.232018551,1.232018590,1.232018515
South Korean Women's Matches,2024-08-20,07:00:00,Seoul City Amazones (W),Changnyeong (W),1.57,1.75,5.8,7.4,3.75,4.6,1.84,2.08,1.93,2.2,1.92,2.2,1.84,2.1,10.5,21.0,18.0,980.0,40.0,1000.0,40.0,1000.0,6.0,980.0,8.0,980.0,22.0,980.0,40.0,1000.0,7.4,10.5,1.83,980.0,20.0,980.0,40.0,1000.0,12.5,17.5,15.0,1000.0,1.32,1000.0,40.0,1000.0,1.29,55.0,1.55,1000.0,1.49,1000.0,33508532,25754277.0,24215463.0,58805.0,1.232018597,1.232018645,1.232018685,1.232018608
English U21 Pro Development League,2024-08-20,08:00:00,Wigan Athletic U21,Cardiff City U21,3.3,3.55,2.02,2.04,4.5,5.0,2.48,11.0,1.2,1.5,1.41,1.59,2.68,3.45,1.03,55.0,1.04,980.0,1.04,1000.0,1.04,1000.0,1.04,980.0,1.04,980.0,1.04,980.0,1.04,1000.0,1.04,1000.0,1.04,980.0,1.04,980.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,28.0,1000.0,1.55,980.0,1.55,1000.0,1.04,1000.0,33507232,6596986.0,6789341.0,58805.0,1.231994427,1.231994472,1.231994511,1.231994436
English U21 Pro Development League,2024-08-20,09:00:00,Coventry City U21,Millwall U21,2.38,3.15,2.2,2.6,4.4,5.3,2.74,15.5,1.2,1.5,1.35,1000.0,1.12,3.9,29.0,55.0,1.04,980.0,1.04,1000.0,1.04,1000.0,20.0,980.0,9.4,980.0,10.5,980.0,17.0,1000.0,1.04,1000.0,11.0,980.0,10.0,980.0,18.5,1000.0,38.0,1000.0,19.0,1000.0,19.0,1000.0,27.0,980.0,1.55,1000.0,1.55,1000.0,1.04,980.0,33507273,6617009.0,6751920.0,58805.0,1.231994954,1.231994999,1.231995038,1.231994963
English U21 Pro Development League,2024-08-20,09:30:00,Peterborough United U21,Bournemouth U21,2.54,2.66,2.46,2.56,4.6,5.0,2.74,15.5,1.11,1.5,1.35,1000.0,1.12,3.9,28.0,50.0,2.18,90.0,20.0,65.0,2.16,75.0,19.0,95.0,9.8,1000.0,11.5,25.0,19.0,28.0,21.0,65.0,11.5,26.0,13.0,19.5,19.0,30.0,32.0,70.0,20.0,29.0,19.0,980.0,28.0,46.0,3.7,13.0,3.6,12.5,4.0,980.0,33507303,47816486.0,48724444.0,58805.0,1.231999194,1.231999239,1.231999278,1.231999203
English U21 Pro Development League,2024-08-20,10:00:00,Barnsley U21,Charlton U21,2.48,3.05,2.24,4.0,4.4,5.7,2.0,21.0,1.12,1.99,1.28,1000.0,1.12,4.6,3.85,65.0,25.0,40.0,27.0,36.0,38.0,80.0,5.4,44.0,10.5,1000.0,11.0,22.0,18.0,90.0,14.0,42.0,12.0,24.0,12.5,42.0,18.5,190.0,38.0,110.0,20.0,110.0,18.5,220.0,30.0,980.0,5.8,210.0,5.1,150.0,1.42,980.0,33507351,6667038.0,6808104.0,58805.0,1.231999014,1.231999059,1.231999098,1.231999023
English U21 Pro Development League,2024-08-20,10:00:00,Fleetwood Town U21,Swansea U21,3.5,4.1,1.86,1.94,4.7,5.5,3.0,13.5,1.2,1.5,1.12,1000.0,1.12,1000.0,1.03,60.0,1.05,980.0,1.05,1000.0,1.05,1000.0,22.0,980.0,9.4,980.0,9.4,980.0,1.03,980.0,28.0,1000.0,13.5,980.0,10.0,980.0,18.0,1000.0,40.0,1000.0,24.0,1000.0,24.0,1000.0,29.0,1000.0,1.55,980.0,1.55,1000.0,1.05,1000.0,33507333,59391912.0,6799680.0,58805.0,1.231999104,1.231999149,1.231999188,1.231999113
