League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Colombian Women's Matches,2024-05-12,21:30:00,Real Santander (W),Deportivo Cali (W),10.0,13.0,1.34,1.4,5.2,5.9,3.4,3.9,1.35,1.4,1.62,1.65,2.54,2.6,1.15,1.19,6.4,8.2,17.5,26.0,1.04,1.06,4.1,4.9,1.26,1.32,2.06,2.26,1.79,1.94,1.4,1.5,2.94,3.5,1.14,1.2,5.3,8.0,1.05,1.1,1.26,21.0,1.01,1.04,1.25,960.0,1.01,1.02,65.0,1000.0,1.01,1.01,100.0,1000.0,2.14,2.48,1.67,1.87,12.0,980.0,7.0,980.0,6.4,15.0,9.0,13.0,22.0,980.0,10.5,980.0,9.0,980.0,11.5,19.0,4.4,1000.0,20.0,980.0,4.1,980.0,4.2,1000.0,4.0,1000.0,4.0,240.0,4.0,210.0,100.0,1000.0,4.0,360.0,2.88,7.6,4.0,1000.0,33267250,17716990.0,25092588.0,58805.0,1.228839968,1.228839971,1.228839973,1.228839966,1.228839972,1.228840016,1.228840013,1.228840017,1.228840014,1.228839976,1.228839974,1.228839967,1.228839965,1.228840052,1.228839977
Colombian Primera A,2024-05-12,21:30:00,Tolima,Once Caldas,1.74,1.75,5.9,6.2,3.75,3.85,2.84,2.98,1.5,1.53,1.37,1.41,3.45,3.7,1.09,1.1,11.0,12.5,10.0,10.5,1.1,1.11,3.1,3.2,1.45,1.47,1.71,1.75,2.34,2.42,1.27,1.29,4.5,4.6,1.09,1.1,10.5,12.0,1.02,1.04,28.0,40.0,1.01,1.02,75.0,980.0,1.01,1.01,280.0,1000.0,1.01,1.01,750.0,1000.0,2.18,2.38,1.73,1.84,9.6,10.5,15.0,15.5,42.0,980.0,25.0,190.0,6.2,6.6,7.8,8.8,22.0,24.0,22.0,110.0,8.4,9.0,9.4,10.0,24.0,28.0,100.0,140.0,17.0,18.5,19.0,22.0,44.0,50.0,140.0,200.0,14.0,16.0,25.0,170.0,17.5,1000.0,33250930,2277370.0,816112.0,58805.0,1.228576364,1.228576367,1.228576369,1.228576362,1.228576368,1.228576378,1.228576374,1.228576320,1.228576375,1.228576372,1.228576370,1.228576360,1.228576361,1.228576363,1.228576373
Uruguayan Segunda Division,2024-05-12,21:45:00,Cerrito,CSyD Cooper,2.56,2.8,3.1,3.4,2.96,3.3,2.58,2.76,1.57,1.63,1.31,1.36,3.75,4.4,1.06,1.09,12.0,26.0,7.2,10.5,1.11,1.15,2.72,3.1,1.48,1.58,1.57,1.66,2.5,2.82,1.19,1.25,4.8,6.6,1.05,1.1,4.9,21.0,1.01,1.04,1.26,110.0,1.01,1.01,110.0,1000.0,1.01,1.02,400.0,1000.0,1.01,1.02,400.0,1000.0,2.1,2.22,1.82,1.91,7.8,8.8,9.2,10.0,17.0,26.0,46.0,1000.0,7.6,8.6,6.4,8.2,12.5,22.0,36.0,50.0,13.0,210.0,11.0,990.0,19.0,980.0,50.0,75.0,28.0,46.0,27.0,75.0,46.0,65.0,140.0,1000.0,4.7,38.0,4.1,60.0,4.5,1000.0,33265411,5857923.0,58271194.0,58805.0,1.228840146,1.228840156,1.228840157,1.228840158,1.228840147,1.228840148,1.228840149,1.228840150,1.228840151,1.228840152,1.228840153,1.228840154,1.228840155,1.228840193,1.228840194
Mexican Liga MX,2024-05-12,22:00:00,Cruz Azul,Pumas UNAM,2.02,2.04,3.65,3.7,4.1,4.3,4.0,4.3,1.3,1.33,1.68,1.73,2.38,2.46,1.19,1.21,5.8,6.4,22.0,24.0,1.04,1.05,5.9,6.4,1.19,1.21,2.66,2.74,1.58,1.61,1.68,1.7,2.42,2.46,1.27,1.29,4.4,4.7,1.11,1.12,9.0,10.5,1.04,1.05,21.0,28.0,1.01,1.02,50.0,110.0,1.01,1.01,160.0,1000.0,1.58,1.61,2.64,2.74,21.0,23.0,19.0,20.0,27.0,32.0,60.0,70.0,13.0,14.0,9.2,9.8,14.5,15.5,32.0,36.0,14.0,15.5,9.8,11.0,14.0,15.0,34.0,38.0,21.0,24.0,16.0,18.0,23.0,25.0,55.0,80.0,8.6,9.2,20.0,24.0,250.0,470.0,33262188,328204.0,328955.0,58805.0,1.228759975,1.228759978,1.228759980,1.228759973,1.228759979,1.228760023,1.228760020,1.228760024,1.228760021,1.228759983,1.228759981,1.228759974,1.228759972,1.228760059,1.228759984
Mexican Segunda Division,2024-05-12,22:00:00,Cimarrones de Sonora II,Mineros de Fresnillo FC,1.85,2.0,4.2,5.0,3.8,4.5,2.94,3.25,1.44,1.52,1.4,1.47,3.15,3.55,1.09,1.12,8.6,13.5,7.2,18.0,1.07,1.12,3.4,3.9,1.34,1.42,1.82,1.94,2.06,2.22,1.31,1.34,3.9,4.2,1.08,1.16,1.2,13.5,1.03,1.07,1.26,50.0,1.01,1.04,1.25,110.0,1.01,1.01,170.0,1000.0,1.01,1.03,180.0,1000.0,1.89,2.06,1.95,2.14,10.0,13.5,12.5,17.5,24.0,44.0,65.0,210.0,7.0,9.0,7.2,8.8,16.0,21.0,36.0,110.0,9.6,15.0,9.2,11.0,18.0,24.0,42.0,130.0,19.0,30.0,18.5,25.0,28.0,60.0,90.0,320.0,12.0,20.0,42.0,140.0,5.6,1000.0,33265978,10404242.0,10405945.0,58805.0,1.228820627,1.228820630,1.228820632,1.228820625,1.228820631,1.228820675,1.228820672,1.228820676,1.228820673,1.228820635,1.228820633,1.228820626,1.228820624,1.228820711,1.228820636
Salvadoran Primera Division,2024-05-12,22:00:00,CD Municipal Limeno,Platense Zacatecoluca,1.86,1.97,4.1,5.3,3.6,4.3,3.5,3.8,1.36,1.4,1.53,1.58,2.72,2.9,1.13,1.16,7.2,8.8,11.0,21.0,1.05,1.08,4.1,4.9,1.25,1.31,2.06,2.3,1.78,1.93,1.41,1.51,2.94,3.45,1.16,1.2,5.9,8.0,1.05,1.08,13.0,21.0,1.02,1.03,32.0,1000.0,1.01,1.01,110.0,1000.0,1.01,1.02,350.0,1000.0,1.75,1.96,2.04,2.34,11.0,21.0,12.0,23.0,3.25,55.0,3.35,200.0,8.4,13.0,6.2,11.0,12.0,24.0,4.0,80.0,9.8,16.5,9.0,14.0,15.0,26.0,3.25,90.0,16.0,29.0,12.0,26.0,3.2,48.0,70.0,260.0,7.2,14.0,3.25,75.0,3.35,1000.0,33263347,11488197.0,22646430.0,58805.0,1.228775306,1.228775309,1.228775311,1.228775304,1.228775310,1.228775354,1.228775351,1.228775355,1.228775352,1.228775314,1.228775312,1.228775305,1.228775303,1.228775390,1.228775315
Colombian Women's Matches,2024-05-12,22:00:00,La Equidad (W),Independiente Medellin (W),1.93,4.0,2.3,4.9,3.05,22.0,2.56,3.15,1.48,1.61,1.32,1.44,3.3,4.4,1.06,1.12,8.6,36.0,6.2,18.0,1.09,1.15,2.68,3.4,1.41,1.6,1.56,1.9,2.12,2.78,1.19,1.32,4.2,6.4,1.06,1.14,6.4,21.0,1.01,1.06,1.26,110.0,1.01,1.02,75.0,1000.0,1.01,1.01,300.0,1000.0,1.01,1.03,300.0,1000.0,2.0,2.22,1.81,2.0,6.8,12.0,6.4,12.0,14.5,26.0,29.0,75.0,8.6,12.0,6.6,9.2,11.0,17.5,23.0,60.0,13.0,23.0,11.0,17.5,14.5,980.0,18.5,110.0,16.0,70.0,26.0,60.0,3.35,110.0,120.0,1000.0,3.25,60.0,3.25,55.0,3.35,1000.0,33267254,12723393.0,25350226.0,58805.0,1.228840058,1.228840061,1.228840063,1.228840056,1.228840062,1.228840106,1.228840103,1.228840107,1.228840104,1.228840066,1.228840064,1.228840057,1.228840055,1.228840142,1.228840067
Jamaican Premier League,2024-05-12,22:00:00,Cavalier,Arnett Gardens FC,1.93,2.04,4.0,4.6,3.7,4.2,3.1,3.5,1.4,1.45,1.46,1.53,2.9,3.25,1.11,1.14,8.0,10.5,10.0,21.0,1.06,1.1,3.85,4.3,1.31,1.35,1.95,2.1,1.91,2.06,1.36,1.42,3.3,3.8,1.13,1.17,6.4,8.8,1.04,1.07,6.8,26.0,1.01,1.03,12.0,110.0,1.01,1.01,150.0,1000.0,1.01,1.01,330.0,1000.0,1.8,1.94,2.06,2.26,11.5,16.0,13.0,18.5,23.0,38.0,8.6,170.0,8.2,9.8,7.2,9.0,13.5,19.5,8.2,70.0,10.0,14.5,9.0,12.0,16.0,23.0,8.4,75.0,18.5,28.0,17.0,25.0,26.0,44.0,80.0,270.0,8.8,15.0,8.4,80.0,6.4,1000.0,33266230,10532369.0,7666192.0,58805.0,1.228823000,1.228823003,1.228823005,1.228822998,1.228823004,1.228823048,1.228823045,1.228823049,1.228823046,1.228823008,1.228823006,1.228822999,1.228822997,1.228823084,1.228823009
Mexican Women's Matches,2024-05-12,22:06:00,Pachuca (W),Club Leon FC (W),1.39,1.44,7.4,8.4,5.7,6.4,5.0,5.4,1.22,1.25,1.89,1.97,2.02,2.12,1.26,1.29,4.4,4.9,12.0,110.0,1.01,1.04,6.8,9.6,1.11,1.15,3.15,3.55,1.39,1.45,1.87,2.02,1.98,2.14,1.38,1.45,3.2,3.65,1.16,1.2,5.8,7.4,1.07,1.09,12.0,50.0,1.02,1.04,28.0,110.0,1.01,1.02,60.0,120.0,1.65,1.78,2.28,2.52,30.0,44.0,32.0,60.0,60.0,90.0,100.0,230.0,12.0,16.0,12.5,15.5,24.0,34.0,60.0,140.0,10.0,12.5,9.4,11.5,18.0,23.0,48.0,110.0,12.0,15.5,11.5,14.0,20.0,29.0,60.0,90.0,3.65,4.4,7.8,80.0,85.0,500.0,33265667,13621472.0,16729905.0,58805.0,1.228812666,1.228812669,1.228812671,1.228812664,1.228812670,1.228812714,1.228812711,1.228812715,1.228812712,1.228812674,1.228812672,1.228812665,1.228812663,1.228812750,1.228812675
Guatemalan Primera Division de Ascenso,2024-05-12,23:00:00,Marquense,Suchitepequez,1.29,1.43,2.56,25.0,4.9,12.5,3.0,3.8,1.36,1.48,1.45,1.56,2.62,3.35,1.12,1.17,6.8,10.5,1.27,23.0,1.05,1.09,3.4,4.3,1.3,1.36,1.83,2.14,1.88,2.2,1.34,1.45,3.2,3.95,1.13,1.2,6.0,8.8,1.04,1.09,1.26,26.0,1.01,1.04,1.25,110.0,1.01,1.01,130.0,1000.0,1.01,1.01,500.0,1000.0,2.22,2.46,1.68,1.81,4.2,980.0,4.6,980.0,5.1,170.0,5.3,1000.0,5.7,7.6,3.7,14.0,4.9,980.0,5.3,1000.0,6.6,8.6,7.2,11.5,4.7,980.0,13.5,1000.0,9.6,46.0,12.0,24.0,4.9,65.0,130.0,1000.0,4.7,9.2,4.3,1000.0,5.4,1000.0,33265919,9215444.0,9216457.0,58805.0,1.228820221,1.228820224,1.228820226,1.228820219,1.228820225,1.228820269,1.228820266,1.228820270,1.228820267,1.228820229,1.228820227,1.228820220,1.228820218,1.228820305,1.228820230
