League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-03-30,00:00:00,Mazatlan FC,Tijuana,2.26,2.36,3.15,3.4,3.7,4.1,2.16,2.36,1.74,1.86,1.64,1.74,2.34,2.54,14.5,19.5,12.0,16.5,18.5,26.0,6.4,60.0,10.0,13.5,7.2,9.8,11.0,15.0,6.2,36.0,13.5,17.5,9.4,12.5,13.5,18.5,6.2,44.0,6.2,34.0,19.0,25.0,6.2,36.0,6.6,85.0,4.9,16.0,5.7,27.0,4.8,1000.0,33117924,30582862.0,5687741.0,58805.0,1.226307499,1.226307544,0.0,0.0
Japanese J League,2024-03-30,01:00:00,Hiroshima,G-Osaka,1.5,1.54,7.2,8.2,4.7,4.8,1.94,2.1,1.92,2.08,2.08,2.24,1.81,1.93,13.0,18.5,20.0,28.0,4.1,80.0,4.3,290.0,5.8,9.4,7.6,12.5,4.2,36.0,4.2,150.0,7.6,10.5,7.6,12.5,4.2,34.0,4.2,150.0,12.0,16.5,15.0,21.0,4.1,50.0,4.2,210.0,3.1,10.5,4.2,210.0,4.3,1000.0,33117615,744103.0,441083.0,58805.0,1.226307961,1.226307964,0.0,0.0
Japanese J League 2,2024-03-30,01:00:00,Kofu,Renofa Yamaguchi,1.77,1.83,5.1,5.4,3.85,4.2,1.95,2.1,1.92,2.06,1.89,2.0,2.0,2.12,11.5,16.0,14.5,19.5,5.9,44.0,6.4,140.0,7.2,9.6,8.0,9.8,16.5,23.0,6.2,75.0,8.6,11.5,9.0,11.5,17.0,23.0,6.2,80.0,15.0,21.0,15.0,21.0,5.9,42.0,6.4,130.0,4.4,12.5,6.2,85.0,6.8,1000.0,33135302,1405179.0,4233875.0,58805.0,1.226610764,1.226610809,0.0,0.0
Japanese J League,2024-03-30,02:00:00,Kobe,Sapporo,1.67,1.72,5.3,5.8,4.2,4.5,2.04,2.3,1.77,1.95,1.83,1.97,2.04,2.22,14.5,18.0,16.0,22.0,6.4,48.0,7.0,150.0,8.0,10.0,8.6,10.5,19.0,24.0,6.6,80.0,9.0,11.5,9.0,11.0,17.5,23.0,6.6,80.0,14.5,18.5,14.0,19.0,6.2,38.0,7.0,130.0,4.2,10.0,6.8,85.0,7.2,1000.0,33117308,441082.0,2245760.0,58805.0,1.22630863,1.226308633,0.0,0.0
Japanese J League,2024-03-30,02:00:00,Albirex Niigata,Kashiwa,2.66,2.76,3.15,3.25,3.1,3.25,1.57,1.65,2.52,2.76,2.06,2.22,1.82,1.94,6.6,10.5,7.2,12.0,14.5,25.0,4.1,75.0,6.4,10.5,5.4,8.6,11.0,18.0,4.0,60.0,11.0,19.0,9.6,16.0,16.5,28.0,4.1,90.0,4.1,50.0,4.3,46.0,4.1,80.0,4.2,220.0,4.0,48.0,4.1,70.0,4.3,1000.0,33117335,5712145.0,441080.0,58805.0,1.226309279,1.226309282,0.0,0.0
Japanese J League 2,2024-03-30,02:00:00,Yamagata,Shimizu,4.3,4.8,1.81,1.89,3.95,4.3,2.08,2.38,1.73,1.91,1.75,1.87,2.16,2.32,12.5,22.0,7.8,13.0,8.8,14.5,14.5,25.0,16.0,23.0,7.0,11.5,7.6,12.5,13.0,23.0,4.3,44.0,13.5,22.0,13.5,23.0,4.3,40.0,4.1,120.0,4.1,65.0,4.0,70.0,4.1,110.0,4.0,60.0,3.2,12.5,4.2,890.0,33135293,3718961.0,441086.0,58805.0,1.226610944,1.226610989,0.0,0.0
Japanese J League 2,2024-03-30,02:00:00,Blaublitz Akita,Iwaki SC,2.52,3.0,2.88,3.5,2.9,3.35,1.51,1.69,2.46,2.94,1.99,2.36,1.74,2.02,7.0,9.4,7.8,10.5,5.2,21.0,6.2,65.0,7.0,9.4,5.9,7.8,4.8,16.0,6.0,50.0,5.0,18.0,4.7,15.0,5.4,25.0,6.2,80.0,6.0,50.0,5.9,44.0,6.2,75.0,6.6,1000.0,6.0,46.0,6.2,60.0,6.8,1000.0,33135294,5852914.0,13432059.0,58805.0,1.226610854,1.226610899,0.0,0.0
South Korean K League 1,2024-03-30,02:00:00,Incheon Utd,Daejeon Citizen,2.06,2.2,3.7,4.2,3.45,3.75,1.85,2.2,1.84,2.18,1.85,1.99,2.02,2.18,9.4,15.5,12.0,17.0,3.9,34.0,4.1,95.0,8.2,11.5,7.2,9.8,14.0,20.0,4.1,60.0,11.0,15.5,3.5,13.5,14.0,24.0,4.1,75.0,4.1,32.0,4.1,29.0,4.2,50.0,4.1,140.0,3.55,21.0,4.0,65.0,4.3,1000.0,33117724,5348609.0,5352230.0,58805.0,0.0,1.226304415,0.0,0.0
Japanese J League 2,2024-03-30,02:00:00,Yokohama FC,Sendai,1.76,1.95,4.6,6.0,3.45,4.3,1.76,1.93,2.06,2.32,1.88,2.2,1.83,2.14,10.0,14.0,13.0,18.0,6.0,44.0,6.6,140.0,6.6,8.8,7.0,9.2,16.5,23.0,6.4,85.0,8.4,11.5,8.6,11.5,5.6,25.0,6.4,90.0,15.5,21.0,16.5,23.0,6.0,46.0,6.6,160.0,4.7,14.5,6.4,110.0,6.8,1000.0,33145722,2319612.0,442179.0,58805.0,1.226786068,1.226786113,1.226786152,1.226786077
Japanese J League 2,2024-03-30,02:00:00,Mito,Kagoshima Utd,2.44,2.68,3.1,3.45,3.2,3.5,1.72,1.84,2.2,2.4,1.91,2.06,1.96,2.1,9.6,12.0,9.8,12.0,16.5,23.0,7.2,65.0,8.4,9.6,6.8,7.6,12.5,16.0,7.0,46.0,13.5,17.0,10.5,12.5,17.5,22.0,7.2,65.0,6.8,40.0,6.8,34.0,7.0,55.0,7.8,140.0,6.4,30.0,7.0,48.0,8.2,1000.0,33145709,3455677.0,10428848.0,58805.0,1.226786248,1.226786293,1.226786332,1.226786257
