League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Bulgarian A League,2025-05-19,11:45:00,CSKA 1948 Sofia,Levski Krumovgrad,1.29,1.35,10.0,15.5,5.8,6.6,2.04,2.22,1.82,1.96,2.36,2.62,1.62,1.73,13.0,90.0,27.0,70.0,100.0,1000.0,5.3,810.0,6.4,7.6,11.5,190.0,38.0,110.0,10.5,290.0,6.2,7.8,5.8,40.0,26.0,1000.0,10.0,250.0,5.6,27.0,14.0,16.0,15.0,1000.0,28.0,300.0,5.4,7.0,15.0,520.0,10.5,1000.0,34324258,20732043.0,41731605.0,58805.0,1.243831378,1.243831423,1.243831462,1.243831387,2.92,4.3,1.3,1.52,15.0,21.0,1.05,1.07,4.0,5.3,1.27,1.34,1.07,1.1,3.85,4.5,1.18,1.21,1.243831379,1.243831381,1.243831382,1.243831426
Serbian First League,2025-05-19,12:00:00,FK Dubocica,Sloven Ruma,1.34,2.34,3.4,65.0,2.84,5.1,1.07,11.0,1.3,15.0,1.05,1000.0,1.03,1000.0,1.14,90.0,1.23,1000.0,1.23,1000.0,1.23,1000.0,1.18,29.0,1.19,42.0,1.23,1000.0,1.23,1000.0,1.19,40.0,1.19,40.0,1.23,1000.0,1.23,1000.0,1.23,900.0,1.21,70.0,1.23,1000.0,1.23,1000.0,1.23,600.0,1.55,1000.0,1.23,1000.0,34333426,25173927.0,72211343.0,58805.0,1.243925266,1.243925311,1.243925350,1.243925275,2.1,3.5,1.4,1.9,2.1,11.0,1.1,1.25,2.1,11.0,1.3,1.9,1.05,1.21,1.74,5.6,1.25,1.55,1.243925267,1.243925269,1.243925270,1.243925314
Serbian First League,2025-05-19,12:00:00,Fk Smederevo,FK Trayal Krusevac,1.43,6.2,2.52,990.0,2.8,5.0,1.3,2.26,1.8,4.4,1.03,1000.0,1.03,1000.0,1.02,90.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,1.01,42.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,1.03,900.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,1.55,600.0,1.55,1000.0,1.04,1000.0,34333423,15434416.0,19642466.0,58805.0,1.243923584,1.243923587,1.243923631,1.243923632,2.1,3.5,1.4,1.9,5.0,12.5,1.09,1.25,1.3,4.4,1.3,4.3,1.02,1.34,1.5,3.35,1.25,1.56,1.243923633,1.243923594,1.243923585,1.243923586
Algerian Ligue 1,2025-05-19,13:00:00,ASO Chlef,Belouizdad,4.1,5.0,2.1,2.3,2.92,3.35,1.46,1.76,2.3,3.15,1.05,1000.0,1.03,1000.0,2.82,46.0,2.56,220.0,3.9,27.0,7.2,900.0,3.4,24.0,3.0,42.0,3.65,280.0,11.0,80.0,8.6,60.0,6.2,20.0,7.4,65.0,2.12,170.0,1.96,210.0,2.16,210.0,1.96,290.0,2.94,1000.0,1.91,1000.0,3.4,34.0,7.2,1000.0,34328954,6488669.0,9221275.0,58805.0,1.243873998,1.243874001,1.243874045,1.243874046,2.18,3.0,1.5,1.85,4.3,110.0,1.1,1.3,2.56,3.05,1.49,1.64,1.76,1.9,1.26,1.33,1.44,1.53,1.243874047,1.243874008,1.243873999,1.243874000
Algerian Ligue 1,2025-05-19,13:00:00,MC Alger,ES Setif,1.51,1.56,8.6,8.8,4.0,4.5,1.58,1.74,2.36,2.7,2.22,3.15,1.56,1.69,7.4,90.0,7.0,48.0,4.6,100.0,4.8,1000.0,4.4,7.0,3.45,42.0,4.5,90.0,4.2,1000.0,3.15,9.0,3.75,40.0,4.4,85.0,4.2,1000.0,4.0,180.0,7.6,70.0,3.5,110.0,4.8,1000.0,3.7,29.0,4.7,1000.0,7.2,1000.0,34328953,5177434.0,5201569.0,58805.0,1.243874088,1.243874091,1.243874135,1.243874136,2.58,3.35,1.43,1.63,3.55,12.5,1.09,1.2,2.76,3.2,1.45,1.57,1.12,1.14,2.76,2.94,1.29,1.33,1.243874137,1.243874098,1.243874089,1.243874090
Estonian Premier League,2025-05-19,13:00:00,Tallinna Kalev,Trans Narva,4.9,5.8,1.62,1.72,4.6,5.0,2.3,2.64,1.61,1.76,1.69,1.83,2.2,2.44,8.2,90.0,8.0,22.0,7.8,21.0,11.0,900.0,9.2,55.0,8.6,22.0,7.4,40.0,6.2,70.0,4.2,130.0,8.4,48.0,7.6,44.0,9.6,70.0,4.2,150.0,4.2,170.0,4.2,160.0,2.44,580.0,4.2,65.0,5.0,29.0,7.2,1000.0,34318123,5924203.0,46983.0,58805.0,1.243758554,1.243758599,1.243758638,1.243758563,3.15,4.7,1.27,1.47,21.0,36.0,1.04,1.05,4.8,5.8,1.21,1.26,2.38,2.7,1.2,1.25,1.25,1.28,1.243758555,1.243758557,1.243758558,1.243758602
Estonian Esiliiga,2025-05-19,13:00:00,Flora Tallinn II,Nomme Kalju II,1.12,1.54,3.0,1000.0,3.05,950.0,1.11,110.0,1.03,10.0,1.03,1000.0,1.03,1000.0,1.15,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,1.11,29.0,1.12,42.0,4.2,1000.0,4.2,1000.0,1.15,1000.0,1.15,1000.0,1.15,1000.0,4.2,1000.0,1.14,900.0,1.15,1000.0,1.15,1000.0,1.15,1000.0,1.07,29.0,4.2,1000.0,1.15,1000.0,34333256,5412351.0,10396212.0,58805.0,1.243930801,1.243930846,1.243930885,1.243930810,1.2,110.0,1.21,1.8,3.75,110.0,1.01,1.05,1.5,110.0,1.02,3.0,1.03,1.2,2.3,12.5,1.08,1.23,1.243930802,1.243930804,1.243930805,1.243930849
Swedish Division 1,2025-05-19,13:30:00,BK Olympic,Angelholms,3.2,3.7,2.16,2.36,3.5,4.1,2.02,2.48,1.79,1.98,1.68,1.84,2.18,2.74,4.5,90.0,8.2,23.0,4.2,30.0,9.6,900.0,4.5,36.0,6.4,14.0,4.0,40.0,7.8,70.0,8.6,60.0,4.3,36.0,6.2,60.0,5.3,80.0,3.75,190.0,5.1,90.0,5.2,120.0,3.85,580.0,5.0,40.0,4.2,55.0,7.2,1000.0,34323932,5618747.0,502386.0,58805.0,1.243823326,1.243823371,1.243823410,1.243823335,2.8,4.1,1.32,1.56,3.95,26.0,1.04,1.1,3.55,5.4,1.27,1.34,1.74,1.87,1.37,1.45,1.33,1.4,1.243823327,1.243823329,1.243823330,1.243823374
Polish I Liga,2025-05-19,14:00:00,Miedz Legnica,Nieciecza,2.58,2.82,2.82,3.1,3.2,3.6,1.7,1.84,2.18,2.42,1.89,2.04,1.96,2.12,4.7,90.0,5.3,27.0,7.2,60.0,8.8,110.0,4.9,25.0,4.6,14.0,4.3,26.0,8.4,70.0,6.6,36.0,4.0,24.0,6.6,60.0,4.2,90.0,11.5,85.0,8.2,60.0,11.5,85.0,3.0,580.0,4.7,55.0,5.6,46.0,7.2,1000.0,34315031,4935893.0,4871645.0,58805.0,1.243722942,1.243722987,1.243723027,1.243722951,2.52,3.55,1.39,1.56,8.8,13.5,1.09,1.12,3.1,3.6,1.4,1.47,1.48,1.55,1.56,1.63,1.4,1.45,1.243722943,1.243722945,1.243722946,1.243722990
Polish I Liga,2025-05-19,14:00:00,Chrobry Glogow,Ruch Chorzow,3.9,4.7,1.92,2.06,3.7,4.4,1.6,2.36,1.73,12.5,1.05,2.34,1.75,36.0,4.7,32.0,3.95,22.0,6.8,34.0,10.5,900.0,4.7,36.0,3.8,14.0,8.0,24.0,10.5,70.0,5.9,120.0,4.9,32.0,6.8,60.0,5.6,90.0,6.6,1000.0,10.0,110.0,6.4,130.0,4.7,580.0,6.2,230.0,5.9,140.0,7.2,1000.0,34315018,5822815.0,2160683.0,58805.0,1.243720562,1.243720565,1.243720609,1.243720610,3.1,4.1,1.32,1.47,10.0,21.0,1.06,1.11,2.88,21.0,1.29,1.53,1.94,2.14,1.28,1.34,1.33,1.37,1.243720611,1.243720572,1.243720563,1.243720564
